10,божии,A-,божіі,458,afnik,avv,birchbark,bur-alph,const,domo,,dux-grjaz,gol-gol,,,klem,kur,lav,luk-koloc_subtitle_added,mikh,,mstislav-col,,,nov-marg,nov-sin,,ostromir-col,,peter,,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,,usp-sbor,ust-vlad,,,,3846054279615
11,помиловати,V-,поміловаті,59,afnik,avv,,,const,domo,,,gol-gol,,,klem,,lav,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,zadon,19112606574899
12,азъ,Pp,азъ,1717,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,,klem,kur,lav,,mikh,mst,mstislav-col,nevsky-treaty,nov-list,nov-marg,nov-sin,,ostromir-col,paz,peter,,pskov_subtitle_added,pvl-hyp,rig-smol1281,,rusprav,,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,,usp-sbor,,,,zadon,19236013456383
13,рабъ,Nb,рабъ,72,afnik,avv,,,const,domo,,dux-grjaz,,,,,,lav,,,,mstislav-col,,,nov-marg,nov-sin,,ostromir-col,,,,,pvl-hyp,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,,1520698532019
14,свои,Pt,своі,2382,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,klem,kur,lav,luk-koloc_subtitle_added,mikh,mst,mstislav-col,nevsky-treaty,nov-list,nov-marg,nov-sin,novgorod-jaroslav,ostromir-col,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,,vest-kur,zadon,30786325577727
15,грѣшьныи,A-,грѣшьньіі,66,afnik,avv,,,const,domo,drac,dux-grjaz,gol-gol,,,,,lav,,,,mstislav-col,,,nov-marg,nov-sin,,,,,,,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,,1520421708275
16,афонасии,Ne,афонасіі,6,afnik,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,,,,,,8589934595
17,микитинъ,A-,мікітінъ,1,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18,се,I-,се,456,afnik,avv,birchbark,,const,,drac,dux-grjaz,,,,,,lav,,,mst,,nevsky-treaty,nov-list,,nov-sin,,,,,,,pvl-hyp,,,rusprav,,sergrad,,,spi,stefan,suz-lav,,usp-sbor,ust-vlad,varlaam,,zadon,25780812587223
19,написати,V-,напісаті,69,afnik,avv,birchbark,bur-alph,const,domo,,,gol-gol,,,,,lav,,,,mstislav-col,,,nov-marg,nov-sin,,ostromir-col,,,,pskov_subtitle_added,pvl-hyp,,riga-goth,,,sergrad,,,,stefan,,turch,usp-sbor,,,,,1796784398655
20,хожение,Nb,хоженіе,8,afnik,,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,,,,,,8589942785
21,трие,Ma,тріе,355,afnik,avv,birchbark,bur-alph,const,domo,,,,,kiev-hyp,,,lav,,mikh,,,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,,,peter,,pskov_subtitle_added,pvl-hyp,,riga-goth,rusprav,,sergrad,,,spi,stefan,suz-lav,,usp-sbor,,varlaam,vest-kur,zadon,32379128030271
22,море,Nb,море,143,afnik,avv,,,const,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,pvl-hyp,,riga-goth,,,sergrad,,,spi,stefan,suz-lav,,usp-sbor,,,,zadon,19182668226579
23,пьрвыи,Mo,пьрвьіі,125,afnik,avv,birchbark,,const,domo,drac,,,golitsyn,,,,lav,luk-koloc_subtitle_added,mikh,,,,,,nov-sin,,,,peter,,pskov_subtitle_added,pvl-hyp,,,rusprav,,sergrad,,,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,,vest-kur,zadon,30728781881975
24,дербентьскыи,A-,дербентьскьіі,1,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
25,дория,Nb,доріꙗ,5,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
26,хвалисьскыи,A-,хвалісьскьіі,2,afnik,,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8193
27,въторыи,Mo,въторьіі,35,afnik,avv,,,const,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,rusprav,,sergrad,,,,stefan,suz-lav,turch,usp-sbor,ust-vlad,,,,4271347081235
28,индѣискыи,A-,індѣіскьіі,34,afnik,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
29,гондустаньскыи,A-,гондустаньскьіі,6,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30,третии,Mo,третіі,90,afnik,avv,,bur-alph,const,domo,drac,,,golitsyn,,,,lav,,,mst,,nevsky-treaty,,,nov-sin,,,,,pskov-ivan,,,,,rusprav,schism,sergrad,shch,,spi,stefan,suz-lav,turch,,,,vest-kur,zadon,27451353014907
31,чьрныи,A-,чьрньіі,37,afnik,avv,,,const,domo,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,spi,stefan,suz-lav,,usp-sbor,,,,zadon,19181326049331
32,стемъбольскыи,A-,стемъбольскьіі,2,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
33,поити#1,V-,поіті#1,502,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,,,kiev-hyp,,,lav,luk-koloc_subtitle_added,mikh,,,nevsky-treaty,,,nov-sin,novgorod-jaroslav,,,peter,,pskov_subtitle_added,pvl-hyp,,,rusprav,,sergrad,,smol-pol-lit,,stefan,suz-lav,,usp-sbor,,,,zadon,19149554509055
34,отъ,R-,отъ,2255,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,,,kur,lav,luk-koloc_subtitle_added,mikh,,mstislav-col,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,varlaam,vest-kur,zadon,35150002844671
35,съпасъ,Nb,съпасъ,55,afnik,avv,,,,,,,gol-gol,,,,,lav,,,,,,,,nov-sin,,,,,,pskov_subtitle_added,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,ust-vlad,varlaam,,,8117624512771
36,златовьрхыи,A-,златовьрхьіі,5,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spi,,suz-lav,,,,,,,343597383681
37,съ,R-,съ,3070,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,klem,kur,lav,luk-koloc_subtitle_added,mikh,mst,mstislav-col,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,varlaam,vest-kur,zadon,35183825780735
38,и,Pp,і,6738,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,,kur,lav,luk-koloc_subtitle_added,mikh,mst,mstislav-col,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,ostromir-col,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,varlaam,vest-kur,zadon,35184371038207
39,милость,Nb,мілость,133,afnik,avv,,,const,domo,drac,,gol-gol,,,klem,kur,lav,,mikh,,mstislav-col,,,,nov-sin,,,paz,peter,,,,,,rusprav,,sergrad,,smol-pol-lit,,stefan,suz-lav,,usp-sbor,,,vest-kur,,10353071274355
40,великыи,A-,велікьіі,815,afnik,avv,birchbark,bur-alph,const,domo,drac,,,,kiev-hyp,,kur,lav,luk-koloc_subtitle_added,mikh,,,,nov-list,,nov-sin,,,,peter,,pskov_subtitle_added,pvl-hyp,rig-smol1281,,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,,vest-kur,zadon,30785153856639
41,кънязь,Nb,кънꙗзь,1238,afnik,avv,birchbark,bur-alph,const,domo,,,gol-gol,golitsyn,kiev-hyp,,kur,lav,luk-koloc_subtitle_added,mikh,mst,mstislav-col,nevsky-treaty,,,nov-sin,novgorod-jaroslav,ostromir-col,,,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,,usp-sbor,ust-vlad,,vest-kur,zadon,30236517857087
42,михаилъ,Ne,міхаілъ,101,afnik,,,bur-alph,const,,drac,,gol-gol,,,,,lav,,,,,nevsky-treaty,,,nov-sin,novgorod-jaroslav,,,,,pskov_subtitle_added,pvl-hyp,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,,1520827638105
43,борисовичь,Ne,борісовічь,12,afnik,,,,,,,,,golitsyn,,,kur,,,,,,,,,nov-sin,,,,,,,,,,,,,,,,,suz-lav,,,,,,,274880008705
44,и,C-,і,19098,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,klem,kur,lav,luk-koloc_subtitle_added,mikh,mst,mstislav-col,nevsky-treaty,nov-list,nov-marg,nov-sin,novgorod-jaroslav,ostromir-col,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,varlaam,vest-kur,zadon,35184372088831
45,владыка,Nb,владьіка,133,afnik,avv,birchbark,,const,,,,,,,,,lav,,,,,,,,nov-sin,novgorod-jaroslav,,,,,pskov_subtitle_added,,rig-smol1281,riga-goth,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,,1522169552919
46,генадии,Ne,генадіі,1,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47,твѣрьскыи,A-,твѣрьскьіі,12,afnik,avv,,,,,,,,,,,,,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,,stefan,,,,,,,,146030985219
48,на,R-,на,4547,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,klem,kur,lav,luk-koloc_subtitle_added,mikh,mst,mstislav-col,nevsky-treaty,nov-list,nov-marg,nov-sin,novgorod-jaroslav,ostromir-col,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,varlaam,vest-kur,zadon,35184372088831
49,низъ,Df,нізъ,4,afnik,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
50,вълга,Ne,вълга,38,afnik,avv,,,,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,,,,,,spi,stefan,suz-lav,,usp-sbor,,,,,1580550070275
51,приити,V-,прііті,963,afnik,avv,birchbark,,const,domo,drac,,,,kiev-hyp,,kur,lav,luk-koloc_subtitle_added,mikh,,mstislav-col,,,,nov-sin,,,,,,pskov_subtitle_added,pvl-hyp,,riga-goth,rusprav,schism,sergrad,,,,stefan,suz-lav,turch,usp-sbor,,,vest-kur,zadon,28466374440055
52,въ,R-,въ,7626,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,klem,kur,lav,luk-koloc_subtitle_added,mikh,mst,mstislav-col,nevsky-treaty,nov-list,nov-marg,nov-sin,novgorod-jaroslav,ostromir-col,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,varlaam,vest-kur,zadon,35184372088831
53,манастырь,Nb,манастьірь,259,afnik,avv,birchbark,,,,,,,,,,,lav,luk-koloc_subtitle_added,,mst,,,,,nov-sin,,,,,,,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,ust-vlad,,,,3719443865607
54,къ,R-,къ,2296,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,klem,kur,lav,luk-koloc_subtitle_added,mikh,,,,nov-list,,nov-sin,novgorod-jaroslav,,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,,spi,stefan,suz-lav,turch,usp-sbor,,,vest-kur,zadon,28552932687871
55,живоначальныи,A-,жівоначальньіі,7,afnik,,,,const,,,dux-grjaz,,,,,,,,,,,,,,,,,,,,pskov_subtitle_added,,,,,,sergrad,,,,,,,,,,,,8724152465
56,троица,Nb,троіца,64,afnik,avv,,bur-alph,const,,,dux-grjaz,,,,,,lav,,,,mstislav-col,,,,nov-sin,,,,,,pskov_subtitle_added,pvl-hyp,,,,,sergrad,,,,stefan,suz-lav,,,,,,,421311684763
57,мученикъ,Nb,мученікъ,52,afnik,avv,,bur-alph,,,drac,,,,,,,lav,,,,,,,,nov-sin,,,,,,pskov_subtitle_added,,,,,,sergrad,,,,,suz-lav,,usp-sbor,,,,,1383115792459
58,борисъ,Ne,борісъ,116,afnik,avv,birchbark,,,,,,,,,,kur,lav,,,,,,,,nov-sin,,,,,,,,,,,,,,smol-pol-lit,spi,,suz-lav,,usp-sbor,,,,zadon,19069656903687
59,гълѣбъ,Ne,гълѣбъ,143,afnik,,,,,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,,,,,smol-pol-lit,,,suz-lav,,usp-sbor,,,,zadon,19000937422849
60,у,R-,у,1037,afnik,avv,birchbark,,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,klem,,lav,luk-koloc_subtitle_added,mikh,mst,,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,,riga-goth,rusprav,schism,sergrad,shch,,spi,stefan,suz-lav,turch,usp-sbor,,,vest-kur,zadon,28552396140535
61,игуменъ,Nb,ігуменъ,199,afnik,avv,birchbark,,,domo,drac,dux-grjaz,,,,,,lav,,,mst,,,,,nov-sin,,,,,,,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,ust-vlad,,,,3719443849447
62,себе,Pk,себе,5901,afnik,avv,birchbark,bur-alph,const,domo,drac,,gol-gol,golitsyn,kiev-hyp,klem,kur,lav,luk-koloc_subtitle_added,mikh,mst,mstislav-col,nevsky-treaty,nov-list,nov-marg,nov-sin,novgorod-jaroslav,,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,,vest-kur,zadon,30786317188991
63,благословити,V-,благословіті,86,afnik,avv,,,const,domo,,,,,,,,lav,,,,,,,,nov-sin,,ostromir-col,,,,pskov_subtitle_added,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,zadon,19112749178931
64,макарии,Ne,макаріі,1,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
65,братия,Nb,братіꙗ,465,afnik,avv,birchbark,,const,domo,,,,,kiev-hyp,,,lav,,,mst,mstislav-col,nevsky-treaty,nov-list,nov-marg,nov-sin,,,,,,pskov_subtitle_added,,,,rusprav,,sergrad,,smol-pol-lit,spi,stefan,suz-lav,,usp-sbor,,varlaam,,zadon,23616016032823
66,из,R-,із,727,afnik,avv,birchbark,,const,domo,drac,dux-grjaz,,golitsyn,kiev-hyp,,,lav,luk-koloc_subtitle_added,mikh,,mstislav-col,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,,,peter,,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,,vest-kur,zadon,30751872444151
67,колязинъ,Ne,колꙗзінъ,1,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
68,углечь,Ne,углечь,2,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
69,кострома,Ne,кострома,4,afnik,avv,,,,,,,,,,,,,,,,,,,,,,,paz,,,,,,,,,,,,,,,,,,,,,16777219
70,александръ,Ne,александръ,31,afnik,,,,,domo,,,,golitsyn,,,kur,lav,,,,,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,,,,,,pvl-hyp,,,,,,,,,,,turch,,,,vest-kur,,9346124362273
71,иныи,Px,іньіі,502,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,,golitsyn,,,,lav,luk-koloc_subtitle_added,mikh,,,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,,,peter,,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,,smol-pol-lit,,stefan,suz-lav,,usp-sbor,ust-vlad,,vest-kur,zadon,30150576890623
72,грамота,Nb,грамота,119,afnik,avv,birchbark,bur-alph,,domo,,dux-grjaz,,,,,,lav,,,,,nevsky-treaty,,,nov-sin,novgorod-jaroslav,,,,,pskov_subtitle_added,pvl-hyp,,riga-goth,,,sergrad,,smol-pol-lit,,stefan,,,,,,,,181871583407
73,отъпустити,V-,отъпустіті,70,afnik,avv,,,const,domo,drac,dux-grjaz,,,,,,lav,,,,,,,,nov-sin,,,,peter,,pskov_subtitle_added,pvl-hyp,,,,,sergrad,,,,,suz-lav,,usp-sbor,,,vest-kur,,10179510804723
74,вьсь,Px,вьсь,2127,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,klem,,lav,luk-koloc_subtitle_added,mikh,,mstislav-col,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,ostromir-col,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,varlaam,vest-kur,zadon,35184370970623
75,русь,Ne,русь,208,afnik,avv,birchbark,,,domo,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,pvl-hyp,,riga-goth,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,zadon,19113948749863
76,добровольно,Df,добровольно,5,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77,плесо,Ne,плесо,1,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78,новъгородъ,Ne,новъгородъ,398,afnik,avv,,,,,,,,,kiev-hyp,,,lav,,,,,nevsky-treaty,nov-list,,nov-sin,novgorod-jaroslav,ostromir-col,,,,pskov_subtitle_added,,,,,,,,,spi,,suz-lav,,usp-sbor,,,,zadon,19035444749315
79,нижьнии,A-,ніжьніі,15,afnik,,,bur-alph,const,domo,,,,,,,,,,,,,,,,nov-sin,,,,peter,,,,,,,,sergrad,,,,,,turch,,,,,,558381400121
80,кыселевъ,A-,кьіселевъ,1,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
81,намѣстьникъ,Nb,намѣстьнікъ,31,afnik,,,,,,,,,,,,,,,,,,,,,nov-sin,,,,,,pskov_subtitle_added,pvl-hyp,rig-smol1281,,,,sergrad,,,,stefan,,,,ust-vlad,,,,2345993764865
82,пошьлиньникъ,Nb,пошьліньнікъ,1,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
83,иванъ,Ne,іванъ,95,afnik,avv,birchbark,,,,,dux-grjaz,gol-gol,golitsyn,,,,lav,,,,,,nov-list,,nov-sin,,,paz,,pskov-ivan,pskov_subtitle_added,,,,,,sergrad,,,,,suz-lav,turch,,,,,,833444389767
84,сараевъ,A-,сараевъ,1,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
85,пропустити,V-,пропустіті,4,afnik,,,,,,,,,,,,,,,,,,,,,,,,,peter,,,,,,,,,,,,,suz-lav,,,,,,,274911461377
86,а,C-,а,4014,afnik,avv,birchbark,,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,klem,kur,lav,luk-koloc_subtitle_added,mikh,mst,mstislav-col,nevsky-treaty,nov-list,nov-marg,nov-sin,novgorod-jaroslav,ostromir-col,paz,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,rig-smol1281,riga-goth,rusprav,schism,sergrad,shch,smol-pol-lit,spi,stefan,suz-lav,turch,usp-sbor,ust-vlad,varlaam,vest-kur,zadon,35184372088823
87,василии,Ne,васіліі,86,afnik,avv,,bur-alph,,,,dux-grjaz,gol-gol,golitsyn,,,,lav,,mikh,,,,,,nov-sin,,,,peter,,pskov_subtitle_added,,,,,schism,sergrad,,,,stefan,suz-lav,turch,usp-sbor,ust-vlad,,,,4273662370699
88,папинъ,Ne,папінъ,2,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
89,проѣхати,V-,проѣхаті,3,afnik,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
90,городъ,Nb,городъ,368,afnik,avv,birchbark,,,domo,,,,,kiev-hyp,,,lav,,mikh,,,,nov-list,,nov-sin,,,,peter,pskov-ivan,pskov_subtitle_added,pvl-hyp,,riga-goth,rusprav,,,shch,smol-pol-lit,spi,,suz-lav,turch,usp-sbor,ust-vlad,,vest-kur,,13043247916071
91,язъ,Pp,ꙗзъ,55,afnik,,birchbark,,,,drac,dux-grjaz,,,,,,lav,,,mst,,,,,nov-sin,,,,,pskov-ivan,pskov_subtitle_added,pvl-hyp,,,rusprav,,,,smol-pol-lit,,,suz-lav,,,ust-vlad,,,,2510880317637
92,жьдати,V-,жьдаті,24,afnik,avv,,,const,domo,,,,,,,,lav,,,,,,,,nov-sin,,,,,,pskov_subtitle_added,,,,rusprav,,,,,spi,stefan,suz-lav,,usp-sbor,,,,,1582831771699
93,дъва,Ma,дъва,408,afnik,avv,birchbark,bur-alph,const,domo,drac,dux-grjaz,gol-gol,golitsyn,kiev-hyp,,,lav,,mikh,,,nevsky-treaty,,,nov-sin,novgorod-jaroslav,,paz,,pskov-ivan,pskov_subtitle_added,pvl-hyp,,riga-goth,rusprav,,sergrad,,,spi,stefan,suz-lav,turch,usp-sbor,,varlaam,vest-kur,zadon,32928933652479
94,недѣля,Nb,недѣлꙗ,144,afnik,avv,birchbark,,const,domo,,,,golitsyn,kiev-hyp,klem,,lav,,,,,,nov-list,,nov-sin,,,,peter,,pskov_subtitle_added,pvl-hyp,,,rusprav,,sergrad,,smol-pol-lit,,stefan,suz-lav,,usp-sbor,ust-vlad,,,,3756387741239
95,посълъ,Nb,посълъ,62,afnik,,,,,,drac,,,,,,,lav,,,,,nevsky-treaty,,,nov-sin,novgorod-jaroslav,,,,,pskov_subtitle_added,,,riga-goth,,,sergrad,,,,,suz-lav,,,,,vest-kur,,9080775385153
96,татарьскыи,A-,татарьскьіі,18,afnik,,,,,,,,,,,,,,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,,,,,,,,,zadon,17600778076161
97,ширвашинъ,A-,шірвашінъ,3,afnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
