Ѣво|ѣво|1142|Euchologium Sinaiticum|Prayer and blessing for the house|-s---fv--i|FIXME|Nb
гѫгънивѣемь|гѫгънівѣемь|17770|Codex Marianus|Mark Incipit|||
и҃а|іа|17771|Codex Marianus|Mark Incipit|||
О|о|17772|Codex Marianus|Mark Incipit|||
седми|седмі|17773|Codex Marianus|Mark Incipit|||
хлѣбъ|хлѣбъ|17774|Codex Marianus|Mark Incipit|||
и҃б|іб|17775|Codex Marianus|Mark Incipit|||
О|о|17776|Codex Marianus|Mark Incipit|||
квасѣ|квасѣ|17777|Codex Marianus|Mark Incipit|||
фарисѣисцѣ|фарісѣісцѣ|17778|Codex Marianus|Mark Incipit|||
и҃в|ів|17779|Codex Marianus|Mark Incipit|||
О|о|17780|Codex Marianus|Mark Incipit|||
слѣпѣемь|слѣпѣемь|17781|Codex Marianus|Mark Incipit|||
и҃г|іг|17782|Codex Marianus|Mark Incipit|||
О|о|17783|Codex Marianus|Mark Incipit|||
въпрошении|въпрошеніі|17784|Codex Marianus|Mark Incipit|||
кесариистⷰ҇ѣемъ|кесаріістцѣемъ|17785|Codex Marianus|Mark Incipit|||
и҃д|ід|17786|Codex Marianus|Mark Incipit|||
О|о|17787|Codex Marianus|Mark Incipit|||
прѣображении|прѣображеніі|17788|Codex Marianus|Mark Incipit|||
х҃вѣ|хвѣ|17789|Codex Marianus|Mark Incipit|||
и҃е|іе|17790|Codex Marianus|Mark Incipit|||
О|о|17791|Codex Marianus|Mark Incipit|||
зълодѣѭштимъ|зълодѣѭштімъ|17792|Codex Marianus|Mark Incipit|||
сѧ|сѧ|17793|Codex Marianus|Mark Incipit|||
на|на|17794|Codex Marianus|Mark Incipit|||
новꙑ|новъі|17795|Codex Marianus|Mark Incipit|||
м҃сцѧ|мсцѧ|17796|Codex Marianus|Mark Incipit|||
и҃ж|іж|17797|Codex Marianus|Mark Incipit|||
О|о|17798|Codex Marianus|Mark Incipit|||
помъшлѣѭштиихъ|помъшлѣѭштііхъ|17799|Codex Marianus|Mark Incipit|||
къто|къто|17800|Codex Marianus|Mark Incipit|||
болеи|болеі|17801|Codex Marianus|Mark Incipit|||
естъ|естъ|17802|Codex Marianus|Mark Incipit|||
и҃ѕ|із|17803|Codex Marianus|Mark Incipit|||
О|о|17804|Codex Marianus|Mark Incipit|||
въпрошъшиихъ|въпрошъшііхъ|17805|Codex Marianus|Mark Incipit|||
фарисѣихъ|фарісѣіхъ|17806|Codex Marianus|Mark Incipit|||
и҃з|із|17807|Codex Marianus|Mark Incipit|||
О|о|17808|Codex Marianus|Mark Incipit|||
въпрошъшиимъ|въпрошъшіімъ|17809|Codex Marianus|Mark Incipit|||
богатѣмь|богатѣмь|17810|Codex Marianus|Mark Incipit|||
ꙉ҃|г|17811|Codex Marianus|Mark Incipit|||
О|о|17812|Codex Marianus|Mark Incipit|||
с҃новоу|сновоу|17813|Codex Marianus|Mark Incipit|||
зеведеовоу|зеведеовоу|17814|Codex Marianus|Mark Incipit|||
ꙉ҃а|га|17815|Codex Marianus|Mark Incipit|||
О|о|17816|Codex Marianus|Mark Incipit|||
варьтимеи|варьтімеі|17817|Codex Marianus|Mark Incipit|||
ꙉ҃б|гб|17818|Codex Marianus|Mark Incipit|||
О|о|17819|Codex Marianus|Mark Incipit|||
жрѣбѧти|жрѣбѧті|17820|Codex Marianus|Mark Incipit|||
ꙉ҃в|гв|17821|Codex Marianus|Mark Incipit|||
О|о|17822|Codex Marianus|Mark Incipit|||
оусохъшии|оусохъшіі|17823|Codex Marianus|Mark Incipit|||
смоковъници|смоковъніці|17824|Codex Marianus|Mark Incipit|||
ꙉ҃г|гг|17825|Codex Marianus|Mark Incipit|||
о҃|о|17826|Codex Marianus|Mark Incipit|||
не|не|17827|Codex Marianus|Mark Incipit|||
помьнѣти|помьнѣті|17828|Codex Marianus|Mark Incipit|||
вражьдꙑ|вражьдъі|17829|Codex Marianus|Mark Incipit|||
ꙉ҃д|гд|17830|Codex Marianus|Mark Incipit|||
О|о|17831|Codex Marianus|Mark Incipit|||
въпрошъшихъ|въпрошъшіхъ|17832|Codex Marianus|Mark Incipit|||
г҃а|га|17833|Codex Marianus|Mark Incipit|||
архиереихъ|архіереіхъ|17834|Codex Marianus|Mark Incipit|||
и|і|17835|Codex Marianus|Mark Incipit|||
кънижьницѣхъ|къніжьніцѣхъ|17836|Codex Marianus|Mark Incipit|||
ꙉ҃е|ге|17837|Codex Marianus|Mark Incipit|||
О|о|17838|Codex Marianus|Mark Incipit|||
виногⷬ҇дѣ|віногрдѣ|17839|Codex Marianus|Mark Incipit|||
ꙉ҃ж|гж|17840|Codex Marianus|Mark Incipit|||
О|о|17841|Codex Marianus|Mark Incipit|||
въпрошъшиихъ|въпрошъшііхъ|17842|Codex Marianus|Mark Incipit|||
льстиѭ|льстіѭ|17843|Codex Marianus|Mark Incipit|||
о|о|17844|Codex Marianus|Mark Incipit|||
киньсѣ|кіньсѣ|17845|Codex Marianus|Mark Incipit|||
ꙉ҃ѕ|гз|17846|Codex Marianus|Mark Incipit|||
О|о|17847|Codex Marianus|Mark Incipit|||
садоукеихъ|садоукеіхъ|17848|Codex Marianus|Mark Incipit|||
ꙉ҃з|гз|17849|Codex Marianus|Mark Incipit|||
О|о|17850|Codex Marianus|Mark Incipit|||
кънижъницѣхъ|къніжъніцѣхъ|17851|Codex Marianus|Mark Incipit|||
к҃|к|17852|Codex Marianus|Mark Incipit|||
О|о|17853|Codex Marianus|Mark Incipit|||
въпрошении|въпрошеніі|17854|Codex Marianus|Mark Incipit|||
г҃ни|гні|17855|Codex Marianus|Mark Incipit|||
к҃а|ка|17856|Codex Marianus|Mark Incipit|||
О|о|17857|Codex Marianus|Mark Incipit|||
женѣ|женѣ|17858|Codex Marianus|Mark Incipit|||
ѣже|ѣже|17859|Codex Marianus|Mark Incipit|||
оба|оба|17860|Codex Marianus|Mark Incipit|||
пѣнѧѕа|пѣнѧза|17861|Codex Marianus|Mark Incipit|||
к҃б|кб|17862|Codex Marianus|Mark Incipit|||
О|о|17863|Codex Marianus|Mark Incipit|||
сѫдьнѣемь|сѫдьнѣемь|17864|Codex Marianus|Mark Incipit|||
дьне|дьне|17865|Codex Marianus|Mark Incipit|||
си|сі|17866|Codex Marianus|Mark Incipit|||
рѣчь|рѣчь|17867|Codex Marianus|Mark Incipit|||
о|о|17868|Codex Marianus|Mark Incipit|||
коньчинѣ|коньчінѣ|17869|Codex Marianus|Mark Incipit|||
к҃в|кв|17870|Codex Marianus|Mark Incipit|||
О|о|17871|Codex Marianus|Mark Incipit|||
дьни|дьні|17872|Codex Marianus|Mark Incipit|||
и|і|17873|Codex Marianus|Mark Incipit|||
часѣ|часѣ|17874|Codex Marianus|Mark Incipit|||
к҃г|кг|17875|Codex Marianus|Mark Incipit|||
О|о|17876|Codex Marianus|Mark Incipit|||
помазавьшии|помазавьшіі|17877|Codex Marianus|Mark Incipit|||
г҃а|га|17878|Codex Marianus|Mark Incipit|||
мѵрмъ|мурмъ|17879|Codex Marianus|Mark Incipit|||
к҃д|кд|17880|Codex Marianus|Mark Incipit|||
О|о|17881|Codex Marianus|Mark Incipit|||
пасцѣ|пасцѣ|17882|Codex Marianus|Mark Incipit|||
к҃е|ке|17883|Codex Marianus|Mark Incipit|||
О|о|17884|Codex Marianus|Mark Incipit|||
прѣдании|прѣданіі|17885|Codex Marianus|Mark Incipit|||
пророчъство|пророчъство|17886|Codex Marianus|Mark Incipit|||
к҃ж|кж|17887|Codex Marianus|Mark Incipit|||
Отъметание|отъметаніе|17888|Codex Marianus|Mark Incipit|||
петрово|петрово|17889|Codex Marianus|Mark Incipit|||
к҃ѕ|кз|17890|Codex Marianus|Mark Incipit|||
О|о|17891|Codex Marianus|Mark Incipit|||
въпрошении|въпрошеніі|17892|Codex Marianus|Mark Incipit|||
тѣлесе|тѣлесе|17893|Codex Marianus|Mark Incipit|||
г҃нѣ|гнѣ|17894|Codex Marianus|Mark Incipit|||
ЕВАНЬꙈЕЛИЕ|еваньгеліе|17895|Codex Marianus|Mark Incipit|||
ОТЪ|отъ|17896|Codex Marianus|Mark Incipit|||
МАРЪКА|маръка|17897|Codex Marianus|Mark Incipit|||
ЕВАНЬꙈЕЛИЕ|еваньгеліе|28618|Codex Marianus|Mark 16|||
ОТЪ|отъ|28619|Codex Marianus|Mark 16|||
МАРЪКА|маръка|28620|Codex Marianus|Mark 16|||
ГЛАВꙐ|главꙐ|28621|Codex Marianus|Luke Incipit|||
Е҃ВАНꙈЛІѢ|евангліѣ|28622|Codex Marianus|Luke Incipit|||
ЕЖЕ|еже|28623|Codex Marianus|Luke Incipit|||
ОТЪ|отъ|28624|Codex Marianus|Luke Incipit|||
ЛОуКꙐ|лоукꙐ|28625|Codex Marianus|Luke Incipit|||
а҃|а|28626|Codex Marianus|Luke Incipit|||
О|о|28627|Codex Marianus|Luke Incipit|||
написании|напісаніі|28628|Codex Marianus|Luke Incipit|||
б҃|б|28629|Codex Marianus|Luke Incipit|||
О|о|28630|Codex Marianus|Luke Incipit|||
стрѣгѫштиихъ|стрѣгѫштііхъ|28631|Codex Marianus|Luke Incipit|||
пастꙑрихъ|пастъіріхъ|28632|Codex Marianus|Luke Incipit|||
в҃|в|28633|Codex Marianus|Luke Incipit|||
О|о|28634|Codex Marianus|Luke Incipit|||
сѵменѣ|суменѣ|28635|Codex Marianus|Luke Incipit|||
г҃|г|28636|Codex Marianus|Luke Incipit|||
О|о|28637|Codex Marianus|Luke Incipit|||
аньнѣ|аньнѣ|28638|Codex Marianus|Luke Incipit|||
пророчици|пророчіці|28639|Codex Marianus|Luke Incipit|||
д҃|д|28640|Codex Marianus|Luke Incipit|||
О|о|28641|Codex Marianus|Luke Incipit|||
бꙑвъшиимь|бъівъшіімь|28642|Codex Marianus|Luke Incipit|||
г҃лѣ|глѣ|28643|Codex Marianus|Luke Incipit|||
къ|къ|28644|Codex Marianus|Luke Incipit|||
іоаноу|іоаноу|28645|Codex Marianus|Luke Incipit|||
е҃|е|28646|Codex Marianus|Luke Incipit|||
О|о|28647|Codex Marianus|Luke Incipit|||
въпрошъшиихъ|въпрошъшііхъ|28648|Codex Marianus|Luke Incipit|||
иоана|іоана|28649|Codex Marianus|Luke Incipit|||
ж҃|ж|28650|Codex Marianus|Luke Incipit|||
О|о|28651|Codex Marianus|Luke Incipit|||
искоушении|іскоушеніі|28652|Codex Marianus|Luke Incipit|||
с҃пстелевѣ|спстелевѣ|28653|Codex Marianus|Luke Incipit|||
ѕ҃|з|28654|Codex Marianus|Luke Incipit|||
О|о|28655|Codex Marianus|Luke Incipit|||
имѫштимь|імѫштімь|28656|Codex Marianus|Luke Incipit|||
д҃хъ|дхъ|28657|Codex Marianus|Luke Incipit|||
бѣсенъ|бѣсенъ|28658|Codex Marianus|Luke Incipit|||
з҃|з|28659|Codex Marianus|Luke Incipit|||
О|о|28660|Codex Marianus|Luke Incipit|||
тъшти|тъшті|28661|Codex Marianus|Luke Incipit|||
петровѣ|петровѣ|28662|Codex Marianus|Luke Incipit|||
ꙇ҃|і|28663|Codex Marianus|Luke Incipit|||
О|о|28664|Codex Marianus|Luke Incipit|||
исцѣлѣвъшиихъ|ісцѣлѣвъшііхъ|28665|Codex Marianus|Luke Incipit|||
отъ|отъ|28666|Codex Marianus|Luke Incipit|||
различенъ|разліченъ|28667|Codex Marianus|Luke Incipit|||
недгъ|недгъ|28668|Codex Marianus|Luke Incipit|||
а҃ꙇ|аі|28669|Codex Marianus|Luke Incipit|||
О|о|28670|Codex Marianus|Luke Incipit|||
ловитвѣ|ловітвѣ|28671|Codex Marianus|Luke Incipit|||
рꙑбъ|ръібъ|28672|Codex Marianus|Luke Incipit|||
б҃ꙇ|бі|28673|Codex Marianus|Luke Incipit|||
О|о|28674|Codex Marianus|Luke Incipit|||
прокаженѣемь|прокаженѣемь|28675|Codex Marianus|Luke Incipit|||
в҃ꙇ|ві|28676|Codex Marianus|Luke Incipit|||
О|о|28677|Codex Marianus|Luke Incipit|||
ослабленѣемь|ослабленѣемь|28678|Codex Marianus|Luke Incipit|||
г҃ꙇ|гі|28679|Codex Marianus|Luke Incipit|||
О|о|28680|Codex Marianus|Luke Incipit|||
левьꙉи|левьгі|28681|Codex Marianus|Luke Incipit|||
и|і|28682|Codex Marianus|Luke Incipit|||
мꙑтари|мъітарі|28683|Codex Marianus|Luke Incipit|||
д҃ꙇ|ді|28684|Codex Marianus|Luke Incipit|||
О|о|28685|Codex Marianus|Luke Incipit|||
имѫштиимъ|імѫштіімъ|28686|Codex Marianus|Luke Incipit|||
сѫхѫ|сѫхѫ|28687|Codex Marianus|Luke Incipit|||
рѫкѫ|рѫкѫ|28688|Codex Marianus|Luke Incipit|||
е҃ꙇ|еі|28689|Codex Marianus|Luke Incipit|||
О|о|28690|Codex Marianus|Luke Incipit|||
избърании|ізбъраніі|28691|Codex Marianus|Luke Incipit|||
а҃плъ|аплъ|28692|Codex Marianus|Luke Incipit|||
ж҃ꙇ|жі|28693|Codex Marianus|Luke Incipit|||
О|о|28694|Codex Marianus|Luke Incipit|||
блаженъиихъ|блаженъііхъ|28695|Codex Marianus|Luke Incipit|||
ѕ҃ꙇ|зі|28696|Codex Marianus|Luke Incipit|||
О|о|28697|Codex Marianus|Luke Incipit|||
сотьницѣ|сотьніцѣ|28698|Codex Marianus|Luke Incipit|||
з҃ꙇ|зі|28699|Codex Marianus|Luke Incipit|||
О|о|28700|Codex Marianus|Luke Incipit|||
сꙑноу|съіноу|28701|Codex Marianus|Luke Incipit|||
въдовицѧ|въдовіцѧ|28702|Codex Marianus|Luke Incipit|||
и҃|і|28703|Codex Marianus|Luke Incipit|||
О|о|28704|Codex Marianus|Luke Incipit|||
посъланꙑхъ|посъланъіхъ|28705|Codex Marianus|Luke Incipit|||
отъ|отъ|28706|Codex Marianus|Luke Incipit|||
иоана|іоана|28707|Codex Marianus|Luke Incipit|||
а҃и|аі|28708|Codex Marianus|Luke Incipit|||
О|о|28709|Codex Marianus|Luke Incipit|||
помазавъшии|помазавъшіі|28710|Codex Marianus|Luke Incipit|||
г҃а|га|28711|Codex Marianus|Luke Incipit|||
хризмоѭ|хрізмоѭ|28712|Codex Marianus|Luke Incipit|||
б҃и|бі|28713|Codex Marianus|Luke Incipit|||
О|о|28714|Codex Marianus|Luke Incipit|||
притъчи|прітъчі|28715|Codex Marianus|Luke Incipit|||
сѣѭштааго|сѣѭштааго|28716|Codex Marianus|Luke Incipit|||
и҃в|ів|28717|Codex Marianus|Luke Incipit|||
О|о|28718|Codex Marianus|Luke Incipit|||
запрѣштении|запрѣштеніі|28719|Codex Marianus|Luke Incipit|||
вѣтроу|вѣтроу|28720|Codex Marianus|Luke Incipit|||
и|і|28721|Codex Marianus|Luke Incipit|||
морю|морю|28722|Codex Marianus|Luke Incipit|||
и҃г|іг|28723|Codex Marianus|Luke Incipit|||
О|о|28724|Codex Marianus|Luke Incipit|||
леꙉеонѣ|легеонѣ|28725|Codex Marianus|Luke Incipit|||
и҃д|ід|28726|Codex Marianus|Luke Incipit|||
О|о|28727|Codex Marianus|Luke Incipit|||
дъштери|дъштері|28728|Codex Marianus|Luke Incipit|||
сѵнагоговѣ|сунагоговѣ|28729|Codex Marianus|Luke Incipit|||
и҃е|іе|28730|Codex Marianus|Luke Incipit|||
О|о|28731|Codex Marianus|Luke Incipit|||
кръвоточивѣи|кръвоточівѣі|28732|Codex Marianus|Luke Incipit|||
и҃ж|іж|28733|Codex Marianus|Luke Incipit|||
О|о|28734|Codex Marianus|Luke Incipit|||
посълании|посъланіі|28735|Codex Marianus|Luke Incipit|||
обѣма|обѣма|28736|Codex Marianus|Luke Incipit|||
на|на|28737|Codex Marianus|Luke Incipit|||
десѧте|десѧте|28738|Codex Marianus|Luke Incipit|||
и҃ѕ|із|28739|Codex Marianus|Luke Incipit|||
О|о|28740|Codex Marianus|Luke Incipit|||
пѧти|пѧті|28741|Codex Marianus|Luke Incipit|||
хлѣбъ|хлѣбъ|28742|Codex Marianus|Luke Incipit|||
и҃з|із|28743|Codex Marianus|Luke Incipit|||
О|о|28744|Codex Marianus|Luke Incipit|||
г҃ни|гні|28745|Codex Marianus|Luke Incipit|||
въпрошении|въпрошеніі|28746|Codex Marianus|Luke Incipit|||
ꙉ҃|г|28747|Codex Marianus|Luke Incipit|||
О|о|28748|Codex Marianus|Luke Incipit|||
прѣображении|прѣображеніі|28749|Codex Marianus|Luke Incipit|||
и҃свѣ|ісвѣ|28750|Codex Marianus|Luke Incipit|||
ꙉ҃а|га|28751|Codex Marianus|Luke Incipit|||
О|о|28752|Codex Marianus|Luke Incipit|||
бѣсъноуѭштимъ|бѣсъноуѭштімъ|28753|Codex Marianus|Luke Incipit|||
сѧ|сѧ|28754|Codex Marianus|Luke Incipit|||
на|на|28755|Codex Marianus|Luke Incipit|||
новꙑ|новъі|28756|Codex Marianus|Luke Incipit|||
м҃сцѧ|мсцѧ|28757|Codex Marianus|Luke Incipit|||
ꙉ҃б|гб|28758|Codex Marianus|Luke Incipit|||
О|о|28759|Codex Marianus|Luke Incipit|||
помꙑшлаѭштихъ|помъішлаѭштіхъ|28760|Codex Marianus|Luke Incipit|||
кто|кто|28761|Codex Marianus|Luke Incipit|||
болеи|болеі|28762|Codex Marianus|Luke Incipit|||
естъ|естъ|28763|Codex Marianus|Luke Incipit|||
ꙉ҃в|гв|28764|Codex Marianus|Luke Incipit|||
О|о|28765|Codex Marianus|Luke Incipit|||
неповелѣнѣмь|неповелѣнѣмь|28766|Codex Marianus|Luke Incipit|||
послѣдовати|послѣдоваті|28767|Codex Marianus|Luke Incipit|||
ꙉ҃г|гг|28768|Codex Marianus|Luke Incipit|||
О|о|28769|Codex Marianus|Luke Incipit|||
авлении|авленіі|28770|Codex Marianus|Luke Incipit|||
седми|седмі|28771|Codex Marianus|Luke Incipit|||
десѧтъ|десѧтъ|28772|Codex Marianus|Luke Incipit|||
ꙉ҃д|гд|28773|Codex Marianus|Luke Incipit|||
О|о|28774|Codex Marianus|Luke Incipit|||
въпрошъшимъ|въпрошъшімъ|28775|Codex Marianus|Luke Incipit|||
законьницѣ|законьніцѣ|28776|Codex Marianus|Luke Incipit|||
ꙉ҃е|ге|28777|Codex Marianus|Luke Incipit|||
О|о|28778|Codex Marianus|Luke Incipit|||
въпадъшиимъ|въпадъшіімъ|28779|Codex Marianus|Luke Incipit|||
въ|въ|28780|Codex Marianus|Luke Incipit|||
разбоиникꙑ|разбоінікъі|28781|Codex Marianus|Luke Incipit|||
ꙉ҃ж|гж|28782|Codex Marianus|Luke Incipit|||
О|о|28783|Codex Marianus|Luke Incipit|||
мартѣ|мартѣ|28784|Codex Marianus|Luke Incipit|||
и|і|28785|Codex Marianus|Luke Incipit|||
марии|маріі|28786|Codex Marianus|Luke Incipit|||
ꙉ҃ѕ|гз|28787|Codex Marianus|Luke Incipit|||
О|о|28788|Codex Marianus|Luke Incipit|||
молитвѣ|молітвѣ|28789|Codex Marianus|Luke Incipit|||
ꙉ҃з|гз|28790|Codex Marianus|Luke Incipit|||
О|о|28791|Codex Marianus|Luke Incipit|||
имѫштимь|імѫштімь|28792|Codex Marianus|Luke Incipit|||
бѣсънѣемь|бѣсънѣемь|28793|Codex Marianus|Luke Incipit|||
к҃|к|28794|Codex Marianus|Luke Incipit|||
О|о|28795|Codex Marianus|Luke Incipit|||
възъпивъшии|възъпівъшіі|28796|Codex Marianus|Luke Incipit|||
гласомь|гласомь|28797|Codex Marianus|Luke Incipit|||
отъ|отъ|28798|Codex Marianus|Luke Incipit|||
народа|народа|28799|Codex Marianus|Luke Incipit|||
к҃а|ка|28800|Codex Marianus|Luke Incipit|||
О|о|28801|Codex Marianus|Luke Incipit|||
просѧштиихъ|просѧштііхъ|28802|Codex Marianus|Luke Incipit|||
знамениѣ|знаменіѣ|28803|Codex Marianus|Luke Incipit|||
к҃б|кб|28804|Codex Marianus|Luke Incipit|||
О|о|28805|Codex Marianus|Luke Incipit|||
фарисѣ|фарісѣ|28806|Codex Marianus|Luke Incipit|||
оубѣждъшиимъ|оубѣждъшіімъ|28807|Codex Marianus|Luke Incipit|||
и҃са|іса|28808|Codex Marianus|Luke Incipit|||
к҃в|кв|28809|Codex Marianus|Luke Incipit|||
О|о|28810|Codex Marianus|Luke Incipit|||
окаании|окааніі|28811|Codex Marianus|Luke Incipit|||
законьникъ|законьнікъ|28812|Codex Marianus|Luke Incipit|||
к҃г|кг|28813|Codex Marianus|Luke Incipit|||
О|о|28814|Codex Marianus|Luke Incipit|||
квасѣ|квасѣ|28815|Codex Marianus|Luke Incipit|||
фарисеисцѣ|фарісеісцѣ|28816|Codex Marianus|Luke Incipit|||
к҃д|кд|28817|Codex Marianus|Luke Incipit|||
О|о|28818|Codex Marianus|Luke Incipit|||
хотѧштимь|хотѧштімь|28819|Codex Marianus|Luke Incipit|||
раздѣлити|раздѣліті|28820|Codex Marianus|Luke Incipit|||
имѣние|імѣніе|28821|Codex Marianus|Luke Incipit|||
к҃е|ке|28822|Codex Marianus|Luke Incipit|||
О|о|28823|Codex Marianus|Luke Incipit|||
богатѣмь|богатѣмь|28824|Codex Marianus|Luke Incipit|||
емоуже|емоуже|28825|Codex Marianus|Luke Incipit|||
оугобьѕи|оугобьзі|28826|Codex Marianus|Luke Incipit|||
сѧ|сѧ|28827|Codex Marianus|Luke Incipit|||
нива|ніва|28828|Codex Marianus|Luke Incipit|||
к҃ж|кж|28829|Codex Marianus|Luke Incipit|||
