ꙇюдеі,Nb,-p---mn--i,,2043
ꙇ,C-,---------n,,13
рѣшѧ,V-,3paia----i,,106
емоу,Pp,3s---md--i,,64
кое,Pi,-s---na--i,,267
ѣвл҄ѣеши,V-,2spia----i,,396
ѣко,G-,---------n,,115
си,Pd,-p---na--i,,47
твориши,V-,2spia----i,,637
Ѡтъвѣшта,V-,3saia----i,,271
ꙇ҃с,Ne,-s---mn--i,,343
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
ꙇмъ,Pp,3p---md--i,,64
разорите,V-,2ppma----i,,1444
цръковь,Nb,-s---fa--i,,38
сиѭ,Pd,-s---fa--i,,47
ꙇ,C-,---------n,,13
трьми,Ma,-p---qi--i,,145
дьнꙑ,Nb,-p---mi--i,,523
вьздвігнѫ,V-,1spia----i,,641
ѭ,Pp,3s---fa--i,,64
рѣшѧ,V-,3paia----i,,106
же,Df,---------n,,20
ꙇюдѣи,Nb,-p---mn--i,,2043
четꙑрьми,Ma,-p---pi--i,,137
десѧтꙑ,Ma,-p---pi--i,,1072
ꙇ,C-,---------n,,13
шестиѭ,Ma,-s---fi--i,,146
лѣтъ,Nb,-p---ng--i,,50
съзъдана,V-,-suppfn-si,,911
бꙑс,V-,3saia----i,,18
ц҃ркꙑ,Nb,-s---fn--i,,38
си,Pd,-s---fn--i,,47
ꙇ,C-,---------n,,13
тꙑ,Pp,2s---qn--i,,304
ли,Du,---------n,,752
трьми,Ma,-p---qi--i,,145
дьнꙑ,Nb,-p---mi--i,,523
вьздвігнеши,V-,2spia----i,,641
ѭ,Pp,3s---fa--i,,64
онъ,Pd,-s---mn--i,,83
же,Df,---------n,,20
г҃лааше,V-,3siia----i,,102
о,R-,---------n,,1
цръкъви,Nb,-s---fl--i,,38
тѣла,Nb,-s---ng--i,,449
своего,Pt,3s---og--i,,217
егда,Dq,---------n,,300
оубо,Df,---------n,,6
въста,V-,3saia----i,,975
отъ,R-,---------n,,80
мрътвꙑхъ,A-,-p---mgpwi,,996
помѧнѫшѧ,V-,3paia----i,,1957
оученици,Nb,-p---mn--i,,359
его,Pp,3s---mg--i,,64
ѣкоже,Dq,---------n,,88
г҃лааше,V-,3siia----i,,102
ꙇ,C-,---------n,,13
вѣрѫ,Nb,-s---fa--i,,506
ѩшѧ,V-,3paia----i,,1080
кън҄игамъ,Nb,-p---fd--i,,10
ꙇ,C-,---------n,,13
словеси,Nb,-s---nd--i,,520
еже,Pr,-s---na--i,,96
рече,V-,3saia----i,,106
и҃с,Ne,-s---mn--i,,343
егда,Dq,---------n,,300
бѣ,V-,3siia----i,,18
въ,R-,---------n,,111
і҃ꙇлмѣхъ,Nb,-p---ml--i,,0
въ,R-,---------n,,111
пасха,Nb,-s---fn--i,,1897
въ,R-,---------n,,111
праздьникъ,Nb,-s---ma--i,,1901
мънози,A-,-p---mnpsi,,49
вѣровашѧ,V-,3paia----i,,968
въ,R-,---------n,,111
імѧ,Nb,-s---na--i,,442
его,Pp,3s---mg--i,,64
видѧште,V-,-pppamn-si,,479
знаменьѣ,Nb,-p---na--i,,1288
его,Pp,3s---mg--i,,64
ѣже,Pr,-p---na--i,,96
творѣаше,V-,3siia----i,,637
самъ,Pd,-s---mn--i,,567
же,Df,---------n,,20
и҃с,Ne,-s---mn--i,,343
не,Df,---------n,,8
въдааше,V-,3siia----i,,3084
себе,Pk,3s---qg--i,,21
въ,R-,---------n,,111
вѣрѫ,Nb,-s---fa--i,,506
ꙇхъ,Pp,3p---mg--i,,64
ꙇмьже,Pr,-s---mi--i,,96
самъ,Pd,-s---mn--i,,567
вѣдѣаше,V-,3siia----i,,138
вьсе,Px,-s---nn--i,,54
ꙇ,C-,---------n,,13
ѣко,G-,---------n,,115
не,Df,---------n,,8
трѣбоваше,V-,3siia----i,,780
да,G-,---------n,,366
къто,Px,-s---qn--i,,250
съвѣдѣтел҄ьствоуетъ,V-,3spia----i,,1810
о,R-,---------n,,1
ч҃цѣ,Nb,-s---ml--i,,211
самъ,Pd,-s---mn--i,,567
бо,Df,---------n,,94
вѣдѣаше,V-,3siia----i,,138
чьто,Pi,-s---nn--i,,134
бѣ,V-,3siia----i,,18
въ,R-,---------n,,111
ч҃цѣ,Nb,-s---ml--i,,211
Бѣ,V-,3siia----i,,18
ч҃къ,Nb,-s---mn--i,,211
отъ,R-,---------n,,80
фарисѣі,Nb,-p---mg--i,,929
никодимъ,Ne,-s---mn--i,,3086
ꙇмѧ,Nb,-s---nn--i,,442
емоу,Pp,3s---md--i,,64
кънѧзь,Nb,-s---mn--i,,277
ꙇюдеꙇскъ,A-,-s---mnpsi,,1587
сь,Pd,-s---mn--i,,47
приде,V-,3saia----i,,221
къ,R-,---------n,,59
н҄емоу,Pp,3s---md--i,,64
ноштиѭ,Nb,-s---fi--i,,1293
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
емоу,Pp,3s---md--i,,64
равⸯви,Nb,---------n,,1772
вѣмь,V-,1ppia----i,,138
ѣко,G-,---------n,,115
отъ,R-,---------n,,80
б҃а,Nb,-s---mg--i,,34
пришьлъ,V-,-sspamn-si,,221
еси,V-,2spia----i,,18
оучител҄ь,Nb,-s---mn--i,,988
никътоже,Px,-s---qn--i,,940
бо,Df,---------n,,94
не,Df,---------n,,8
можетъ,V-,3spia----i,,31
знамени,Nb,-s---md--i,,0
сихъ,Pd,-p---qg--i,,47
творити,V-,--pna----i,,637
ѣже,Pr,-p---na--i,,96
тꙑ,Pp,2s---qn--i,,304
сътвориши,V-,2spia----i,,73
аште,G-,---------n,,248
не,Df,---------n,,8
бѫдетъ,V-,3sfia----i,,18
б҃ъ,Nb,-s---mn--i,,34
съ,R-,---------n,,92
н҄имь,Pp,3s---mi--i,,64
отъвѣшта,V-,3saia----i,,271
и҃с,Ne,-s---mn--i,,343
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
емоу,Pp,3s---md--i,,64
амин,I-,---------n,,298
амин,I-,---------n,,298
г҃лѭ,V-,1spia----i,,102
тебѣ,Pp,2s---qd--i,,304
аште,G-,---------n,,248
къто,Px,-s---qn--i,,250
не,Df,---------n,,8
родитъ,V-,3spia----i,,1198
сѧ,Pk,3s---qa--i,,21
съвꙑше,Df,---------n,,3087
не,Df,---------n,,8
можетъ,V-,3spia----i,,31
видѣти,V-,--pna----i,,479
ц҃рсиѣ,Nb,-s---ng--i,,782
б҃жиѣ,A-,-s---ngpsi,,239
г҃ла,V-,3saia----i,,102
къ,R-,---------n,,59
н҄емоу,Pp,3s---md--i,,64
никодимъ,Ne,-s---mn--i,,3086
како,Du,---------n,,30
можетъ,V-,3spia----i,,31
ч҃къ,Nb,-s---mn--i,,211
родити,V-,--pna----i,,1198
сѧ,Pk,3s---qa--i,,21
старъ,A-,-s---mnpsi,,2270
сꙑ,V-,-sppamn-si,,18
еда,Du,---------n,,869
можетъ,V-,3spia----i,,31
въторицеѭ,Df,---------n,,1933
въ,R-,---------n,,111
ѫтробѫ,Nb,-s---fa--i,,2445
вьлѣсти,V-,--pna----i,,456
матере,Nb,-s---fg--i,,1170
своеѩ,Pt,3s---fg--i,,217
ꙇ,C-,---------n,,13
родити,V-,--pna----i,,1198
сѧ,Pk,3s---qa--i,,21
отъвѣшта,V-,3saia----i,,271
и҃с,Ne,-s---mn--i,,343
амин,I-,---------n,,298
амин,I-,---------n,,298
г҃лѭ,V-,1spia----i,,102
тебѣ,Pp,2s---qd--i,,304
аште,G-,---------n,,248
къто,Px,-s---qn--i,,250
не,Df,---------n,,8
родитъ,V-,3spia----i,,1198
сѧ,Pk,3s---qa--i,,21
водоѭ,Nb,-s---fi--i,,355
ꙇ,C-,---------n,,13
д҃хомь,Nb,-s---mi--i,,443
не,Df,---------n,,8
можетъ,V-,3spia----i,,31
вьнити,V-,--pna----i,,380
вь,R-,---------n,,111
ц҃рсие,Nb,-s---nn--i,,782
б҃жие,A-,-s---nnpsi,,239
рожденъ,V-,-s---mnpsi,,0
отъ,R-,---------n,,80
плъти,Nb,-s---fd--i,,1509
плъть,Nb,-s---fn--i,,1509
естъ,V-,3spia----i,,18
ꙇ,C-,---------n,,13
рождено,V-,-suppnn-si,,0
отъ,R-,---------n,,80
д҃ха,Nb,-s---mg--i,,443
д҃хъ,Nb,-s---mn--i,,443
естъ,V-,3spia----i,,18
не,Df,---------n,,8
чюди,V-,3saia----i,,1007
сѧ,Pk,3s---qa--i,,21
ѣко,G-,---------n,,115
рѣхъ,V-,1saia----i,,106
ти,Pp,2s---qd--i,,304
подобаетъ,V-,3spia----i,,128
вамъ,Pp,2p---qd--i,,266
родити,V-,--pna----i,,1198
сѧ,Pk,3s---qa--i,,21
съвꙑше,Df,---------n,,3087
д҃хъ,Nb,-s---mn--i,,443
ꙇдеже,Dq,---------n,,798
хоштетъ,V-,3spia----i,,301
доушетъ,V-,3spia----i,,2823
ꙇ,C-,---------n,,13
гласъ,Nb,-s---ma--i,,382
его,Pp,3s---mg--i,,64
слꙑшиши,V-,2spia----i,,689
нъ,C-,---------n,,11
не,Df,---------n,,8
вѣси,V-,2spia----i,,138
отъкѫдоу,Du,---------n,,1348
приходитъ,V-,3spia----i,,889
ꙇ,C-,---------n,,13
камо,Du,---------n,,3088
ꙇдетъ,V-,3spia----i,,671
тако,Df,---------n,,48
естъ,V-,3spia----i,,18
рожденꙑ,V-,-suppmn-wi,,1198
отъ,R-,---------n,,80
д҃ха,Nb,-s---mg--i,,443
отъвѣшта,V-,3saia----i,,271
никодимъ,Ne,-s---mn--i,,3086
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
емоу,Pp,3s---md--i,,64
како,Du,---------n,,30
могѫтъ,V-,3ppia----i,,31
си,Pd,-p---nn--i,,47
бꙑти,V-,--pna----i,,18
отъвѣшта,V-,3saia----i,,271
и҃с,Ne,-s---mn--i,,343
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
емоу,Pp,3s---md--i,,64
тꙑ,Pp,2s---qn--i,,304
еси,V-,2spia----i,,18
оучител҄ь,Nb,-s---mn--i,,988
ꙇ҃левъ,A-,-s---mnpsi,,1118
ꙇ,C-,---------n,,13
сихъ,Pd,-p---nl--i,,47
ли,Du,---------n,,752
не,Df,---------n,,8
вѣси,V-,2spia----i,,138
амин,I-,---------n,,298
амин,I-,---------n,,298
г҃лѭ,V-,1spia----i,,102
тебѣ,Pp,2s---qd--i,,304
ѣко,G-,---------n,,115
еже,Pr,-s---na--i,,96
вѣмь,V-,1ppia----i,,138
г҃лемъ,V-,1ppia----i,,102
ꙇ,C-,---------n,,13
еже,Pr,-s---na--i,,96
дастъ,V-,3saia----i,,116
въ,R-,---------n,,111
рѫцѣ,Nb,-d---fa--i,,414
его,Pp,3s---mg--i,,64
вѣроуѩі,V-,-sppamn-wi,,968
въ,R-,---------n,,111
с҃на,Nb,-s---mg--i,,341
ꙇматъ,V-,3spia----i,,9
животъ,Nb,-s---ma--i,,36
вѣчьнꙑ,A-,-s---mapwi,,411
а,C-,---------n,,85
ꙇже,Pr,-s---mn--i,,96
не,Df,---------n,,8
вѣроуетъ,V-,3spia----i,,968
въ,R-,---------n,,111
с҃на,Nb,-s---mg--i,,341
не,Df,---------n,,8
оузьритъ,V-,3spia----i,,857
живота,Nb,-s---mg--i,,36
нъ,C-,---------n,,11
гнѣвъ,Nb,-s---mn--i,,575
б҃жі,A-,-s---mnpsi,,239
прѣбꙑваетъ,V-,3spia----i,,2174
на,R-,---------n,,117
н҄емь,Pp,3s---ml--i,,64
егда,Dq,---------n,,300
же,Df,---------n,,20
оуслꙑша,V-,3saia----i,,582
г҃ь,Nb,-s---mn--i,,342
ко,R-,---------n,,59
оуслꙑшашѧ,V-,3paia----i,,582
фарисеі,Nb,-p---mn--i,,929
ѣко,G-,---------n,,115
и҃с,Ne,-s---mn--i,,343
множаꙇшѧ,A-,-p---fncsi,,49
оученикꙑ,Nb,-p---ma--i,,359
творитъ,V-,3spia----i,,637
ꙇ,C-,---------n,,13
крьштаетъ,V-,3spia----i,,1644
неже,Df,---------n,,262
ꙇоанъ,Ne,-s---mn--i,,1180
ꙇ҃с,Ne,-s---mn--i,,343
самъ,Pd,-s---mn--i,,567
не,Df,---------n,,8
крьштааше,V-,3siia----i,,1644
нъ,C-,---------n,,11
оученици,Nb,-p---mn--i,,359
его,Pp,3s---mg--i,,64
остави,V-,3saia----i,,669
ꙇюдеѫ,Ne,-s---fa--i,,1840
ꙇ,C-,---------n,,13
иде,V-,3saia----i,,671
пакꙑ,Df,---------n,,616
въ,R-,---------n,,111
галилеѭ,Ne,-s---fa--i,,1542
достоѣше,V-,3siia----i,,617
емоу,Pp,3s---md--i,,64
проꙇти,V-,--pna----i,,1617
сквозѣ,R-,---------n,,1244
самариѭ,Ne,-s---fa--i,,2923
Приде,V-,3saia----i,,221
же,Df,---------n,,20
въ,R-,---------n,,111
градъ,Nb,-s---ma--i,,718
самарьскъ,A-,-s---mapsi,,3096
нарицаемъі,V-,-spppma-wi,,68
соухарь,Ne,-s---ma--i,,0
ꙇскрь,R-,---------n,,3098
вьси,Px,-p---mn--i,,54
ѭже,Pr,-s---fa--i,,96
дастъ,V-,3spia----i,,116
ꙇѣковъ,Ne,-s---mn--i,,412
ꙇосифоу,Ne,-s---md--i,,1392
с҃ноу,Nb,-s---md--i,,341
своемоу,Pt,3s---od--i,,217
бѣ,V-,3siia----i,,18
же,Df,---------n,,20
тоу,Df,---------n,,177
кладѧзь,Nb,-s---ma--i,,8856
ꙇѣковл҄ь,A-,-s---mapsi,,1752
ꙇ҃с,Ne,-s---mn--i,,343
же,Df,---------n,,20
троуждь,V-,-supamn-si,,2631
сѧ,Pk,3s---qa--i,,21
отъ,R-,---------n,,80
пѫти,Nb,-s---ml--i,,678
сѣдѣаше,V-,3siia----i,,1041
тако,Df,---------n,,48
на,R-,---------n,,117
кладѧзи,Nb,2spma----i,,8856
часъ,Nb,-s---ma--i,,422
бѣ,V-,3siia----i,,18
ѣко,G-,---------n,,115
шестꙑ,Mo,-s---mn--i,,1624
приде,V-,3saia----i,,221
жена,Nb,-s---fn--i,,693
отъ,R-,---------n,,80
самариѩ,Ne,-s---fg--i,,2923
почрѣтъ,V-,---u--a--i,,3073
водꙑ,Nb,-s---fg--i,,355
г҃ла,V-,3saia----i,,102
еи,Pp,3s---fd--i,,64
ꙇ҃с,Ne,-s---mn--i,,343
даждь,V-,2spma----i,,116
ми,Pp,1s---qd--i,,440
пити,V-,--pna----i,,365
оученици,Nb,-p---mn--i,,359
бо,Df,---------n,,94
его,Pp,3s---mg--i,,64
ошьли,V-,-pspamn-si,,433
бѣахѫ,V-,3piia----i,,18
въ,R-,---------n,,111
градъ,Nb,-s---ma--i,,718
да,G-,---------n,,366
брашьна,Nb,-s---ng--i,,1416
коупѧтъ,V-,3ppia----i,,1380
г҃ла,V-,3saia----i,,102
же,Df,---------n,,20
емоу,Pp,3s---md--i,,64
жена,Nb,-s---fn--i,,693
самарѣнꙑн҄и,Nb,-s---fn--i,,3099
како,Du,---------n,,30
тꙑ,Pp,2s---qn--i,,304
ꙇюдеи,Nb,-s---mn--i,,2043
сꙑ,V-,-sppamn-si,,18
отъ,R-,---------n,,80
мене,Pp,1s---qg--i,,440
пити,V-,--pna----i,,365
просиши,V-,2spia----i,,553
женꙑ,Nb,-s---fg--i,,693
самарѣнꙑн҄ѧ,Nb,-s---fg--i,,3099
сѫштѧ,V-,-sppafg-si,,18
не,Df,---------n,,8
прикасаѭтъ,V-,3ppia----i,,2206
бо,Df,---------n,,94
сѧ,Pk,3s---qa--i,,21
ꙇюдеи,Nb,-p---mn--i,,2043
самарѣнехъ,Nb,-p---ml--i,,1116
отъвѣшта,V-,3saia----i,,271
и҃с,Ne,-s---mn--i,,343
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
еі,Pp,3s---fd--i,,64
аште,G-,---------n,,248
би,V-,2spsa----i,,18
вѣдѣла,V-,-sspafn-si,,138
даръ,Nb,-s---ma--i,,397
б҃жі,A-,-p---mnpsi,,239
ꙇ,C-,---------n,,13
къто,Pi,-s---qn--i,,265
естъ,V-,3spia----i,,18
г҃лѧꙇ,V-,-sppamn-wi,,102
ти,Pp,2s---qd--i,,304
даждь,V-,2spma----i,,116
ми,Pp,1s---qd--i,,440
пити,V-,--pna----i,,365
тꙑ,Pp,2s---qn--i,,304
и,C-,---------n,,13
просила,V-,-sspafn-si,,553
оу,R-,---------n,,736
него,Pp,3s---mg--i,,64
ꙇ,C-,---------n,,13
далъ,V-,-sspamn-si,,116
ти,Pp,2s---qd--i,,304
би,V-,3spsa----i,,18
водѫ,Nb,-s---fa--i,,355
живѫ,V-,-s---fapsi,,388
г҃ла,V-,3saia----i,,102
емоу,Pp,3s---md--i,,64
жена,Nb,-s---fn--i,,693
г҃и,Nb,-s---mv--i,,342
ни,C-,---------n,,157
почръпальника,Nb,-s---mg--i,,3100
ꙇмаши,V-,2spia----i,,9
ꙇ,C-,---------n,,13
кладѧѕь,Nb,-s---ma--i,,8856
естъ,V-,3spia----i,,18
глѫбокъ,A-,-s---mnpsi,,3101
отъкѫдоу,Du,---------n,,1348
оубо,Df,---------n,,6
еси,V-,2spia----i,,18
о҃ца,Nb,-s---mg--i,,34
нашего,Ps,1s---og--i,,338
ꙇѣкова,Ne,-s---mg--i,,412
ꙇже,Pr,-s---mn--i,,96
дастъ,V-,3saia----i,,116
намъ,Pp,1p---qd--i,,167
кладѧзь,Nb,-s---ma--i,,8856
ꙇ,C-,---------n,,13
тъ,Pd,-s---mn--i,,105
ꙇж,R-,---------n,,486
него,Pp,3s---mg--i,,64
питъ,V-,3saia----i,,365
ꙇ,C-,3s---ma--i,,13
с҃нове,Nb,-p---mn--i,,341
его,Pp,3s---mg--i,,64
ꙇ,C-,---------n,,13
скоти,Nb,-p---mn--i,,2756
его,Pp,3s---mg--i,,64
отъвѣшта,V-,3saia----i,,271
и҃с,Ne,-s---mn--i,,343
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
еи,Pp,3s---fd--i,,64
вьсѣкъ,A-,-s---mnpsi,,362
пиѩи,V-,-sppamn-wi,,365
отъ,R-,---------n,,80
водꙑ,Nb,-s---fg--i,,355
сеѩ,Pd,-s---fg--i,,47
вьждѩждетъ,V-,3spia----i,,1889
сѧ,Pk,3s---qa--i,,21
пакꙑ,Df,---------n,,616
а,C-,---------n,,85
ꙇже,Pr,-s---mn--i,,96
пиетъ,V-,3spia----i,,365
отъ,R-,---------n,,80
водꙑ,Nb,-s---fg--i,,355
ѭже,Pr,-s---fa--i,,96
азъ,Pp,1s---qn--i,,440
дамь,V-,1spia----i,,116
емоу,Pp,3s---md--i,,64
не,Df,---------n,,8
ꙇматъ,V-,3spia----i,,9
въждѧдати,V-,--pna----i,,1889
сѧ,Pk,3s---qa--i,,21
въ,R-,---------n,,111
вѣкъ,Nb,-s---ma--i,,297
нъ,C-,---------n,,11
вода,Nb,-s---fn--i,,355
ѭже,Pr,-s---fa--i,,96
азъ,Pp,1s---qn--i,,440
дамь,V-,1spia----i,,116
емоу,Pp,3s---md--i,,64
бѫдетъ,V-,3sfia----i,,18
вь,R-,---------n,,111
н҄емь,Pp,3s---ml--i,,64
ꙇсточьникъ,Nb,-s---mn--i,,2153
водꙑ,Nb,-s---fg--i,,355
вьслѣплѫштѫѭ,V-,-s---fapwi,,4664
въ,R-,---------n,,111
животъ,Nb,-s---ma--i,,36
вѣчьнꙑ,A-,-s---mapwi,,411
г҃ла,V-,3saia----i,,102
къ,R-,---------n,,59
н҄емоу,Pp,3s---md--i,,64
жена,Nb,-s---fn--i,,693
г҃и,Nb,-s---mv--i,,342
даждь,V-,2spma----i,,116
ми,Pp,1s---qd--i,,440
сиѭ,Pd,-s---fa--i,,47
водѫ,Nb,-s---fa--i,,355
да,G-,---------n,,366
ни,C-,---------n,,157
жѧждѫ,Nb,1spia----i,,3808
ни,C-,---------n,,157
прихождѫ,V-,1spia----i,,889
сѣмо,Df,---------n,,1016
почръпатъ,V-,---u--a--i,,3102
г҃ла,V-,3saia----i,,102
еи,Pp,3s---fd--i,,64
ꙇ҃с,Ne,-s---mn--i,,343
ꙇди,V-,2spma----i,,671
пригласи,V-,3saia----i,,2651
мѫжа,Nb,-s---mg--i,,70
своего,Pt,3s---og--i,,217
ꙇ,C-,---------n,,13
приди,V-,2spma----i,,221
сѣмо,Df,---------n,,1016
отъвѣшта,V-,3saia----i,,271
жена,Nb,-s---fn--i,,693
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
емоу,Pp,3s---md--i,,64
не,Df,---------n,,8
ꙇмамь,V-,1spia----i,,9
мѫжа,Nb,-s---mg--i,,70
г҃ла,V-,3saia----i,,102
еи,Pp,3s---fd--i,,64
ꙇ҃с,Ne,-s---mn--i,,343
добрѣ,Df,-------p-i,,33
рече,V-,3saia----i,,106
ѣко,G-,---------n,,115
мѫжа,Nb,-s---mg--i,,70
не,Df,---------n,,8
ꙇмамь,V-,1spia----i,,9
пѧть,Ma,-s---fa--i,,640
бо,Df,---------n,,94
мѫжь,Nb,-p---mg--i,,70
ꙇмѣла,V-,-sspafn-si,,9
еси,V-,2spia----i,,18
ꙇ,C-,---------n,,13
нꙑн҄ѣ,Df,---------n,,289
егоже,Pr,-s---mg--i,,96
ꙇмаши,V-,2spia----i,,9
нѣстъ,V-,3spia----i,,176
ти,Pp,2s---qd--i,,304
мѫжь,Nb,-s---mn--i,,70
се,Pd,-s---na--i,,47
въ,R-,---------n,,111
ꙇстинѫ,Nb,-s---fa--i,,385
рече,V-,3saia----i,,106
г҃ла,V-,3saia----i,,102
емоу,Pp,3s---md--i,,64
жена,Nb,-s---fn--i,,693
г҃и,Nb,-s---mv--i,,342
виждѫ,V-,1spia----i,,479
ѣко,G-,---------n,,115
пророкъ,Nb,-s---mn--i,,878
еси,V-,2spia----i,,18
тꙑ,Pp,2s---qn--i,,304
о҃ци,Nb,-p---mn--i,,306
наши,Ps,1p---mn--i,,338
въ,R-,---------n,,111
горѣ,Nb,-s---fl--i,,930
сеі,Pd,-s---fl--i,,47
поклонишѧ,V-,3paia----i,,1434
сѧ,Pk,3s---qa--i,,21
ꙇ,C-,---------n,,13
вꙑ,Pp,2p---qn--i,,266
г҃лете,V-,2ppia----i,,102
ѣко,G-,---------n,,115
въ,R-,---------n,,111
е҃рмѣхъ,Nb,-p---ml--i,,0
естъ,V-,3spia----i,,18
мѣсто,Nb,-s---na--i,,113
ꙇдеже,Dq,---------n,,798
клан҄ѣти,V-,--pna----i,,934
сѧ,Pk,3s---qa--i,,21
подобаетъ,V-,3spia----i,,128
г҃ла,V-,3saia----i,,102
еі,Pp,3s---fd--i,,64
и҃с,Ne,-s---mn--i,,343
жено,Nb,-s---fv--i,,693
вѣрѫ,Nb,-s---fa--i,,506
ми,Pp,1s---md--i,,440
ꙇми,Pp,2spma----i,,64
ѣко,Df,---------n,,771
грѧдетъ,V-,3spia----i,,958
