202073|καὶ|C-|---------n|14
202074|νύκτας|Nb|-p---fa--i|209
202075|ὕστερον|A-|-s---nap-i|338
202076|ἐπείνασεν|V-|3saia----i|339
202077|καὶ|C-|---------n|14
202078|προσελθὼν|V-|-sapamn--i|340
202082|πειράζων|V-|-sppamn--i|334
202085|εἶπεν|V-|3saia----i|65
202086|εἰ|G-|---------n|341
202087|υἱὸς|Nb|-s---mn--i|5
202088|εἶ|V-|2spia----i|73
202089|θεοῦ|Nb|-s---mg--i|122
202090|εἰπὲ|V-|2sama----i|65
202091|ἵνα|G-|---------n|113
202092|λίθοι|Nb|-p---mn--i|292
202093|οὗτοι|Pd|-p---mn--i|92
202094|ἄρτοι|Nb|-p---mn--i|342
202095|γένωνται|V-|3pasm----i|112
202096|ὁ|Pp|3s---mn--i|153
202097|δὲ|Df|---------n|11
202098|ἀποκριθεὶς|V-|-sappmn--i|320
202099|εἶπεν|V-|3saia----i|65
202100|γέγραπται|V-|3srip----i|154
202101|οὐκ|Df|---------n|128
202102|ἐπ’|R-|---------n|47
202103|ἄρτῳ|Nb|-s---md--i|342
202104|μόνῳ|A-|-s---mdp-i|343
202105|ζήσεται|V-|3sfim----i|344
202106|ἄνθρωπος|Nb|-s---mn--i|345
202107|ἀλλ’|C-|---------n|346
202108|ἐπὶ|R-|---------n|47
202109|παντὶ|Px|-s---nd--i|66
202110|ῥήματι|Nb|-s---nd--i|347
202111|ἐκπορευομένῳ|V-|-sppmnd--i|271
202112|διὰ|R-|---------n|116
202113|στόματος|Nb|-s---ng--i|348
202114|θεοῦ|Nb|-s---mg--i|122
202115|τότε|Df|---------n|165
202116|παραλαμβάνει|V-|3spia----i|101
202117|αὐτὸν|Pp|3s---ma--i|16
202118|διάβολος|Nb|-s---mn--i|335
202119|εἰς|R-|---------n|138
202120|ἁγίαν|A-|-s---fap-i|84
202121|πόλιν|Nb|-s---fa--i|243
202122|καὶ|C-|---------n|14
202123|ἔστησεν|V-|3saia----i|179
202124|αὐτὸν|Pp|3s---ma--i|16
202125|ἐπὶ|R-|---------n|47
202126|πτερύγιον|Nb|-s---na--i|349
202127|ἱεροῦ|Nb|-s---ng--i|350
202128|καὶ|C-|---------n|14
202129|λέγει|V-|3spia----i|65
202130|αὐτῷ|Pp|3s---md--i|16
202131|εἰ|G-|---------n|341
202132|υἱὸς|Nb|-s---mn--i|5
202133|εἶ|V-|2spia----i|73
202134|θεοῦ|Nb|-s---mg--i|122
202135|βάλε|V-|2sama----i|301
202136|σεαυτὸν|Pk|2s---ma--i|351
202137|κάτω|Df|-------p-i|220
202138|γέγραπται|V-|3srip----i|154
202139|γὰρ|Df|---------n|104
202140|ὅτι|G-|---------n|211
202141|ἀγγέλοις|Nb|-p---md--i|95
202142|αὐτοῦ|Pp|3s---mg--i|16
202143|ἐντελεῖται|V-|3sfim----i|352
202145|σοῦ|Pp|2s---pg--i|103
202146|καὶ|C-|---------n|14
202147|ἐπὶ|R-|---------n|47
202148|χειρῶν|Nb|-p---fg--i|310
202149|ἀροῦσίν|V-|3pfia----i|353
202150|σε|Pp|2s---pa--i|103
202151|μήποτε|G-|---------n|354
202155|περὶ|R-|---------n|172
202156|λίθον|Nb|-s---ma--i|292
202157|πόδα|Nb|-s---ma--i|356
202159|ἔφη|V-|3siia----i|357
202161|αὐτῷ|Pp|3s---md--i|16
202162|Ἰησοῦς|Ne|-s---mn--i|3
202163|πάλιν|Df|---------n|358
202164|γέγραπται|V-|3srip----i|154
202165|οὐκ|Df|---------n|128
202166|ἐκπειράσεις|V-|2sfia----i|359
202167|κύριον|Nb|-s---ma--i|96
202168|θεόν|Nb|-s---ma--i|122
202169|σου|Pp|2s---pg--i|103
202170|πάλιν|Df|---------n|358
202171|παραλαμβάνει|V-|3spia----i|101
202172|αὐτὸν|Pp|3s---ma--i|16
202173|διάβολος|Nb|-s---mn--i|335
202174|εἰς|R-|---------n|138
202175|ὄρος|Nb|-s---na--i|360
202176|ὑψηλὸν|A-|-s---nap-i|361
202177|λίαν|Df|---------n|214
202178|καὶ|C-|---------n|14
202179|δείκνυσιν|V-|3spia----i|362
202180|αὐτῷ|Pp|3s---md--i|16
202181|πάσας|Px|-p---fa--i|66
202182|βασιλείας|Nb|-p---fa--i|253
202183|κόσμου|Nb|-s---mg--i|363
202184|καὶ|C-|---------n|14
202185|δόξαν|Nb|-s---fa--i|364
202186|αὐτῶν|Pp|3p---fg--i|16
202187|καὶ|C-|---------n|14
202188|εἶπεν|V-|3saia----i|65
202189|αὐτῷ|Pp|3s---md--i|16
202190|πάντα|Px|-p---na--i|66
202191|ταῦτά|Pd|-p---na--i|92
202192|δώσω|V-|1sfia----i|365
202193|σοι|Pp|2s---pd--i|103
202194|ἐὰν|G-|---------n|366
202195|πεσὼν|V-|-sapamn--i|187
202196|προσκυνήσῃς|V-|2sasa----i|145
202197|μοι|Pp|1s---md--i|163
202199|τότε|Df|---------n|165
202200|λέγει|V-|3spia----i|65
202201|αὐτῷ|Pp|3s---md--i|16
202202|Ἰησοῦς|Ne|-s---mn--i|3
202203|ὕπαγε|V-|2spma----i|367
202204|σατανᾶ|Ne|-s---mv--i|368
202205|γέγραπται|V-|3srip----i|154
202206|γάρ|Df|---------n|104
202207|κύριον|Nb|-s---ma--i|96
202208|θεόν|Nb|-s---ma--i|122
202209|σου|Pp|2s---pg--i|103
202210|προσκυνήσεις|V-|2sfia----i|145
202212|καὶ|C-|---------n|14
202213|αὐτῷ|Pp|3s---md--i|16
202214|μόνῳ|A-|-s---mdp-i|343
202215|λατρεύσεις|V-|2sfia----i|369
202216|τότε|Df|---------n|165
202217|ἀφίησιν|V-|3spia----i|321
202218|αὐτὸν|Pp|3s---ma--i|16
202219|διάβολος|Nb|-s---mn--i|335
202220|καὶ|C-|---------n|14
202221|ἰδοὺ|I-|---------n|94
202222|ἄγγελοι|Nb|-p---mn--i|95
202223|προσῆλθον|V-|3paia----i|340
202224|καὶ|C-|---------n|14
202225|διηκόνουν|V-|3piia----i|370
202226|αὐτῷ|Pp|3s---md--i|16
202227|ἀκούσας|V-|-sapamn--i|146
202228|δὲ|Df|---------n|11
202230|ὅτι|G-|---------n|211
202231|Ἰωάννης|Ne|-s---mn--i|247
202232|παρεδόθη|V-|3saip----i|371
202234|ἀνεχώρησεν|V-|3saia----i|200
202235|εἰς|R-|---------n|138
202236|Γαλιλαίαν|Ne|-s---fa--i|241
202237|καὶ|C-|---------n|14
202238|καταλιπὼν|V-|-sapamn--i|372
202239|Ναζαρὰ|Ne|---------n|244
202240|ἐλθὼν|V-|-sapamn--i|144
202241|κατῴκησεν|V-|3saia----i|242
202243|εἰς|R-|---------n|138
202244|Καφαρναοὺμ|Ne|---------n|373
202246|παραθαλασσίαν|A-|-s---fap-i|374
202247|ἐν|R-|---------n|80
202248|ὁρίοις|Nb|-p---nd--i|218
202249|Ζαβουλὼν|Ne|---------n|375
202250|καὶ|C-|---------n|14
202251|Νεφθαλείμ|Ne|---------n|376
202252|ἵνα|G-|---------n|113
202253|πληρωθῇ|V-|3sasp----i|114
202255|ῥηθὲν|V-|-sappnn--i|65
202256|Ἡσαΐου|Ne|-s---mg--i|255
202257|προφήτου|Nb|-s---mg--i|117
202258|λέγοντος|V-|-sppamg--i|65
202259|γῆ|Nb|-s---fv--i|155
202260|Ζαβουλὼν|Ne|---------n|375
202261|γῆ|Nb|-s---fv--i|155
202262|Νεφθαλείμ|Ne|---------n|376
202263|ὁδὸν|Nb|-s---fa--i|199
202264|θαλάσσης|Nb|-s---fg--i|377
202265|πέραν|R-|---------n|378
202268|Ἰορδάνου|Ne|-s---mg--i|273
202269|Γαλιλαία|Ne|-s---fv--i|241
202270|ἐθνῶν|Nb|-p---ng--i|379
202271|λαὸς|Nb|-s---mn--i|109
202272|καθήμενος|V-|-sppmmn--i|380
202273|ἐν|R-|---------n|80
202274|σκότει|Nb|-s---nd--i|381
202275|εἶδεν|V-|3saia----i|142
202276|φῶς|Nb|-s---na--i|382
202277|μέγα|A-|-s---nap-i|184
202278|καὶ|C-|---------n|14
202279|καθημένοις|V-|-pppmmd--i|380
202280|ἐν|R-|---------n|80
202281|χώρᾳ|Nb|-s---fd--i|201
202282|καὶ|C-|---------n|14
202284|σκιᾷ|Nb|-s---fd--i|383
202285|θανάτου|Nb|-s---mg--i|384
202286|φῶς|Nb|-s---nn--i|382
202287|ἀνέτειλεν|V-|3saia----i|385
202289|αὐτοῖς|Pp|3p---md--i|16
202290|Ἀπὸ|R-|---------n|69
202291|ἤρξατο|V-|3saim----i|386
202292|Ἰησοῦς|Ne|-s---mn--i|3
202293|κηρύσσειν|V-|--pna----i|249
202294|καὶ|C-|---------n|14
202295|λέγειν|V-|--pna----i|65
202296|μετανοεῖτε|V-|2ppma----i|251
202298|ἤγγικεν|V-|3sria----i|252
202299|γὰρ|Df|---------n|104
202301|βασιλεία|Nb|-s---fn--i|253
202302|οὐρανῶν|Nb|-p---mg--i|254
202303|Περιπατῶν|V-|-sppamn--i|387
202304|δὲ|Df|---------n|11
202305|παρὰ|R-|---------n|152
202306|θάλασσαν|Nb|-s---fa--i|377
202307|Γαλιλαίας|Ne|-s---fg--i|241
202308|εἶδεν|V-|3saia----i|142
202309|δύο|Ma|---------n|388
202310|ἀδελφούς|Nb|-p---ma--i|15
202311|Σίμωνα|Ne|-s---ma--i|389
202312|λεγόμενον|V-|-spppma--i|65
202314|Πέτρον|Ne|-s---ma--i|390
202315|καὶ|C-|---------n|14
202316|Ἀνδρέαν|Ne|-s---ma--i|391
202317|ἀδελφὸν|Nb|-s---ma--i|15
202318|αὐτοῦ|Pp|3s---mg--i|16
202319|βάλλοντας|V-|-pppama--i|301
202320|ἀμφίβληστρον|Nb|-s---na--i|392
202321|εἰς|R-|---------n|138
202322|θάλασσαν|Nb|-s---fa--i|377
202323|ἦσαν|V-|3piia----i|73
202324|γὰρ|Df|---------n|104
202325|ἁλεεῖς|Nb|-p---mn--i|393
202326|καὶ|C-|---------n|14
202327|λέγει|V-|3spia----i|65
202328|αὐτοῖς|Pp|3p---md--i|16
202329|δεῦτε|I-|---------n|394
202331|ὀπίσω|R-|---------n|304
202332|μου|Pp|1s---qg--i|163
202333|καὶ|C-|---------n|14
202334|ποιήσω|V-|1sfia----i|125
202335|ὑμᾶς|Pp|2p---pa--i|284
202336|ἀνθρώπων|Nb|-p---mg--i|345
202337|ἁλεεῖς|Nb|-p---ma--i|393
202338|οἱ|Pp|3p---mn--i|153
202339|δὲ|Df|---------n|11
202340|εὐθέως|Df|---------n|395
202341|ἀφέντες|V-|-papamn--i|321
202342|δίκτυα|Nb|-p---na--i|396
202344|αὐτῷ|Pp|3s---md--i|16
202345|ἠκολούθησαν|V-|3paia----i|397
202346|Καὶ|C-|---------n|14
202347|προβὰς|V-|-sapamn--i|398
202348|ἐκεῖθεν|Df|---------n|399
202349|εἶδεν|V-|3saia----i|142
202350|ἄλλους|A-|-p---map-i|198
202351|δύο|Ma|---------n|388
202352|ἀδελφούς|Nb|-p---ma--i|15
202353|Ἰάκωβον|Ne|-s---ma--i|400
202354|Ζεβεδαίου|Ne|-s---mg--i|401
202355|Ἰωάννην|Ne|-s---ma--i|247
202356|ἀδελφὸν|Nb|-s---ma--i|15
202357|αὐτοῦ|Pp|3s---mg--i|16
202358|ἐν|R-|---------n|80
202359|πλοίῳ|Nb|-s---nd--i|402
202360|μετὰ|R-|---------n|50
202361|Ζεβεδαίου|Ne|-s---mg--i|401
202362|πατρὸς|Nb|-s---mg--i|238
202363|αὐτῶν|Pp|3p---mg--i|16
202364|καταρτίζοντας|V-|-pppama--i|403
202365|δίκτυα|Nb|-p---na--i|396
202366|αὐτῶν|Pp|3p---mg--i|16
202367|καὶ|C-|---------n|14
202368|ἐκάλεσεν|V-|3saia----i|106
202369|αὐτούς|Pp|3p---ma--i|16
202370|οἱ|Pp|3p---mn--i|153
202371|δὲ|Df|---------n|11
202372|εὐθέως|Df|---------n|395
202373|ἀφέντες|V-|-papamn--i|321
202374|πλοῖον|Nb|-s---na--i|402
202375|καὶ|C-|---------n|14
202376|πατέρα|Nb|-s---ma--i|238
202377|αὐτῶν|Pp|3p---mg--i|16
202379|αὐτῷ|Pp|3s---md--i|16
202380|ἠκολούθησαν|V-|3paia----i|397
202381|καὶ|C-|---------n|14
202382|περιῆγεν|V-|3siia----i|404
202383|ὅλῃ|A-|-s---fdp-i|111
202384|Γαλιλαίᾳ|Ne|-s---fd--i|241
202386|διδάσκων|V-|-sppamn--i|405
202387|ἐν|R-|---------n|80
202388|συναγωγαῖς|Nb|-p---fd--i|406
202389|αὐτῶν|Pp|3p---mg--i|16
202390|καὶ|C-|---------n|14
202391|κηρύσσων|V-|-sppamn--i|249
202392|εὐαγγέλιον|Nb|-s---na--i|407
202393|βασιλείας|Nb|-s---fg--i|253
202394|καὶ|C-|---------n|14
202395|θεραπεύων|V-|-sppamn--i|408
202396|πᾶσαν|Px|-s---fa--i|66
202397|νόσον|Nb|-s---fa--i|409
202398|καὶ|C-|---------n|14
202399|πᾶσαν|Px|-s---fa--i|66
202400|μαλακίαν|Nb|-s---fa--i|410
202401|ἐν|R-|---------n|80
202402|λαῷ|Nb|-s---md--i|109
202403|καὶ|C-|---------n|14
202404|ἀπῆλθεν|V-|3saia----i|239
202405|ἀκοὴ|Nb|-s---fn--i|411
202406|αὐτοῦ|Pp|3s---mg--i|16
202407|εἰς|R-|---------n|138
202408|ὅλην|A-|-s---fap-i|111
202409|Συρίαν|Ne|-s---fa--i|412
202410|καὶ|C-|---------n|14
202411|προσήνεγκαν|V-|3paia----i|190
202412|αὐτῷ|Pp|3s---md--i|16
202413|πάντας|Px|-p---ma--i|66
202414|κακῶς|Df|-------p-i|413
202415|ποικίλαις|A-|-p---fdp-i|414
202416|νόσοις|Nb|-p---fd--i|409
202417|καὶ|C-|---------n|14
202418|βασάνοις|Nb|-p---fd--i|415
202419|συνεχομένους|V-|-ppppma--i|416
202420|καὶ|C-|---------n|14
202421|δαιμονιζομένους|V-|-pppmma--i|417
202422|καὶ|C-|---------n|14
202425|σεληνιαζομένους|V-|-pppmma--i|418
202427|καὶ|C-|---------n|14
202428|παραλυτικούς|A-|-p---map-i|419
202430|καὶ|C-|---------n|14
202431|ἐθεράπευσεν|V-|3saia----i|408
202432|αὐτούς|Pp|3p---ma--i|16
202433|καὶ|C-|---------n|14
202435|αὐτῷ|Pp|3s---md--i|16
202436|ἠκολούθησαν|V-|3paia----i|397
202437|ὄχλοι|Nb|-p---mn--i|420
202438|πολλοὶ|A-|-p---mnp-i|226
202439|ἀπὸ|R-|---------n|69
202440|Γαλιλαίας|Ne|-s---fg--i|241
202441|καὶ|C-|---------n|14
202442|Δεκαπόλεως|Ne|-s---fg--i|421
202443|καὶ|C-|---------n|14
202445|Ἱεροσολύμων|Ne|-p---ng--i|139
202446|καὶ|C-|---------n|14
202447|Ἰουδαίας|Ne|-s---fg--i|132
202448|καὶ|C-|---------n|14
202449|τοῦ|S-|-s---mg--i|9
202452|Ἰορδάνου|Ne|-s---mg--i|273
202453|Ἰδὼν|V-|-sapamn--i|142
202454|δὲ|Df|---------n|11
202455|ὄχλους|Nb|-p---ma--i|420
202456|ἀνέβη|V-|3saia----i|326
202457|εἰς|R-|---------n|138
202458|ὄρος|Nb|-s---na--i|360
202459|καὶ|C-|---------n|14
202461|καθίσαντος|V-|-sapamg--i|422
202462|προσῆλθαν|V-|3paia----i|340
202464|αὐτῷ|Pp|3s---md--i|16
202465|μαθηταὶ|Nb|-p---mn--i|423
202466|αὐτοῦ|Pp|3s---mg--i|16
202467|καὶ|C-|---------n|14
202468|ἀνοίξας|V-|-sapamn--i|188
202469|στόμα|Nb|-s---na--i|348
202470|αὐτοῦ|Pp|3s---mg--i|16
202471|ἐδίδασκεν|V-|3siia----i|405
202472|αὐτοὺς|Pp|3p---ma--i|16
202473|λέγων|V-|-sppamn--i|65
202474|μακάριοι|A-|-p---mnp-i|424
202475|πτωχοὶ|A-|-p---mnp-i|425
202476|πνεύματι|Nb|-s---nd--i|83
202477|ὅτι|G-|---------n|211
202478|αὐτῶν|Pp|3p---mg--i|16
202479|ἐστιν|V-|3spia----i|73
202480|βασιλεία|Nb|-s---fn--i|253
202481|οὐρανῶν|Nb|-p---mg--i|254
202482|μακάριοι|A-|-p---mnp-i|424
202483|πενθοῦντες|V-|-pppamn--i|428
202484|ὅτι|G-|---------n|211
202485|αὐτοὶ|Pp|3p---mn--i|16
202486|παρακληθήσονται|V-|3pfip----i|230
202488|μακάριοι|A-|-p---mnp-i|424
202489|πραεῖς|A-|-p---mnp-i|426
202490|ὅτι|G-|---------n|211
202491|αὐτοὶ|Pp|3p---mn--i|16
202492|κληρονομήσουσιν|V-|3pfia----i|427
202493|γῆν|Nb|-s---fa--i|155
202494|μακάριοι|A-|-p---mnp-i|424
202495|πεινῶντες|V-|-pppamn--i|339
202496|καὶ|C-|---------n|14
202497|διψῶντες|V-|-pppamn--i|429
202498|δικαιοσύνην|Nb|-s---fa--i|324
202500|ὅτι|G-|---------n|211
202501|αὐτοὶ|Pp|3p---mn--i|16
202502|χορτασθήσονται|V-|3pfip----i|430
202504|μακάριοι|A-|-p---mnp-i|424
202505|ἐλεήμονες|A-|-p---mnp-i|431
202506|ὅτι|G-|---------n|211
202507|αὐτοὶ|Pp|3p---mn--i|16
202508|ἐλεηθήσονται|V-|3pfip----i|432
202510|μακάριοι|A-|-p---mnp-i|424
202511|καθαροὶ|A-|-p---mnp-i|433
202512|καρδίᾳ|Nb|-s---fd--i|434
202513|ὅτι|G-|---------n|211
202514|αὐτοὶ|Pp|3p---mn--i|16
202515|θεὸν|Nb|-s---ma--i|122
202516|ὄψονται|V-|3pfim----i|142
202517|μακάριοι|A-|-p---mnp-i|424
202518|εἰρηνοποιοί|A-|-p---mnp-i|435
202519|ὅτι|G-|---------n|211
202521|υἱοὶ|Nb|-p---mn--i|5
202522|θεοῦ|Nb|-s---mg--i|122
202523|κληθήσονται|V-|3pfip----i|106
202525|μακάριοι|A-|-p---mnp-i|424
202526|δεδιωγμένοι|V-|-prppmn--i|436
202527|δικαιοσύνης|Nb|-s---fg--i|324
202528|ἕνεκεν|R-|---------n|437
202529|ὅτι|G-|---------n|211
202530|αὐτῶν|Pp|3p---mg--i|16
202531|ἐστιν|V-|3spia----i|73
202532|βασιλεία|Nb|-s---fn--i|253
202533|οὐρανῶν|Nb|-p---mg--i|254
202534|μακάριοί|A-|-p---mnp-i|424
202535|ἐστε|V-|2ppia----i|73
202536|ὅταν|Dq|---------n|438
202537|ὀνειδίσωσιν|V-|3pasa----i|439
202538|ὑμᾶς|Pp|2p---pa--i|284
202539|καὶ|C-|---------n|14
202540|διώξωσιν|V-|3pasa----i|436
202542|καὶ|C-|---------n|14
202543|εἴπωσιν|V-|3pasa----i|65
202544|πᾶν|Px|-s---na--i|66
202545|πονηρὸν|A-|-s---nap-i|440
202547|καθ’|R-|---------n|97
202548|ὑμῶν|Pp|2p---pg--i|284
202549|ψευδόμενοι|V-|-pppmmn--i|441
202550|ἐμοῦ|Pp|1s---mg--i|163
202551|ἕνεκεν|R-|---------n|437
202552|χαίρετε|V-|2ppma----i|182
202554|καὶ|C-|---------n|14
202555|ἀγαλλιᾶσθε|V-|2ppmm----i|442
202557|ὅτι|G-|---------n|211
202558|μισθὸς|Nb|-s---mn--i|443
202559|ὑμῶν|Pp|2p---pg--i|284
202560|πολὺς|A-|-s---mnp-i|226
202562|ἐν|R-|---------n|80
202563|οὐρανοῖς|Nb|-p---md--i|254
202564|οὕτως|Df|---------n|72
202565|γὰρ|Df|---------n|104
202566|ἐδίωξαν|V-|3paia----i|436
202567|προφήτας|Nb|-p---ma--i|117
202570|πρὸ|R-|---------n|444
202571|ὑμῶν|Pp|2p---pg--i|284
202572|Ὑμεῖς|Pp|2p---pn--i|284
202573|ἐστε|V-|2ppia----i|73
202574|ἅλας|Nb|-s---nn--i|445
202575|γῆς|Nb|-s---fg--i|155
202576|ἐὰν|G-|---------n|366
202577|δὲ|Df|---------n|11
202578|ἅλας|Nb|-s---nn--i|445
202579|μωρανθῇ|V-|3sasp----i|446
202580|τίνι|Pi|-s---nd--i|282
202581|ἁλισθήσεται|V-|3sfip----i|447
202584|οὐδὲν|Px|-s---na--i|448
202586|ἰσχύει|V-|3spia----i|449
202587|ἔτι|Df|---------n|450
202589|εἰ|Df|---------n|451
202590|βληθὲν|V-|-sappnn--i|301
202592|ἔξω|Df|---------n|452
202594|καταπατεῖσθαι|V-|--pnp----i|453
202595|ἀνθρώπων|Nb|-p---mg--i|345
202596|Ὑμεῖς|Pp|2p---pn--i|284
202597|ἐστε|V-|2ppia----i|73
202598|φῶς|Nb|-s---nn--i|382
202599|κόσμου|Nb|-s---mg--i|363
202600|οὐ|Df|---------n|128
202601|δύναται|V-|3spim----i|291
202602|πόλις|Nb|-s---fn--i|243
202603|κρυβῆναι|V-|--anp----i|454
202605|ἐπάνω|R-|---------n|180
202606|ὄρους|Nb|-s---ng--i|360
202607|κειμένη|V-|-sppmfn--i|297
202608|οὐδὲ|C-|---------n|455
202609|καίουσιν|V-|3ppia----i|456
202610|λύχνον|Nb|-s---ma--i|457
202611|καὶ|C-|---------n|14
202612|τιθέασιν|V-|3ppia----i|458
202613|αὐτὸν|Pp|3s---ma--i|16
202614|ὑπὸ|R-|---------n|115
202615|μόδιον|Nb|-s---ma--i|459
202616|ἀλλ’|C-|---------n|346
202617|ἐπὶ|R-|---------n|47
202618|λυχνίαν|Nb|-s---fa--i|460
202619|καὶ|C-|---------n|14
202620|λάμπει|V-|3spia----i|461
202621|πᾶσιν|Px|-p---md--i|66
202623|ἐν|R-|---------n|80
202624|οἰκίᾳ|Nb|-s---fd--i|186
202626|οὕτως|Df|---------n|72
202628|λαμψάτω|V-|3sama----i|461
202630|φῶς|Nb|-s---nn--i|382
202631|ὑμῶν|Pp|2p---pg--i|284
202632|ἔμπροσθεν|R-|---------n|462
202633|ἀνθρώπων|Nb|-p---mg--i|345
202634|ὅπως|G-|---------n|176
202635|ἴδωσιν|V-|3pasa----i|142
202636|ἔργα|Nb|-p---na--i|463
202637|ὑμῶν|Pp|2p---pg--i|284
202638|καλὰ|A-|-p---nap-i|298
202639|καὶ|C-|---------n|14
202640|δοξάσωσιν|V-|3pasa----i|464
202641|πατέρα|Nb|-s---ma--i|238
202642|ὑμῶν|Pp|2p---pg--i|284
202645|ἐν|R-|---------n|80
202646|οὐρανοῖς|Nb|-p---md--i|254
