204068|βαπτισθῆναι|V-|--anp----i|274
204070|καὶ|C-|---------n|14
204071|σὺ|Pp|2s---pn--i|103
204073|πρός|R-|---------n|197
204074|με|Pp|1s---ma--i|163
204075|ἔρχῃ|V-|2spim----i|144
204076|ἀποκριθεὶς|V-|-sappmn--i|320
204077|δὲ|Df|---------n|11
204078|Ἰησοῦς|Ne|-s---mn--i|3
204079|εἶπεν|V-|3saia----i|65
204080|πρὸς|R-|---------n|197
204081|αὐτόν|Pp|3s---ma--i|16
204082|ἄφες|V-|2sama----i|321
204083|ἄρτι|Df|---------n|322
204084|οὕτως|Df|---------n|72
204085|γὰρ|Df|---------n|104
204086|πρέπον|V-|-sppann--i|323
204087|ἡμῖν|Pp|1p---md--i|121
204088|ἐστὶν|V-|3spia----i|73
204089|πληρῶσαι|V-|--ana----i|114
204090|πᾶσαν|Px|-s---fa--i|66
204091|δικαιοσύνην|Nb|-s---fa--i|324
204092|τότε|Df|---------n|165
204093|ἀφίησιν|V-|3spia----i|321
204094|αὐτόν|Pp|3s---ma--i|16
204095|βαπτισθεὶς|V-|-sappmn--i|274
204097|Ἰησοῦς|Ne|-s---mn--i|3
204098|δὲ|Df|---------n|11
204099|ἀνέβη|V-|3saia----i|326
204100|ἀπὸ|R-|---------n|69
204101|ὕδατος|Nb|-s---ng--i|303
204102|καὶ|C-|---------n|14
204103|ἰδοὺ|I-|---------n|94
204104|ἀνεῴχθησαν|V-|3paip----i|188
204107|καὶ|C-|---------n|14
204108|εἶδεν|V-|3saia----i|142
204109|πνεῦμα|Nb|-s---na--i|83
204110|θεοῦ|Nb|-s---mg--i|122
204111|καταβαῖνον|V-|-sppana--i|327
204112|ὡσεὶ|Df|---------n|328
204113|περιστερὰν|Nb|-s---fa--i|329
204115|ἐρχόμενον|V-|-sppmna--i|144
204116|ἐπ’|R-|---------n|47
204117|αὐτόν|Pp|3s---ma--i|16
204118|καὶ|C-|---------n|14
204119|ἰδοὺ|I-|---------n|94
204120|φωνὴ|Nb|-s---fn--i|222
204121|ἐκ|R-|---------n|19
204122|οὐρανῶν|Nb|-p---mg--i|254
204123|λέγουσα|V-|-sppafn--i|65
204124|οὗτός|Pd|-s---mn--i|92
204125|ἐστιν|V-|3spia----i|73
204126|υἱός|Nb|-s---mn--i|5
204127|μου|Pp|1s---mg--i|163
204128|ἀγαπητός|A-|-s---mnp-i|330
204129|ἐν|R-|---------n|80
204130|ᾧ|Pr|-s---md--i|64
204132|εὐδόκησα|V-|1saia----i|331
204133|Τότε|Df|---------n|165
204134|Ἰησοῦς|Ne|-s---mn--i|3
204135|ἀνήχθη|V-|3saip----i|332
204137|πνεύματος|Nb|-s---ng--i|83
204138|εἰς|R-|---------n|138
204139|ἔρημον|Nb|-s---fa--i|333
204140|πειρασθῆναι|V-|--anp----i|334
204142|ὑπὸ|R-|---------n|115
204143|διαβόλου|Nb|-s---mg--i|335
204144|καὶ|C-|---------n|14
204145|νηστεύσας|V-|-sapamn--i|336
204147|ἡμέρας|Nb|-p---fa--i|133
204148|τεσσεράκοντα|Ma|---------n|337
204149|καὶ|C-|---------n|14
204150|νύκτας|Nb|-p---fa--i|209
204151|ὕστερον|A-|-s---nap-i|338
204152|ἐπείνασεν|V-|3saia----i|339
204153|καὶ|C-|---------n|14
204154|προσελθὼν|V-|-sapamn--i|340
204158|πειράζων|V-|-sppamn--i|334
204161|εἶπεν|V-|3saia----i|65
204162|εἰ|G-|---------n|341
204163|υἱὸς|Nb|-s---mn--i|5
204164|εἶ|V-|2spia----i|73
204165|θεοῦ|Nb|-s---mg--i|122
204166|εἰπὲ|V-|2sama----i|65
204167|ἵνα|G-|---------n|113
204168|λίθοι|Nb|-p---mn--i|292
204169|οὗτοι|Pd|-p---mn--i|92
204170|ἄρτοι|Nb|-p---mn--i|342
204171|γένωνται|V-|3pasm----i|112
204172|ὁ|Pp|3s---mn--i|153
204173|δὲ|Df|---------n|11
204174|ἀποκριθεὶς|V-|-sappmn--i|320
204175|εἶπεν|V-|3saia----i|65
204176|γέγραπται|V-|3srip----i|154
204177|οὐκ|Df|---------n|128
204178|ἐπ’|R-|---------n|47
204179|ἄρτῳ|Nb|-s---md--i|342
204180|μόνῳ|A-|-s---mdp-i|343
204181|ζήσεται|V-|3sfim----i|344
204182|ἄνθρωπος|Nb|-s---mn--i|345
204183|ἀλλ’|C-|---------n|346
204184|ἐπὶ|R-|---------n|47
204185|παντὶ|Px|-s---nd--i|66
204186|ῥήματι|Nb|-s---nd--i|347
204187|ἐκπορευομένῳ|V-|-sppmnd--i|271
204188|διὰ|R-|---------n|116
204189|στόματος|Nb|-s---ng--i|348
204190|θεοῦ|Nb|-s---mg--i|122
204191|τότε|Df|---------n|165
204192|παραλαμβάνει|V-|3spia----i|101
204193|αὐτὸν|Pp|3s---ma--i|16
204194|διάβολος|Nb|-s---mn--i|335
204195|εἰς|R-|---------n|138
204196|ἁγίαν|A-|-s---fap-i|84
204197|πόλιν|Nb|-s---fa--i|243
204198|καὶ|C-|---------n|14
204199|ἔστησεν|V-|3saia----i|179
204200|αὐτὸν|Pp|3s---ma--i|16
204201|ἐπὶ|R-|---------n|47
204202|πτερύγιον|Nb|-s---na--i|349
204203|ἱεροῦ|Nb|-s---ng--i|350
204204|καὶ|C-|---------n|14
204205|λέγει|V-|3spia----i|65
204206|αὐτῷ|Pp|3s---md--i|16
204207|εἰ|G-|---------n|341
204208|υἱὸς|Nb|-s---mn--i|5
204209|εἶ|V-|2spia----i|73
204210|θεοῦ|Nb|-s---mg--i|122
204211|βάλε|V-|2sama----i|301
204212|σεαυτὸν|Pk|2s---ma--i|351
204213|κάτω|Df|-------p-i|220
204214|γέγραπται|V-|3srip----i|154
204215|γὰρ|Df|---------n|104
204216|ὅτι|G-|---------n|211
204217|ἀγγέλοις|Nb|-p---md--i|95
204218|αὐτοῦ|Pp|3s---mg--i|16
204219|ἐντελεῖται|V-|3sfim----i|352
204221|σοῦ|Pp|2s---pg--i|103
204222|καὶ|C-|---------n|14
204223|ἐπὶ|R-|---------n|47
204224|χειρῶν|Nb|-p---fg--i|310
204225|ἀροῦσίν|V-|3pfia----i|353
204226|σε|Pp|2s---pa--i|103
204227|μήποτε|G-|---------n|354
204231|περὶ|R-|---------n|172
204232|λίθον|Nb|-s---ma--i|292
204233|πόδα|Nb|-s---ma--i|356
204235|ἔφη|V-|3siia----i|357
204237|αὐτῷ|Pp|3s---md--i|16
204238|Ἰησοῦς|Ne|-s---mn--i|3
204239|πάλιν|Df|---------n|358
204240|γέγραπται|V-|3srip----i|154
204241|οὐκ|Df|---------n|128
204242|ἐκπειράσεις|V-|2sfia----i|359
204243|κύριον|Nb|-s---ma--i|96
204244|θεόν|Nb|-s---ma--i|122
204245|σου|Pp|2s---pg--i|103
204246|πάλιν|Df|---------n|358
204247|παραλαμβάνει|V-|3spia----i|101
204248|αὐτὸν|Pp|3s---ma--i|16
204249|διάβολος|Nb|-s---mn--i|335
204250|εἰς|R-|---------n|138
204251|ὄρος|Nb|-s---na--i|360
204252|ὑψηλὸν|A-|-s---nap-i|361
204253|λίαν|Df|---------n|214
204254|καὶ|C-|---------n|14
204255|δείκνυσιν|V-|3spia----i|362
204256|αὐτῷ|Pp|3s---md--i|16
204257|πάσας|Px|-p---fa--i|66
204258|βασιλείας|Nb|-p---fa--i|253
204259|κόσμου|Nb|-s---mg--i|363
204260|καὶ|C-|---------n|14
204261|δόξαν|Nb|-s---fa--i|364
204262|αὐτῶν|Pp|3p---fg--i|16
204263|καὶ|C-|---------n|14
204264|εἶπεν|V-|3saia----i|65
204265|αὐτῷ|Pp|3s---md--i|16
204266|πάντα|Px|-p---na--i|66
204267|ταῦτά|Pd|-p---na--i|92
204268|δώσω|V-|1sfia----i|365
204269|σοι|Pp|2s---pd--i|103
204270|ἐὰν|G-|---------n|366
204271|πεσὼν|V-|-sapamn--i|187
204272|προσκυνήσῃς|V-|2sasa----i|145
204273|μοι|Pp|1s---md--i|163
204275|τότε|Df|---------n|165
204276|λέγει|V-|3spia----i|65
204277|αὐτῷ|Pp|3s---md--i|16
204278|Ἰησοῦς|Ne|-s---mn--i|3
204279|ὕπαγε|V-|2spma----i|367
204280|σατανᾶ|Ne|-s---mv--i|368
204281|γέγραπται|V-|3srip----i|154
204282|γάρ|Df|---------n|104
204283|κύριον|Nb|-s---ma--i|96
204284|θεόν|Nb|-s---ma--i|122
204285|σου|Pp|2s---pg--i|103
204286|προσκυνήσεις|V-|2sfia----i|145
204288|καὶ|C-|---------n|14
204289|αὐτῷ|Pp|3s---md--i|16
204290|μόνῳ|A-|-s---mdp-i|343
204291|λατρεύσεις|V-|2sfia----i|369
204292|τότε|Df|---------n|165
204293|ἀφίησιν|V-|3spia----i|321
204294|αὐτὸν|Pp|3s---ma--i|16
204295|διάβολος|Nb|-s---mn--i|335
204296|καὶ|C-|---------n|14
204297|ἰδοὺ|I-|---------n|94
204298|ἄγγελοι|Nb|-p---mn--i|95
204299|προσῆλθον|V-|3paia----i|340
204300|καὶ|C-|---------n|14
204301|διηκόνουν|V-|3piia----i|370
204302|αὐτῷ|Pp|3s---md--i|16
204303|ἀκούσας|V-|-sapamn--i|146
204304|δὲ|Df|---------n|11
204306|ὅτι|G-|---------n|211
204307|Ἰωάννης|Ne|-s---mn--i|247
204308|παρεδόθη|V-|3saip----i|371
204310|ἀνεχώρησεν|V-|3saia----i|200
204311|εἰς|R-|---------n|138
204312|Γαλιλαίαν|Ne|-s---fa--i|241
204313|καὶ|C-|---------n|14
204314|καταλιπὼν|V-|-sapamn--i|372
204315|Ναζαρὰ|Ne|---------n|244
204316|ἐλθὼν|V-|-sapamn--i|144
204317|κατῴκησεν|V-|3saia----i|242
204319|εἰς|R-|---------n|138
204320|Καφαρναοὺμ|Ne|---------n|373
204322|παραθαλασσίαν|A-|-s---fap-i|374
204323|ἐν|R-|---------n|80
204324|ὁρίοις|Nb|-p---nd--i|218
204325|Ζαβουλὼν|Ne|---------n|375
204326|καὶ|C-|---------n|14
204327|Νεφθαλείμ|Ne|---------n|376
204328|ἵνα|G-|---------n|113
204329|πληρωθῇ|V-|3sasp----i|114
204331|ῥηθὲν|V-|-sappnn--i|65
204332|Ἡσαΐου|Ne|-s---mg--i|255
204333|προφήτου|Nb|-s---mg--i|117
204334|λέγοντος|V-|-sppamg--i|65
204335|γῆ|Nb|-s---fv--i|155
204336|Ζαβουλὼν|Ne|---------n|375
204337|γῆ|Nb|-s---fv--i|155
204338|Νεφθαλείμ|Ne|---------n|376
204339|ὁδὸν|Nb|-s---fa--i|199
204340|θαλάσσης|Nb|-s---fg--i|377
204341|πέραν|R-|---------n|378
204344|Ἰορδάνου|Ne|-s---mg--i|273
204345|Γαλιλαία|Ne|-s---fv--i|241
204346|ἐθνῶν|Nb|-p---ng--i|379
204347|λαὸς|Nb|-s---mn--i|109
204348|καθήμενος|V-|-sppmmn--i|380
204349|ἐν|R-|---------n|80
204350|σκότει|Nb|-s---nd--i|381
204351|εἶδεν|V-|3saia----i|142
204352|φῶς|Nb|-s---na--i|382
204353|μέγα|A-|-s---nap-i|184
204354|καὶ|C-|---------n|14
204355|καθημένοις|V-|-pppmmd--i|380
204356|ἐν|R-|---------n|80
204357|χώρᾳ|Nb|-s---fd--i|201
204358|καὶ|C-|---------n|14
204360|σκιᾷ|Nb|-s---fd--i|383
204361|θανάτου|Nb|-s---mg--i|384
204362|φῶς|Nb|-s---nn--i|382
204363|ἀνέτειλεν|V-|3saia----i|385
204365|αὐτοῖς|Pp|3p---md--i|16
204366|Ἀπὸ|R-|---------n|69
204367|ἤρξατο|V-|3saim----i|386
204368|Ἰησοῦς|Ne|-s---mn--i|3
204369|κηρύσσειν|V-|--pna----i|249
204370|καὶ|C-|---------n|14
204371|λέγειν|V-|--pna----i|65
204372|μετανοεῖτε|V-|2ppma----i|251
204374|ἤγγικεν|V-|3sria----i|252
204375|γὰρ|Df|---------n|104
204377|βασιλεία|Nb|-s---fn--i|253
204378|οὐρανῶν|Nb|-p---mg--i|254
204379|Περιπατῶν|V-|-sppamn--i|387
204380|δὲ|Df|---------n|11
204381|παρὰ|R-|---------n|152
204382|θάλασσαν|Nb|-s---fa--i|377
204383|Γαλιλαίας|Ne|-s---fg--i|241
204384|εἶδεν|V-|3saia----i|142
204385|δύο|Ma|---------n|388
204386|ἀδελφούς|Nb|-p---ma--i|15
204387|Σίμωνα|Ne|-s---ma--i|389
204388|λεγόμενον|V-|-spppma--i|65
204390|Πέτρον|Ne|-s---ma--i|390
204391|καὶ|C-|---------n|14
204392|Ἀνδρέαν|Ne|-s---ma--i|391
204393|ἀδελφὸν|Nb|-s---ma--i|15
204394|αὐτοῦ|Pp|3s---mg--i|16
204395|βάλλοντας|V-|-pppama--i|301
204396|ἀμφίβληστρον|Nb|-s---na--i|392
204397|εἰς|R-|---------n|138
204398|θάλασσαν|Nb|-s---fa--i|377
204399|ἦσαν|V-|3piia----i|73
204400|γὰρ|Df|---------n|104
204401|ἁλεεῖς|Nb|-p---mn--i|393
204402|καὶ|C-|---------n|14
204403|λέγει|V-|3spia----i|65
204404|αὐτοῖς|Pp|3p---md--i|16
204405|δεῦτε|I-|---------n|394
204407|ὀπίσω|R-|---------n|304
204408|μου|Pp|1s---qg--i|163
204409|καὶ|C-|---------n|14
204410|ποιήσω|V-|1sfia----i|125
204411|ὑμᾶς|Pp|2p---pa--i|284
204412|ἀνθρώπων|Nb|-p---mg--i|345
204413|ἁλεεῖς|Nb|-p---ma--i|393
204414|οἱ|Pp|3p---mn--i|153
204415|δὲ|Df|---------n|11
204416|εὐθέως|Df|---------n|395
204417|ἀφέντες|V-|-papamn--i|321
204418|δίκτυα|Nb|-p---na--i|396
204420|αὐτῷ|Pp|3s---md--i|16
204421|ἠκολούθησαν|V-|3paia----i|397
204422|Καὶ|C-|---------n|14
204423|προβὰς|V-|-sapamn--i|398
204424|ἐκεῖθεν|Df|---------n|399
204425|εἶδεν|V-|3saia----i|142
204426|ἄλλους|A-|-p---map-i|198
204427|δύο|Ma|---------n|388
204428|ἀδελφούς|Nb|-p---ma--i|15
204429|Ἰάκωβον|Ne|-s---ma--i|400
204430|Ζεβεδαίου|Ne|-s---mg--i|401
204431|Ἰωάννην|Ne|-s---ma--i|247
204432|ἀδελφὸν|Nb|-s---ma--i|15
204433|αὐτοῦ|Pp|3s---mg--i|16
204434|ἐν|R-|---------n|80
204435|πλοίῳ|Nb|-s---nd--i|402
204436|μετὰ|R-|---------n|50
204437|Ζεβεδαίου|Ne|-s---mg--i|401
204438|πατρὸς|Nb|-s---mg--i|238
204439|αὐτῶν|Pp|3p---mg--i|16
204440|καταρτίζοντας|V-|-pppama--i|403
204441|δίκτυα|Nb|-p---na--i|396
204442|αὐτῶν|Pp|3p---mg--i|16
204443|καὶ|C-|---------n|14
204444|ἐκάλεσεν|V-|3saia----i|106
204445|αὐτούς|Pp|3p---ma--i|16
204446|οἱ|Pp|3p---mn--i|153
204447|δὲ|Df|---------n|11
204448|εὐθέως|Df|---------n|395
204449|ἀφέντες|V-|-papamn--i|321
204450|πλοῖον|Nb|-s---na--i|402
204451|καὶ|C-|---------n|14
204452|πατέρα|Nb|-s---ma--i|238
204453|αὐτῶν|Pp|3p---mg--i|16
204455|αὐτῷ|Pp|3s---md--i|16
204456|ἠκολούθησαν|V-|3paia----i|397
204457|καὶ|C-|---------n|14
204458|περιῆγεν|V-|3siia----i|404
204459|ὅλῃ|A-|-s---fdp-i|111
204460|Γαλιλαίᾳ|Ne|-s---fd--i|241
204462|διδάσκων|V-|-sppamn--i|405
204463|ἐν|R-|---------n|80
204464|συναγωγαῖς|Nb|-p---fd--i|406
204465|αὐτῶν|Pp|3p---mg--i|16
204466|καὶ|C-|---------n|14
204467|κηρύσσων|V-|-sppamn--i|249
204468|εὐαγγέλιον|Nb|-s---na--i|407
204469|βασιλείας|Nb|-s---fg--i|253
204470|καὶ|C-|---------n|14
204471|θεραπεύων|V-|-sppamn--i|408
204472|πᾶσαν|Px|-s---fa--i|66
204473|νόσον|Nb|-s---fa--i|409
204474|καὶ|C-|---------n|14
204475|πᾶσαν|Px|-s---fa--i|66
204476|μαλακίαν|Nb|-s---fa--i|410
204477|ἐν|R-|---------n|80
204478|λαῷ|Nb|-s---md--i|109
204479|καὶ|C-|---------n|14
204480|ἀπῆλθεν|V-|3saia----i|239
204481|ἀκοὴ|Nb|-s---fn--i|411
204482|αὐτοῦ|Pp|3s---mg--i|16
204483|εἰς|R-|---------n|138
204484|ὅλην|A-|-s---fap-i|111
204485|Συρίαν|Ne|-s---fa--i|412
204486|καὶ|C-|---------n|14
204487|προσήνεγκαν|V-|3paia----i|190
204488|αὐτῷ|Pp|3s---md--i|16
204489|πάντας|Px|-p---ma--i|66
204490|κακῶς|Df|-------p-i|413
204491|ποικίλαις|A-|-p---fdp-i|414
204492|νόσοις|Nb|-p---fd--i|409
204493|καὶ|C-|---------n|14
204494|βασάνοις|Nb|-p---fd--i|415
204495|συνεχομένους|V-|-ppppma--i|416
204496|καὶ|C-|---------n|14
204497|δαιμονιζομένους|V-|-pppmma--i|417
204498|καὶ|C-|---------n|14
204501|σεληνιαζομένους|V-|-pppmma--i|418
204503|καὶ|C-|---------n|14
204504|παραλυτικούς|A-|-p---map-i|419
204506|καὶ|C-|---------n|14
204507|ἐθεράπευσεν|V-|3saia----i|408
204508|αὐτούς|Pp|3p---ma--i|16
204509|καὶ|C-|---------n|14
204511|αὐτῷ|Pp|3s---md--i|16
204512|ἠκολούθησαν|V-|3paia----i|397
204513|ὄχλοι|Nb|-p---mn--i|420
204514|πολλοὶ|A-|-p---mnp-i|226
204515|ἀπὸ|R-|---------n|69
204516|Γαλιλαίας|Ne|-s---fg--i|241
204517|καὶ|C-|---------n|14
204518|Δεκαπόλεως|Ne|-s---fg--i|421
204519|καὶ|C-|---------n|14
204521|Ἱεροσολύμων|Ne|-p---ng--i|139
204522|καὶ|C-|---------n|14
204523|Ἰουδαίας|Ne|-s---fg--i|132
204524|καὶ|C-|---------n|14
204525|τοῦ|S-|-s---mg--i|9
204528|Ἰορδάνου|Ne|-s---mg--i|273
204529|Ἰδὼν|V-|-sapamn--i|142
204530|δὲ|Df|---------n|11
204531|ὄχλους|Nb|-p---ma--i|420
204532|ἀνέβη|V-|3saia----i|326
204533|εἰς|R-|---------n|138
204534|ὄρος|Nb|-s---na--i|360
204535|καὶ|C-|---------n|14
204537|καθίσαντος|V-|-sapamg--i|422
204538|προσῆλθαν|V-|3paia----i|340
204540|αὐτῷ|Pp|3s---md--i|16
204541|μαθηταὶ|Nb|-p---mn--i|423
204542|αὐτοῦ|Pp|3s---mg--i|16
204543|καὶ|C-|---------n|14
204544|ἀνοίξας|V-|-sapamn--i|188
204545|στόμα|Nb|-s---na--i|348
204546|αὐτοῦ|Pp|3s---mg--i|16
204547|ἐδίδασκεν|V-|3siia----i|405
204548|αὐτοὺς|Pp|3p---ma--i|16
204549|λέγων|V-|-sppamn--i|65
204550|μακάριοι|A-|-p---mnp-i|424
204551|πτωχοὶ|A-|-p---mnp-i|425
204552|πνεύματι|Nb|-s---nd--i|83
204553|ὅτι|G-|---------n|211
204554|αὐτῶν|Pp|3p---mg--i|16
204555|ἐστιν|V-|3spia----i|73
204556|βασιλεία|Nb|-s---fn--i|253
204557|οὐρανῶν|Nb|-p---mg--i|254
204558|μακάριοι|A-|-p---mnp-i|424
204559|πενθοῦντες|V-|-pppamn--i|428
204560|ὅτι|G-|---------n|211
204561|αὐτοὶ|Pp|3p---mn--i|16
204562|παρακληθήσονται|V-|3pfip----i|230
204564|μακάριοι|A-|-p---mnp-i|424
204565|πραεῖς|A-|-p---mnp-i|426
204566|ὅτι|G-|---------n|211
204567|αὐτοὶ|Pp|3p---mn--i|16
204568|κληρονομήσουσιν|V-|3pfia----i|427
204569|γῆν|Nb|-s---fa--i|155
204570|μακάριοι|A-|-p---mnp-i|424
204571|πεινῶντες|V-|-pppamn--i|339
204572|καὶ|C-|---------n|14
204573|διψῶντες|V-|-pppamn--i|429
204574|δικαιοσύνην|Nb|-s---fa--i|324
204576|ὅτι|G-|---------n|211
204577|αὐτοὶ|Pp|3p---mn--i|16
204578|χορτασθήσονται|V-|3pfip----i|430
204580|μακάριοι|A-|-p---mnp-i|424
204581|ἐλεήμονες|A-|-p---mnp-i|431
204582|ὅτι|G-|---------n|211
204583|αὐτοὶ|Pp|3p---mn--i|16
204584|ἐλεηθήσονται|V-|3pfip----i|432
204586|μακάριοι|A-|-p---mnp-i|424
204587|καθαροὶ|A-|-p---mnp-i|433
204588|καρδίᾳ|Nb|-s---fd--i|434
204589|ὅτι|G-|---------n|211
204590|αὐτοὶ|Pp|3p---mn--i|16
204591|θεὸν|Nb|-s---ma--i|122
204592|ὄψονται|V-|3pfim----i|142
204593|μακάριοι|A-|-p---mnp-i|424
204594|εἰρηνοποιοί|A-|-p---mnp-i|435
204595|ὅτι|G-|---------n|211
204597|υἱοὶ|Nb|-p---mn--i|5
204598|θεοῦ|Nb|-s---mg--i|122
204599|κληθήσονται|V-|3pfip----i|106
204601|μακάριοι|A-|-p---mnp-i|424
204602|δεδιωγμένοι|V-|-prppmn--i|436
204603|δικαιοσύνης|Nb|-s---fg--i|324
204604|ἕνεκεν|R-|---------n|437
204605|ὅτι|G-|---------n|211
204606|αὐτῶν|Pp|3p---mg--i|16
204607|ἐστιν|V-|3spia----i|73
204608|βασιλεία|Nb|-s---fn--i|253
204609|οὐρανῶν|Nb|-p---mg--i|254
204610|μακάριοί|A-|-p---mnp-i|424
204611|ἐστε|V-|2ppia----i|73
204612|ὅταν|Dq|---------n|438
204613|ὀνειδίσωσιν|V-|3pasa----i|439
204614|ὑμᾶς|Pp|2p---pa--i|284
204615|καὶ|C-|---------n|14
204616|διώξωσιν|V-|3pasa----i|436
204618|καὶ|C-|---------n|14
204619|εἴπωσιν|V-|3pasa----i|65
204620|πᾶν|Px|-s---na--i|66
204621|πονηρὸν|A-|-s---nap-i|440
204623|καθ’|R-|---------n|97
204624|ὑμῶν|Pp|2p---pg--i|284
204625|ψευδόμενοι|V-|-pppmmn--i|441
204626|ἐμοῦ|Pp|1s---mg--i|163
204627|ἕνεκεν|R-|---------n|437
204628|χαίρετε|V-|2ppma----i|182
204630|καὶ|C-|---------n|14
204631|ἀγαλλιᾶσθε|V-|2ppmm----i|442
204633|ὅτι|G-|---------n|211
204634|μισθὸς|Nb|-s---mn--i|443
204635|ὑμῶν|Pp|2p---pg--i|284
204636|πολὺς|A-|-s---mnp-i|226
204638|ἐν|R-|---------n|80
204639|οὐρανοῖς|Nb|-p---md--i|254
204640|οὕτως|Df|---------n|72
204641|γὰρ|Df|---------n|104
204642|ἐδίωξαν|V-|3paia----i|436
204643|προφήτας|Nb|-p---ma--i|117
204646|πρὸ|R-|---------n|444
204647|ὑμῶν|Pp|2p---pg--i|284
204648|Ὑμεῖς|Pp|2p---pn--i|284
204649|ἐστε|V-|2ppia----i|73
204650|ἅλας|Nb|-s---nn--i|445
204651|γῆς|Nb|-s---fg--i|155
204652|ἐὰν|G-|---------n|366
204653|δὲ|Df|---------n|11
204654|ἅλας|Nb|-s---nn--i|445
204655|μωρανθῇ|V-|3sasp----i|446
204656|τίνι|Pi|-s---nd--i|282
204657|ἁλισθήσεται|V-|3sfip----i|447
204660|οὐδὲν|Px|-s---na--i|448
204662|ἰσχύει|V-|3spia----i|449
204663|ἔτι|Df|---------n|450
204665|εἰ|Df|---------n|451
204666|βληθὲν|V-|-sappnn--i|301
204668|ἔξω|Df|---------n|452
204670|καταπατεῖσθαι|V-|--pnp----i|453
204671|ἀνθρώπων|Nb|-p---mg--i|345
204672|Ὑμεῖς|Pp|2p---pn--i|284
204673|ἐστε|V-|2ppia----i|73
204674|φῶς|Nb|-s---nn--i|382
204675|κόσμου|Nb|-s---mg--i|363
204676|οὐ|Df|---------n|128
204677|δύναται|V-|3spim----i|291
204678|πόλις|Nb|-s---fn--i|243
204679|κρυβῆναι|V-|--anp----i|454
204681|ἐπάνω|R-|---------n|180
204682|ὄρους|Nb|-s---ng--i|360
204683|κειμένη|V-|-sppmfn--i|297
204684|οὐδὲ|C-|---------n|455
204685|καίουσιν|V-|3ppia----i|456
204686|λύχνον|Nb|-s---ma--i|457
204687|καὶ|C-|---------n|14
204688|τιθέασιν|V-|3ppia----i|458
204689|αὐτὸν|Pp|3s---ma--i|16
204690|ὑπὸ|R-|---------n|115
204691|μόδιον|Nb|-s---ma--i|459
204692|ἀλλ’|C-|---------n|346
204693|ἐπὶ|R-|---------n|47
204694|λυχνίαν|Nb|-s---fa--i|460
204695|καὶ|C-|---------n|14
204696|λάμπει|V-|3spia----i|461
204697|πᾶσιν|Px|-p---md--i|66
204699|ἐν|R-|---------n|80
204700|οἰκίᾳ|Nb|-s---fd--i|186
204702|οὕτως|Df|---------n|72
204704|λαμψάτω|V-|3sama----i|461
204706|φῶς|Nb|-s---nn--i|382
204707|ὑμῶν|Pp|2p---pg--i|284
204708|ἔμπροσθεν|R-|---------n|462
204709|ἀνθρώπων|Nb|-p---mg--i|345
204710|ὅπως|G-|---------n|176
204711|ἴδωσιν|V-|3pasa----i|142
204712|ἔργα|Nb|-p---na--i|463
204713|ὑμῶν|Pp|2p---pg--i|284
204714|καλὰ|A-|-p---nap-i|298
204715|καὶ|C-|---------n|14
204716|δοξάσωσιν|V-|3pasa----i|464
204717|πατέρα|Nb|-s---ma--i|238
204718|ὑμῶν|Pp|2p---pg--i|284
204721|ἐν|R-|---------n|80
204722|οὐρανοῖς|Nb|-p---md--i|254
