torot_word|pos|lemma|morph_tag|deep_cleaned|lemma_id|sentence_no|pres_before|pres_after|text_id|subtitle_id|autotagged
море|Nb|море|-s---nn--i|море|22|280442|| |1|1|0
дербеньское|A-|дербентьскыи|-s---nnpwi|дербеньское|24|280442|| |1|1|0
дорїѧ|Nb|дория|-s---fn--i|доріꙗ|25|280442|| |1|1|0
хвалитьскаа|A-|хвалисьскыи|-s---fnpwi|хвалітьскаа|26|280442||. |1|1|0
второе|Mo|въторыи|-s---nn--i|второе|27|280443|| |1|1|0
море|Nb|море|-s---nn--i|море|22|280443|| |1|1|0
индѣнское|A-|индѣискыи|-s---nnpwi|індѣнское|28|280443||. |1|1|0
гори|Nb|дория|-s---fn--i|горі|25|280443|| |1|1|0
гондꙋстаньскаа|A-|гондустаньскыи|-s---fnpwi|гондоустаньскаа|29|280443||. |1|1|0
третье|Mo|третии|-s---nn--i|третье|30|280444|| |1|1|0
море|Nb|море|-s---nn--i|море|22|280444|| |1|1|0
черное|A-|чьрныи|-s---nnpwi|черное|31|280444||. |1|1|0
дорїѧ|Nb|дория|-s---fn--i|доріꙗ|25|280444|| |1|1|0
стемъбольскаа|A-|стемъбольскыи|-s---fnpwi|стемъбольскаа|32|280444||:- |1|1|0
поидохъ|V-|поити#1|1saia----i|поідохъ|33|280445|| |1|2|0
ѿ|R-|отъ|---------n|от|34|280445|| |1|2|0
ст҃го|A-|святыи|-s---mgpwi|стго|3|280445|| |1|2|0
сп҃са|Nb|съпасъ|-s---mg--i|спса|35|280445|| |1|2|0
златоверхаго|A-|златовьрхыи|-s---mgpwi|златоверхаго|36|280445|| |1|2|0
съ|R-|съ|---------n|съ|37|280445|| |1|2|0
его|Pp|и|3s---mg--i|его|38|280445|| |1|2|0
млстью|Nb|милость|-s---fi--i|млстью|39|280445||. |1|2|0
ѿ|R-|отъ|---------n|от|34|280445|| |1|2|0
великого|A-|великыи|-s---mgpwi|велікого|40|280445|| |1|2|0
кн҃ѧзѧ|Nb|кънязь|-s---mg--i|кнꙗзꙗ|41|280445|| |1|2|0
михаила|Ne|михаилъ|-s---mg--i|міхаіла|42|280445|| |1|2|0
борисовичѧ|Ne|борисовичь|-s---mg--i|борісовіча|43|280445||. |1|2|0
и|C-|и|---------n|і|44|280445|| |1|2|0
ѿ|R-|отъ|---------n|от|34|280445|| |1|2|0
влдкы|Nb|владыка|-s---mg--i|влдкьі|45|280445|| |1|2|0
генадїѧ|Ne|генадии|-s---mg--i|генадіꙗ|46|280445|| |1|2|0
твѣрьскых|A-|твѣрьскыи|-p---mgpwi|твѣрьскьіх|47|280445||. |1|2|0
поидох|V-|поити#1|1saia----i|поідох|33|280446|| |1|2|0
на|R-|на|---------n|на|48|280446|| |1|2|0
низъ|Df|низъ|---------n|нізъ|49|280446|| |1|2|0
волгою|Ne|вълга|-s---fi--i|волгою|50|280446|| |1|2|0
и|C-|и|---------n|і|44|280446|| |1|2|0
приидохъ|V-|приити|1saia----i|пріідохъ|51|280446|| |1|2|0
в|R-|въ|---------n|в|52|280446|| |1|2|0
манастырь|Nb|манастырь|-s---ma--i|манастьірь|53|280446|| |1|2|0
къ|R-|къ|---------n|къ|54|280446|| |1|2|0
ст҃ѣи|A-|святыи|-s---fdpwi|стѣі|3|280446|| |1|2|0
живоначалнои|A-|живоначальныи|-s---fdpwi|жівоначалноі|55|280446|| |1|2|0
троци|Nb|троица|-s---fd--i|троці|56|280446||. |1|2|0
и|C-|и|---------n|і|44|280446|| |1|2|0
ст҃мъ|A-|святыи|-p---mdpwi|стмъ|3|280446|| |1|2|0
мчн҃комъ|Nb|мученикъ|-p---md--i|мчнкомъ|57|280446|| |1|2|0
борисѹ|Ne|борисъ|-s---md--i|борісоу|58|280446|| |1|2|0
н|C-|и|---------n|н|44|280446|| |1|2|0
глѣбѹ|Ne|гълѣбъ|-s---md--i|глѣбоу|59|280446||. |1|2|0
и|C-|и|---------n|і|44|280447|| |1|2|0
ѹ|R-|у|---------n|оу|60|280447|| |1|2|0
игѹмена|Nb|игуменъ|-s---mg--i|ігоумена|61|280447|| |1|2|0
сѧ|Pk|себе|3s---qa--i|сꙗ|62|280447|| |1|2|0
блгсвивъ|V-|благословити|-supamn-si|блгсвівъ|63|280447|| |1|2|0
ѹ|R-|у|---------n|оу|60|280447|| |1|2|0
макарїѧ|Ne|макарии|-s---mg--i|макаріꙗ|64|280447||. |1|2|0
брати|Nb|братия|-s---fg--i|браті|65|280447||. |1|2|0
ис|R-|из|---------n|іс|66|280447|| |1|2|0
колѧзина|Ne|колязинъ|-s---mg--i|колꙗзіна|67|280447|| |1|2|0
поидох|V-|поити#1|1saia----i|поідох|33|280447|| |1|2|0
на|R-|на|---------n|на|48|280447|| |1|2|0
ѹглечь|Ne|углечь|-s---ma--i|оуглечь|68|280447||. |1|2|0
с|R-|съ|---------n|с|37|280448|| |1|2|0
ѹглеча|Ne|углечь|-s---mg--i|оуглеча|68|280448|| |1|2|0
на|R-|на|---------n|на|48|280448|| |1|2|0
костромѹ|Ne|кострома|-s---fa--i|костромоу|69|280448|| |1|2|0
ко|R-|къ|---------n|ко|54|280448|| |1|2|0
кн҃ѧзю|Nb|кънязь|-s---md--i|кнꙗзю|41|280448|| |1|2|0
александрѹ|Ne|александръ|-s---md--i|александроу|70|280448||. |1|2|0
с|R-|съ|---------n|с|37|280448|| |1|2|0
ыною|Px|иныи|-s---fi--i|ьіною|71|280448|| |1|2|0
грамотою|Nb|грамота|-s---fi--i|грамотою|72|280448||. |1|2|0
и|C-|и|---------n|і|44|280449|| |1|2|0
кн҃ѧзь|Nb|кънязь|-s---mn--i|кнꙗзь|41|280449|| |1|2|0
великї|A-|великыи|-s---mnpwi|велікі|40|280449|| |1|2|0
ѿпѹстилъ|V-|отъпустити|-sspamn-si|отпоустілъ|73|280449|| |1|2|0
мѧ|Pp|азъ|1s---ma--i|мꙗ|12|280449|| |1|2|0
всеѧ|Px|вьсь|-s---fg--i|всеꙗ|74|280449|| |1|2|0
рѹси|Ne|русь|-s---fg--i|роусі|75|280449|| |1|2|0
доброволно|Df|добровольно|---------n|доброволно|76|280449||. |1|2|0
и|C-|и|---------n|і|44|280450|| |1|2|0
на|R-|на|---------n|на|48|280450|| |1|2|0
плесо|Ne|плесо|-s---na--i|плесо|77|280450|| |1|2|0
в|R-|въ|---------n|в|52|280450|| |1|2|0
новъгородъ|Ne|новъгородъ|-s---ma--i|новъгородъ|78|280450|| |1|2|0
нижнеи|A-|нижьнии|-s---mapwi|ніжнеі|79|280450|| |1|2|0
к|R-|къ|---------n|к|54|280450|| |1|2|0
михаилѹ|Ne|михаилъ|-s---md--i|міхаілоу|42|280450|| |1|2|0
къ|R-|къ|---------n|къ|54|280450|| |1|2|0
киселевѹ|A-|кыселевъ|-s---mdpsi|кіселевоу|80|280450||. |1|2|0
к|R-|къ|---------n|к|54|280450|| |1|2|0
намѣстьникѹ|Nb|намѣстьникъ|-s---md--i|намѣстьнікоу|81|280450||. |1|2|0
и|C-|и|---------n|і|44|280450|| |1|2|0
къ|R-|къ|---------n|къ|54|280450|| |1|2|0
пошьлинникѹ|Nb|пошьлиньникъ|-s---md--i|пошьліннікоу|82|280450|| |1|2|0
иванѹ|Ne|иванъ|-s---md--i|іваноу|83|280450|| |1|2|0
сараевѹ|A-|сараевъ|-s---mdpsi|сараевоу|84|280450||. |1|2|0
пропѹстили|V-|пропустити|-pspamn-si|пропоустілі|85|280450|| |1|2|0
доброволно|Df|добровольно|---------n|доброволно|76|280450||. |1|2|0
а|C-|а|---------n|а|86|280451|| |1|2|0
василеи|Ne|василии|-s---mn--i|васілеі|87|280451|| |1|2|0
папин|Ne|папинъ|-s---mn--i|папін|88|280451|| |1|2|0
проехалъ|V-|проѣхати|-sspamn-si|проехалъ|89|280451|| |1|2|0
городъ|Nb|городъ|-s---ma--i|городъ|90|280451||. |1|2|0
а|C-|а|---------n|а|86|280452|| |1|2|0
ꙗзъ|Pp|язъ|1s---mn--i|ꙗзъ|91|280452|| |1|2|0
ждалъ|V-|жьдати|-sspamn-si|ждалъ|92|280452|| |1|2|0
в|R-|въ|---------n|в|52|280452|| |1|2|0
новѣгородѣ|Ne|новъгородъ|-s---ml--i|новѣгородѣ|78|280452|| |1|2|0
двѣ|Ma|дъва|-d---fa--i|двѣ|93|280452|| |1|2|0
недли|Nb|недѣля|-s---fg--i|недлі|94|280452||. |1|2|0
посла|Nb|посълъ|-s---mg--i|посла|95|280452|| |1|2|0
татарьскаго|A-|татарьскыи|-s---mgpwi|татарьскаго|96|280452|| |1|2|0
ширвашина|A-|ширвашинъ|-s---mgpsi|шірвашіна|97|280452||. |1|2|0
асамъ|Ne|асанъ|---------n|асамъ|98|280452|| |1|2|0
бѣга|Nb|бѣкъ|-s---mg--i|бѣга|99|280452||. |1|2|0
а|C-|а|---------n|а|86|280453|| |1|2|0
ехал|V-|ѣхати|-sspamn-si|ехал|100|280453|| |1|2|0
с|R-|съ|---------n|с|37|280453|| |1|2|0
кречаты|Nb|кречатъ|-p---mi--i|кречатьі|101|280453||. |1|2|0
ѿ|R-|отъ|---------n|от|34|280453|| |1|2|0
великаго|A-|великыи|-s---mgpwi|велікаго|40|280453|| |1|2|0
кн҃ѧзѧ|Nb|кънязь|-s---mg--i|кнꙗзꙗ|41|280453|| |1|2|0
ивана|Ne|иванъ|-s---mg--i|івана|83|280453||. |1|2|0
а|C-|а|---------n|а|86|280454|| |1|2|0
кречатовъ|Nb|кречатъ|-p---mg--i|кречатовъ|101|280454|| |1|2|0
ѹ|R-|у|---------n|оу|60|280454|| |1|2|0
него|Pp|и|3s---mg--i|него|38|280454|| |1|2|0
девѧносто|Ma|девяносто|-s---nn--i|девꙗносто|102|280454||. |1|2|0
и|C-|и|---------n|і|44|280455|| |1|2|0
поехал|V-|поѣхати|-sspamn-si|поехал|103|280455|| |1|2|0
есми|V-|быти|1spia----i|есмі|104|280455|| |1|2|0
с|R-|съ|---------n|с|37|280455|| |1|2|0
нимъ|Pp|и|3s---mi--i|німъ|38|280455|| |1|2|0
на|R-|на|---------n|на|48|280455|| |1|2|0
низъ|Df|низъ|---------n|нізъ|49|280455|| |1|2|0
волгою|Ne|вълга|-s---fi--i|волгою|50|280455||. |1|2|0
и|C-|и|---------n|і|44|280456|| |1|2|0
казань|Ne|казань|-s---fa--i|казань|105|280456|| |1|2|0
есмѧ|V-|быти|1ppia----i|есмꙗ|104|280456|| |1|2|0
и|C-|и|---------n|і|44|280456|| |1|2|0
ѡрдѹ|Nb|орда|-s---fa--i|ордоу|106|280456||. |1|2|0
и|C-|и|---------n|і|44|280456|| |1|2|0
ѹсланъ|Ne|усланъ|-s---ma--i|оусланъ|107|280456||. |1|2|0
и|C-|и|---------n|і|44|280456|| |1|2|0
сараи|Ne|сараи|-s---ma--i|сараі|108|280456|| |1|2|0
и|C-|и|---------n|і|44|280456|| |1|2|0
берекезаны|Ne|берекезанъ|-p---ma--i|берекезаньі|109|280456|| |1|2|0
проехали|V-|проѣхати|-pspamn-si|проехалі|89|280456|| |1|2|0
есмѧ|V-|быти|1ppia----i|есмꙗ|104|280456|| |1|2|0
доброволно|Df|добровольно|---------n|доброволно|76|280456||. |1|2|0
и|C-|и|---------n|і|44|280457|| |1|3|0
въехали|V-|въѣхати|-pspamn-si|въехалі|110|280457|| |1|3|0
есмѧ|V-|быти|1ppia----i|есмꙗ|104|280457|| |1|3|0
в|R-|въ|---------n|в|52|280457|| |1|3|0
бѹзанъ|Ne|бузанъ|-s---ma--i|боузанъ|111|280457||. |1|3|0
рѣкꙋ|Nb|рѣка|-s---ma--i|рѣкоу|112|280457|| |1|3|0
н|R-|на|---------n|н|48|280458|| |1|3|0
тѹ|Df|ту|---------n|тоу|113|280458|| |1|3|0
наехали|V-|наѣхати|-pspamn-si|наехалі|114|280458|| |1|3|0
нас|Pp|мы|1p---mg--i|нас|115|280458||. |1|3|0
три|Ma|трие|-p---mn--i|трі|21|280458|| |1|3|0
тотарины|Nb|татаринъ|-p---mn--i|тотаріньі|116|280458|| |1|3|0
поганыи|A-|поганыи|-p---mnpwi|поганьіі|117|280458||. |1|3|0
и|C-|и|---------n|і|44|280459|| |1|3|0
сказали|V-|съказати|-pspamn-si|сказалі|118|280459|| |1|3|0
нам|Pp|мы|1p---md--i|нам|115|280459|| |1|3|0
лживыѧ|A-|лъживыи|-p---fapwi|лжівьіꙗ|119|280459|| |1|3|0
вѣсти|Nb|вѣсть|-p---fa--i|вѣсті|120|280459||. |1|3|0
каисымъ|Ne|каисымъ|-s---mn--i|каісьімъ|121|280460|| |1|3|0
солтанъ|Nb|султанъ|-s---mn--i|солтанъ|122|280460||. |1|3|0
стережетъ|V-|стеречи|3spia----i|стережетъ|123|280460|| |1|3|0
гостеи|Nb|гость|-p---mg--i|гостеі|124|280460|| |1|3|0
в|R-|въ|---------n|в|52|280460|| |1|3|0
бꙋзанї|Ne|бузанъ|-s---ml--i|боузані|111|280460||. |1|3|0
а|C-|а|---------n|а|86|280461|| |1|3|0
с|R-|съ|---------n|с|37|280461|| |1|3|0
нимъ|Pp|и|3s---mi--i|німъ|38|280461|| |1|3|0
три|Ma|трие|-p---fn--i|трі|21|280461|| |1|3|0
тысѧчи|Ma|тысяча|-p---fn--i|тьісꙗчі|125|280461|| |1|3|0
тотаръ|Nb|татаринъ|-p---mg--i|тотаръ|116|280461||. |1|3|0
и|C-|и|---------n|і|44|280462|| |1|3|0
посолъ|Nb|посълъ|-s---mn--i|посолъ|95|280462|| |1|3|0
ширвашинъ|A-|ширвашинъ|-s---mnpsi|шірвашінъ|97|280462|| |1|3|0
асанъ|Ne|асанъ|---------n|асанъ|98|280462|| |1|3|0
бѣгъ|Nb|бѣкъ|-s---mn--i|бѣгъ|99|280462|| |1|3|0
дал|V-|дати|-sspamn-si|дал|126|280462|| |1|3|0
имъ|Pp|и|3p---md--i|імъ|38|280462|| |1|3|0
по|Df|по|---------n|по|127|280462|| |1|3|0
ѡднорѧткы|Nb|одьнорядъка|-p---fa--i|однорꙗткьі|128|280462||. |1|3|0
да|C-|да|---------n|да|129|280462|| |1|3|0
по|R-|по|---------n|по|130|280462|| |1|3|0
полотнѹ|Nb|полотьно|-s---nd--i|полотноу|131|280462||. |1|3|0
чтобы|G-|чьтобы|---------n|чтобьі|132|280462|| |1|3|0
провели|V-|провести|-pspamn-si|провелі|133|280462|| |1|3|0
мимо|R-|мимо|---------n|мімо|134|280462||. |1|3|0
азътарханъ|Ne|астраханъ|-s---ma--i|азътарханъ|135|280462||. |1|3|0
и|C-|и|---------n|і|44|280463|| |1|3|0
ѡни|Pd|онъ|-p---mn--i|оні|136|280463|| |1|3|0
по|Df|по|---------n|по|127|280463|| |1|3|0
ѡднорѧткы|Nb|одьнорядъка|-p---fa--i|однорꙗткьі|128|280463|| |1|3|0
взѧли|V-|възяти|-pspamn-si|взꙗлі|137|280463||. |1|3|0
да|C-|да|---------n|да|129|280464|| |1|3|0
вѣсть|Nb|вѣсть|-s---fa--i|вѣсть|120|280464|| |1|3|0
дали|V-|дати|-pspamn-si|далі|126|280464|| |1|3|0
в|R-|въ|---------n|в|52|280464|| |1|3|0
хазъторокани|Ne|астраханъ|-s---ml--i|хазъторокані|135|280464|| |1|3|0
цр҃ю|Nb|цѣсарь|-s---md--i|црю|138|280464||. |1|3|0
и|C-|и|---------n|і|44|280465|| |1|3|0
ꙗзъ|Pp|язъ|1s---mn--i|ꙗзъ|91|280465|| |1|3|0
свое|Pt|свои|3s---na--i|свое|14|280465|| |1|3|0
сѹдно|Nb|судьно|-s---na--i|соудно|139|280465|| |1|3|0
покинѹлъ|V-|покынути|-sspamn-si|покіноулъ|140|280465||. |1|3|0
да|C-|да|---------n|да|129|280466|| |1|3|0
полѣзъ|V-|полѣзти|-sspamn-si|полѣзъ|141|280466|| |1|3|0
есми|V-|быти|1spia----i|есмі|104|280466|| |1|3|0
на|R-|на|---------n|на|48|280466|| |1|3|0
сѹдно|Nb|судьно|-s---na--i|соудно|139|280466|| |1|3|0
на|R-|на|---------n|на|48|280466|| |1|3|0
послово|A-|посъловъ|-s---napsi|послово|142|280466||. |1|3|0
и|Df|и|---------n|і|143|280466|| |1|3|0
с|R-|съ|---------n|с|37|280466|| |1|3|0
товарищи|Nb|товарищь|-p---mi--i|товаріщі|144|280466|| |1|3|0
азътарханъ|Ne|астраханъ|-s---ma--i|азътарханъ|135|280467||. |1|3|0
по|R-|по|---------n|по|130|280467|| |1|3|0
мсцꙋ|Nb|мѣсяць|-s---md--i|мсцоу|145|280467|| |1|3|0
ночи|Nb|ночь|-s---fg--i|ночі|146|280467|| |1|3|0
парꙋосом|Nb|парусъ|-s---mi--i|пароуосом|147|280467||. |1|3|0
цр҃ь|Nb|цѣсарь|-s---mn--i|црь|138|280468|| |1|3|0
насъ|Pp|мы|1p---mg--i|насъ|115|280468|| |1|3|0
видѣл|V-|видѣти|-sspamn-si|відѣл|148|280468||. |1|3|0
и|C-|и|---------n|і|44|280469|| |1|3|0
татаровѣ|Nb|татаринъ|-p---mn--i|татаровѣ|116|280469|| |1|3|0
нам|Pp|мы|1p---md--i|нам|115|280469|| |1|3|0
кликалї|V-|кликати|-pspamn-si|клікалі|149|280469|| |1|3|0
качьма|F-|качьма|---------n|качьма|150|280470||. |1|3|0
не|Df|не|---------n|не|151|280471|| |1|3|0
бѣгаите|V-|бѣгати|2ppma----i|бѣгаіте|152|280471|| |1|3|0
и|C-|и|---------n|і|44|280472|| |1|3|0
цр҃ь|Nb|цѣсарь|-s---mn--i|црь|138|280472|| |1|3|0
послалъ|V-|посълати|-sspamn-si|послалъ|153|280472|| |1|3|0
за|R-|за|---------n|за|1|280472|| |1|3|0
нами|Pp|мы|1p---mi--i|намі|115|280472|| |1|3|0
всю|Px|вьсь|-s---fa--i|всю|74|280472|| |1|3|0
свою|Pt|свои|3s---fa--i|свою|14|280472|| |1|3|0
ѡрдѹ|Nb|орда|-s---fa--i|ордоу|106|280472||. |1|3|0
и|C-|и|---------n|і|44|280473|| |1|3|0
по|R-|по|---------n|по|130|280473|| |1|3|0
нашим|Ps|нашь|1p---md--i|нашім|5|280473|| |1|3|0
грѣхомъ|Nb|грѣхъ|-p---md--i|грѣхомъ|154|280473||. |1|3|0
нас|Pp|мы|1p---mg--i|нас|115|280473|| |1|3|0
постигли|V-|постигнути|-pspamn-si|постіглі|155|280473|| |1|3|0
на|R-|на|---------n|на|48|280473|| |1|3|0
бꙋгѹнѣ|Ne|бугунъ|-s---ml--i|боугоунѣ|156|280473||. |1|3|0
застрелили|V-|застрѣлити|-pspamn-si|застрелілі|157|280474|| |1|3|0
ꙋ|R-|у|---------n|оу|60|280474|| |1|3|0
нас|Pp|мы|1p---mg--i|нас|115|280474|| |1|3|0
чл҃ка|Nb|человѣкъ|-s---mg--i|члка|158|280474||. |1|3|0
а|C-|а|---------n|а|86|280475|| |1|3|0
мы|Pp|мы|1p---mn--i|мьі|115|280475|| |1|3|0
ꙋ|R-|у|---------n|оу|60|280475|| |1|3|0
нихъ|Pp|и|3p---mg--i|ніхъ|38|280475|| |1|3|0
двꙋ|Ma|дъва|-d---mg--i|двоу|93|280475|| |1|3|0
застрелили|V-|застрѣлити|-pspamn-si|застрелілі|157|280475||. |1|3|0
и|C-|и|---------n|і|44|280476|| |1|3|0
сѹдно|Nb|судьно|-s---nn--i|соудно|139|280476|| |1|3|0
наше|Ps|нашь|1s---nn--i|наше|5|280476|| |1|3|0
меншее|A-|мьнии|-s---nncwi|меншее|159|280476|| |1|3|0
стало|V-|стати|-sspann-si|стало|160|280476|| |1|3|0
на|R-|на|---------n|на|48|280476|| |1|3|0
езꙋ|Nb|езъ|-s---ml--i|езоу|161|280476||. |1|3|0
и|C-|и|---------n|і|44|280477|| |1|3|0
ѡны|Pd|оныи|-p---mn--i|оньі|162|280477|| |1|3|0
его|Pp|и|3s---ng--i|его|38|280477|| |1|3|0
взѧли|V-|възяти|-pspamn-si|взꙗлі|137|280477|| |1|3|0
часа|Nb|часъ|-s---mg--i|часа|163|280477|| |1|3|0
того|Pd|тыи|-s---mg--i|того|164|280477||. |1|3|0
да|C-|да|---------n|да|129|280478|| |1|3|0
розграбили|V-|розграбити|-pspamn-si|розграбілі|165|280478||. |1|3|0
а|C-|а|---------n|а|86|280479|| |1|3|0
моꙗ|Ps|мои|1s---fn--i|моꙗ|166|280479|| |1|3|0
рꙋхлѧд꙽|Nb|рухлядь|-s---fn--i|роухлꙗд|167|280479|| |1|3|0
всѧ|Px|вьсь|-s---fn--i|всꙗ|74|280479|| |1|3|0
в|R-|въ|---------n|в|52|280479|| |1|3|0
меншемъ|A-|мьнии|-s---nlcwi|меншемъ|159|280479|| |1|3|0
сѹднѣ|Nb|судьно|-s---nl--i|соуднѣ|139|280479|| |1|3|0
а|C-|а|---------n|а|86|280480|| |1|3|0
бол꙽шимъ|A-|большии|-s---nicwi|болшімъ|168|280480|| |1|3|0
есмѧ|V-|быти|1ppia----i|есмꙗ|104|280480|| |1|3|0
сѹдном|Nb|судьно|-s---ni--i|соудном|139|280480|| |1|3|0
дошли|V-|доити|-pspamn-si|дошлі|169|280480|| |1|3|0
до|R-|до|---------n|до|170|280480|| |1|3|0
морѧ|Nb|море|-s---ng--i|морꙗ|22|280480||. |1|3|0
ино|Df|ино|---------n|іно|171|280481|| |1|3|0
стало|V-|стати|-sspann-si|стало|160|280481|| |1|3|0
на|R-|на|---------n|на|48|280481|| |1|3|0
ѹсть|Df|усть|---------n|оусть|172|280481|| |1|3|0
волгы|Ne|вълга|-s---fg--i|волгьі|50|280481|| |1|3|0
на|R-|на|---------n|на|48|280481|| |1|3|0
мели|Nb|мѣль|-s---fl--i|мелі|173|280481||. |1|3|0
и|C-|и|---------n|і|44|280482|| |1|3|0
ѡни|Pd|онъ|-p---mn--i|оні|136|280482|| |1|3|0
нас|Pp|мы|1p---mg--i|нас|115|280482|| |1|3|0
тѹто|Df|тутъ|---------n|тоуто|174|280482|| |1|3|0
взѧли|V-|възяти|-pspamn-si|взꙗлі|137|280482||. |1|3|0
да|C-|да|---------n|да|129|280483|| |1|3|0
сѹдно|Nb|судьно|-s---na--i|соудно|139|280483|| |1|3|0
есмѧ|V-|быти|1ppia----i|есмꙗ|104|280483|| |1|3|0
взадъ|Df|възадъ|---------n|взадъ|175|280483|| |1|3|0
тѧнѹли|V-|тянути|-pspamn-si|тꙗноулі|176|280483|| |1|3|0
до|R-|до|---------n|до|170|280483|| |1|3|0
езꙋ|Nb|езъ|-s---mg--i|езоу|161|280483||. |1|3|0
н|C-|и|---------n|н|44|280484|| |1|3|0
тѹтъ|Df|тутъ|---------n|тоутъ|174|280484|| |1|3|0
сѹд꙽но|Nb|судьно|-s---na--i|соудно|139|280484|| |1|3|0
наше|Ps|нашь|1s---na--i|наше|5|280484|| |1|3|0
вол꙽шее|A-|большии|-s---nacwi|волшее|168|280484|| |1|3|0
взѧли|V-|възяти|-pspamn-si|взꙗлі|137|280484||. |1|3|0
ї|C-|и|---------n|і|44|280485|| |1|3|0
д҃|Ma|четыре|---------n|д|177|280485|.|. |1|3|0
головы|Nb|голова|-p---fa--i|головьі|178|280485|| |1|3|0
взѧли|V-|възяти|-pspamn-si|взꙗлі|137|280485|| |1|3|0
рѹскые|A-|русьскыи|-p---fapwi|роускьіе|179|280485||. |1|3|0
а|C-|а|---------n|а|86|280486|| |1|3|0
нас|Pp|мы|1p---mg--i|нас|115|280486|| |1|3|0
ѿпѹстили|V-|отъпустити|-pspamn-si|отпоустілі|73|280486|| |1|3|0
голими|A-|голыи|-p---fipwi|голімі|180|280486|| |1|3|0
головами|Nb|голова|-p---fi--i|головамі|178|280486||. |1|3|0
за|R-|за|---------n|за|1|280486|| |1|3|0
море|Nb|море|-s---na--i|море|22|280486|| |1|3|0
а|C-|а|---------n|а|86|280487|| |1|3|0
в꙽верхь|Df|въвьрхъ|---------n|вверхь|181|280487|| |1|3|0
нас|Pp|мы|1p---mg--i|нас|115|280487|| |1|3|0
не|Df|не|---------n|не|151|280487|| |1|3|0
пропѹстили|V-|пропустити|-pspamn-si|пропоустілі|85|280487|| |1|3|0
вѣсти|Nb|вѣсть|-s---fg--i|вѣсті|120|280487|| |1|3|0
дѣлѧ|R-|дѣля|---------n|дѣлꙗ|182|280487||. |1|3|0
и|C-|и|---------n|і|44|280488|| |1|3|0
пошли|V-|поити#1|-pspamn-si|пошлі|33|280488|| |1|3|0
есмѧ|V-|быти|1ppia----i|есмꙗ|104|280488|| |1|3|0
к|R-|къ|---------n|к|54|280488|| |1|3|0
дербеньти|Ne|дербенть|-s---fd--i|дербеньті|183|280488|| |1|3|0
двѣма|Ma|дъва|-d---mi--i|двѣма|93|280488|| |1|3|0
сѹды|Nb|судъ#2|-p---mi--i|соудьі|184|280488||. |1|3|0
в|R-|въ|---------n|в|52|280489|| |1|3|0
одномъ|Ma|одинъ|-s---nl--i|одномъ|185|280489|| |1|3|0
сѹднѣ|Nb|судьно|-s---nl--i|соуднѣ|139|280489|| |1|3|0
посол|Nb|посълъ|-s---mn--i|посол|95|280489||. |1|3|0
асамъ|Ne|асанъ|---------n|асамъ|98|280489|| |1|3|0
бѣгъ|Nb|бѣкъ|-s---mn--i|бѣгъ|99|280489|| |1|3|0
да|C-|да|---------n|да|129|280489|| |1|3|0
тезикы|Nb|тезикъ|-p---mn--i|тезікьі|186|280489||. |1|3|0
да|C-|да|---------n|да|129|280489|| |1|3|0
рѹсаков|Nb|русакъ|-p---mg--i|роусаков|187|280489|| |1|3|0
нас|Pp|мы|1p---mg--i|нас|115|280489|| |1|3|0
