torot_word|deep_cleaned
воꙁдвижение|воздвіженіе
члвч҇ⷭко.|члвчско
понеже|понеже
бо|бо
животнаꙗ|жівотнаꙗ
и|і
скоти|скоті
раꙁидуша|разідуша
сѧ|сѧ
съмертию|съмертію
погибнета|погібнета
вкупѣ|вкупѣ
тѣло|тѣло
съ|съ
҃дшею.|҃дшею
҃члвка|҃члвка
же|же
ꙁижа|зіжа
тѣло.|тѣло
ѿ|от
ꙁемлѧ|землѧ
вꙁемлеть.|вземлеть
а|а
҃дшю|҃дшоу
вдꙑмаеть.|вдъімаеть
смотри|смотрі
же|же
раꙁѹмно.|разоумно
слово|слово
да|да
ти|ті
по|по
вмѣшени|вмѣшені
ѹма|оума
преди|преді
поставлю.|поставлю
како|како
ти|ті
кажеть|кажеть
воскрн҇ⷭие|воскрнсіе
намъ.|намъ
ꙁижеть|зіжеть
тѣло|тѣло
первие|первіе
҃мртвъ|҃мртвъ
ѡбраꙁъ.|образъ
и|і
по|по
томъ|томъ
живу|жіву
силу|сілу
҃дша|҃дша
приемлеть.|пріемлеть
преже|преже
ꙗви|ꙗві
сѧ|сѧ
҃мртвъ|҃мртвъ
таче|таче
жꙑвъ|жъівъ
преже|преже
соꙁда|созда
тѣло|тѣло
҃мртво.|҃мртво
на|на
нже|нже
бѣаше|бѣаше
скончатиⷭ҇.|скончатіс
всѧкомѹ|всѧкомоу
҃члвку.|҃члвку
не|не
творить|творіть
же|же
҃дшю|҃дшоу
прити|пріті
ко|ко
твари|тварі
видѣтъ.|відѣтъ
да|да
не|не
восхвалит|восхваліт
сѧ|сѧ
ꙗкоже|ꙗкоже
дѣлавшꙑ|дѣлавшъі
съ|съ
҃бмъ.|҃бмъ
и|і
да|да
не|не
видить|відіть
дѣла|дѣла
бꙑвшаго.|бъівшаго
се|се
же|же
и|і
҃ннѣ|҃ннѣ
творить|творіть
҃бъ.|҃бъ
когождо|когождо
насъ|насъ
ꙁижеть|зіжеть
во|во
чревѣ.|чревѣ
како|како
же|же
ꙁижеть|зіжеть
никтоже|ніктоже
не|не
вѣсть.|вѣсть
како|како
сѣем|сѣем
сѧ|сѧ
и|і
ꙁижемь|зіжемь
сѧ.|сѧ
дѣла|дѣла
же|же
ꙁданию|зданію
его|его
никтоже|ніктоже
не|не
постигнеть.|постігнеть
ѡле|оле
чю҇ⷣ|чоуд
творить|творіть
сѧ|сѧ
храмъ|храмъ
во|во
храминѣ.|храмінѣ
ꙁижет|зіжет
сѧ|сѧ
младенець|младенець
во|во
чревѣ.|чревѣ
хлѣвина|хлѣвіна
в|в
хлѣвинѣ|хлѣвінѣ
ꙁижет|зіжет
сѧ.|сѧ
творить|творіть
ѹбо|оубо
҃члвка|҃члвка
по|по
҃мртву|҃мртву
ѡбраꙁу.|образу
тако|тако
дуну|дуну
҃бъ|҃бъ
на|на
лице|ліце
адаму|адаму
духъ|духъ
жꙑвꙑи.|жъівъіі
бꙑ҇ⷭ|бъіс
҃члвкъ|҃члвкъ
во|во
ду[шу]|душу
жꙑву.|жъіву
мноꙁи|мнозі
же|же
беꙁумнии|безумніі
мнѧть.|мнѧть
ꙗко|ꙗко
вдомени|вдомені
҃дша.|҃дша
ѿ|от
существа|существа
҃биꙗ.|҃біꙗ
дасть|дасть
сѧ|сѧ
тѣлу|тѣлу
҃дша.|҃дша
да|да
аще|аще
ѿ|от
существа|существа
҃биꙗ|҃біꙗ
есть|есть
҃дша.|҃дша
то|то
не|не
бꙑ|бъі
бо|бо
ѡвоеⷨ|овоем
бꙑтьи|бъітьі
҃мдрѣ.|҃мдрѣ
а|а
бо|бо
друꙁѣⷨ|друзѣм
буе|буе
и|і
нераꙁумна.|неразумна
ни|ні
бо|бо
друꙁѣⷨ|друзѣм
бꙑти|бъіті
прв҇ⷣна|првдна
҃дша.|҃дша
а|а
бо|бо
друꙁѣⷨ|друзѣм
же|же
непр҇ⷣвна.|непрдвна
҃бие|҃біе
бо|бо
существо|существо
не|не
раꙁдѣлѧет|раздѣлѧет
сѧ.|сѧ
ни|ні
премѣнуеть.|премѣнуеть
но|но
есть|есть
непремѣнно.|непремѣнно
аꙁъ|азъ
есмь|есмь
не|не
премѣнѧю|премѣнѧю
сѧ.|сѧ
не|не
ѹбоите|оубоіте
сѧ|сѧ
реⷱ҇|реч
ѿ|от
ѹбивающиⷯ҇|оубівающіх
тѣло.|тѣло
҃дша|҃дша
же|же
не|не
могущи҇ⷯ|могущіх
ѹбити.|оубіті
боите|боіте
жеⷭ҇|жес
҃ба|҃ба
могущаⷢ҇|могущаг
тѣло|тѣло
и|і
҃дшю|҃дшоу
погѹбити|погоубіті
в|в
жеѡнѣ.|жеонѣ
да|да
аще|аще
҃биꙗ|҃біꙗ
существа|существа
҃дша.|҃дша
то|то
самъ|самъ
собѣ|собѣ
судит|судіт
҃бъ.|҃бъ
и|і
҃стго|҃стго
҃дха|҃дха
сила|сіла
есть.|есть
ꙗкоже|ꙗкоже
бо|бо
спⷭ҇ъ.|спсъ
дуну|дуну
на|на
лице|ліце
ап҇ⷭлоⷨ|апслом
и|і
ре҇ⷱ|реч
приимите|прііміте
҃дхъ|҃дхъ
҃стꙑи.|҃стъіі
а|а
не|не
бꙑ|бъі
саⷨ|сам
҃дша.|҃дша
ни|ні
самъ|самъ
въ|въ
҃дшѣ|҃дшѣ
преложиⷭ҇.|преложіс
но|но
҃дшю|҃дшоу
створи.|створі
҃ѡць|҃оць
бо|бо
и|і
҃снъ|҃снъ
и|і
҃стꙑ|҃стъі
҃дхъ|҃дхъ
ꙁижеⷮ|зіжет
тварь.|тварь
и|і
да|да
не|не
мниши|мніші
ꙗко|ꙗко
часть|часть
же|же
҃ѡць|҃оць
приꙗ.|пріꙗ
часть|часть
же|же
҃снъ.|҃снъ
часть|часть
же|же
҃дхъ.|҃дхъ
но|но
купно|купно
едина|едіна
сила.|сіла
аще|аще
же|же
кто|кто
не|не
вѣруеть.|вѣруеть
ꙗко|ꙗко
҃дхъ|҃дхъ
҃стꙑи|҃стъіі
ѡбщева|общева
твари|тварі
нашеи.|нашеі
како|како
во|во
имѧ|імѧ
҃ѡца|҃оца
и|і
҃сна|҃сна
и|і
҃стго|҃стго
҃дха.|҃дха
понавлꙗѥть|понавлꙗеть
сѧ|сѧ
тварь.|тварь
нъ|нъ
ѥгда|егда
съꙁьдани|съзьдані
бꙑхомъ|бъіхомъ
не|не
трѣбѣ|трѣбѣ
бꙑсть|бъість
҃дхъ.|҃дхъ
ѥгдаже|егдаже
обнавлꙗѥмъ|обнавлꙗемъ
сѧ.|сѧ
приѥмлѥмъ|пріемлемъ
҃дхъ.|҃дхъ
нѣ҇ⷭ|нѣс
ли|лі
ѹбо|оубо
творьць|творьць
҃бъ|҃бъ
҃дхъ|҃дхъ
҃стъ.|҃стъ
любо|любо
хотѧть|хотѧть
враꙁи|вразі
любо|любо
не|не
хотѧть.|хотѧть
рече|рече
бо|бо
҃двдъ|҃двдъ
҃прркъ|҃прркъ
вьсѧ|вьсѧ
ѿ|от
тебе|тебе
чають|чають
҃ги.|҃гі
дати|даті
пищю|піщоу
имъ|імъ
въ|въ
врѣмѧ|врѣмѧ
давъшю|давъшоу
тебе|тебе
имъ|імъ
съберѹть|събероуть
сѧ.|сѧ
ѿвьрꙁъшю|отвьрзъшоу
же|же
тебѣ|тебѣ
имъ|імъ
рѹкѹ.|роукоу
вьсѧчьскаꙗ|вьсѧчьскаꙗ
испълнѧть|іспълнѧть
сѧ|сѧ
҃блгости.|҃блгості
како|како
ти|ті
бе|бе
ꙁависти|завісті
҃бжиꙗ|҃бжіꙗ
дарꙑ|даръі
съкаꙁѹѥть.|съказоуеть
и|і
чьто|чьто
по|по
томь|томь
ѿвращьшю|отвращьшоу
же|же
тебе|тебе
лице.|ліце
съмѧтѹть|съмѧтоуть
сѧ|сѧ
ѿимеши|отімеші
҃дхъ|҃дхъ
ихъ|іхъ
и|і
ищеꙁнѹть.|іщезноуть
и|і
въ|въ
пьрсть|пьрсть
свою|свою
въꙁвратѧть|възвратѧть
сѧ.|сѧ
посълиши|посъліші
҃дхъ|҃дхъ
свои|своі
и|і
съꙁижют|съзіжоут
сѧ|сѧ
нѣ|нѣ
ли|лі
ѹбо|оубо
ꙁижитель|зіжітель
и|і
творьць|творьць
҃дхъ|҃дхъ
҃стъ.|҃стъ
и|і
раꙁѹмѣваи|разоумѣваі
словеса.|словеса
како|како
ти|ті
ѥгда|егда
о|о
҃дши|҃дші
нашеи|нашеі
҃глѥть.|҃глеть
ѿимеши|отімеші
рече|рече
҃дхъ|҃дхъ
и|і
ищеꙁнѹть.|іщезноуть
ѥгда|егда
ли|лі
о|о
҃дсѣ|҃дсѣ
҃стѣмь|҃стѣмь
҃глѥть|҃глеть
посълѥши|посълеші
рече|рече
҃дхъ|҃дхъ
свои|своі
и|і
съꙁижють|съзіжоуть
сѧ.|сѧ
аще|аще
ли|лі
къ|къ
самои|самоі
истинѣ|істінѣ
въꙁьрѣти|възьрѣті
дьрꙁнемъ.|дьрзнемъ
то|то
и|і
ино|іно
пакꙑ|пакъі
чюдьно|чоудьно
обрѧщемь.|обрѧщемь
свѣтьлость|свѣтьлость
҃стааго|҃стааго
҃дха.|҃дха
се|се
бо|бо
вѧще|вѧще
вьсеꙗ|вьсеꙗ
твари|тварі
бꙑсть|бъість
и|і
҃нбсе|҃нбсе
и|і
ꙁемлѥ|земле
и|і
морѧ.|морѧ
дѣло|дѣло
҃стго|҃стго
҃дха|҃дха
обрѧщеши|обрѧщеші
҃хсово|҃хсово
҃прстоѥ|҃прстое
и|і
поклоньноѥ|поклоньное
тѣло.|тѣло
ѥгоже|егоже
ради|раді
ꙁемлꙗ|землꙗ
и|і
миръ|міръ
вьсь|вьсь
понавлꙗѥть|понавлꙗеть
сѧ.|сѧ
и|і
вьселѥнаꙗ|вьселенаꙗ
всѧ|всѧ
҃спсаѥть|҃спсаеть
сѧ.|сѧ
се|се
же|же
дѣло|дѣло
ѥсть|есть
҃стго|҃стго
҃дха.|҃дха
въ|въ
҃блговѣщении|҃блговѣщеніі
же|же
дивьнааго|дівьнааго
ѥмѹ|емоу
рожьства.|рожьства
҃прчстаꙗ|҃прчстаꙗ
҃два|҃два
отъвѣща|отъвѣща
къ|къ
҃англѹ|҃англоу
҃глющи.|҃глющі
како|како
бѹдеть|боудеть
ми|мі
се|се
иде|іде
мѹжа|моужа
не|не
ꙁнаю.|знаю
҃англъ|҃англъ
рече|рече
къ|къ
нѥи|неі
҃дхъ|҃дхъ
҃стꙑи|҃стъіі
наидеть|наідеть
на|на
тѧ.|тѧ
и|і
сила|сіла
вꙑшьнꙗаго|въішьнꙗаго
ѡсѣнить|осѣніть
тѧ.|тѧ
и|і
нѣции|нѣціі
же|же
мьнѧть|мьнѧть
҃дхъ|҃дхъ
҃стꙑи|҃стъіі
наречеть|наречеть
сѧ|сѧ
҃дхъ.|҃дхъ
сила|сіла
же|же
вꙑшьнꙗаго|въішьнꙗаго
҃сна|҃сна
нъ|нъ
да|да
ѹвѣси|оувѣсі
ако|ако
самого|самого
и|і
нарече.|нарече
и|і
҃дха|҃дха
и|і
силѹ|сілоу
вꙑшьнꙗаго.|въішьнꙗаго
ꙗкоже|ꙗкоже
бо|бо
҃снъ|҃снъ
сила|сіла
вꙑшьнꙗаго|въішьнꙗаго
наречеть|наречеть
сѧ.|сѧ
҃дхъ|҃дхъ
бо|бо
҃бжии|҃бжіі
ѥсть|есть
сила.|сіла
такоже|такоже
и|і
҃дхъ|҃дхъ
҃стꙑи|҃стъіі
сила|сіла
наречеть|наречеть
сѧ.|сѧ
рече|рече
бо|бо
ап҇ⷭломъ|апсломъ
҃гь|҃гь
прѣбѹдѣте|прѣбоудѣте
въ|въ
҃иѥрслмѣ|҃іерслмѣ
дондеже|дондеже
ѡблѣчете|облѣчете
сѧ|сѧ
силою|сілою
съвꙑше.|съвъіше
и|і
пакꙑ|пакъі
҃англъ|҃англъ
҃гнъ|҃гнъ
къ|къ
иѡсифѹ|іосіфоу
рече.|рече
иѡсифе|іосіфе
҃снѹ|҃сноу
҃двдвъ.|҃двдвъ
не|не
бои|боі
сѧ|сѧ
приꙗти|пріꙗті
мариꙗ|маріꙗ
женꙑ|женъі
твоѥꙗ.|твоеꙗ
сѹщеѥ|соущее
бо|бо
въ|въ
нѥи|неі
ѿ|от
҃дха|҃дха
ѥсть|есть
҃ста.|҃ста
Ѥгда|егда
же|же
сътвори|сътворі
адама|адама
въдѹнѹ|въдоуноу
въ|въ
лице|ліце
ѥго|его
҃дхъ|҃дхъ
живъ.|жівъ
вънемли|вънемлі
иꙁвѣсто|ізвѣсто
како|како
ти|ті
не|не
дасть|дасть
҃дши|҃дші
адамовѣ|адамовѣ
прити|пріті
къ|къ
творению|творенію
тѣла.|тѣла
такоже|такоже
не|не
дасть|дасть
адамѹ|адамоу
видѣти|відѣті
женꙑ|женъі
творѧ.|творѧ
нъ|нъ
хотѧ|хотѧ
съꙁьдати|съзьдаті
женѹ|женоу
въꙁложи|възложі
на|на
адама|адама
сънъ.|сънъ
велѧ|велѧ
да|да
не|не
бѹдеть|боудеть
тѹ.|тоу
ни|ні
пꙑтаѥть|пъітаеть
҃бжиꙗ|҃бжіꙗ
дѣла.|дѣла
и|і
въꙁложи|възложі
на|на
нь|нь
марѹ|мароу
рекъше|рекъше
сънъ.|сънъ
и|і
ѹсъпе|оусъпе
и|і
иꙁѧ|ізѧ
ребро|ребро
ѥдино|едіно
ѥго|его
ꙗже|ꙗже
сътворивъ.|сътворівъ
иꙁимаѥть|ізімаеть
ѥдино|едіно
ѿ|от
ребръ|ребръ
ѥго.|его
испълнь|іспълнь
творѧ|творѧ
плъть|плъть
дивьно|дівьно
слово.|слово
и|і
съꙁьда|съзьда
ребро|ребро
ѥже|еже
въ|въ
женѹ|женоу
како|како
съꙁьда|съзьда
кости|кості
пакꙑ|пакъі
ѥже|еже
въ|въ
ребро.|ребро
како|како
въ|въ
око|око
сътвори|сътворі
сѧ.|сѧ
како|како
въ|въ
рѹцѣ|роуцѣ
съꙁьда|съзьда
сѧ|сѧ
како|како
въ|въ
жилꙑ|жілъі
пропѧ|пропѧ
сѧ|сѧ
како|како
въ|въ
ꙗтра|ꙗтра
прѣложи|прѣложі
сѧ.|сѧ
како|како
въ|въ
ѹтробьнꙑꙗ|оутробьнъіꙗ
ѹꙁꙑ|оузъі
прѣѡбраꙁи|прѣобразі
сѧ.|сѧ
како|како
ли|лі
ѹтвьрди|оутвьрді
сѧ|сѧ
ꙗꙁꙑкъ.|ꙗзъікъ
како|како
постръгаста|постръгаста
сѧ|сѧ
ѹстьнѣ.|оустьнѣ
како|како
иꙁваꙗша|ізваꙗша
сѧ|сѧ
ноꙁдри.|ноздрі
како|како
въꙁнесоста|възнесоста
сѧ|сѧ
ѹши|оуші
како|како
процвьтоша|процвьтоша
власи.|власі
ѿкѹдѹ|откоудоу
иꙁдрастоша|іздрастоша
ногъти.|ногъті
како|како
ѡбьтицаѥть|обьтіцаеть
кръвь.|кръвь
протълкѹи|протълкоуі
҃члвче|҃члвче
своѥ|свое
сътворениѥ.|сътвореніе
аще|аще
ли|лі
не|не
вѣси.|вѣсі
то|то
ѹмълчи|оумълчі
пꙑтаниꙗ|пъітаніꙗ
ѡ|о
иночадѣмь.|іночадѣмь
въꙁложи|възложі
҃бъ|҃бъ
на|на
адама|адама
марѹ|мароу
и|і
ѹсъпе|оусъпе
и|і
иꙁѧ|ізѧ
ребро|ребро
и|і
сътвори|сътворі
женѹ.|женоу
Вижь|віжь
же|же
прѣмѹдрѹю|прѣмоудроую
мѹдрость|моудрость
ѥго.|его
ѿ|от
ѥдиного|едіного
ꙁижеть|зіжеть
дъва.|дъва
да|да
отъ|отъ
дъвою|дъвою
ѥдиного|едіного
пакꙑ|пакъі
сътворить|сътворіть
съвъкѹплѥниѥмь.|съвъкоупленіемь
ѥже|еже
бо|бо
ѿ|от
женꙑ|женъі
и|і
мѹжа.|моужа
ражаѥть|ражаеть
сѧ|сѧ
въ|въ
ѥдино|едіно
тѣло|тѣло
ѥсТьство|естьство
҃члвче|҃члвче
творить|творіть
сѧ|сѧ
творениѥ|твореніе
же|же
҃бжиѥ|҃бжіе
ѥсть|есть
протълкѹи|протълкоуі
ми|мі
како|како
сего|сего
съꙁьда.|съзьда
сию|сію
же|же
сътвори.|сътворі
не|не
то|то
же|же
ѥсть|есть
съꙁьдати|съзьдаті
ѿ|от
ꙁемлꙗ|землꙗ
ѥже|еже
сътворити|сътворіті
ѿ|от
ребра.|ребра
съꙁьда|съзьда
адама|адама
ѿ|от
ꙁемлꙗ.|землꙗ
сътвори|сътворі
же|же
ѥугѹ|еугоу
ѿ|от
ребра.|ребра
строить|строіть
каина|каіна
и|і
авелꙗ.|авелꙗ
и|і
ꙗже|ꙗже
по|по
нихъ.|ніхъ
҃глють|҃глють
же|же
ѥретици.|еретіці
ꙗко|ꙗко
роженоѥ|роженое
и|і
сътвореноѥ|сътвореное
нѣсть|нѣсть
тъчьно.|тъчьно
нъ|нъ
послѹшаи|послоушаі
словесе|словесе
и|і
приими|пріімі
раꙁѹмъ.|разоумъ
Адамъ|адамъ
съꙁьданъ|съзьданъ
бꙑсть.|бъість
а|а
не|не
роди|роді
сѧ.|сѧ
жена|жена
сътворена|сътворена
бꙑсть|бъість
а|а
не|не
ѿ|от
ꙁемлꙗ|землꙗ
съꙁьдана|съзьдана
ни|ні
ѿ|от
чрѣва|чрѣва
рожена|рожена
бꙑсть.|бъість
каинъ|каінъ
же|же
и|і
авелъ|авелъ
и|і
иже|іже
ѿ|от
нѥю|нею
҃члвци.|҃члвці
ни|ні
съꙁьдани|съзьдані
бꙑша|бъіша
ни|ні
сътворени.|сътворені
нъ|нъ
родиша|родіша
сѧ.|сѧ
раꙁѹмъ|разоумъ
бо|бо
҃члвчь.|҃члвчь
многа|многа
иматъ|іматъ
раꙁлѹчениѥ|разлоученіе
именъ.|іменъ
ино|іно
бо|бо
ѥже|еже
съꙁьдати.|съзьдаті
ино|іно
ѥже|еже
родити|родіті
сѧ.|сѧ
покажи|покажі
ми|мі
раꙁличиѥ|разлічіе
сѹщьства.|соущьства
адамова|адамова
къ|къ
ѥуꙁѣ.|еузѣ
и|і
иже|іже
родиша|родіша
сѧ|сѧ
ѿ|от
нѥю.|нею
нъ|нъ
въꙁложи|възложі
на|на
адама|адама
сънъ|сънъ
҃бъ.|҃бъ
и|і
тъгда|тъгда
ребро|ребро
ѿꙗ.|отꙗ
понѥже|понеже
ѹбо|оубо
бѣаше|бѣаше
ѡтъ|отъ
ребра|ребра
того|того
иꙁити|ізіті
иꙁвѣтѹ.|ізвѣтоу
прѣстѹплѥниꙗ.|прѣстоупленіꙗ
мѣню|мѣню
же|же
отъ|отъ
ѥугꙑ.|еугъі
҃спсъ|҃спсъ
же|же
хотѧ|хотѧ
ꙗꙁвѹ|ꙗзвоу
исцѣлити.|ісцѣліті
приложи|пріложі
на|на
҃крстѣ|҃крстѣ
къ|къ
лѹщи|лоущі
ребро.|ребро
да|да
ѿнюдѣ|отнюдѣ
же|же
источи|істочі
стрѹпꙑ|строупъі
ѿтѹдѣ|оттоудѣ
же|же
да|да
процвьтеть|процвьтеть
҃спсениѥ.|҃спсеніе
иꙁиде|ізіде
ѿ|от
ребра|ребра
кръвь|кръвь
и|і
вода.|вода
да|да
раꙁѹмѣи|разоумѣі
таинѹ|таіноу
и|і
почьти|почьті
и|і
вижь|віжь
дивъ|дівъ
великъ.|велікъ
понѥже|понеже
бо|бо
адамѹ|адамоу
спѧщю|спѧщоу
ѿꙗто|отꙗто
бꙑсть|бъість
ребро.|ребро
не|не
бо|бо
бъдѧщю|бъдѧщоу
ѥмѹ|емоу
тѣлъмь|тѣлъмь
ребро|ребро
иꙁѧто|ізѧто
бꙑсть.|бъість
такоже|такоже
и|і
҃хсъ|҃хсъ
по|по
ѹсъпении|оусъпеніі
тѣла|тѣла
дасть|дасть
ребро|ребро
воинѹ.|воіноу
и|і
въньми|въньмі
иꙁвѣсто.|ізвѣсто
ѥгда|егда
҃спсъ|҃спсъ
на|на
҃крстѣ|҃крстѣ
҃бжиѥ|҃бжіе
смотрениѥ|смотреніе
съконьчаваꙗ|съконьчаваꙗ
тьрпѧше.|тьрпѧше
съмотри|съмотрі
же|же
како|како
ти|ті
въ|въ
плъти|плъті
живъ|жівъ
сꙑ.|съі
ꙗвлꙗѥть|ꙗвлꙗеть
сѧ|сѧ
҃члвчьскомѹ|҃члвчьскомоу
ѹстроѥнию.|оустроенію
боꙁѣ|бозѣ
бо|бо
страсть|страсть
не|не
прикасаѥть|прікасаеть
сѧ|сѧ
҃бѹ|҃боу
страсть|страсть
не|не
досажаѥть|досажаеть
никакоже.|нікакоже
҃ба|҃ба
страсть|страсть
не|не
ѹиметь.|оуіметь
еда|еда
ли|лі
҃дшь|҃дшь
нашихъ|нашіхъ
ѥсть|есть
како|како
мьнии.|мьніі
нъ|нъ
смотри|смотрі
како|како
ти|ті
҃дшамъ|҃дшамъ
ихъ|іхъ
съвѣщаѥть|съвѣщаеть
҃глѧ|҃глѧ
не|не
ѹбоите|оубоіте
сѧ|сѧ
реⷱ҇|реч
ѿ|от
ѹбивающихъ|оубівающіхъ
тѣло.|тѣло
҃дша|҃дша
же|же
не|не
могѹщемъ|могоущемъ
ѹбити.|оубіті
како|како
тъ|тъ
страстьмъ|страстьмъ
телесьнꙑмъ|телесьнъімъ
причастьникъ|прічастьнікъ
бꙑваѥть.|бъіваеть
҃дша|҃дша
же|же
не|не
ѹмираѥть.|оуміраеть
али|алі
творивꙑи|творівъіі
҃дша|҃дша
ѹмьретъ|оумьретъ
къгда.|къгда
вьсѧ|вьсѧ
прѣтьрпѣваꙗ.|прѣтьрпѣваꙗ
нъ|нъ
по|по
҃члвчьскомѹ|҃члвчьскомоу
