torot_word|deep_cleaned
реваниꙗ̇|реваніꙗ
бесловєсьнии̇хь|бесловесьнііхь
скⷪтинь|скотінь
и̇|і
ѿ|от
многа|многа
кличаниꙗ̇|клічаніꙗ
потрѧсе|потрѧсе
сѧ|сѧ
ꙁемѣ|земѣ
жена|жена
же|же
нѣкаꙗ̇|нѣкаꙗ
вѣрꙿна|вѣрна
бⷭ҇ы|бсъі
вь|вь
градѣ|градѣ
томь|томь
дъщи|дъщі
бивша|бівша
ѥ̇диночѫⷣа̇|едіночѫда
цр͠а|цр҃а
нѣкое̇го|нѣкоего
и̇мѧнемь|імѧнемь
коста|коста
и̇|і
семоу|семоу
оу̇мⷷрꙿшоу|оумершоу
ѡ̇ста|оста
ѥ̇дина|едіна
на|на
полатѣ|полатѣ
сь|сь
всѣмь|всѣмь
и̇мѣниѥ̇мь|імѣніемь
сꙿвои̇мь|своімь
и̇|і
съ|съ
рабы|рабъі
и̇|і
рабинѧ|рабінѧ
є̇же|еже
нѣсть|нѣсть
числа|чісла
и̇мѧ|імѧ
же|же
ѥ̇и̇|еі
бѣ|бѣ
ѥ̇катєрина|екатеріна
сиꙗ̇|сіꙗ
бѣ|бѣ
и̇ꙁоучила|ізоучіла
вꙿсѫ|всѫ
прѣмѫдрость|прѣмѫдрость
вирꙿгилии̇скѫѩ̇|віргілііскѫѧ
и̇|і
риторикиѫ̇|ріторікіѫ
а̇сꙿклипиа̇|аскліпіа
и̇|і
галина|галіна
а̇ристотела|арістотела
и̇|і
ѡ̇мира|оміра
платона|платона
и̇|і
филистиѻ̇на|філістіона
и̇|і
ѥ̇у̏севиꙗ̇|еусевіꙗ
и̇|і
а̇ныи̇|анъіі
и̇|і
а̇мꙿври|амврі
диѡ̇нисиꙗ̇|діонісіꙗ
и̇|і
силѫ|сілѫ
и̇|і
ѥ̇лико|еліко
вирꙿгилие̇|віргіліе
наоу̇чи|наоучі
и̇|і
ѻ̇|о
ѡ̇риꙗ̇|оріꙗ
и̇|і
вьсѣкѫⷽ|вьсѣкѫѧ
прѣмѫдрость|прѣмѫдрость
седьмьдесетии̇хь|седьмьдесетііхь
и̇|і
два|два
ѫ̇ꙁыка|ѫзъіка
сиꙗ̇|сіꙗ
же|же
чоувьши|чоувьші
глаⷭ҇|глас
бесловесьныи̇хꙿ|бесловесьнъііх
скотии̇нь|скотіінь
и̇|і
людыи̇|людъіі
ѡ̇ви|ові
плачѧще|плачѧще
и̇|і
несмѣѫ̇ще|несмѣѫще
гл͠ати|гл҃аті
ꙗ̇ко|ꙗко
христиꙗ̇не|хрістіꙗне
ѥ̇сꙿмы|есмъі
страха|страха
ради|раді
цр͠ева|цр҃ева
є̇лини|еліні
же|же
тицахѫ|тіцахѫ
и̇граѫ̇щє|іграѫще
и̇|і
плесаѫ̇ще|плесаѫще
рѫкамы|рѫкамъі
вьлаꙃѣхѫ|вьлазѣхѫ
вь|вь
храмь|храмь
видѣвꙿши|відѣвші
же|же
бл͠женаа|бл҃женаа
ѥ̇катерина|екатеріна
сиꙗ̇|сіꙗ
биваѫ̇ща|біваѫща
въꙁемьши|въземьші
сь|сь
собоѫ̇|собоѫ
рабь|рабь
приде|пріде
до|до
храма|храма
и̇|і
та|та
и̇|і
ставши|ставші
на|на
праꙁѣ|празѣ
дверемь|дверемь
бѣше|бѣше
жена|жена
красотѫ|красотѫ
непорочꙿна|непорочна
прѣвыше|прѣвъіше
ѥⷭ҇ства|есства
женьскаа̇го|женьскааго
бѣше|бѣше
же|же
вьꙁрастомь|вьзрастомь
высока|въісока
ꙃѣло|зѣло
и̇маѧ̇щи|імаѧщі
ꙗ̇ко|ꙗко
и̇|і
кипарисъ|кіпарісъ
вѣтвиѥ̇|вѣтвіе
мꙿного|много
оу̇трьньѫ̇|оутрьньѫ
росѫ|росѫ
и̇мѣѧщи|імѣѧщі
тако|тако
и̇|і
блаженаа̇|блаженаа
придѧщи|прідѧщі
ѥ̇и̇|еі
бл͠годать|бл҃годать
бж͠иꙗ̇|бж҃іꙗ
видѣше|відѣше
сѧ|сѧ
ꙁрѧщимь|зрѧщімь
є̇ѫ̇|еѫ
ꙗ̇ко|ꙗко
и̇|і
слн͠це|слн҃це
и̇|і
ꙁнаменавꙿ|знаменав
сѧ|сѧ
ꙁꙿнамение̇мь|знаменіемь
крⷭ҇тьнимь|крстьнімь
рекь|рекь
дверьникомь|дверьнікомь
скажѣтє̇|скажѣте
цр͠еви|цр҃еві
ѻ̇|о
мꙿнѣ|мнѣ
нѣчьто|нѣчьто
и̇мамь|імамь
гл͠аголати|гл҃аголаті
кь|кь
немоу|немоу
повѣстишѧ|повѣстішѧ
же|же
цр͠евиꙗ̇|цр҃евіꙗ
же|же
ѡ̇|о
неи̇|неі
и̇|і
повелѣ|повелѣ
вьлѣсти|вьлѣсті
є̇и̇|еі
вь|вь
храмь|храмь
и̇|і
ставьши|ставьші
прѣдъ|прѣдъ
цр͠емь|цр҃емь
рече|рече
ѡ̇|о
коѥ̇и̇|коеі
причи|прічі
сьбраль|сьбраль
є̇си|есі
мꙿножьство|множьство
толико|толіко
людеи̇|людеі
погоублѣѫ̇|погоублѣѫ
дш͠ѧ|дш҃ѧ
и̇хь|іхь
вꙿсоує̇|всоуе
въ|въ
соуѥ̇тьное̇|соуетьное
и̇дольскⷪѥ̇|ідольское
прѣльщениѥ̇|прѣльщеніе
и̇мьже|імьже
ѥ̇сть|есть
пѫть|пѫть
по|по
чрьномоу|чрьномоу
а̇є̇роу|аероу
и̇|і
вь|вь
тꙿмѣ|тмѣ
кромѣшьнѣи̇|кромѣшьнѣі
а̇|а
покои̇|покоі
и̇мь|імь
ѥ̇сть|есть
ѻ̇гнь|огнь
вѣчꙿны|вѣчнъі
и̇|і
что|что
ми|мі
ѥ̇сть|есть
мꙿного|много
гл͠ати|гл҃аті
нн͠ѣ|нн҃ѣ
ѿврьгꙿши|отврьгші
вꙿсе|все
риторьскоє̇|ріторьское
оу̇чение̇|оученіе
и̇|і
вьсѣкого|вьсѣкого
вы̇сокословиꙗ̇|въісокословіꙗ
и̇|і
вꙿсѣкого|всѣкого
мѫдрословиꙗ̇|мѫдрословіꙗ
седьмьдесѧть|седьмьдесѧть
и̇|і
.в͠.|в҃
ѧ̇ꙁыка|ѧзъіка
и̇|і
ѥ̇дꙿнимь|еднімь
е̇линьскыи̇мь|еліньскъіімь
ѧ̇ꙁыкомь|ѧзъікомь
скажѫ|скажѫ
ти|ті
пѫтꙿ|пѫт
правѣи̇|правѣі
вѣрѣ|вѣрѣ
нь|нь
ѿвръꙃи|отвръзі
ѻ̇чи|очі
срⷣчьнѣи̇|срдчьнѣі
и̇|і
вьꙁвⷣигꙿни|вьзвдігні
си|сі
оу̇мь|оумь
раꙁоумниі̇|разоумніі
и̇|і
послоушаи|послоушаі
и̇|і
раꙁоумѣѫ̇щи|разоумѣѫщі
раꙁоумѣи̇|разоумѣі
творѧщаа̇го|творѧщааго
є̇динѣмꙿ|едінѣм
словомь|словомь
въсѫ|въсѫ
тварь|тварь
вьсеи̇|вьсеі
вьселенѣи̇|вьселенѣі
и̇|і
раꙁоумѣи̇|разоумѣі
ꙗ̇ко|ꙗко
тьи̇|тьі
є̇сть|есть
б͠ь|б҃ь
вь|вь
вѣкы|вѣкъі
посла|посла
ви|ві
ѥ̇диночѧдаа̇го|едіночѧдааго
сн͠а|сн҃а
своѥ̇го|своего
і̇саⷭ҇|ісас
ѥ̇же|еже
видѣвь|відѣвь
погыбаѧ̇щаа̇го|погъібаѧщааго
мира|міра
своѥ̇го|своего
и̇ꙁꙿбави|ізбаві
є̇го|его
честьны|честьнъі
си|сі
крⷭ҇томꙿ|крстом
тьи̇|тьі
бо|бо
ѥ̇сть|есть
ꙁижиⷣтелъ|зіжідтелъ
всѣчьскыⷨ|всѣчьскъім
и̇|і
сп͠сь|сп҃сь
погибꙿшимь|погібшімь
г͠ь|г҃ь
гвⷭ҇оуѧ̋щимꙿ|гвсоуѧщім
и̇|і
б͠ь|б҃ь
б͠гомь|б҃гомь
ѥ̇моуже|емоуже
поⷣбає̇ть|подбаеть
чⷭ҇ть|чсть
и̇|і
слава|слава
въ|въ
вѣкы|вѣкъі
а̇минъ|амінъ
Тогаⷣ|тогад
цр͠ь|цр҃ь
почоудивь|почоудівь
сѧ|сѧ
ста|ста
ꙗ̇ко|ꙗко
и̇нѣмь|інѣмь
и̇|і
не|не
може|може
ѻ̇дати|одаті
ѥ̇и̇|еі
рѣчъ|рѣчъ
и̇|і
є̇гаⷣ|егад
сѧ|сѧ
пробоуди|пробоуді
ꙗ̇ко|ꙗко
ѿ|от
сꙿна|сна
гл͠а|гл҃а
кь|кь
неи̇|неі
ѡ̇стани|остані
сѧ|сѧ
наⷭ҇|нас
ѻ̇|о
жено|жено
да|да
сьврьшимь|сьврьшімь
сы|съі
жрьтвѫ|жрьтвѫ
оу̇трѣ|оутрѣ
же|же
да|да
поꙁнаѥ̇мь|познаемь
ꙗ̇же|ꙗже
ѻ̇|о
тєбѣ|тебѣ
на|на
оу̇триꙗ̇|оутріꙗ
же|же
дн͠ь|дн҃ь
повелѣ|повелѣ
цр͠ь|цр҃ь
прівести|прівесті
бл͠женѫ|бл҃женѫ
ꙗ̇ко|ꙗко
сиꙗ̇є̇ть|сіꙗеть
лоуча|лоуча
слн͠чнаа̇|слн҃чнаа
тако|тако
и̇|і
бл͠женаа̇|бл҃женаа
бл͠годатиѭ̇|бл҃годатіѭ
бж͠иѫ̇|бж҃іѫ
гл͠а|гл҃а
цр͠ь|цр҃ь
кь|кь
бл͠женѣи̇|бл҃женѣі
сл͠нчьноꙁрачꙿне|сл҃нчьнозрачне
скажи|скажі
намь|намь
кто|кто
си|сі
ти|ті
и̇|і
ѿкѫдоу|откѫдоу
и̇|і
що|що
сѫть|сѫть
словє̇са|словеса
твоꙗ̇|твоꙗ
и̇|і
що|що
ти|ті
є̇сть|есть
и̇мѧ|імѧ
и̇|і
ѿвѣщавꙿши|отвѣщавші
бл͠женаа̇|бл҃женаа
реⷱ҇|реч
є̇моу|емоу
не|не
ꙁнаѥ̇ши|знаеші
ли|лі
мѧ|мѧ
цр͠оу|цр҃оу
а̇ꙁь|азь
ѥ̇сьмь|есьмь
коста|коста
цр͠ѣ|цр҃ѣ
дьщи|дьщі
ꙩ̇ть|оть
прьвиѫ̇|прьвіѫ
и̇|і
прѣкрасꙿниѧ̇|прѣкрасніѧ
профирѫ|профірѫ
а̇|а
е̇же|еже
ѡ̇|о
мирьскии̇хь|мірьскііхь
и̇мѧ|імѧ
ми|мі
є̇|е
ѥⷭ҇|ес
ѥ̇катерина|екатеріна
аꙁь|азь
бѣхь|бѣхь
и̇ꙁꙋчила|ізоучіла
вьсѫ|вьсѫ
риторикиѫ̇|ріторікіѫ
е̇же|еже
є̇сть|есть
подь|подь
небомь|небомь
и̇|і
(н͠а)|н҃а
ꙁеми|земі
сиꙗ̇|сіꙗ
же|же
протльковахь|протльковахь
и̇|і
видѣхь|відѣхь
и̇|і
что|что
мꙿного|много
гл͠ѫ|гл҃ѫ
на|на
пръвоѥ̇|пръвое
пакы|пакъі
поврьщаѫ|поврьщаѫ
сѧ|сѧ
ѻ̇ставивьши|оставівьші
соуе̇тьнѫѫ̇|соуетьнѫѫ
прѣмѫдрость|прѣмѫдрость
и̇|і
прибѣгохь|прібѣгохь
г͠оу|г҃оу
бг͠о|бг҃о
нашемоу|нашемоу
і̇с͠|іс҃
хⷭ҇оу|хсоу
рекѫщомоу|рекѫщомоу
погоублѫ|погоублѫ
прѣмѫдрость|прѣмѫдрость
прѣмѫдрии̇хь|прѣмѫдрііхь
и̇|і
раꙁоумь|разоумь
раꙁꙋмьныхь|разоумьнъіхь
ѿврьгѫ|отврьгѫ
гл͠а|гл҃а
е̇и̇|еі
цр͠ь|цр҃ь
мнить|мніть
ми|мі
сѧ|сѧ
ꙗ̇ко|ꙗко
ти|ті
не|не
роди|роді
сѧ|сѧ
ѿ|от
ꙁемнии̇хь|земнііхь
жень|жень
нь|нь
надѣѫ̇|надѣѫ
сѧ|сѧ
ѿ|от
б͠ь|б҃ь
нашии̇хь|нашііхь
є̇динѫ|едінѫ
быти|бъіті
ѿвѣщавꙿши|отвѣщавші
бл͠женаа̇|бл҃женаа
и̇|і
реⷱ҇|реч
власи|власі
ми|мі
соуе̇ши|соуеші
ѡ̇|о
цр͠оу|цр҃оу
бꙃ͠и|бз҃і
твои̇|твоі
ни|ні
въ|въ
чтоже|чтоже
сѫть|сѫть
а̇ꙁь|азь
же|же
ѿ|от
селѣ|селѣ
раба|раба
ѥ̇сьмь|есьмь
г͠а|г҃а
моє̇го|моего
і̇с|іс
х͠а|х҃а
реⷱ҇|реч
цр͠ь|цр҃ь
и̇|і
мы|мъі
и̇мамы|імамъі
бв͠ы|бв҃ъі
великыи̇|велікъіі
мꙿного|много
гл͠а|гл҃а
є̇моу|емоу
бл͠жена|бл҃жена
прѣпрѣвѣ|прѣпрѣвѣ
сѧ|сѧ
ѻ̇ба|оба
а̇ꙁь|азь
и̇|і
ти|ті
и̇скажѫ|іскажѫ
ти|ті
ѡ̇рѫжиѥ̇|орѫжіе
непобѣдимо|непобѣдімо
недооу̇мѣнꙿно|недооумѣнно
и̇|і
невидимо|невідімо
неи̇ꙁьгл͠анꙿно|неізьгл҃анно
побѣжаⷣѧ̇|побѣжадѧ
всѧ|всѧ
брани|брані
неприꙗ̇ꙁꙿнинѫѫ̇|непріꙗзнінѫѫ
цр͠ь|цр҃ь
же|же
оу̇дививь|оудівівь
сѧ|сѧ
рече|рече
а̇ꙁь|азь
не|не
могѫ|могѫ
прѣти|прѣті
сѧ|сѧ
с|с
тобоѫ̇|тобоѫ
нѫ|нѫ
є̇|е
сѫть|сѫть
мѫжиѥ̇|мѫжіе
прѣмѫдры|прѣмѫдръі
ѥ̇же|еже
не|не
смѣѥ̇ши|смѣеші
ни|ні
ѡ̇чима|очіма
на|на
ныи̇хь|нъііхь
поблꙋсти|поблоусті
и̇|і
прѣпрѣти|прѣпрѣті
тѧ|тѧ
и̇маѫ̇ть|імаѫть
и̇|і
потомь|потомь
хотѧ|хотѧ
и̇|і
не|не
хѻтѧ|хотѧ
поклониши|поклоніші
сѧ|сѧ
бм͠ь|бм҃ь
тогаⷣ|тогад
црь|црь
написавь|напісавь
є̇пистоліѫ̇|епістоліѫ
цр͠ь|цр҃ь
макꙿсенꙿтие̇|максентіе
вьсеи̇|вьсеі
вьселєнѣ|вьселенѣ
и̇|і
радовати|радоваті
сѧ|сѧ
ѥ̇лько|елько
прѣмѫдры|прѣмѫдръі
и̇|і
е̇лько|елько
риторы̇|ріторъі
и̇|і
вирꙿгилии|віргіліі
придѣте|прідѣте
до|до
цр͠ства|цр҃ства
ми|мі
ꙗ̇ко|ꙗко
ѻ̇брѣте|обрѣте
сѧ|сѧ
жена|жена
и̇мѫщи|імѫщі
великѫ|велікѫ
прѣмѫдрость|прѣмѫдрость
вь|вь
ѧ̇ꙁыцѣ|ѧзъіцѣ
своє̇мь|своемь
и̇|і
а̇ще|аще
можете|можете
прѣпрѣти|прѣпрѣті
ѫ̇|ѫ
приѧ̇ти|пріѧті
и̇мате|імате
ѿ|от
цр͠ьства|цр҃ьства
ми|мі
великыѫ̇|велікъіѫ
дары|даръі
писаниа̇|пісаніа
же|же
ѿпоущена|отпоущена
бишѧ|бішѧ
се|се
придошѧ|прідошѧ
кь|кь
немоу|немоу
.н͠.|н҃
мѫжь|мѫжь
прѣмѫдрыи̇хь|прѣмѫдръііхь
реⷱ҇|реч
кь|кь
нимь|німь
цр͠ь|цр҃ь
а̇ще|аще
е̇сть|есть
оу̇|оу
вась|вась
слово|слово
ѡт|от
древнии̇хь|древнііхь
мѫжь|мѫжь
ѿвѣщаи̇те|отвѣщаіте
кь|кь
женѣ|женѣ
сєи̇|сеі
и̇|і
а̇ще|аще
вьꙁможете|вьзможете
препрѣтиѫ̇|препрѣтіѫ
дамь|дамь
вы|въі
що|що
просите|просіте
ѿ|от
цр͠ьства|цр҃ьства
ми|мі
гл͠а|гл҃а
прьви|прьві
риторъ|ріторъ
въ|въ
вѣкы|вѣкъі
живꙿ|жів
бѫди|бѫді
цр͠оу|цр҃оу
наскорѣ|наскорѣ
да|да
придеть|прідеть
вльхѻвь|вльховь
та|та
цр͠оу|цр҃оу
и̇|і
а̇ще|аще
ѫ̇|ѫ
не|не
прѣпрѫ|прѣпрѫ
ꙩ̇вировѣмь|овіровѣмь
е̇днѣмь|еднѣмь
начрьтаниє̇мь|начрьтаніемь
ѿсѣци|отсѣці
ми|мі
глаⷡ҇|глав
Тогаⷣ|тогад
вьꙁрадова|вьзрадова
сѧ|сѧ
цр͠ь|цр҃ь
ꙃѣло|зѣло
и̇|і
повелѣ|повелѣ
тⷭ҇ати|тсаті
ст͠ѣи̇|ст҃ѣі
прѣдь|прѣдь
сѫдищемь|сѫдіщемь
сиꙗ̇|сіꙗ
же|же
таковаа̇|таковаа
бивꙿша|бівша
а̇ви|аві
сѧ|сѧ
є̇и̇|еі
а̇нг͠ль|анг҃ль
гн͠ь|гн҃ь
гл͠ѧ|гл҃ѧ
не|не
оу̇страши|оустраші
сѧ|сѧ
рабо|рабо
бж͠иꙗ̇|бж҃іꙗ
се|се
бо|бо
дасть|дасть
сѧ|сѧ
прѣмѫдрость|прѣмѫдрость
кь|кь
твоє̇и̇|твоеі
прѣмѫдрости|прѣмѫдрості
и̇|і
препреши|препреші
.н͠.|н҃
риторь|ріторь
и̇|і
потомь|потомь
сп͠сеши|сп҃сеші
и̇|і
тѣхь|тѣхь
почоудѧть|почоудѧть
бо|бо
сѧ|сѧ
твоє̇и̇|твоеі
прѣмѫдрости|прѣмѫдрості
и̇|і
мноꙁы|мнозъі
вѣровати|вѣроваті
и̇маѫ̇ть|імаѫть
вь|вь
и̇мѧ|імѧ
и̇саⷭ҇|ісас
хаⷭ҇|хас
и̇|і
потоⷨ҇|потом
пріи̇меши|пріімеші
многоцѣнꙿныи̇|многоцѣннъіі
вѣнець|вѣнець
ѿ|от
б͠а|б҃а
и̇|і
цр͠ьствоує̇ши|цр҃ьствоуеші
сь|сь
нимь|німь
вь|вь
вѣкы|вѣкъі
а̇ꙁь|азь
бо|бо
е̇сьмь|есьмь
арха̇н͠гль|архан҃гль
михаи̇ль|міхаіль
ꙁавѣта|завѣта
гн͠ѣ|гн҃ѣ
послань|послань
бо|бо
ѥ̇сьмь|есьмь
благовѣстити|благовѣстіті
тебѣ|тебѣ
ꙗ̇ко|ꙗко
да|да
и̇сп͠льніши|ісп҃льніші
сѧ|сѧ
радости|радості
велицѣ|веліцѣ
и̇|і
се|се
рекь|рекь
а̇гг͠ль|агг҃ль
ѡ̇тиде|отіде
тогаⷣ|тогад
повелѣ|повелѣ
цр͠ь|цр҃ь
да|да
сѧ|сѧ
сьбєреть|сьбереть
весь|весь
народъ|народъ
и̇|і
да|да
видѧть|відѧть
како|како
сѧ|сѧ
хѻщеть|хощеть
прѣти|прѣті
жєна|жена
сь|сь
риторы|ріторъі
блж͠енаа̇|блж҃енаа
же|же
ꙁнаменавь|знаменавь
сѧ|сѧ
ꙁнамениє̇мь|знаменіемь
хв͠омь|хв҃омь
и̇|і
ста|ста
прѣдь|прѣдь
нимы|німъі
ѿвѣщавꙿши|отвѣщавші
риторь|ріторь
и̇|і
реⷱ҇|реч
ѥ̇и̇|еі
несьчетанꙿниѫ̇|несьчетанніѫ
пѫчины|пѫчінъі
подълежѫщиѫ̇|подълежѫщіѫ
беꙁнⷣы|безндъі
се|се
е̇сть|есть
прьва|прьва
главеꙁꙿна|главезна
великаго|велікаго
ꙩ̇рима|оріма
ѻ̇рьловидима|орьловідіма
мьножьства|мьножьства
невидимь|невідімь
пѫть|пѫть
и̇мѫща|імѫща
невидимо|невідімо
лѣтаѫ̇ща|лѣтаѫща
вꙿ|в
неприкосновенаа̇|непрікосновенаа
мѣста|мѣста
.в͠.|в҃
главиꙁна|главізна
велика|веліка
оу̇чителѣ|оучітелѣ
а̇ристотела|арістотела
а̇ла|ала
и̇|і
е̇вьсевиє̇|евьсевіе
сь|сь
си(ві)лоѫ̇|сівілоѫ
реⷱ҇|реч
сирамни|сірамні
покаꙁоуѥ̇ть|показоуеть
ѡ̇рѫжиє̇|орѫжіе
прѣдьставении̇хь|прѣдьставенііхь
сыль|съіль
високыхꙿ|вісокъіх
горь|горь
камениѥ̇|каменіе
небс͠ныи̇хь|небс҃нъііхь
дрѣвъ|дрѣвъ
морьскоє̇|морьское
ловитво|ловітво
вьсѣковоє̇|вьсѣковое
а̇ла|ала
и̇|і
бг͠онаоу̇ченꙿны|бг҃онаоученнъі
и̇|і
а̇нꙿни|анні
и̇|і
а̇мꙿври|амврі
скаꙁа|сказа
ꙩ̇|о
мрьтвочаровани|мрьтвочаровані
кꙿнижꙿнѫѫ̇|кніжнѫѫ
силѫ|сілѫ
видѣвьши|відѣвьші
цр͠ь|цр҃ь
оу̇диви|оудіві
сѧ|сѧ
и̇|і
весь|весь
народь|народь
и̇|і
реⷱ҇|реч
ѥ̇и|еі
цр͠ь|цр҃ь
а̇ще|аще
що|що
ꙋмѣє̇ши|оумѣеші
ѡтвѣщаваи̇|отвѣщаваі
бл͠женаа̇|бл҃женаа
же|же
ꙗ̇|ꙗ
посмии̇хꙿнѫвь|посмііхнѫвь
сѧ|сѧ
мало|мало
реⷱ҇|реч
кь|кь
ритороу|рітороу
право|право
ти|ті
гл͠ѧ|гл҃ѧ
ꙗ̇ко|ꙗко
ни|ні
пѣтѫ|пѣтѫ
риторьскѫ|ріторьскѫ
не|не
ꙁнаѥ̇ши|знаеші
а̇ꙁь|азь
вь|вь
мѧ|мѧ
г͠а|г҃а
моѥ̇го|моего
і̇с|іс
х͠а|х҃а
е̇линьскыⷨ|еліньскъім
ѫ̇ꙁымꙿ|ѫзъім
ѥ̇дꙿнимь|еднімь
ѿвѣщаѫ̇|отвѣщаѫ
ти|ті
по|по
вьсемоу|вьсемоу
гл͠оу|гл҃оу
твоє̇моу|твоемоу
расипоꙋмьче|расіпооумьче
є̇лько|елько
прогл͠ь|прогл҃ь
е̇си|есі
раꙁоумѣи̇|разоумѣі
кто|кто
е̇сть|есть
сьтвориль|сьтворіль
наоу̇чиль|наоучіль
вы|въі
бѣ|бѣ
прокѫти|прокѫті
ꙩ̇римь|орімь
водимь|водімь
сьвѣто|сьвѣто
неприꙗ̇ꙁнинимь|непріꙗзнінімь
подълежѫщѫѫ̇|подълежѫщѫѫ
беꙁнⷣѫ|безндѫ
вь|вь
неи̇|неі
немощꙿнаа̇|немощнаа
множьства|множьства
валѣѫ̇щии̇|валѣѫщіі
сѧ|сѧ
вꙿ|в
невидимѣи̇|невідімѣі
пѫчинѣ|пѫчінѣ
непрѣхѻдимии̇хь|непрѣходімііхь
водъ|водъ
морьскыхь|морьскъіхь
вь|вь
неи̇же|неіже
є̇сть|есть
много|много
раꙁличꙿни|разлічні
мꙿножьство|множьство
рибь|рібь
китове|кітове
и̇|і
а̇спиди|аспіді
