писмена|пісмена
и|і
осмь|осмь
ѡва|ова
ꙋбѡ|оубо
по|по
чинѹ|чіноу
гръчьскꙑхь|гръчьскъіхь
писменъ|пісменъ
ѡва|ова
же|же
по|по
словѣнстѣи|словѣнстѣі
рѣчи|рѣчі
ѿ|от
пръваго|пръваго
же|же
наченъ|наченъ
по|по
гръчьскѹ|гръчьскоу
ѡни|оні
ѹбо|оубо
алфа|алфа
а|а
съ|съ
азъ|азъ
ѿ|от
аза|аза
начѧть|начѧть
ѡбое|обое
и|і
ꙗкоже|ꙗкоже
ѡни|оні
подобльше|подобльше
сѧ|сѧ
жидовьскꙑмь|жідовьскъімь
писменемь|пісменемь
сътворишѫ|сътворішѫ
тако|тако
и|і
съ|съ
гръчьскꙑмъ|гръчьскъімъ
жидове|жідове
бѡ|бо
пръвое|пръвое
писмѧ|пісмѧ
имѧть|імѧть
алефь|алефь
еже|еже
сѧ|сѧ
сказаеть|сказаеть
ѹчинение|оучіненіе
съвръшаѫще|съвръшаѫще
въводимѹ|въводімоу
дѣтищѹ|дѣтіщоу
и|і
гл҃ѧще|гл҃ѧще
ꙋчи|оучі
сѧ|сѧ
еже|еже
есть|есть
алефь|алефь
и|і
гръци|гръці
подобѧще|подобѧще
сѧ|сѧ
томѹ|томоу
алфа|алфа
рѣшѫ|рѣшѫ
и|і
сподоби|сподобі
сѧ|сѧ
речение|реченіе
сказаниа|сказаніа
жидовьска|жідовьска
гръчьскꙋ|гръчьскоу
ѫзꙑкѹ|ѫзъікоу
да|да
речеть|речеть
дѣтищѹ|дѣтіщоу
вь|вь
ѹчениа|оученіа
мѣсто|мѣсто
ищи|іщі
алфа|алфа
бо|бо
иши|іші
сѧ|сѧ
речеть|речеть
гръчьскомь|гръчьскомь
ѫзꙑкомъ|ѫзъікомъ
тѣм|тѣм
бо|бо
подбѧ|подбѧ
сѧ|сѧ
ст҃ꙑи|ст҃ъіі
кирилъ|кірілъ
створи|створі
пръвое|пръвое
писмѧ|пісмѧ
азь|азь
нѫ|нѫ
ꙗко|ꙗко
и|і
пръвомѹ|пръвомоу
сѫщѹ|сѫщоу
писмени|пісмені
азь|азь
и|і
ѿ|от
б҃а|б҃а
данѹ|даноу
родѹ|родоу
словѣнꙿскомѹ|словѣнскомоу
на|на
ѿвръстие|отвръстіе
ѹстъ|оустъ
въ|въ
разѹмъ|разоумъ
ѹчѧщим|оучѧщім
сѧ|сѧ
бꙋквамъ|боуквамъ
великомь|велікомь
раздвижениемь|раздвіженіемь
ѹстъ|оустъ
възгласит|възгласіт
сѧ|сѧ
а|а
ѡна|она
писмена|пісмена
маломъ|маломъ
раздвижениемь|раздвіженіемь
ѹстъ|оустъ
възгласѧт|възгласѧт
сѧ|сѧ
и|і
исповѣдаѫт|ісповѣдаѫт
сѧ|сѧ
се|се
же|же
сѫть|сѫть
писмена|пісмена
словѣньскаа|словѣньскаа
сице|сіце
а|а
подбаеть|подбаеть
писати|пісаті
и|і
гл҃ати|гл҃аті
а҃|а҃
б҃|б҃
в҃|в҃
г҃|г҃
дрѹѕии|дроузіі
же|же
гл҃ѧть|гл҃ѧть
по|по
что|что
есть|есть
л҃|л҃
и|і
писменъ|пісменъ
створилъ|створілъ
а|а
можеть|можеть
сѧ|сѧ
и|і
менꙿшимь|меншімь
того|того
писати|пісаті
ꙗкоже|ꙗкоже
и|і
гръци|гръці
к҃|к҃
д|д
пишѫть|пішѫть
и|і
не|не
вѣдѧть|вѣдѧть
колицѣмь|коліцѣмь
пишѫть|пішѫть
гръци|гръці
есть|есть
бо|бо
ꙋбѡ|оубо
к|к
д҃|д҃
писменъ|пісменъ
нѫ|нѫ
не|не
наплънѣѫтꙿ|наплънѣѫт
сѧ|сѧ
тѣми|тѣмі
книгꙑ|кнігъі
нѫ|нѫ
приложили|пріложілі
сѫтъ|сѫтъ
двогласнꙑхь|двогласнъіхь
а҃і|а҃і
и|і
въ|въ
чисменех|чісменех
же|же
г҃|г҃
҃s|҃s
е҃|е҃
и|і
ѳ҃|ѳ҃
десѧтное|десѧтное
и|і
ѳ҃|ѳ҃
сътное|сътное
и|і
събираѫт|събіраѫт
сѧ|сѧ
ихь|іхь
л҃|л҃
и|і
тѣмже|тѣмже
по|по
томѹ|томоу
подбно|подбно
и|і
въ|въ
тьжде|тьжде
ѡбразъ|образъ
створи|створі
ст҃ꙑи|ст҃ъіі
кирилъ|кірілъ
л҃|л҃
и|і
писменъ|пісменъ
дрѹѕии|дроузіі
же|же
гл҃ѧть|гл҃ѧть
чесомѹ|чесомоу
же|же
сѫть|сѫть
словѣнꙿскꙑ|словѣнскъі
книгꙑ|кнігъі
ни|ні
того|того
бо|бо
есть|есть
б҃ъ|б҃ъ
створилъ|створілъ
ни|ні
то|то
аг҃гли|аг҃глі
ни|ні
сѫть|сѫть
ижде|іжде
конни|конні
ꙗко|ꙗко
жидовьскꙑ|жідовьскъі
и|і
римꙿскꙑ|рімскъі
и|і
елинꙿскꙑ|елінскъі
ижде|іжде
ѿ|от
кона|кона
сѫть|сѫть
и|і
приѫтꙑ|пріѫтъі
сѫт|сѫт
бм҃ъ|бм҃ъ
а|а
дрѹѕии|дроузіі
мнѧть|мнѧть
ꙗко|ꙗко
б҃ъ|б҃ъ
намъ|намъ
есть|есть
створилъ|створілъ
писмена|пісмена
и|і
не|не
вѣдѧт|вѣдѧт
сѧ|сѧ
что|что
гл҃ѧще|гл҃ѧще
ѡкааннии|окаанніі
и|і
ꙗко|ꙗко
трими|трімі
ѫзꙑкꙑ|ѫзъікъі
есть|есть
б҃ъ|б҃ъ
повелѣлъ|повелѣлъ
книгамъ|кнігамъ
бꙑти|бъіті
ꙗкоже|ꙗкоже
въ|въ
еѵг҃ли|еуг҃лі
пишеть|пішеть
и|і
бѣ|бѣ
дъска|дъска
написана|напісана
жидовьскꙑ|жідовьскъі
и|і
римꙿскꙑ|рімскъі
и|і
елинꙿскꙑ|елінскъі
а|а
словѣнꙿскꙑ|словѣнскъі
нѣс҃|нѣс҃
тѹ|тоу
тѣм|тѣм
же|же
нѣ|нѣ
сѫть|сѫть
словѣнскꙑѫ|словѣнскъіѫ
книгꙑ|кнігъі
ѿ|от
б҃а|б҃а
къ|къ
тѣмь|тѣмь
что|что
гл҃емь|гл҃емь
или|ілі
что|что
рч҃емь|рч҃емь
къ|къ
тацѣмь|тацѣмь
безѹмиемь|безоуміемь
ѡбаче|обаче
речемъ|речемъ
ѿ|от
ст҃хь|ст҃хь
книгъ|кнігъ
ꙗкоже|ꙗкоже
наꙋчихѡм|наоучіхом
сѧ|сѧ
ꙗко|ꙗко
вꙿсѣ|всѣ
по|по
рѧдѹ|рѧдоу
бꙑваѫть|бъіваѫть
ѿ|от
ба҃|ба҃
а|а
не|не
иногдоѫ|іногдоѫ
нѣсть|нѣсть
бо|бо
б҃ъ|б҃ъ
створилъ|створілъ
жидовьска|жідовьска
ѫзꙑка|ѫзъіка
прѣжде|прѣжде
ни|ні
римꙿска|рімска
ни|ні
еллиньска|елліньска
нѫ|нѫ
сирꙿскꙑ|сірскъі
имже|імже
и|і
адамъ|адамъ
гл҃а|гл҃а
и|і
ѿ|от
адама|адама
до|до
потопа|потопа
и|і
ѿ|от
потопа|потопа
дондеже|дондеже
б҃ъ|б҃ъ
раздѣли|раздѣлі
ѫзꙑкꙑ|ѫзъікъі
при|прі
стльпотворенїи|стльпотвореніі
ꙗкоже|ꙗкоже
пишеть|пішеть
размѣшеном|размѣшеном
же|же
бꙑвшемь|бъівшемь
ѫзꙑкѡмъ|ѫзъікомъ
и|і
ꙗкоже|ꙗкоже
сѧ|сѧ
ѫзꙑци|ѫзъіці
размѣсишѫ|размѣсішѫ
тако|тако
и|і
нрави|нраві
и|і
обꙑчае|объічае
и|і
ѹстави|оуставі
и|і
закони|законі
и|і
хꙑтрости|хъітрості
на|на
ѫзꙑкꙑ|ѫзъікъі
Египтѣнѡм|егіптѣном
же|же
земелмѣрение|земелмѣреніе
а|а
персѡмъ|персомъ
и|і
xалдеѡмъ|халдеомъ
и|і
асиреѡмъ|асіреомъ
ѕвѣздочьтение|звѣздочьтеніе
вльшвение|вльшвеніе
врачевание|врачеваніе
чарованиа|чарованіа
и|і
всѣ|всѣ
хꙑтрость|хъітрость
чл҃ча|чл҃ча
жидовом|жідовом
же|же
ст҃ꙑѫ|ст҃ъіѫ
книгꙑ|кнігъі
вь|вь
нихже|ніхже
есть|есть
писано|пісано
ꙗко|ꙗко
б҃ъ|б҃ъ
нб҃о|нб҃о
створи|створі
и|і
землѧ|землѧ
и|і
всѣ|всѣ
ꙗже|ꙗже
на|на
неи|неі
и|і
чл҃ка|чл҃ка
и|і
всѣ|всѣ
по|по
рѧдѹ|рѧдоу
ꙗкоже|ꙗкоже
пишеть|пішеть
елинѡмъ|еліномъ
граматикиѧ|граматікіѧ
риторикиѧ|ріторікіѧ
философиѫ|філософіѫ
нѫ|нѫ
прѣжде|прѣжде
сего|сего
еллини|елліні
не|не
имѣхѫ|імѣхѫ
своимъ|своімъ
ѫзꙑкомь|ѫзъікомь
писменꙿ|пісмен
нѫ|нѫ
финичьскꙑми|фінічьскъімі
писменꙑ|пісменъі
писахѫ|пісахѫ
своѫ|своѫ
си|сі
рѣчь|рѣчь
и|і
тако|тако
бѣшѫ|бѣшѫ
многа|многа
лѣта|лѣта
панамидь|панамідь
же|же
послѣжде|послѣжде
пришедъ|прішедъ
наченъ|наченъ
ѿ|от
алфꙑ|алфъі
и|і
витꙑ|вітъі
҃sі|҃sі
писменъ|пісменъ
тъкмо|тъкмо
еллинѡмъ|елліномъ
ѡбрѣте|обрѣте
прѣложи|прѣложі
же|же
имъ|імъ
кадьмъ|кадьмъ
милисїи|мілісіі
писмена|пісмена
г҃|г҃
тѣм|тѣм
же|же
многа|многа
лѣта|лѣта
ѳ҃і|ѳ҃і
писменꙑ|пісменъі
писаахѫ|пісаахѫ
и|і
потомъ|потомъ
симонидъ|сімонідъ
ѡбрѣтъ|обрѣтъ
приложи|пріложі
двѣ|двѣ
писмени|пісмені
епихарїи|епіхаріі
же|же
сказатель|сказатель
г҃|г҃
писмена|пісмена
ѡбрѣте|обрѣте
и|і
събра|събра
сѧ|сѧ
ихь|іхь
к|к
д҃|д҃
по|по
мноѕѣх|мнозѣх
же|же
лѣтѣхь|лѣтѣхь
дионисъ|діонісъ
граматикъ|граматікъ
҃s|҃s
двогласнꙑхь|двогласнъіхь
ѡбрѣте|обрѣте
потом|потом
же|же
дрѹгꙑи|дроугъіі
е҃|е҃
и|і
дрѹгꙑи|дроугъіі
г҃|г҃
чисменитаа|чісменітаа
и|і
тако|тако
мноѕи|мнозі
многꙑми|многъімі
лѣтꙑ|лѣтъі
едва|едва
събрашѫ|събрашѫ
л҃|л҃
и|і
писменъ|пісменъ
потом|потом
же|же
многомъ|многомъ
лѣтѡмъ|лѣтомъ
минѫвшемъ|мінѫвшемъ
бж҃иемъ|бж҃іемъ
повелѣниемь|повелѣніемь
ѡбрѣте|обрѣте
сѧ|сѧ
о҃|о҃
мѫжъ|мѫжъ
иже|іже
прѣложишѫ|прѣложішѫ
ѿ|от
жидовъскаа|жідовъскаа
на|на
гръчьскꙑи|гръчьскъіі
ѫзꙑкъ|ѫзъікъ
а|а
словѣнꙿскꙑѫ|словѣнскъіѫ
книгꙑ|кнігъі
единъ|едінъ
ст҃ꙑи|ст҃ъіі
кѡстантинъ|костантінъ
нарицаемꙑи|наріцаемъіі
кирилъ|кірілъ
и|і
писмена|пісмена
створи|створі
и|і
книгꙑ|кнігъі
прѣложи|прѣложі
въ|въ
малѣхь|малѣхь
лѣтѣхь|лѣтѣхь
а|а
ѡни|оні
мноѕи|мнозі
многꙑ|многъі
лѣтꙑ|лѣтъі
з҃|з҃
ихь|іхь
писмена|пісмена
ѹстрои҃|оустроі҃
а|а
о҃|о҃
прѣложение|прѣложеніе
тѣм|тѣм
же|же
словѣнꙿскаа|словѣнскаа
писмена|пісмена
ст҃ѣиши|ст҃ѣіші
сѫт|сѫт
и|і
чьстнѣиша|чьстнѣіша
ст҃ь|ст҃ь
бѡ|бо
мѫжъ|мѫжъ
створилъ|створілъ
ꙗ|ꙗ
ес҃|ес҃
а|а
гръчьскаа|гръчьскаа
еллини|елліні
погани|погані
аще|аще
ли|лі
кто|кто
речеть|речеть
ꙗко|ꙗко
нѣс҃|нѣс҃
ѹстроилъ|оустроілъ
добрѣ|добрѣ
понеже|понеже
сѧ|сѧ
постраꙗѫть|постраꙗѫть
и|і
еще|еще
ѿвѣтъ|отвѣтъ
речемь|речемь
симь|сімь
и|і
гръчьскꙑ|гръчьскъі
такожде|такожде
многажди|многажді
сѫть|сѫть
постраꙗли|постраꙗлі
акилла|акілла
и|і
симмахь|сіммахь
и|і
потомъ|потомъ
ини|іні
мноѕи|мнозі
ѹдобѣе|оудобѣе
бо|бо
есть|есть
послѣжде|послѣжде
потворити|потворіті
неже|неже
пръвое|пръвое
створити|створіті
аще|аще
бо|бо
въпросиши|въпросіші
книгьчиѧ|кнігьчіѧ
гръчьскꙑѧ|гръчьскъіѧ
гл҃ѧ|гл҃ѧ
кто|кто
вꙑ|въі
есть|есть
писмена|пісмена
створилъ|створілъ
или|ілі
книгꙑ|кнігъі
прѣложилъ|прѣложілъ
или|ілі
вь|вь
кое|кое
врѣмѧ|врѣмѧ
то|то
рѣдꙿцїи|рѣдціі
ѿ|от
нихь|ніхь
вѣдѧть|вѣдѧть
аще|аще
ли|лі
въпросиши|въпросіші
словѣнꙿскꙑѧ|словѣнскъіѧ
бѹкарѧ|боукарѧ
гл҃ѧ|гл҃ѧ
кто|кто
вꙑ|въі
писмена|пісмена
створилъ|створілъ
есть|есть
или|ілі
книгꙑ|кнігъі
прѣложилъ|прѣложілъ
то|то
вьси|вьсі
вѣдѧть|вѣдѧть
и|і
ѿвѣщавше|отвѣщавше
рекѫть|рекѫть
ст҃ꙑи|ст҃ъіі
кѡстантинъ|костантінъ
философъ|філософъ
нарицаемꙑи|наріцаемъіі
кирълъ|кірълъ
тъ|тъ
намь|намь
писмена|пісмена
створи|створі
и|і
книгꙑ|кнігъі
прѣложи|прѣложі
и|і
меѳодие|меѳодіе
братъ|братъ
его|его
и|і
аще|аще
въпросиши|въпросіші
въ|въ
кое|кое
врѣмѧ|врѣмѧ
то|то
вѣдѧть|вѣдѧть
и|і
рекѫть|рекѫть
ꙗко|ꙗко
въ|въ
врѣмена|врѣмена
михаила|міхаіла
ц҃рѣ|ц҃рѣ
гръчьскаго|гръчьскаго
и|і
Бориса|боріса
кнѧѕа|кнѧза
блъгарꙿскаго|блъгарскаго
и|і
растица|растіца
кнѧѕа|кнѧза
морꙿска|морска
и|і
коцелѣ|коцелѣ
кнѧѕа|кнѧза
блатенꙿска|блатенска
въ|въ
лѣта|лѣта
же|же
ѿ|от
създаниа|създаніа
въсего|въсего
мира|міра
҂ ҃s|҂҃s
т҃|т҃
ѯ|ѯ
г҃|г҃
сѫть|сѫть
же|же
и|і
ини|іні
ѿвѣти|отвѣті
ѧже|ѧже
и|і
инде|інде
речемъ|речемъ
а|а
нинѣ|нінѣ
нѣстъ|нѣстъ
врѣмѧ|врѣмѧ
такъ|такъ
разѹмъ|разоумъ
братие|братіе
б҃ъ|б҃ъ
есть|есть
далъ|далъ
словѣнѡмъ|словѣномъ
емѹже|емоуже
слава|слава
и|і
чьсть|чьсть
и|і
дръжава|дръжава
и|і
покланѣние|покланѣніе
нинѣ|нінѣ
и|і
присно|прісно
и|і
въ|въ
бесконечнꙑѧ|бесконечнъіѧ
вѣкꙑ|вѣкъі
аминꙿ|амін
мол|мол
егда|егда
хотѧще|хотѧще
виноградъ|віноградъ
садити|садіті
Тꙑ|тъі
еси|есі
х҃е|х҃е
виноградъ|віноградъ
истинънꙑи|істінънъіі
і|і
оц҃ь|оц҃ь
твои|твоі
дѣлатель|дѣлатель
есть|есть
тꙑ|тъі
своѩ҃|своѧ҃
апл҃ꙑ|апл҃ъі
лозие|лозіе
нареклъ|нареклъ
еси|есі
тꙑ|тъі
ил҃ѣ|іл҃ѣ
отъ|отъ
еꙉюпта|егюпта
прѣнесе|прѣнесе
и|і
изгъна|ізгъна
ѩзꙑкꙑ|ѧзъікъі
и|і
насади|насаді
ѩ|ѧ
такожде|такожде
и|і
нꙑнѣ|нъінѣ
призьри|прізьрі
на|на
виноградъ|віноградъ
съ|съ
і|і
насади|насаді
и|і
і|і
оукорени|оукорені
и|і
і|і
оуглѫби|оуглѫбі
мл҃сть|мл҃сть
твоѭ|твоѭ
на|на
нь|нь
огради|ограді
и|і
острогомь|острогомь
въходꙑ|въходъі
и|і
исходꙑ|ісходъі
его|его
ізбави|ізбаві
отъ|отъ
снѣга|снѣга
і|і
отъ|отъ
мраза|мраза
і|і
отъ|отъ
града|града
носима|носіма
боуреѭ|боуреѭ
вш|вш
Ѣко|ѣко
милостивꙑ|мілостівъі
ч҃клюбець|ч҃клюбець
б҃ъ|б҃ъ
еси|есі
і|і
тебѣ|тебѣ
мол|мол
на|на
гроздъми|гроздъмі
вина|віна
на|на
имание|іманіе
Бж҃е|бж҃е
сп҃е|сп҃е
нашъ|нашъ
ізволеи|ізволеі
нарещи|нарещі
сѧ|сѧ
виноградомъ|віноградомъ
единочѧдааго|едіночѧдааго
сн҃а|сн҃а
твоего|твоего
і|і
б҃а|б҃а
г҃а|г҃а
нашего|нашего
ис|іс
х҃а|х҃а
і|і
плодъ|плодъ
бесъмрътенъ|бесъмрътенъ
даровавъ|даровавъ
намъ|намъ
імь|імь
тꙑ|тъі
плодо|плодо
сь|сь
винънꙑ|вінънъі
бл҃гви|бл҃гві
мо҃лтвами|мо҃лтвамі
ст҃ꙑѩ|ст҃ъіѧ
бр҃цѧ|бр҃цѧ
і|і
всѣхъ|всѣхъ
ст҃ꙑхъ|ст҃ъіхъ
твоихъ|твоіхъ
оугождьшиихъ|оугождьшііхъ
тебѣ|тебѣ
отъ|отъ
вѣка|вѣка
вш|вш
благодѣтиѭ|благодѣтіѭ
и|і
щедротами|щедротамі
единочѧдааго|едіночѧдааго
сн҃а|сн҃а
мол|мол
начѧтью|начѧтью
виноу|віноу
кꙑсѣлоу|къісѣлоу
Гі҃|гі҃
ис|іс
х҃е|х҃е
бж҃е|бж҃е
нашъ|нашъ
прѣложеи|прѣложеі
водѫ|водѫ
въ|въ
вино|віно
въ|въ
кана-галилѣискꙑхъ|канагалілѣіскъіхъ
брацѣхъ|брацѣхъ
і|і
славѫ|славѫ
своѭ|своѭ
авль|авль
оученикомъ|оученікомъ
своимъ|своімъ
тꙑ|тъі
и|і
нꙑнѣ|нъінѣ
посѣти|посѣті
отъ|отъ
стааго|стааго
жилища|жіліща
своего|своего
і|і
бг҃ви|бг҃ві
вино|віно
се|се
і|і
сътвори|сътворі
е|е
во|во
всѣко|всѣко
благо|благо
растворение|раствореніе
пиѭщиимъ|піѭщіімъ
Да|да
без|без
всѣкоѩ|всѣкоѧ
неприѣзнинꙑ|непріѣзнінъі
дѣтѣли|дѣтѣлі
пиѭще|піѭще
е|е
славимъ|славімъ
тѧ|тѧ
дателѣ|дателѣ
всемоу|всемоу
доброу|доброу
приношенью|пріношенью
оц҃а|оц҃а
и|і
сн҃а|сн҃а
и|і
с|с
мол|мол
благ҃вение|благ҃веніе
домоу|домоу
и|і
храмоу|храмоу
Бж҃е|бж҃е
сп҃телю|сп҃телю
нашъ|нашъ
съподоблеи|съподоблеі
подъ|подъ
кровъ|кровъ
закьхеовъ|закьхеовъ
вьнити|вьніті
сп҃ение|сп҃еніе
емоу|емоу
і|і
всемоу|всемоу
домови|домові
его|его
бꙑти|бъіті
по|по
твоемоу|твоемоу
прѣчистоумоу|прѣчістоумоу
і|і
бесъмрътъноумоу|бесъмрътъноумоу
гласоу|гласоу
іже|іже
отъ|отъ
евѣ҃листъ|евѣ҃лістъ
вселенѣи|вселенѣі
въ|въ
истинѫ|істінѫ
проповѣда|проповѣда
сѧ|сѧ
тꙑ|тъі
и|і
нꙑнѣ|нъінѣ
хотѧшѧѩ|хотѧшѧѧ
сьде|сьде
жити|жіті
нами|намі
і|і
сими|сімі
съмѣренꙑми|съмѣренъімі
і|і
грѣшънꙑми|грѣшънъімі
мол(и)твꙑ|молітвъі
приносѧшѧѩ|пріносѧшѧѧ
бл҃гви|бл҃гві
і|і
прослави|прославі
бес|бес
пакости|пакості
і|і
врѣждениѣ|врѣжденіѣ
всего|всего
житиѣ|жітіѣ
въ|въ
храмѣ|храмѣ
семь|семь
авлѣѩ|авлѣѧ
имъ|імъ
твоими|твоімі
благꙑми|благъімі
даръми|даръмі
земънꙑми|земънъімі
і|і
неб҃сънꙑми|неб҃сънъімі
вш|вш
Ѣво|ѣво
подобает|подобает
ти|ті
всѣ|всѣ
слава|слава
оц҃а|оц҃а
и|і
сн҃а|сн҃а
і|і
ст҃ааго|ст҃ааго
мол|мол
над|над
всѣцѣмь|всѣцѣмь
стадомь|стадомь
Вл҃ко|вл҃ко
г҃і|г҃і
бж҃е|бж҃е
нашъ|нашъ
вседръжителю|вседръжітелю
істинънꙑ|істінънъі
агньче|агньче
въземлѧи|въземлѧі
грѣхꙑ|грѣхъі
всего|всего
мира|міра
не|не
прѣзьри|прѣзьрі
д҃шъ|д҃шъ
молѧщь|молѧщь
сѧ|сѧ
тебѣ|тебѣ
чклюбче|чклюбче
къ|къ
тебѣ|тебѣ
прибѣгаемъ|прібѣгаемъ
и|і
тебѣ|тебѣ
сѧ|сѧ
молимъ|молімъ
ізволеи|ізволеі
вѣчьнааго|вѣчьнааго
своего|своего
иѣкова|іѣкова
і|і
оумъножь|оумъножь
его|его
стада|стада
і|і
избавивъ|ізбавівъ
і|і
отъ|отъ
рѫкꙑ|рѫкъі
исаавовꙑ|ісаавовъі
і|і
отъ|отъ
лаваановꙑ|лаваановъі
і|і
нꙑнѣ|нъінѣ
изволи|ізволі
і|і
б҃лгви|б҃лгві
стадо|стадо
се|се
і|і
оумъножи|оумъножі
е|е
на|на
тꙑсѧщѧ|тъісѧщѧ
и|і
на|на
тъмꙑ|тъмъі
і|і
избави|ізбаві
нꙑ|нъі
и|і
се|се
отъ|отъ
насильѣ|насільѣ
иноплеменьникъ|іноплеменьнікъ
і|і
отъ|отъ
всего|всего
часа|часа
съмрътънааго|съмрътънааго
съблюди|съблюді
е|е
с҃тꙑми|с҃тъімі
аѣлꙑ|аѣлъі
своими|своімі
і|і
съподоби|съподобі
сътѧжавъшаго|сътѧжавъшаго
е|е
незавидьливомъ|незавідьлівомъ
окомь|окомь
наслаждати|наслаждаті
сѧ|сѧ
отъ|отъ
него|него
хвалѫ|хвалѫ
тебѣ|тебѣ
приносити|пріносіті
вш|вш
благодѣтиѭ|благодѣтіѭ
и|і
щедротами|щедротамі
единочѧдааго|едіночѧдааго
мол|мол
лѣжѭще|лѣжѫще
на|на
ложи|ложі
Ѡтиди|отіді
сотоно|сотоно
отъ|отъ
сихъ|сіхъ
двьреи|двьреі
і|і
отъ|отъ
сихъ|сіхъ
четꙑръ|четъіръ
ѫголъ|ѫголъ
съде|съде
тебѣ|тебѣ
нѣстъ|нѣстъ
мѣста|мѣста
ни|ні
причѧстнѣ|прічѧстнѣ
сьде|сьде
петръ|петръ
сьде|сьде
павелъ|павелъ
сьде|сьде
с҃тое|с҃тое
ев҃ѣлие|ев҃ѣліе
сьде|сьде
азъ|азъ
покланѣвъ|покланѣвъ
сѧ|сѧ
лещи|лещі
хощѭ|хощѫ
въ|въ
имѧ|імѧ
о҃ца|о҃ца
и|і
ст҃ааго|ст҃ааго
д҃ха|д҃ха
нꙑнѣ|нъінѣ
мол|мол
б҃|б҃
томоужде|томоужде
Въ|въ
имѧ|імѧ
г҃а|г҃а
нашего|нашего
ис҃|іс҃
ха|ха
посъли|посълі
въ|въ
мѧ|мѧ
ст҃ꙑи|ст҃ъіі
твои|твоі
д҃хъ|д҃хъ
і|і
въложи|въложі
оумъ|оумъ
въ|въ
ср҃це|ср҃це
мое|мое
с҃тааго|с҃тааго
твоего|твоего
дх҃а|дх҃а
хранѧща|хранѧща
д҃шѫ|д҃шѫ
моѭ|моѭ
и|і
тѣло|тѣло
і|і
всѧ|всѧ
оудꙑ|оудъі
тѣлеси|тѣлесі
моего|моего
і|і
всь|всь
животъ|жівотъ
състава|състава
моего|моего
отъ|отъ
всего|всего
зълодѣѣ|зълодѣѣ
і|і
отъ|отъ
всѣкоѩ|всѣкоѧ
сѣти|сѣті
неприѣзнинꙑ|непріѣзнінъі
і|і
отъ|отъ
всѣхъ|всѣхъ
съблазнъ|съблазнъ
грѣховънꙑхъ|грѣховънъіхъ
і|і
наоучи|наоучі
мѧ|мѧ
тебѣ|тебѣ
хвалꙑ|хвалъі
въсꙑлати|въсъілаті
о҃цю|о҃цоу
и|і
сн҃оу|сн҃оу
и|і
ст҃оумоу|ст҃оумоу
дхоу|дхоу
и|і
потом|потом
вьлѣзѣте|вьлѣзѣте
вь|вь
цр҃квь|цр҃квь
і|і
падет|падет
ниць|ніць
на|на
земи|земі
хотѧи|хотѧі
ісповѣдати|ісповѣдаті
сѧ|сѧ
і|і
глет|глет
иереи|іереі
надъ|надъ
нимь|німь
молитвѫ|молітвѫ
сиѭ|сіѭ
Гі҃|гі҃
б҃же|б҃же
всемогъи|всемогъі
тебѣ|тебѣ
бѫдѫ|бѫдѫ
азъ|азъ
исповѣденъ|ісповѣденъ
всѣхъ|всѣхъ
моихъ|моіхъ
грѣхъ|грѣхъ
і|і
моего|моего
лиха|ліха
сътворениѣ|сътвореніѣ
сего|сего
еже|еже
колижъдо|коліжъдо
изгл҃ахъ|ізгл҃ахъ
и|і
