deep_cleaned|text_id
нашімь|3
і҃см|3
мьшѣ|3
б|3
о|3
томьзе|3
просімъ|3
тѧ|3
вьсемогъі|3
вѣчьнъі|3
б҃же|3
прізьрі|3
на|3
молітвѫ|3
нашѫ|3
і|3
вънѫтрьнѣѣ|3
нашѣ|3
очісті|3
ѣже|3
нъі|3
соушѧтъ|3
грѣхъі|3
нашімі|3
да|3
мілостіѭ|3
твоеѭ|3
ізбаві|3
нъі|3
г҃мь|3
наші|3
надъ|3
оплатъмь|3
сьі|3
пріносъ|3
прінесенъі|3
тебѣ|3
г҃і|3
просімъ|3
тѧ|3
пріімі|3
іже|3
есі|3
благословестілъ|3
на|3
съпасеніе|3
наше|3
г҃мь|3
наші|3
прѣфаціѣ|3
до|3
вѣчьн|3
б҃же|3
да|3
сѧ|3
тебе|3
дрьжімъ|3
і|3
мілості|3
твоеѧ|3
просімъ|3
прізъвалъ|3
нъі|3
есі|3
г҃і|3
да|3
ісправі|3
нъі|3
і|3
очісті|3
не|3
нашіхъ|3
дѣлъ|3
раді|3
нъ|3
обѣта|3
твоего|3
раді|3
іже|3
есі|3
обѣцѣлъ|3
намъ|3
да|3
възможемъ|3
доушѣмі|3
і|3
тѣлесъі|3
і|3
мъісльмі|3
нашімі|3
пріѧті|3
заповѣді|3
твоѧ|3
ѧже|3
есі|3
посълалъ|3
къ|3
намъ|3
