1711,<wb>створі
39,<wb>і
2105,<wb>кнігъі
3414,<wb>прѣложі
56,<wb>въ
2027 675,<wb>малѣ|хь
486 319 675,<wb>лѣ|тѣ|хь
77,<wb>а
609,<wb>оні
899,<wb>мнозі
823,<wb>многъі
486 289,<wb>лѣ|тъі
100,<wb>з
3515,<wb>іхь
2264 2221,<wb>піс|мена
3474,<wb>оустроі
77,<wb>а
47,<wb>о
127 1697 200,<wb>прѣ|ложе|ніе
330 14,<wb>тѣ|м
71,<wb>же
3097 10 3514,<wb>словѣ|н|скаа
2264 2221,<wb>піс|мена
2423 16 116,<wb>стѣ|і|ші
202 32,<wb>сѫ|т
39,<wb>і
354 69 968 158,<wb>чь|ст|нѣі|ша
2647,<wb>сть
112,<wb>бо
2545,<wb>мѫжъ
1711 137,<wb>створі|лъ
78,<wb>ѣ
430,<wb>ес
77,<wb>а
1611 229 3514,<wb>гръ|чь|скаа
50 36 74 60,<wb>е|л|лі|ні
3016 60,<wb>пога|ні
201,<wb>аште
178,<wb>лі
523,<wb>кто
141 133,<wb>рече|ть
99,<wb>ѣко
1467,<wb>нѣс
3474 137,<wb>оустроі|лъ
932,<wb>добрѣ
1225,<wb>понеже
70,<wb>сѧ
1910 33 30 133,<wb>постра|ѣ|ѫ|ть
39,<wb>і
836,<wb>еште
221 1945,<wb>от|вѣтъ
141 106,<wb>рече|мь
4404,<wb>сімь
39,<wb>і
1611 3028,<wb>гръ|чьскъі
964,<wb>такожде
1022 1672,<wb>многа|жді
202 133,<wb>сѫ|ть
1910 33 74,<wb>постра|ѣ|лі
77 1423 36 66,<wb>а|кі|л|ла
39,<wb>і
159 14 143 675,<wb>сі|м|ма|хь
39,<wb>і
3900,<wb>потомъ
1944,<wb>іні
899,<wb>мнозі
4131,<wb>оудобѣе
112,<wb>бо
715,<wb>есть
902 235,<wb>послѣ|жде
67 840 52,<wb>по|творі|ті
1487,<wb>неже
638 1356,<wb>пръ|вое
1711 52,<wb>створі|ті
201,<wb>аште
112,<wb>бо
1136 116,<wb>въпросі|ші
1275 1055 185 24,<wb>кні|гь|чі|ѧ
1611 229 1185,<wb>гръ|чь|скъіѧ
441,<wb>глѧ
523,<wb>кто
237,<wb>въі
715,<wb>есть
2264 2221,<wb>піс|мена
1711 137,<wb>створі|лъ
518,<wb>ілі
2105,<wb>кнігъі
3414 137,<wb>прѣложі|лъ
518,<wb>ілі
81,<wb>вь
1269,<wb>кое
783,<wb>врѣмѧ
176,<wb>то
306 34 3524,<wb>рѣ|д|ціі
221,<wb>от
4406,<wb>ніхь
140 275 133,<wb>вѣ|дѧ|ть
201,<wb>аште
178,<wb>лі
1136 116,<wb>въпросі|ші
3097 10 1185,<wb>словѣ|н|скъіѧ
710 134 265,<wb>боу|ка|рѧ
441,<wb>глѧ
523,<wb>кто
237,<wb>въі
2264 2221,<wb>піс|мена
1711 137,<wb>створі|лъ
715,<wb>есть
518,<wb>ілі
2105,<wb>кнігъі
3414 137,<wb>прѣложі|лъ
176,<wb>то
481,<wb>вьсі
140 275 133,<wb>вѣ|дѧ|ть
39,<wb>і
1353 2515,<wb>отвѣшта|вше
1189 133,<wb>рекѫ|ть
862,<wb>стъіі
4396 98,<wb>костанті|нъ
1170 6,<wb>філософ|ъ
1105 1912,<wb>наріцае|мъіі
3230 101 137,<wb>кі|ръ|лъ
157,<wb>тъ
4103,<wb>намь
2264 2221,<wb>піс|мена
1711,<wb>створі
39,<wb>і
2105,<wb>кнігъі
3414,<wb>прѣложі
39,<wb>і
296 4 12 89 11,<wb>ме|ѳ|о|ді|е
2044,<wb>братъ
135,<wb>его
39,<wb>і
201,<wb>аште
1136 116,<wb>въпросі|ші
56,<wb>въ
1269,<wb>кое
783,<wb>врѣмѧ
176,<wb>то
140 275 133,<wb>вѣ|дѧ|ть
39,<wb>і
1189 133,<wb>рекѫ|ть
99,<wb>ѣко
56,<wb>въ
517 2221,<wb>врѣ|мена
195 432 16 66,<wb>мі|ха|і|ла
2470,<wb>црѣ
1611 229 3094,<wb>гръ|чь|скаго
39,<wb>і
112 95 170,<wb>бо|рі|са
1196 230,<wb>кнѧ|за
49 137 212 21 3094,<wb>б|лъ|га|р|скаго
39,<wb>і
120 147 218,<wb>ра|сті|ца
1196 230,<wb>кнѧ|за
108 21 384,<wb>мо|р|ска
39,<wb>і
184 292 104,<wb>ко|це|лѣ
1196 230,<wb>кнѧ|за
239 54 10 384,<wb>бла|те|н|ска
56,<wb>въ
1791,<wb>лѣта
71,<wb>же
221,<wb>от
75 4422 2905,<wb>съ|зда|ніа
4045,<wb>въсего
975,<wb>міра
38 22 5,<wb>|҂|s
64,<wb>т
38 27,<wb>|ѯ
65,<wb>г
202 133,<wb>сѫ|ть
71,<wb>же
39,<wb>і
1944,<wb>іні
221 87 52,<wb>от|вѣ|ті
858,<wb>ѧже
39,<wb>і
39 10 79,<wb>і|н|де
141 55,<wb>рече|мъ
77,<wb>а
122 118,<wb>ні|нѣ
595,<wb>нѣстъ
783,<wb>врѣмѧ
373 138,<wb>та|къ
2550,<wb>разоумъ
3095 11,<wb>браті|е
443,<wb>бъ
715,<wb>есть
1598,<wb>далъ
3097 687,<wb>словѣ|номъ
991,<wb>емоуже
974,<wb>слава
39,<wb>і
1388,<wb>чьсть
39,<wb>і
3173,<wb>дръжава
39,<wb>і
3012 200,<wb>покланѣ|ніе
122 118,<wb>ні|нѣ
39,<wb>і
1199,<wb>прісно
39,<wb>і
56,<wb>въ
277 838 126 8 471,<wb>бе|ско|не|ч|нъіѧ
1161,<wb>вѣкъі
681,<wb>амін
108 36,<wb>мо|л
317,<wb>егда
2946,<wb>хотѧште
3293,<wb>віноградъ
301 943,<wb>са|діті
288,<wb>тъі
313,<wb>есі
2055,<wb>хе
3293,<wb>віноградъ
1773 401,<wb>істінъ|нъіі
39,<wb>і
749,<wb>оць
462,<wb>твоі
4395,<wb>дѣлатель
715,<wb>есть
288,<wb>тъі
599,<wb>своѧ
77 37 209,<wb>а|п|лъі
874 320 11,<wb>ло|зі|е
2642 13 137,<wb>наре|к|лъ
313,<wb>есі
288,<wb>тъі
39 104,<wb>і|лѣ
84,<wb>отъ
2963 7 37 94,<wb>ег|ю|п|та
127 126 199,<wb>прѣ|не|се
39,<wb>і
1658,<wb>ізгъна
2887,<wb>ѧзъікъі
39,<wb>і
4134 89,<wb>наса|ді
225,<wb>ѧ
964,<wb>такожде
39,<wb>і
457,<wb>нъінѣ
90 3077,<wb>прі|зьрі
68,<wb>на
3293,<wb>віноградъ
75,<wb>съ
39,<wb>і
4134 89,<wb>наса|ді
39,<wb>і
39,<wb>і
3741 174 60,<wb>оуко|ре|ні
39,<wb>і
39,<wb>і
73 28 293 197,<wb>оу|г|лѫ|бі
3936 214,<wb>мл|сть
1071,<wb>твоѭ
68,<wb>на
484,<wb>нь
557 61 89,<wb>ог|ра|ді
39,<wb>і
2962 117 58 106,<wb>ост|ро|го|мь
2349 267,<wb>въхо|дъі
39,<wb>і
1248 267,<wb>ісхо|дъі
135,<wb>его
1101,<wb>ізбаві
84,<wb>отъ
3618 212,<wb>снѣ|га
39,<wb>і
84,<wb>отъ
51 61 230,<wb>м|ра|за
39,<wb>і
84,<wb>отъ
926,<wb>града
4385 143,<wb>носі|ма
710 174 3,<wb>боу|ре|ѭ
41 2,<wb>в|ш
99,<wb>ѣко
1151 219,<wb>мілості|въі
109 2476 287 363,<wb>ч|клю|бе|ць
443,<wb>бъ
313,<wb>есі
39,<wb>і
356,<wb>тебѣ
108 36,<wb>мо|л
68,<wb>на
615 19 113 123,<wb>гро|з|дъ|мі
2567,<wb>віна
68,<wb>на
268 200,<wb>іма|ніе
772,<wb>бже
1647,<wb>спе
1480,<wb>нашъ
1816 132 16,<wb>ізво|ле|і
2642 166,<wb>наре|шті
70,<wb>сѧ
1692 868,<wb>віногра|домъ
814 380 86 213,<wb>едіно|чѧ|да|аго
732,<wb>сна
697,<wb>твоего
39,<wb>і
422,<wb>ба
480,<wb>га
1051,<wb>нашего
107,<wb>іс
1236,<wb>ха
39,<wb>і
1243,<wb>плодъ
277 173 1056 4223,<wb>бе|съ|мръ|тенъ
105 117 906,<wb>да|ро|вавъ
489,<wb>намъ
2008,<wb>імь
288,<wb>тъі
656 151,<wb>пло|до
190,<wb>сь
167 98 139,<wb>ві|нъ|нъі
2265 111,<wb>блг|ві
108 36 2153 123,<wb>мо|л|тва|мі
3733,<wb>стъіѧ
49 21 532,<wb>б|р|цѧ
39,<wb>і
2069,<wb>всѣхъ
2015 193,<wb>стъ|іхъ
865,<wb>твоіхъ
771 885 1522,<wb>оуго|ждь|шііхъ
356,<wb>тебѣ
84,<wb>отъ
1500,<wb>вѣка
41 2,<wb>в|ш
1202 1227,<wb>благодѣ|тіѭ
39,<wb>і
3349 900 94 123,<wb>ште|дро|та|мі
814 380 86 213,<wb>едіно|чѧ|да|аго
732,<wb>сна
108 36,<wb>мо|л
904 133 7,<wb>начѧ|ть|ю
167 274,<wb>ві|ноу
1570 233 228,<wb>къі|сѣ|лоу
300,<wb>гі
107,<wb>іс
2055,<wb>хе
772,<wb>бже
1480,<wb>нашъ
127 1697 16,<wb>прѣ|ложе|і
1905,<wb>водѫ
56,<wb>въ
1017,<wb>віно
56,<wb>въ
