form,lemma,id,lemma_id,sentence_id,pos,morphology
въ,въ,563993,58774,38377,R-,---------n
темьницѫ,тьмьница,563994,66223,38377,Nb,-s---fa--i
въвръжетъ,въврѣщи,563995,58778,38377,V-,3spia----i
тѧ,тꙑ,563996,58769,38377,Pp,2s---pa--i
аминь,аминъ,563998,64583,50666,I-,---------n
г҃лѭ,глаголати,563999,58791,50666,V-,1spia----i
тебѣ,тꙑ,564000,58769,50666,Pp,2s---md--i
не,не,817619,58767,50667,Df,---------n
изидеши,изити,817620,58784,50667,V-,3spia----i
отъ тѫдѣ,отътѫдѣ,817621,66939,50667,Df,---------n
доньдеже,доньде,817622,58782,50667,G-,---------n
въздаси,въздати,817623,58787,50667,V-,2spia----i
послѣдьнии,послѣдьнии,817624,58788,50667,A-,-s---mapti
кодрантъ,кодрантъ,817625,58789,50667,Nb,-s---ma--i
Слꙑшасте,слꙑшати,564011,58797,50668,V-,2paia----i
ѣко,ꙗко,564012,58792,50668,G-,---------n
речено,рещи,564013,58793,50668,V-,-suppnn-si
бꙑⷭ҇,бꙑти,564014,58773,50668,V-,3saia----i
древънимъ,древльнь,564015,66229,50668,A-,-p---mdpwi
не,не,564017,58767,50669,Df,---------n
прѣлюбꙑ,прѣлюбꙑ,564018,58796,50669,Nb,-s---fa--i
сътвориши,сътворити,564019,58795,50669,V-,2spia----i
азъ,азъ,564021,58807,38380,Pp,1s---mn--i
же,же,564022,58808,38380,Df,---------n
г҃лѭ,глаголати,564023,58791,38380,V-,1spia----i
вамъ,вꙑ,564024,58810,38380,Pp,2p---md--i
ѣко,ꙗко,564026,58792,38380,G-,---------n
вьсѣкъ,вьсꙗкъ,564027,65732,38380,A-,-s---mnpsi
иже,иже,564028,58800,38380,Pr,-s---mn--i
вьзьритъ,възьрѣти,564029,58798,38380,V-,3spia----i
на,на,564030,58783,38380,R-,---------n
женѫ,жена,564031,58801,38380,Nb,-s---fa--i
съ,съ,564032,58764,38380,R-,---------n
похотиѭ,похоть,564033,58802,38380,Nb,-s---fi--i
юже,оуже,564035,58803,38380,Df,---------n
любꙑ,любꙑ,564036,66231,38380,Nb,-s---fa--i
сътвори,сътворити,564037,58795,38380,V-,3saia----i
съ,съ,564038,58764,38380,R-,---------n
неѭ,и,564039,58765,38380,Pp,3s---fi--i
въ,въ,564040,58774,38380,R-,---------n
с҃рдци,срьдьце,564041,58805,38380,Nb,-s---nl--i
своемь,свои,564042,58780,38380,Pt,3s---ol--i
аще,аще,564044,58819,38381,G-,---------n
же,же,564045,58808,38381,Df,---------n
око,око,564046,58813,38381,Nb,-s---nn--i
твое,твои,564047,58814,38381,Ps,2s---nn--i
десное,деснъ,564048,58816,38381,A-,-s---nnpwi
съблажнаатъ,съблажнꙗти,564049,58815,38381,V-,3spia----i
тѧ,тꙑ,564050,58769,38381,Pp,2s---ma--i
ꙇзьми,изѧти,564052,66232,38381,V-,2spma----i
е,и,564053,58765,38381,Pp,3s---na--i
и,и,564054,58771,38381,C-,---------n
връзи,врѣщи,564055,66233,38381,V-,2spma----i
отъ,отъ,564056,58785,38381,R-,---------n
тебе,тꙑ,564057,58769,38381,Pp,2s---mg--i
оунѣе,оунии,564059,66249,38382,A-,-s---nncsi
бо,бо,564060,58825,38382,Df,---------n
ти,тꙑ,564061,58769,38382,Pp,2s---md--i
естъ,бꙑти,564062,58773,38382,V-,3spia----i
да,да,564063,58766,38382,G-,---------n
погꙑблетъ,погꙑбати,564064,66247,38382,V-,3spia----i
единъ,ѥдинъ,564065,58827,38382,Ma,-s---mn--i
оудъ,оудъ,564066,66248,38382,Nb,-p---mg--i
твоихъ,твои,564067,58814,38382,Ps,2p---mg--i
а,а,564069,58820,38382,C-,---------n
не,не,564070,58767,38382,Df,---------n
вьсе,вьсь,564071,58821,38382,Px,-s---nn--i
тѣло,тѣло,564072,58822,38382,Nb,-s---nn--i
твое,твои,564073,58814,38382,Ps,2s---nn--i
въвръжено,въврѣщи,564074,58778,38382,V-,-suppnn-si
бѫдетъ,бꙑти,564075,58773,38382,V-,3sfia----i
въ,въ,564076,58774,38382,R-,---------n
ꙉеонѫ,геона,564077,58823,38382,Nb,-s---fa--i
ꙇ,и,564079,58771,38383,C-,---------n
аште,аще,564080,58819,38383,G-,---------n
десна,деснъ,564081,58816,38383,A-,-s---fnpsi
твоѣ,твои,564082,58814,38383,Ps,2s---fn--i
рѫка,рѫка,564083,58831,38383,Nb,-s---fn--i
съблажнаатъ,съблажнꙗти,564084,58815,38383,V-,3spia----i
тѧ,тꙑ,564085,58769,38383,Pp,2s---ma--i
оусѣци,оусѣщи,564086,66250,38383,V-,2spma----i
ѭ,и,564087,58765,38383,Pp,3s---fa--i
и,и,564089,58771,38383,C-,---------n
връзи,врѣщи,564090,66233,38383,V-,2spma----i
отъ,отъ,564091,58785,38383,R-,---------n
себе,себе,564092,58829,38383,Pk,3s---qg--i
оунѣе,оунии,564094,66249,38384,A-,-s---nncsi
бо,бо,564095,58825,38384,Df,---------n
ти,тꙑ,564096,58769,38384,Pp,2s---md--i
естъ,бꙑти,564097,58773,38384,V-,3spia----i
да,да,564098,58766,38384,G-,---------n
погꙑблетъ,погꙑбати,564099,66247,38384,V-,3spia----i
единъ,ѥдинъ,564100,58827,38384,Ma,-s---mn--i
оудъ,оудъ,564101,66248,38384,Nb,-p---mg--i
твоихъ,твои,564102,58814,38384,Ps,2p---qg--i
а,а,564104,58820,38384,C-,---------n
не,не,564105,58767,38384,Df,---------n
вьсе,вьсь,564106,58821,38384,Px,-s---nn--i
тѣло,тѣло,564107,58822,38384,Nb,-s---nn--i
твое,твои,564108,58814,38384,Ps,2s---nn--i
идетъ,ити,564109,58936,38384,V-,3spia----i
въ,въ,564110,58774,38384,R-,---------n
ꙉеонѫ,геона,564111,58823,38384,Nb,-s---fa--i
речено,рещи,564113,58793,38385,V-,-suppnn-si
же,же,564114,58808,38385,Df,---------n
бꙑстъ,бꙑти,564115,58773,38385,V-,3saia----i
ꙇже,иже,564117,58800,59987,Pr,-s---mn--i
аште,аще,564118,58847,59987,Df,---------n
поуститъ,поустити,564119,58846,59987,V-,3spia----i
женѫ,жена,564120,58801,59987,Nb,-s---fa--i
своѭ,свои,564121,58780,59987,Pt,3s---fa--i
да,да,564123,60071,59987,Df,---------n
дастъ,дати,564124,58843,59987,V-,3spia----i
еи,и,564125,58765,59987,Pp,3s---fd--i
кънигꙑ,кънигꙑ,564126,121755,59987,Nb,-p---fa--i
распоустънꙑѩ,распоустьнъ,564127,58845,59987,A-,-p---papwi
азъ,азъ,564129,58807,38386,Pp,1s---mn--i
же,же,564130,58808,38386,Df,---------n
г҃лѭ,глаголати,564131,58791,38386,V-,1spia----i
вамъ,вꙑ,564132,58810,38386,Pp,2p---md--i
ѣко,ꙗко,564134,58792,38386,G-,---------n
вьсѣкъ,вьсꙗкъ,564135,65732,38386,A-,-s---mnpsi
поуштаѩи,поущати,564136,58853,38386,V-,-sppamn-wi
женѫ,жена,564137,58801,38386,Nb,-s---fa--i
своѭ,свои,564138,58780,38386,Pt,3s---fa--i
развѣ,развѣ,564139,58854,38386,R-,---------n
словесе,слово,564140,58855,38386,Nb,-s---ng--i
любодѣинааго,любодѣꙗньнъ,564141,66267,38386,A-,-s---ogpwi
творитъ,творити,564143,58852,38386,V-,3spia----i
ѭ,и,564144,58765,38386,Pp,3s---fa--i
прѣлюбꙑ,прѣлюбꙑ,564145,58796,38386,Nb,-s---fa--i
дѣати,дѣꙗти,564146,58849,38386,V-,--pna----i
ꙇ,и,564148,58771,38386,C-,---------n
иже,иже,564149,58800,38386,Pr,-s---mn--i
подъпѣгѫ,потьпѣга,564150,66268,38386,Nb,-s---fa--i
поемлетъ,поимати,564151,66269,38386,V-,3spia----i
прѣлюбꙑ,прѣлюбꙑ,564152,58796,38386,Nb,-s---fa--i
творитъ,творити,564153,58852,38386,V-,3spia----i
пакꙑ,пакꙑ,564155,58860,50670,Df,---------n
слꙑшасте,слꙑшати,564156,58797,50670,V-,2paia----i
ѣко,ꙗко,564158,58792,50670,G-,---------n
речено,рещи,564159,58793,50670,V-,-suppnn-si
бꙑⷭ҇,бꙑти,564160,58773,50670,V-,3saia----i
древьниимъ,древльнь,564161,66229,50670,A-,-p---mdpwi
не,не,564163,58767,50671,Df,---------n
въ,въ,564164,58774,50671,R-,---------n
лъжѫ,лъжа,564165,66164,50671,Nb,-s---fa--i
клънеши,клѧти,564166,66270,50671,V-,2spia----i
сѧ,себе,564167,58829,50671,Pk,3s---qa--i
въздаси,въздати,564169,58787,50672,V-,2spia----i
же,же,564170,58808,50672,Df,---------n
г҃ви,господь,564171,58858,50672,Nb,-s---md--i
клѧтвꙑ,клѧтва,564172,66271,50672,Nb,-p---fa--i
твоѩ,твои,564173,58814,50672,Ps,2p---pa--i
азъ,азъ,564175,58807,38388,Pp,1s---mn--i
же,же,564176,58808,38388,Df,---------n
г҃лѭ,глаголати,564177,58791,38388,V-,1spia----i
вамъ,вꙑ,564178,58810,38388,Pp,2p---md--i
не,не,564180,58767,38388,Df,---------n
клѧти,клѧти,564181,66270,38388,V-,--pna----i
сѧ,себе,564182,58829,38388,Pk,3s---qa--i
отънѫдъ,отънѫдь,564183,66272,38388,Df,---------n
ни,ни,564185,59213,38388,C-,---------n
н҃бмь,небо,564186,58920,38388,Nb,-s---ni--i
ѣко,ꙗко,564187,58792,38388,G-,---------n
прѣстолъ,прѣстолъ,564188,66273,38388,Nb,-s---mn--i
естъ,бꙑти,564189,58773,38388,V-,3spia----i
б҃жии,божии,564190,59032,38388,A-,-s---mnpsi
ни,ни,564192,59213,38388,C-,---------n
землеѭ҄,землꙗ,564193,64341,38388,Nb,-s---fi--i
ѣко,ꙗко,564195,58792,38388,G-,---------n
подъножие,подъножиѥ,564196,64026,38388,Nb,-s---nn--i
естъ,бꙑти,564197,58773,38388,V-,3spia----i
ногама,нога,564198,60289,38388,Nb,-d---fd--i
его,и,564199,58765,38388,Pp,3s---mg--i
ни,ни,564201,59213,38388,C-,---------n
и҃ерслмъмъ,иѥроусалимъ,564202,58904,38388,Ne,-s---mi--i
ѣко,ꙗко,564203,58792,38388,G-,---------n
гⷬ҇дъ,градъ,564204,59272,38388,Nb,-s---mn--i
естъ,бꙑти,564205,58773,38388,V-,3spia----i
великааго,великъ,564206,64122,38388,A-,-s---ogpwi
ц҃срѣ,цѣсарь,564207,64252,38388,Nb,-s---mg--i
ни,ни,564209,59213,38392,C-,---------n
главоѭ,глава,564210,59515,38392,Nb,-s---fi--i
своеѭ,свои,564211,58780,38392,Pt,3s---fi--i
клъни,клѧти,564212,66270,38392,V-,2spma----i
сѧ,себе,564213,58829,38392,Pk,3s---qa--i
ѣко,ꙗко,564215,58792,38392,G-,---------n
не,не,564216,58767,38392,Df,---------n
можеши,мощи,564217,59413,38392,V-,2spia----i
власа,власъ,564218,58876,38392,Nb,-s---mg--i
единого,ѥдинъ,564219,58827,38392,Ma,-s---og--i
бѣла,бѣлъ,564220,65097,38392,A-,-s---ogpsi
ли,ли,564221,64176,38392,C-,---------n
чръна,чрьнъ,564222,66274,38392,A-,-s---ogpsi
сътворити,сътворити,564223,58795,38392,V-,--pna----i
бѫди,бꙑти,564225,58773,38393,V-,3spma----i
же,же,564226,58808,38393,Df,---------n
слово,слово,564227,58855,38393,Nb,-s---nn--i
ваше,вашь,564228,59333,38393,Ps,2s---nn--i
еи,еи,564229,67094,38393,I-,---------n
ей,еи,564230,67094,38393,I-,---------n
ꙇ҅,и,564232,58771,38393,C-,---------n
ни,ни,564233,69853,38393,I-,---------n
ни,ни,564234,69853,38393,I-,---------n
лихое,лихъ,564236,64043,38394,A-,-s---nnpwi
бо,бо,564237,58825,38394,Df,---------n
сеѭ,сь,564238,59234,38394,Pd,-d---ng--i
отъ,отъ,564239,58785,38394,R-,---------n
неприѣзни,неприꙗзнь,564240,66275,38394,Nb,-s---fg--i
естъ,бꙑти,564241,58773,38394,V-,3spia----i
Слꙑшасте,слꙑшати,564243,58797,50673,V-,2paia----i
ѣко,ꙗко,564244,58792,50673,G-,---------n
речено,рещи,564245,58793,50673,V-,-suppnn-si
бꙑⷭ҇,бꙑти,564246,58773,50673,V-,3saia----i
око,око,564248,58813,50674,Nb,-s---na--i
за,за,564249,60217,50674,R-,---------n
око,око,564250,58813,50674,Nb,-s---na--i
и,и,564251,58771,50674,C-,---------n
зѫбъ,зѫбъ,564252,65193,50674,Nb,-s---ma--i
за,за,564253,60217,50674,R-,---------n
зѫбъ,зѫбъ,564254,65193,50674,Nb,-s---ma--i
азъ,азъ,564256,58807,38396,Pp,1s---mn--i
же,же,564257,58808,38396,Df,---------n
г҃лѭ,глаголати,564258,58791,38396,V-,1spia----i
вамъ,вꙑ,564259,58810,38396,Pp,2p---md--i
не,не,564261,58767,38396,Df,---------n
противити,противити,564262,66276,38396,V-,--pna----i
сѧ,себе,564263,58829,38396,Pk,3s---qa--i
зълоу,зълъ,564264,66277,38396,A-,-s---mdpwi
Нъ,нъ,564266,59326,38397,C-,---------n
аще,аще,564267,58819,38397,G-,---------n
кто,къто,564268,60102,38397,Px,-s---qn--i
тѧ,тꙑ,564269,58769,38397,Pp,2s---ma--i
оударитъ,оударити,564270,66152,38397,V-,3spia----i
въ,въ,564271,58774,38397,R-,---------n
деснѫѭ,деснъ,564272,58816,38397,A-,-s---fapwi
ланитѫ,ланита,564273,66194,38397,Nb,-s---fa--i
обрати,обратити,564275,66034,38397,V-,2spma----i
емоу,и,564276,58765,38397,Pp,3s---md--i
и,и,564277,58901,38397,Df,---------n
дроугѫѭ҄,дроугъ,564278,58955,38397,A-,-s---fapwi
ꙇ,и,564280,58771,38398,C-,---------n
хотѧщоумоу,хотѣти,564281,64035,38398,V-,-sppamd-wi
сѫдъ,сѫдъ,564282,66278,38398,Nb,-s---ma--i
приѩти,приѩти,564283,59498,38398,V-,--pna----i
съ,съ,564284,58764,38398,R-,---------n
тобоѭ,тꙑ,564285,58769,38398,Pp,2s---qi--i
и,и,564286,58771,38398,C-,---------n
ризѫ,риза,564287,58952,38398,Nb,-s---fa--i
твоѭ,твои,564288,58814,38398,Ps,2s---fa--i
възѧти,възѧти,564289,64330,38398,V-,--pna----i
отъпоусти,отъпоустити,564291,59335,38398,V-,2spma----i
емоу,и,564292,58765,38398,Pp,3s---md--i
и,и,564293,58901,38398,Df,---------n
срачицѫ,срачица,564294,66279,38398,Nb,-s---fa--i
твоѭ,твои,564295,58814,38398,Ps,2s---fa--i
и,и,564297,58771,38399,C-,---------n
аще,аще,564298,58819,38399,G-,---------n
къто,къто,564299,60102,38399,Px,-s---qn--i
поиметъ,поѩти,564300,60020,38399,V-,3spia----i
тѧ,тꙑ,564301,58769,38399,Pp,2s---qa--i
по,по,564302,58960,38399,R-,---------n
силѣ,сила,564303,60105,38399,Nb,-s---fd--i
попьрище,попьрище,564305,66280,38399,Nb,-s---na--i
едино,ѥдинъ,564306,58827,38399,Ma,-s---na--i
ꙇди,ити,564308,58936,38399,V-,2spma----i
съ,съ,564309,58764,38399,R-,---------n
нимь,и,564310,58765,38399,Pp,3s---mi--i
дьвѣ,дъва,564311,59285,38399,Ma,-d---na--i
Просѧштоумоу,просити,564313,59329,38400,V-,-sppamd-wi
оу,оу,564314,65994,38400,R-,---------n
тебе,тꙑ,564315,58769,38400,Pp,2s---qg--i
даи,даꙗти,564316,65846,38400,V-,2spma----i
ꙇ,и,564318,58771,38400,C-,---------n
хотѧштаго,хотѣти,564319,64035,38400,V-,-sppamg-wi
отъ,отъ,564320,58785,38400,R-,---------n
тебе,тꙑ,564321,58769,38400,Pp,2s---qg--i
заѩти,заѩти,564322,66282,38400,V-,--pna----i
не,не,564323,58767,38400,Df,---------n
отъврати,отъвратити,564324,66281,38400,V-,2spma----i
слꙑшасте,слꙑшати,564326,58797,50675,V-,2paia----i
ѣко,ꙗко,564327,58792,50675,G-,---------n
речено,рещи,564328,58793,50675,V-,-suppnn-si
естъ,бꙑти,564329,58773,50675,V-,3spia----i
възлюбиши,възлюбити,564331,58930,50676,V-,2spia----i
искрьнѣго,искрьнии,564332,64013,50676,A-,-s---mgpwi
своего,свои,564333,58780,50676,Pt,3s---og--i
ꙇ,и,564335,58771,50676,C-,---------n
вьзненавидиши,възненавидѣти,564336,66283,50676,V-,2spia----i
врага,врагъ,564337,64025,50676,Nb,-s---mg--i
своего,свои,564338,58780,50676,Pt,3s---og--i
азъ,азъ,564340,58807,50677,Pp,1s---qn--i
же,же,564341,58808,50677,Df,---------n
г҃лѭ,глаголати,564342,58791,50677,V-,1spia----i
вамъ,вꙑ,564343,58810,50677,Pp,2p---qd--i
любите,любити,564345,64015,50678,V-,2ppma----i
врагꙑ,врагъ,564346,64025,50678,Nb,-p---ma--i
вашѧ,вашь,564347,59333,50678,Ps,2p---pa--i
б҃лагслвите,благословити,564349,59043,59988,V-,2ppma----i
клънѫштѧѩ,клѧти,564350,66270,59988,V-,-pppama-wi
вꙑ,вꙑ,564351,58810,59988,Pp,2p---qa--i
добро,добръ,564353,64420,59989,A-,-s---napsi
творите,творити,564354,58852,59989,V-,2ppma----i
ненавидѧштиимъ,ненавидѣти,564355,64396,59989,V-,-pppamd-wi
васъ,вꙑ,564356,58810,59989,Pp,2p---qg--i
ꙇ,и,564357,58771,59990,C-,---------n
молите,молити,564358,59248,59990,V-,2ppma----i
за,за,564359,60217,59990,R-,---------n
творѧщѧѩ,творити,564360,58852,59990,V-,-pppama-wi
вамъ,вꙑ,564361,58810,59990,Pp,2p---qd--i
напасти,напасть,564362,66107,59990,Nb,-p---fa--i
и,и,564364,58771,59990,C-,---------n
изгонѧщѧѩ,изгонити,564365,59103,59990,V-,-pppama-wi
вꙑ,вꙑ,564366,58810,59990,Pp,2p---qa--i
да,да,564368,58766,59990,G-,---------n
бѫдете,бꙑти,564369,58773,59990,V-,2pfia----i
с҃нве,сꙑнъ,564370,146309,59990,Nb,-p---mn--i
о҃тца,отьць,564371,58993,59990,Nb,-s---mg--i
вашего,вашь,564372,59333,59990,Ps,2s---og--i
иже,иже,564373,58800,59990,Pr,-s---mn--i
естъ,бꙑти,564374,58773,59990,V-,3spia----i
на,на,564375,58783,59990,R-,---------n
н҃ебсхъ,небо,564376,58920,59990,Nb,-p---nl--i
ѣко,ꙗко,564378,58792,59990,G-,---------n
слъньце,слъньце,564379,60228,59990,Nb,-s---na--i
свое,свои,564380,58780,59990,Pt,3s---na--i
сьѣатъ,сиꙗти,564381,66284,59990,V-,3spia----i
на,на,564382,58783,59990,R-,---------n
зълꙑ,зълъ,564383,66277,59990,A-,-p---mapsi
и,и,564384,58771,59990,C-,---------n
благꙑ,благъ,564385,65623,59990,A-,-p---mapsi
ꙇ҅,и,564387,58771,59990,C-,---------n
дъждитъ,дъждити,564388,66285,59990,V-,3spia----i
на,на,564389,58783,59990,R-,---------n
праведънꙑ,правьдьнъ,564390,66286,59990,A-,-p---mapsi
и,и,564391,58771,59990,C-,---------n
на,на,564392,58783,59990,R-,---------n
неправедънꙑ,неправьдьнъ,564393,66287,59990,A-,-p---mapsi
аще,аще,564395,58819,38403,G-,---------n
бо,бо,564396,58825,38403,Df,---------n
любите,любити,564397,64015,38403,V-,2ppia----i
любѧщѧѩ,любити,564398,64015,38403,V-,-pppama-wi
вꙑ,вꙑ,564399,58810,38403,Pp,2p---qa--i
кѫѭ҄,кꙑи,564401,60111,38403,Pi,-s---fa--i
мъздѫ,мьзда,564402,65359,38403,Nb,-s---fa--i
имате,имѣти,564403,59090,38403,V-,2ppia----i
не,не,564405,58767,38404,Df,---------n
и,и,564406,58901,38404,Df,---------n
мꙑтаре,мꙑтарь,564407,65554,38404,Nb,-p---mn--i
ли,ли,564408,59119,38404,Du,---------n
тожде,тъжде,564409,66110,38404,Pd,-s---na--i
творѧтъ,творити,564410,58852,38404,V-,3ppia----i
ꙇ,и,564412,58771,38405,C-,---------n
аще,аще,564413,58819,38405,G-,---------n
цѣлоуете,цѣловати,564414,65188,38405,V-,2ppia----i
дроугꙑ,дроугъ,564415,66288,38405,Nb,-p---ma--i
вашѧ,вашь,564416,59333,38405,Ps,2p---pa--i
токъмо,тъкъмо,564418,59085,38405,Df,---------n
что,чьто,564419,58943,38405,Pi,-s---na--i
лихо,лихъ,564420,64043,38405,A-,-s---napsi
творите,творити,564421,58852,38405,V-,2ppia----i
не,не,564423,58767,38406,Df,---------n
и,и,564424,58901,38406,Df,---------n
мꙑтаре,мꙑтарь,564425,65554,38406,Nb,-p---mn--i
ли,ли,564426,59119,38406,Du,---------n
тако,тако,564427,59223,38406,Df,---------n
творѧтъ,творити,564428,58852,38406,V-,3ppia----i
бѫдѣте,бꙑти,564430,58773,38407,V-,2ppma----i
оубо,оубо,564431,58911,38407,Df,---------n
вꙑ,вꙑ,564432,58810,38407,Pp,2p---qn--i
съвръшени,съврьшенъ,564433,66325,38407,A-,-p---mnpsi
ѣко,ꙗко,564435,58922,38407,Dq,---------n
и,и,564436,58901,38407,Df,---------n
отецъ,отьць,564437,58993,38407,Nb,-s---mn--i
вашъ,вашь,564438,59333,38407,Ps,2s---mn--i
н҃бскꙑ,небесьскъ,564439,59337,38407,A-,-s---mnpwi
съвръшенъ,съврьшенъ,564440,66325,38407,A-,-s---mnpsi
естъ,бꙑти,564441,58773,38407,V-,3spia----i
Вьнемлѣте,вънимати,564443,66453,38408,V-,2ppma----i
милостꙑнѧ,милостꙑни,564444,66327,38408,Nb,-s---fg--i
вашеѩ,вашь,564445,59333,38408,Ps,2s---fg--i
не,не,564446,58767,38408,Df,---------n
творити,творити,564447,58852,38408,V-,--pna----i
прѣдъ,прѣдъ,564448,58985,38408,R-,---------n
ч҃лвкꙑ,чловѣкъ,564449,59198,38408,Nb,-p---mi--i
да,да,564450,58766,38408,G-,---------n
видими,видѣти,564451,58918,38408,V-,-ppppmn-si
бѫдете,бꙑти,564452,58773,38408,V-,2pfia----i
ими,и,564453,58765,38408,Pp,3p---mi--i
аште,аще,564455,58819,38409,G-,---------n
ли,ли,564456,73471,38409,Df,---------n
же,же,564457,58808,38409,Df,---------n
ни,ни,564458,59339,38409,Df,---------n
мъздꙑ,мьзда,564459,65359,38409,Nb,-s---fg--i
не,не,564460,58767,38409,Df,---------n
имате,имѣти,564461,59090,38409,V-,2ppia----i
отъ,отъ,564463,58785,38409,R-,---------n
о҃тца,отьць,564464,58993,38409,Nb,-s---mg--i
вашего,вашь,564465,59333,38409,Ps,2s---og--i
иже,иже,564466,58800,38409,Pr,-s---mn--i
естъ,бꙑти,564467,58773,38409,V-,3spia----i
на,на,564468,58783,38409,R-,---------n
н҃бсхъ,небо,564469,58920,38409,Nb,-p---nl--i
егда,ѥгда,564471,66511,38410,Dq,---------n
оубо,оубо,564472,58911,38410,Df,---------n
твориши,творити,564473,58852,38410,V-,2spia----i
милостꙑнѭ҄,милостꙑни,564474,66327,38410,Nb,-s---fa--i
не,не,564476,58767,38410,Df,---------n
въстрѫби,въстрѫбити,564477,66328,38410,V-,2spma----i
прѣдъ,прѣдъ,564478,58985,38410,R-,---------n
собоѭ҄,себе,564479,58829,38410,Pk,3s---qi--i
ѣко,ꙗко,564481,58922,38410,Dq,---------n
ѵпокрити,ѵпокритъ,564482,66329,38410,Nb,-p---mn--i
творѧтъ,творити,564483,58852,38410,V-,3ppia----i
въ,въ,564485,58774,38410,R-,---------n
съньмиштихъ,съньмище,564486,59069,38410,Nb,-p---nl--i
и,и,564487,58771,38410,C-,---------n
въ,въ,564488,58774,38410,R-,---------n
стъгнахъ,стьгна,564489,66330,38410,Nb,-p---fl--i
да,да,564491,58766,38410,G-,---------n
прославѧтъ,прославити,564492,66331,38410,V-,3ppia----i
сѧ,себе,564493,58829,38410,Pk,3s---qa--i
отъ,отъ,564494,58785,38410,R-,---------n
ч҃лвкъ,чловѣкъ,564495,59198,38410,Nb,-p---mg--i
аминь,аминъ,564497,64583,50679,I-,---------n
г҃лѭ,глаголати,564498,58791,50679,V-,1spia----i
вамъ,вꙑ,564499,58810,50679,Pp,2p---qd--i
вьсприимѫтъ,въсприѩти,564501,66332,50680,V-,3ppia----i
мъздѫ,мьзда,564502,65359,50680,Nb,-s---fa--i
своѭ҄,свои,564503,58780,50680,Pt,3s---fa--i
Тебѣ,тꙑ,564505,58769,38412,Pp,2s---qd--i
же,же,564506,58808,38412,Df,---------n
творѧщю,творити,564507,58852,38412,V-,-sppamd-si
милостꙑнѭ,милостꙑни,564508,66327,38412,Nb,-s---fa--i
да,да,564510,60071,38412,Df,---------n
не,не,564511,58767,38412,Df,---------n
чюетъ,чоути,564512,64723,38412,V-,3spia----i
шюица,шоуица,564513,66338,38412,Nb,-s---fn--i
твоѣ,твои,564514,58814,38412,Ps,2s---fn--i
чьто,чьто,564516,58943,38412,Pi,-s---na--i
творитъ,творити,564517,58852,38412,V-,3spia----i
десꙿница,десница,564518,66339,38412,Nb,-s---fn--i
твоѣ,твои,564519,58814,38412,Ps,2s---fn--i
да,да,564521,58766,38412,G-,---------n
бѫдетъ,бꙑти,564522,58773,38412,V-,3sfia----i
милостꙑни,милостꙑни,564523,66327,38412,Nb,-s---fn--i
