възвратити,179,възвративъшю,V-,-supamd-si
себе,17,сꙗ,Pk,3s---qa--i
въспять,180,въспꙗть,Df,---------n
и,21,ѥму,Pp,3s---md--i
и,5,и,C-,---------n
се,111,се,I-,---------n
приити,130,приде,V-,3saia----i
вѣстьникъ,181,вѣстьникъ,Nb,-s---mn--i
къ,182,къ,R-,---------n
и,21,нему,Pp,3s---md--i
повѣдати,183,повѣдаꙗ,V-,-sppamn-si
и,21,ему,Pp,3s---md--i
отьчии,184,отьчю,A-,-s---fapsi
съмьрть,185,съмрьть,Nb,-s---fa--i
како,186,како,Du,---------n
прѣставити,187,престави,V-,3saia----i
себе,17,сꙗ,Pk,3s---qa--i
отьць,14,отьць,Nb,-s---mn--i
и,21,его,Pp,3s---mg--i
василии,188,Василии,Ne,-s---mn--i
въ,1,въ,R-,---------n
сии,28,се,Pd,-s---na--i
бо,172,бо,Df,---------n
имя,148,имꙗ,Nb,-s---na--i
быти,23,бꙗше,V-,3siia----i
нарещи,149,нареченъ,V-,-suppmn-si
въ,1,въ,R-,---------n
святыи,8,свѧтѣмь,A-,-s---nlpwi
крьщение,41,крьщении,Nb,-s---nl--i
и,5,и,C-,---------n
како,186,како,Du,---------n
святопълкъ,67,Свꙗтопълкъ,Ne,-s---mn--i
потаити,189,потаи,V-,3saia----i
съмьрть,185,сьмьрть,Nb,-s---fa--i
отьць,14,отьца,Nb,-s---mg--i
свои,175,своѥго,Pt,3s---mg--i
и,5,и,C-,---------n
ночь,190,ночь,Nb,-s---fa--i
проимати,191,проимавъ,V-,-supamn-si
помостъ,192,помостъ,Nb,-s---ma--i
на,137,на,R-,---------n
берестовое,193,Берестовѣмь,Ne,-s---nl--i
и,5,и,C-,---------n
въ,1,въ,R-,---------n
ковьръ,194,ковъръ,Nb,-s---ma--i
обрѣсти,177,обьртѣвъше,V-,-pupamn-si
съвѣсити,195,съвѣсивъше,V-,-pupamn-si
ужь,196,ужи,A-,-p---mipsi
на,137,на,R-,---------n
земля,32,землю,Nb,-s---fa--i
везти,197,везъше,V-,-pupamn-si
на,137,на,R-,---------n
сани,198,саньхъ,Nb,-p---ml--i
поставити,199,поставиша,V-,3paia----i
и,21,и,Pp,3s---ma--i
въ,1,въ,R-,---------n
цьркы,200,цьркви,Nb,-s---fl--i
святыи,8,свꙗтыꙗ,A-,-s---fgpwi
богородица,201,Богородица,Nb,-s---fg--i
и,5,и,C-,---------n
яко,122,ꙗко,Dq,---------n
услышати,202,услыша,V-,3saia----i
святыи,8,свꙗтыи,A-,-s---mnpwi
борисъ,10,Борисъ,Ne,-s---mn--i
начати,119,начатъ,V-,3saia----i
тѣло,203,тѣлъмь,Nb,-s---ni--i
утьрпывати,204,утьрпывати,V-,--pna----i
и,5,и,C-,---------n
лице,80,лице,Nb,-s---nn--i
и,21,его,Pp,3s---mg--i
вьсь,30,вьсе,Px,-s---nn--i
сльза,205,сльзъ,Nb,-p---fg--i
испълнити,206,испълни,V-,3saia----i
себе,17,сꙗ,Pk,3s---qa--i
и,5,и,C-,---------n
сльза,205,сльзами,Nb,-p---fi--i
разливати,207,разливаꙗ,V-,-sppamn-si
себе,17,сѧ,Pk,3s---qa--i
и,5,и,C-,---------n
не,56,не,Df,---------n
мощи,142,могыи,V-,-sppamn-wi
глаголати,114,глаголати,V-,--pna----i
въ,1,въ,R-,---------n
сьрдьце,170,сьрдьци,Nb,-s---nl--i
себе,17,си,Pk,3s---md--i
начати,119,начать,V-,3saia----i
сицевыи,208,сицеваꙗ,A-,-p---napwi
вѣщати,209,вѣщати,V-,--pna----i
увы,210,Увы,I-,---------n
азъ,211,мнѣ,Pp,1s---md--i
свѣтъ,212,свѣте,Nb,-s---mv--i
око,164,очию,Nb,-d---ng--i
мои,213,моѥю,Ps,1d---ng--i
сияние,214,сиꙗниѥ,Nb,-s---nn--i
и,5,и,C-,---------n
заря,215,заре,Nb,-s---fv--i
лице,80,лица,Nb,-s---ng--i
мои,213,моѥго,Ps,1s---ng--i
бъздра,216,бъздро,Nb,-s---fv--i
уность,217,уности,Nb,-s---fg--i
мои,213,моѥѣ,Ps,1s---fg--i
наказание,218,наказаниѥ,Nb,-s---nn--i
недоразумѣние,219,недоразумѣниꙗ,Nb,-s---ng--i
мои,213,моѥго,Ps,1s---ng--i
увы,210,увы,I-,---------n
азъ,211,мнѣ,Pp,1s---md--i
отьць,14,отьче,Nb,-s---mv--i
и,5,и,C-,---------n
господинъ,220,господине,Nb,-s---mv--i
мои,213,мои,Ps,1s---mn--i
къ,182,къ,R-,---------n
къто,221,кому,Pi,-s---md--i
прибѣгнути,222,прибѣгну,V-,1spia----i
къ,182,къ,R-,---------n
къто,221,кому,Pi,-s---md--i
възьрѣти,223,възьрю,V-,1spia----i
къдѣ,224,къде,Du,---------n
ли,225,ли,Df,---------n
насытити,226,насыщю,V-,1spia----i
себе,17,сꙗ,Pk,3s---qa--i
таковыи,171,таковааго,A-,-s---ngpwi
благыи,227,благааго,A-,-s---ngpwi
учение,228,учениꙗ,Nb,-s---ng--i
и,5,и,C-,---------n
назание,229,назаниꙗ,Nb,-s---ng--i
разумъ,230,разума,Nb,-s---mg--i
твои,165,твоѥго,Ps,2s---mg--i
увы,210,увы,I-,---------n
азъ,211,мнѣ,Pp,1s---md--i
увы,210,увы,I-,---------n
азъ,211,мнѣ,Pp,1s---md--i
како,186,како,Du,---------n
заити,231,заиде,V-,3saia----i
свѣтъ,212,свѣте,Nb,-s---mv--i
мои,213,мои,Ps,1s---mn--i
не,56,не,Df,---------n
быти,23,сущу,V-,-sppamd-si
азъ,211,ми,Pp,1s---md--i
ту,232,ту,Df,---------n
да#2,233,да,Df,---------n
быти,23,быхъ,V-,1saia----i
поне,234,понѣ,Df,---------n
самъ,235,самъ,Pd,-s---mn--i
чьстьныи,236,чьстьное,A-,-s---napwi
твои,165,твоѥ,Ps,2s---na--i
тѣло,203,тѣло,Nb,-s---na--i
свои,175,своима,Pt,3d---fi--i
рука,155,рукама,Nb,-d---fi--i
съпрятати,237,съпрꙗтꙗлъ,V-,-sspamn-si
и,5,и,C-,---------n
гробъ,238,гробу,Nb,-s---md--i
прѣдати,153,предалъ,V-,-sspamn-si
нъ,60,нъ,C-,---------n
то,239,то,Df,---------n
ни,240,ни,C-,---------n
понести,241,понесохъ,V-,1saia----i
красота,78,красоты,Nb,-s---fg--i
мужьство,242,мужьства,Nb,-s---ng--i
тѣло,203,тѣла,Nb,-s---ng--i
твои,165,твоего,Ps,2s---ng--i
ни,240,ни,C-,---------n
съподобити,243,съподобленъ,V-,-suppmn-si
быти,23,быхъ,V-,1saia----i
цѣловати,244,цѣловати,V-,--pna----i
добролѣпьныи,245,добролѣпьныхъ,A-,-p---fgpwi
твои,165,твоихъ,Ps,2p---fg--i
сѣдина,246,сѣдинъ,Nb,-p---fg--i
нъ,60,нъ,C-,---------n
о,247,о,I-,---------n
блаженикъ,248,блажениче,Nb,-s---mv--i
помянути,249,помꙗни,V-,2spma----i
азъ,211,мꙗ,Pp,1s---ma--i
въ,1,въ,R-,---------n
покои,250,покои,Nb,-s---ma--i
твои,165,твои,Ps,2s---ma--i
сьрдьце,170,сьрдьце,Nb,-s---nn--i
азъ,211,ми,Pp,1s---md--i
горѣти,251,горить,V-,3spia----i
душа,252,душа,Nb,-s---fn--i
азъ,211,ми,Pp,1s---md--i
съмыслъ,253,съмыслъ,Nb,-s---ma--i
съмущати,254,съмущаѥть,V-,3spia----i
и,5,и,C-,---------n
не,56,не,Df,---------n
вѣдѣти,255,вѣмь,V-,1spia----i
къ,182,къ,R-,---------n
къто,221,кому,Pi,-s---md--i
обратити,256,ѡбратити,V-,--pna----i
себе,17,сꙗ,Pk,3s---qa--i
и,5,и,C-,---------n
къ,182,къ,R-,---------n
къто,221,кому,Pi,-s---md--i
сии,28,сию,Pd,-s---fa--i
горькыи,257,горькую,A-,-s---fapwi
печаль,140,печаль,Nb,-s---fa--i
простерети,258,простерети,V-,--pna----i
къ,182,къ,R-,---------n
братъ,75,брату,Nb,-s---md--i
ли,259,ли,Du,---------n
иже,39,ѥгоже,Pr,-s---mg--i
быти,23,быхъ,V-,1saia----i
имѣти,54,имѣлъ,V-,-sspamn-si
въ,1,въ,R-,---------n
отьць,14,отьца,Nb,-s---mg--i
мѣсто,260,мѣсто,Nb,-s---na--i
нъ,60,нъ,C-,---------n
тыи,90,тъ,Pd,-s---mn--i
мьнѣти,261,мьню,V-,1spia----i
о,51,о,R-,---------n
суетие,262,суѥтии,Nb,-p---ng--i
мирьскыи,263,мирьскыихъ,A-,-p---ngpwi
поучати,264,поучаѥть,V-,3spia----i
себе,17,сꙗ,Pk,3s---qa--i
и,5,и,C-,---------n
о,51,о,R-,---------n
биение,265,биѥнии,Nb,-s---nl--i
мои,213,моѥмь,Ps,1s---nl--i
помышляти,266,помышлꙗеть,V-,3spia----i
да#2,233,да,Df,---------n
аще,267,аще,G-,---------n
кръвь,268,кръвь,Nb,-s---fa--i
мои,213,мою,Ps,1s---fa--i
пролити,269,пролѣѥть,V-,3spia----i
и,5,и,C-,---------n
на,137,на,R-,---------n
убииство,68,убииство,Nb,-s---na--i
мои,213,моѥ,Ps,1s---na--i
потъщати,270,потъщить,V-,3spia----i
себе,17,сꙗ,Pk,3s---qa--i
мученикъ,9,мученикъ,Nb,-s---mn--i
быти,23,буду,V-,1sfia----i
господь,12,господу,Nb,-s---md--i
мои,213,моѥму,Ps,1s---md--i
азъ,211,азъ,Pp,1s---mn--i
бо,172,бо,Df,---------n
не,56,не,Df,---------n
противити,271,противлю,V-,1spia----i
себе,17,сꙗ,Pk,3s---qa--i
зане,141,зане,G-,---------n
пьсати,272,пишеть,V-,3spia----i
себе,17,сѧ,Pk,3s---qa--i
господь,12,г҃ь,Nb,-s---mn--i
гърдыи,273,гърдыимъ,A-,-p---mdpwi
противити,271,противить,V-,3spia----i
себе,17,сѧ,Pk,3s---qa--i
съмѣреныи,274,съмѣренымъ,A-,-p---mdpwi
же,37,же,Df,---------n
даяти,275,даѥть,V-,3spia----i
благодать,276,бл҃годать,Nb,-s---fa--i
апостолъ,277,апc҇лъ,Nb,-s---mn--i
же,37,же,Df,---------n
иже,39,иже,Pr,-s---mn--i
рещи,18,рече,V-,3saia----i
богъ,278,б҃а,Nb,-s---mg--i
любити,91,люблю,V-,1spia----i
а,50,а,C-,---------n
братъ,75,брата,Nb,-s---mg--i
свои,175,своѥго,Pt,3s---mg--i
ненавидѣти,279,ненавидить,V-,3spia----i
лъжь,280,лъжь,Nb,-s---fn--i
быти,23,ѥсть,V-,3spia----i
и,5,и,C-,---------n
пакы,134,пакы,Df,---------n
боязнь,281,боꙗзни,Nb,-s---fg--i
въ,1,въ,R-,---------n
любы,282,любъви,Nb,-s---fl--i
не быти,48,нѣсть,V-,3spia----i
съвьршеныи,283,съвьршенаꙗ,A-,-s---fnpwi
любы,282,любы,Nb,-s---fn--i
вънъ,284,вънъ,Df,---------n
изметати,285,измещеть,V-,3spia----i
страхъ,286,страхъ,Nb,-s---ma--i
тыи,90,тѣмь,Pd,-s---ni--i
же,37,же,Df,---------n
чьто,287,что,Pi,-s---na--i
рещи,18,реку,V-,1spia----i
или,288,или,C-,---------n
чьто,287,чьто,Pi,-s---na--i
сътворити,166,сътворю,V-,1spia----i
се,111,се,I-,---------n
да#2,233,да,Df,---------n
ити,135,иду,V-,1spia----i
къ,182,къ,R-,---------n
братъ,75,брату,Nb,-s---md--i
мои,213,моѥму,Ps,1s---md--i
и,5,и,C-,---------n
рещи,18,рекѹ,V-,1spia----i
ты,289,тꙑ,Pp,2s---mn--i
азъ,211,ми,Pp,1s---md--i
быти,23,бѹди,V-,2spma----i
отьць,14,оц҃ь,Nb,-s---mn--i
ты,289,тꙑ,Pp,2s---mn--i
азъ,211,ми,Pp,1s---md--i
братъ,75,братъ,Nb,-s---mn--i
и,5,и,C-,---------n
старыи,63,старѣи,A-,-s---mncti
чьто,287,чьто,Pi,-s---na--i
азъ,211,ми,Pp,1s---md--i
велѣти,168,велиши,V-,2spia----i
господь,12,г҃и,Nb,-s---mv--i
мои,213,мои,Ps,1s---mn--i
и,5,и,C-,---------n
