wiki_form|generated_match|lcs_match|match_desinence_idx|lcs_infl_class|oes_lemma|match_code
бытие́||||nt_jo|Nbбытие|0
бытия́||||nt_jo|Nbбытие|0
быти́й||||nt_jo|Nbбытие|0
бытию́||||nt_jo|Nbбытие|0
бытия́м||||nt_jo|Nbбытие|0
бытие́м||||nt_jo|Nbбытие|0
бытия́ми||||nt_jo|Nbбытие|0
бытии́||||nt_jo|Nbбытие|0
бытия́х||||nt_jo|Nbбытие|0
варя́жский||||adj_hard|A-варяжьскыи|0
варя́жское|варяжское|varęžьskoje|43|adj_hard|A-варяжьскыи|1
варя́жская|варяжская|varęžьskajǢ|22|adj_hard|A-варяжьскыи|1
варя́жские|варяжские|varęžьskyję̌|15|adj_hard|A-варяжьскыи|1
варя́жского|варяжского|varęžьskogo|3|adj_hard|A-варяжьскыи|1
варя́жской|варяжской|varęžьskъjь|1|adj_hard|A-варяжьскыи|1
варя́жских|варяжских|varęžьskyxъ|17|adj_hard|A-варяжьскыи|1
варя́жскому|варяжскому|varęžьskomu|4|adj_hard|A-варяжьскыи|1
варя́жским|варяжским|varęžьskymь|6|adj_hard|A-варяжьскыи|1
варя́жскую|варяжскую|varęžьskǫjǫ|23|adj_hard|A-варяжьскыи|1
варя́жскою|варяжскою|varęžьskojǫ|27|adj_hard|A-варяжьскыи|1
варя́жскими|варяжскими|varęžьskymi|20|adj_hard|A-варяжьскыи|1
варя́жском|варяжском|varęžьskomь|5|adj_hard|A-варяжьскыи|1
Васильков|васильков|vasilьkovъ|7|adj_hard|A-васильковъ|1
Василькова|василькова|vasilьkova|8|adj_hard|A-васильковъ|1
Васильковы|васильковы|vasilьkovy|21|adj_hard|A-васильковъ|1
Васильковой|васильковой|vasilьkovъjь|1|adj_hard|A-васильковъ|1
Васильковых|васильковых|vasilьkovyxъ|17|adj_hard|A-васильковъ|1
Василькову|василькову|vasilьkovu|10|adj_hard|A-васильковъ|1
Васильковым|васильковым|vasilьkovymь|6|adj_hard|A-васильковъ|1
Васильковыми|васильковыми|vasilьkovymi|20|adj_hard|A-васильковъ|1
Василькове|василькове|vasilьkově|29|adj_hard|A-васильковъ|1
вверх|вверх|vъvṝxъ|0|non_infl|Dfвъвьрхъ|1
введу́|введу|vъvedǫ|1|11|V-въвести|1
введём|введем|vъvedemъ|7|11|V-въвести|1
введёшь|введешь|vъvedešь|2|11|V-въвести|1
введёте|введете|vъvedete|6|11|V-въвести|1
введёт|введет|vъvedetQ|3|11|V-въвести|1
введу́т|введут|vъvedǫtQ|9|11|V-въвести|1
ввёл|ввел|vъvedlъ|40|11|V-въвести|1
ввели́|ввели|vъvedli|148|11|V-въвести|1
ввела́|ввела|vъvedla|146|11|V-въвести|1
ввело́|ввело|vъvedlo|147|11|V-въвести|1
введёмте||||11|V-въвести|0
введи́|введи|vъvedi|29|11|V-въвести|1
введи́те||||11|V-въвести|0
вве́дший|введший|vъvedъšьjь|150|11|V-въвести|1
введённый|введенный|vъvedenьnъjь|151|11|V-въвести|1
введя́||||11|V-въвести|0
ввести|ввести|vъvesti|43|11|V-въвести|1
ввожу́|ввожу|vъvoђǫ|1|40|V-въводити|1
вво́дим|вводим|vъvodimъ|7|40|V-въводити|1
вво́дишь|вводишь|vъvodišь|2|40|V-въводити|1
вво́дите|вводите|vъvodite|6|40|V-въводити|1
вво́дит|вводит|vъvoditQ|3|40|V-въводити|1
вво́дят|вводят|vъvodętQ|9|40|V-въводити|1
вводи́л|вводил|vъvodilъ|40|40|V-въводити|1
вводи́ли|вводили|vъvodili|148|40|V-въводити|1
вводи́ла|вводила|vъvodila|146|40|V-въводити|1
вводи́ло|вводило|vъvodilo|147|40|V-въводити|1
вводи́|вводи|vъvodi|11|40|V-въводити|1
вводи́те|вводите|vъvodite|6|40|V-въводити|1
вводя́щий|вводящий|vъvodęћьjь|145|40|V-въводити|1
вводи́вший|вводивший|vъvodivъšьjь|150|40|V-въводити|1
вводи́мый|вводимый|vъvodimъjь|152|40|V-въводити|1
вводя́|вводя|vъvodę|36|40|V-въводити|1
вводи́в|вводив|vъvodivъ|39|40|V-въводити|1
вводи́вши|вводивши|vъvodivъši|149|40|V-въводити|1
вводить|вводить|vъvoditi|43|40|V-въводити|1
вдова́|вдова|vьdova|22|fem_a|Nbвьдова|1
вдо́вы|вдовы|vьdovy|24|fem_a|Nbвьдова|1
вдовы́|вдовы|vьdovy|24|fem_a|Nbвьдова|1
вдов|вдов|vьdovъ|38|fem_a|Nbвьдова|1
вдове́|вдове|vьdově|25|fem_a|Nbвьдова|1
вдо́вам|вдовам|vьdovamъ|39|fem_a|Nbвьдова|1
вдову́|вдову|vьdovǫ|23|fem_a|Nbвьдова|1
вдово́й|вдовой|vьdovojǫ|27|fem_a|Nbвьдова|1
вдово́ю|вдовою|vьdovojǫ|27|fem_a|Nbвьдова|1
вдо́вами|вдовами|vьdovami|41|fem_a|Nbвьдова|1
вдо́вах|вдовах|vьdovaxъ|40|fem_a|Nbвьдова|1
вдруг|вдруг|vъdrugъ|0|non_infl|Dfвъдругъ|1
ве́жливый||||adj_hard|A-вѣжьливыи|0
ве́жливое|вежливое|věђьlivoje|43|adj_hard|A-вѣжьливыи|1
ве́жливая|вежливая|věђьlivajǢ|22|adj_hard|A-вѣжьливыи|1
ве́жливые|вежливые|věђьlivyję̌|15|adj_hard|A-вѣжьливыи|1
ве́жливого|вежливого|věђьlivogo|3|adj_hard|A-вѣжьливыи|1
ве́жливой|вежливой|věђьlivъjь|1|adj_hard|A-вѣжьливыи|1
ве́жливых|вежливых|věђьlivyxъ|17|adj_hard|A-вѣжьливыи|1
ве́жливому|вежливому|věђьlivomu|4|adj_hard|A-вѣжьливыи|1
ве́жливым|вежливым|věђьlivymь|6|adj_hard|A-вѣжьливыи|1
ве́жливую|вежливую|věђьlivǫjǫ|23|adj_hard|A-вѣжьливыи|1
ве́жливою|вежливою|věђьlivojǫ|27|adj_hard|A-вѣжьливыи|1
ве́жливыми|вежливыми|věђьlivymi|20|adj_hard|A-вѣжьливыи|1
ве́жливом|вежливом|věђьlivomь|5|adj_hard|A-вѣжьливыи|1
везде|везде|vьśьde|0|non_infl|Dfвьсьдѣ|1
ве́кша|векша|věkъšǢ|22|fem_ja|Nbвѣкъша|1
ве́кши|векши|věkъši|25|fem_ja|Nbвѣкъша|1
векш||||fem_ja|Nbвѣкъша|0
ве́кше|векше|věkъšę̌|24|fem_ja|Nbвѣкъша|1
ве́кшам|векшам|věkъšǢmъ|39|fem_ja|Nbвѣкъша|1
ве́кшу|векшу|věkъšǫ|23|fem_ja|Nbвѣкъша|1
ве́кшей|векшей|věkъšejǫ|27|fem_ja|Nbвѣкъша|1
ве́кшею|векшею|věkъšejǫ|27|fem_ja|Nbвѣкъша|1
ве́кшами|векшами|věkъšǢmi|41|fem_ja|Nbвѣкъша|1
ве́кшах|векшах|věkъšǢxъ|40|fem_ja|Nbвѣкъша|1
вели́чие||||nt_jo|Nbвеличие|0
вели́чия||||nt_jo|Nbвеличие|0
вели́чий||||nt_jo|Nbвеличие|0
вели́чию||||nt_jo|Nbвеличие|0
вели́чиям||||nt_jo|Nbвеличие|0
вели́чием||||nt_jo|Nbвеличие|0
вели́чиями||||nt_jo|Nbвеличие|0
вели́чии||||nt_jo|Nbвеличие|0
вели́чиях||||nt_jo|Nbвеличие|0
вели́чество||||nt_o|Nbвеличьство|0
вели́чества||||nt_o|Nbвеличьство|0
вели́честв|величеств|veličьstvъ|59|nt_o|Nbвеличьство|1
вели́честву||||nt_o|Nbвеличьство|0
вели́чествам||||nt_o|Nbвеличьство|0
вели́чеством||||nt_o|Nbвеличьство|0
вели́чествами||||nt_o|Nbвеличьство|0
вели́честве||||nt_o|Nbвеличьство|0
вели́чествах||||nt_o|Nbвеличьство|0
вельми|вельми|velьmi|0|non_infl|Dfвельми|1
вельмо́жа|вельможа|velьmožǢ|22|fem_ja|Nbвельможа|1
вельмо́жи|вельможи|velьmoži|25|fem_ja|Nbвельможа|1
вельмо́ж|вельмож|velьmožь|38|fem_ja|Nbвельможа|1
вельмо́же|вельможе|velьmožę̌|24|fem_ja|Nbвельможа|1
вельмо́жам|вельможам|velьmožǢmъ|39|fem_ja|Nbвельможа|1
вельмо́жу|вельможу|velьmožǫ|23|fem_ja|Nbвельможа|1
вельмо́жей|вельможей|velьmožejǫ|27|fem_ja|Nbвельможа|1
вельмо́жею|вельможею|velьmožejǫ|27|fem_ja|Nbвельможа|1
вельмо́жами|вельможами|velьmožǢmi|41|fem_ja|Nbвельможа|1
вельмо́жах|вельможах|velьmožǢxъ|40|fem_ja|Nbвельможа|1
вене́ц|венец|věnьkь|1|masc_o_PV3|Nbвѣньць|1
венцы́|венцы|věnьki|5|masc_o_PV3|Nbвѣньць|1
венца́|венца|věnьka|3|masc_o_PV3|Nbвѣньць|1
венцо́в|венцов|věnьkevъ|17|masc_o_PV3|Nbвѣньць|1
венцу́|венцу|věnьku|4|masc_o_PV3|Nbвѣньць|1
венца́м|венцам|věnьkamъ|18|masc_o_PV3|Nbвѣньць|1
венцо́м|венцом|věnьkEmь|6|masc_o_PV3|Nbвѣньць|1
венца́ми|венцами|věnьkami|20|masc_o_PV3|Nbвѣньць|1
венце́|венце|věnьkę̌|16|masc_o_PV3|Nbвѣньць|1
венца́х|венцах|věnьkaxъ|19|masc_o_PV3|Nbвѣньць|1
верблю́д||||masc_o|Nbвельблудъ|0
верблю́ды||||masc_o|Nbвельблудъ|0
верблю́да||||masc_o|Nbвельблудъ|0
верблю́дов||||masc_o|Nbвельблудъ|0
верблю́ду||||masc_o|Nbвельблудъ|0
верблю́дам||||masc_o|Nbвельблудъ|0
верблю́дом||||masc_o|Nbвельблудъ|0
верблю́дами||||masc_o|Nbвельблудъ|0
верблю́де||||masc_o|Nbвельблудъ|0
верблю́дах||||masc_o|Nbвельблудъ|0
вербница|вербница|vṝbьnika|22|fem_a_PV3|Nbвьрбьница|1
ве́рбный||||adj_hard|A-вьрбьныи|0
ве́рбное|вербное|vṝbьnoje|43|adj_hard|A-вьрбьныи|1
ве́рбная|вербная|vṝbьnajǢ|22|adj_hard|A-вьрбьныи|1
ве́рбные|вербные|vṝbьnyję̌|15|adj_hard|A-вьрбьныи|1
ве́рбного|вербного|vṝbьnogo|3|adj_hard|A-вьрбьныи|1
ве́рбной|вербной|vṝbьnъjь|1|adj_hard|A-вьрбьныи|1
ве́рбных|вербных|vṝbьnyxъ|17|adj_hard|A-вьрбьныи|1
ве́рбному|вербному|vṝbьnomu|4|adj_hard|A-вьрбьныи|1
ве́рбным|вербным|vṝbьnymь|6|adj_hard|A-вьрбьныи|1
ве́рбную|вербную|vṝbьnǫjǫ|23|adj_hard|A-вьрбьныи|1
ве́рбною|вербною|vṝbьnojǫ|27|adj_hard|A-вьрбьныи|1
ве́рбными|вербными|vṝbьnymi|20|adj_hard|A-вьрбьныи|1
ве́рбном|вербном|vṝbьnomь|5|adj_hard|A-вьрбьныи|1
ве́рбен|вербен|vṝbьnъ|7|adj_hard|A-вьрбьныи|1
ве́рбно|вербно|vṝbьno|49|adj_hard|A-вьрбьныи|1
ве́рбна|вербна|vṝbьna|8|adj_hard|A-вьрбьныи|1
ве́рбны|вербны|vṝbьny|21|adj_hard|A-вьрбьныи|1
венча́ю|венчаю|věnьčǢjǫ|1|54|V-вѣньчати|1
венча́ем|венчаем|věnьčǢjemъ|7|54|V-вѣньчати|1
венча́ешь|венчаешь|věnьčǢješь|2|54|V-вѣньчати|1
венча́ете|венчаете|věnьčǢjete|6|54|V-вѣньчати|1
венча́ет|венчает|věnьčǢjetQ|3|54|V-вѣньчати|1
венча́ют|венчают|věnьčǢjǫtQ|9|54|V-вѣньчати|1
венча́л|венчал|věnьčǢlъ|40|54|V-вѣньчати|1
венча́ли|венчали|věnьčǢli|148|54|V-вѣньчати|1
венча́ла|венчала|věnьčǢla|146|54|V-вѣньчати|1
венча́ло|венчало|věnьčǢlo|147|54|V-вѣньчати|1
венча́й||||54|V-вѣньчати|0
венча́йте||||54|V-вѣньчати|0
венча́ющий|венчающий|věnьčǢjǫћьjь|145|54|V-вѣньчати|1
венча́вший|венчавший|věnьčǢvъšьjь|150|54|V-вѣньчати|1
венча́емый|венчаемый|věnьčǢjemъjь|152|54|V-вѣньчати|1
ве́нчанный|венчанный|věnьčǢnьnъjь|151|54|V-вѣньчати|1
венча́я|венчая|věnьčǢję|37|54|V-вѣньчати|1
венча́в|венчав|věnьčǢvъ|39|54|V-вѣньчати|1
венча́вши|венчавши|věnьčǢvъši|149|54|V-вѣньчати|1
венчать|венчать|věnьčǢti|43|54|V-вѣньчати|1
ве́рный||||adj_hard|A-вѣрьныи|0
ве́рное|верное|věrьnoje|43|adj_hard|A-вѣрьныи|1
ве́рная|верная|věrьnajǢ|22|adj_hard|A-вѣрьныи|1
ве́рные|верные|věrьnyję̌|15|adj_hard|A-вѣрьныи|1
ве́рного|верного|věrьnogo|3|adj_hard|A-вѣрьныи|1
ве́рной|верной|věrьnъjь|1|adj_hard|A-вѣрьныи|1
ве́рных|верных|věrьnyxъ|17|adj_hard|A-вѣрьныи|1
ве́рному|верному|věrьnomu|4|adj_hard|A-вѣрьныи|1
ве́рным|верным|věrьnymь|6|adj_hard|A-вѣрьныи|1
ве́рную|верную|věrьnǫjǫ|23|adj_hard|A-вѣрьныи|1
ве́рною|верною|věrьnojǫ|27|adj_hard|A-вѣрьныи|1
ве́рными|верными|věrьnymi|20|adj_hard|A-вѣрьныи|1
ве́рном|верном|věrьnomь|5|adj_hard|A-вѣрьныи|1
ве́рен|верен|věrьnъ|7|adj_hard|A-вѣрьныи|1
ве́рно|верно|věrьno|49|adj_hard|A-вѣрьныи|1
верна́|верна|věrьna|8|adj_hard|A-вѣрьныи|1
ве́рны́|верны|věrьny|21|adj_hard|A-вѣрьныи|1
верно|верно|věrьno|0|non_infl|Dfвѣрьно|1
верста́|верста|vṝsta|22|fem_a|Nbвьрста|1
ве́рсты|версты|vṝsty|24|fem_a|Nbвьрста|1
версты́|версты|vṝsty|24|fem_a|Nbвьрста|1
верст|верст|vṝstъ|38|fem_a|Nbвьрста|1
версте́|версте|vṝstě|25|fem_a|Nbвьрста|1
ве́рстам|верстам|vṝstamъ|39|fem_a|Nbвьрста|1
версту́|версту|vṝstǫ|23|fem_a|Nbвьрста|1
версто́й|верстой|vṝstojǫ|27|fem_a|Nbвьрста|1
версто́ю|верстою|vṝstojǫ|27|fem_a|Nbвьрста|1
ве́рстами|верстами|vṝstami|41|fem_a|Nbвьрста|1
ве́рстах|верстах|vṝstaxъ|40|fem_a|Nbвьрста|1
верх|верх|vṝxъ|1|masc_u|Nbвьрхъ|1
верхи́|верхи|vṝxy|8|masc_u|Nbвьрхъ|1
ве́рха|верха|vṝxa|3|masc_u|Nbвьрхъ|1
верхо́в|верхов|vṝxovъ|17|masc_u|Nbвьрхъ|1
ве́рху|верху|vṝxu|3|masc_u|Nbвьрхъ|1
верха́м|верхам|vṝxamъ|18|masc_u|Nbвьрхъ|1
ве́рхом|верхом|vṝxъmь|6|masc_u|Nbвьрхъ|1
верха́ми|верхами|vṝxami|20|masc_u|Nbвьрхъ|1
ве́рхе|верхе|vṝxě|5|masc_u|Nbвьрхъ|1
верха́х|верхах|vṝxaxъ|19|masc_u|Nbвьрхъ|1
верху́|верху|vṝxu|3|masc_u|Nbвьрхъ|1
ве́рхний||||adj_soft|A-вьрхънии|0
ве́рхнее|верхнее|vṝxъńeje|43|adj_soft|A-вьрхънии|1
ве́рхняя|верхняя|vṝxъńǢjǢ|22|adj_soft|A-вьрхънии|1
ве́рхние|верхние|vṝxъńiję̌|15|adj_soft|A-вьрхънии|1
ве́рхнего|верхнего|vṝxъńego|3|adj_soft|A-вьрхънии|1
ве́рхней|верхней|vṝxъńьjь|1|adj_soft|A-вьрхънии|1
ве́рхних|верхних|vṝxъńixъ|17|adj_soft|A-вьрхънии|1
ве́рхнему|верхнему|vṝxъńemu|4|adj_soft|A-вьрхънии|1
ве́рхним|верхним|vṝxъńimь|6|adj_soft|A-вьрхънии|1
ве́рхнюю|верхнюю|vṝxъńǫjǫ|23|adj_soft|A-вьрхънии|1
ве́рхнею|верхнею|vṝxъńejǫ|27|adj_soft|A-вьрхънии|1
ве́рхними|верхними|vṝxъńimi|20|adj_soft|A-вьрхънии|1
ве́рхнем|верхнем|vṝxъńemь|5|adj_soft|A-вьрхънии|1
весе́лье|веселье|veselьje|43|nt_jo|Nbвеселие|1
весе́лья|веселья|veselьjǢ|45|nt_jo|Nbвеселие|1
весе́лий||||nt_jo|Nbвеселие|0
весе́лью|веселью|veselьju|46|nt_jo|Nbвеселие|1
весе́льям|весельям|veselьjǢmъ|60|nt_jo|Nbвеселие|1
весе́льем|весельем|veselьjEmь|48|nt_jo|Nbвеселие|1
весе́льями|весельями|veselьjǢmi|62|nt_jo|Nbвеселие|1
весе́льях|весельях|veselьjǢxъ|61|nt_jo|Nbвеселие|1
весь|весь|vьxь|1|vьxь|Pxвьсь|1
всё|все|vьxę̌|16|vьxь|Pxвьсь|1
вся́|вся|vьxa|22|vьxь|Pxвьсь|1
все́|все|vьxę̌|16|vьxь|Pxвьсь|1
всего́|всего|vьxego|3|vьxь|Pxвьсь|1
все́й|всей|vьxejь|25|vьxь|Pxвьсь|1
все́х|всех|vьxěxъ|17|vьxь|Pxвьсь|1
всему́|всему|vьxemu|4|vьxь|Pxвьсь|1
все́м|всем|vьxemь|5|vьxь|Pxвьсь|1
всю́|всю|vьxǫ|23|vьxь|Pxвьсь|1
все́ю|всею|vьxejǫ|27|vьxь|Pxвьсь|1
все́ми|всеми|vьxěmi|20|vьxь|Pxвьсь|1
всём|всем|vьxemь|5|vьxь|Pxвьсь|1
весь|весь|vьsь|22|fem_i|Nbвьсь|1
ве́си||||fem_i|Nbвьсь|0
ве́сей||||fem_i|Nbвьсь|0
ве́сям||||fem_i|Nbвьсь|0
ве́сью|весью|vьsьjǫ|27|fem_i|Nbвьсь|1
ве́сями||||fem_i|Nbвьсь|0
ве́сях||||fem_i|Nbвьсь|0
весьма|||||Dfвьсьма|0
ве́треный||||adj_soft|A-вѣтрьнии|0
ве́треное||||adj_soft|A-вѣтрьнии|0
ве́треная||||adj_soft|A-вѣтрьнии|0
ве́треные||||adj_soft|A-вѣтрьнии|0
ве́треного||||adj_soft|A-вѣтрьнии|0
ве́треной||||adj_soft|A-вѣтрьнии|0
ве́треных||||adj_soft|A-вѣтрьнии|0
ве́треному||||adj_soft|A-вѣтрьнии|0
ве́треным||||adj_soft|A-вѣтрьнии|0
ве́треную||||adj_soft|A-вѣтрьнии|0
ве́треною||||adj_soft|A-вѣтрьнии|0
ве́треными||||adj_soft|A-вѣтрьнии|0
ве́треном||||adj_soft|A-вѣтрьнии|0
ве́трен||||adj_soft|A-вѣтрьнии|0
ве́трено||||adj_soft|A-вѣтрьнии|0
ве́трена||||adj_soft|A-вѣтрьнии|0
ве́трены||||adj_soft|A-вѣтрьнии|0
вече́рня|вечерня|večerьńǢ|22|fem_ja|Nbвечерьня|1
вече́рни|вечерни|večerьńi|25|fem_ja|Nbвечерьня|1
вече́рен||||fem_ja|Nbвечерьня|0
вече́рне|вечерне|večerьńę̌|24|fem_ja|Nbвечерьня|1
вече́рням|вечерням|večerьńǢmъ|39|fem_ja|Nbвечерьня|1
вече́рню|вечерню|večerьńǫ|23|fem_ja|Nbвечерьня|1
вече́рней|вечерней|večerьńejǫ|27|fem_ja|Nbвечерьня|1
вече́рнею|вечернею|večerьńejǫ|27|fem_ja|Nbвечерьня|1
вече́рнями|вечернями|večerьńǢmi|41|fem_ja|Nbвечерьня|1
вече́рнях|вечернях|večerьńǢxъ|40|fem_ja|Nbвечерьня|1
ве́чный||||adj_hard|A-вѣчьныи#1|0
ве́чное|вечное|věčьnoje|43|adj_hard|A-вѣчьныи#1|1
ве́чная|вечная|věčьnajǢ|22|adj_hard|A-вѣчьныи#1|1
ве́чные|вечные|věčьnyję̌|15|adj_hard|A-вѣчьныи#1|1
ве́чного|вечного|věčьnogo|3|adj_hard|A-вѣчьныи#1|1
ве́чной|вечной|věčьnъjь|1|adj_hard|A-вѣчьныи#1|1
ве́чных|вечных|věčьnyxъ|17|adj_hard|A-вѣчьныи#1|1
ве́чному|вечному|věčьnomu|4|adj_hard|A-вѣчьныи#1|1
ве́чным|вечным|věčьnymь|6|adj_hard|A-вѣчьныи#1|1
ве́чную|вечную|věčьnǫjǫ|23|adj_hard|A-вѣчьныи#1|1
ве́чною|вечною|věčьnojǫ|27|adj_hard|A-вѣчьныи#1|1
ве́чными|вечными|věčьnymi|20|adj_hard|A-вѣчьныи#1|1
ве́чном|вечном|věčьnomь|5|adj_hard|A-вѣчьныи#1|1
ве́чен|вечен|věčьnъ|7|adj_hard|A-вѣчьныи#1|1
ве́чно|вечно|věčьno|49|adj_hard|A-вѣчьныи#1|1
ве́чна|вечна|věčьna|8|adj_hard|A-вѣчьныи#1|1
ве́чны|вечны|věčьny|21|adj_hard|A-вѣчьныи#1|1
ве́тхий||||adj_hard|A-ветъхыи|0
ве́тхое|ветхое|vetъxoje|43|adj_hard|A-ветъхыи|1
ве́тхая|ветхая|vetъxajǢ|22|adj_hard|A-ветъхыи|1
ве́тхие|ветхие|vetъxyję̌|15|adj_hard|A-ветъхыи|1
ве́тхого|ветхого|vetъxogo|3|adj_hard|A-ветъхыи|1
ве́тхой|ветхой|vetъxъjь|1|adj_hard|A-ветъхыи|1
ве́тхих|ветхих|vetъxyxъ|17|adj_hard|A-ветъхыи|1
ве́тхому|ветхому|vetъxomu|4|adj_hard|A-ветъхыи|1
ве́тхим|ветхим|vetъxymь|6|adj_hard|A-ветъхыи|1
ве́тхую|ветхую|vetъxǫjǫ|23|adj_hard|A-ветъхыи|1
ве́тхою|ветхою|vetъxojǫ|27|adj_hard|A-ветъхыи|1
ве́тхими|ветхими|vetъxymi|20|adj_hard|A-ветъхыи|1
ве́тхом|ветхом|vetъxomь|5|adj_hard|A-ветъхыи|1
ве́тх||||adj_hard|A-ветъхыи|0
ве́тхо|ветхо|vetъxo|49|adj_hard|A-ветъхыи|1
ветха́|ветха|vetъxa|8|adj_hard|A-ветъхыи|1
ве́тхи|ветхи|vetъxy|21|adj_hard|A-ветъхыи|1
ве́че|вече|věћe|43|nt_jo|Nbвѣче|1
ве́ча|веча|věћǢ|45|nt_jo|Nbвѣче|1
ве́ч|веч|věћь|59|nt_jo|Nbвѣче|1
ве́чей||||nt_jo|Nbвѣче|0
ве́чу|вечу|věћu|46|nt_jo|Nbвѣче|1
ве́чам|вечам|věћǢmъ|60|nt_jo|Nbвѣче|1
ве́чем|вечем|věћEmь|48|nt_jo|Nbвѣче|1
ве́чами|вечами|věћǢmi|62|nt_jo|Nbвѣче|1
ве́чах|вечах|věћǢxъ|61|nt_jo|Nbвѣче|1
вече́рний||||adj_soft|A-вечерьнии|0
вече́рнее|вечернее|večerьńeje|43|adj_soft|A-вечерьнии|1
вече́рняя|вечерняя|večerьńǢjǢ|22|adj_soft|A-вечерьнии|1
вече́рние|вечерние|večerьńiję̌|15|adj_soft|A-вечерьнии|1
вече́рнего|вечернего|večerьńego|3|adj_soft|A-вечерьнии|1
вече́рней|вечерней|večerьńьjь|1|adj_soft|A-вечерьнии|1
вече́рних|вечерних|večerьńixъ|17|adj_soft|A-вечерьнии|1
вече́рнему|вечернему|večerьńemu|4|adj_soft|A-вечерьнии|1
вече́рним|вечерним|večerьńimь|6|adj_soft|A-вечерьнии|1
вече́рнюю|вечернюю|večerьńǫjǫ|23|adj_soft|A-вечерьнии|1
вече́рнею|вечернею|večerьńejǫ|27|adj_soft|A-вечерьнии|1
вече́рними|вечерними|večerьńimi|20|adj_soft|A-вечерьнии|1
вече́рнем|вечернем|večerьńemь|5|adj_soft|A-вечерьнии|1
вече́рен||||adj_soft|A-вечерьнии|0
вече́рне|вечерне|večerьńe|49|adj_soft|A-вечерьнии|1
вече́рня|вечерня|večerьńǢ|8|adj_soft|A-вечерьнии|1
вече́рни|вечерни|večerьńi|21|adj_soft|A-вечерьнии|1
взбешу́|взбешу|vъzběšǫ|1|40|V-възбѣсити|1
взбе́сим|взбесим|vъzběsimъ|7|40|V-възбѣсити|1
взбе́сишь|взбесишь|vъzběsišь|2|40|V-възбѣсити|1
взбе́сите|взбесите|vъzběsite|6|40|V-възбѣсити|1
взбе́сит|взбесит|vъzběsitQ|3|40|V-възбѣсити|1
взбе́сят|взбесят|vъzběsętQ|9|40|V-възбѣсити|1
взбеси́л|взбесил|vъzběsilъ|40|40|V-възбѣсити|1
взбеси́ли|взбесили|vъzběsili|148|40|V-възбѣсити|1
взбеси́ла|взбесила|vъzběsila|146|40|V-възбѣсити|1
взбеси́ло|взбесило|vъzběsilo|147|40|V-възбѣсити|1
взбе́симте||||40|V-възбѣсити|0
взбеси́|взбеси|vъzběsi|11|40|V-възбѣсити|1
взбеси́те|взбесите|vъzběsite|6|40|V-възбѣсити|1
взбеси́вший|взбесивший|vъzběsivъšьjь|150|40|V-възбѣсити|1
взбешённый|взбешенный|vъzběšenьnъjь|151|40|V-възбѣсити|1
взбеси́в|взбесив|vъzběsivъ|39|40|V-възбѣсити|1
взбеси́вши|взбесивши|vъzběsivъši|149|40|V-възбѣсити|1
взбесить|взбесить|vъzběsiti|43|40|V-възбѣсити|1
вздохну́||||21|V-въздъхнути|0
вздохнём||||21|V-въздъхнути|0
вздохнёшь||||21|V-въздъхнути|0
вздохнёте||||21|V-въздъхнути|0
вздохнёт||||21|V-въздъхнути|0
вздохну́т||||21|V-въздъхнути|0
вздохну́л||||21|V-въздъхнути|0
вздохну́ли||||21|V-въздъхнути|0
вздохну́ла||||21|V-въздъхнути|0
вздохну́ло||||21|V-въздъхнути|0
вздохнёмте||||21|V-въздъхнути|0
вздохни́||||21|V-въздъхнути|0
вздохни́те||||21|V-въздъхнути|0
вздохну́вший||||21|V-въздъхнути|0
вздохну́в||||21|V-въздъхнути|0
вздохну́вши||||21|V-въздъхнути|0
вздохнуть||||21|V-въздъхнути|0
взо́р|взор|vъzorъ|1|masc_o|Nbвъзоръ|1
взо́ры|взоры|vъzory|16|masc_o|Nbвъзоръ|1
взо́ра|взора|vъzora|3|masc_o|Nbвъзоръ|1
взо́ров|взоров|vъzorovъ|17|masc_o|Nbвъзоръ|1
взо́ру|взору|vъzoru|4|masc_o|Nbвъзоръ|1
взо́рам|взорам|vъzoramъ|18|masc_o|Nbвъзоръ|1
взо́ром|взором|vъzorOmь|6|masc_o|Nbвъзоръ|1
взо́рами|взорами|vъzorami|20|masc_o|Nbвъзоръ|1
взо́ре|взоре|vъzorě|5|masc_o|Nbвъзоръ|1
взо́рах|взорах|vъzoraxъ|19|masc_o|Nbвъзоръ|1
вздыха́ние||||nt_jo|Nbвъздыхание|0
вздыха́ния||||nt_jo|Nbвъздыхание|0
вздыха́ний||||nt_jo|Nbвъздыхание|0
вздыха́нию||||nt_jo|Nbвъздыхание|0
вздыха́ниям||||nt_jo|Nbвъздыхание|0
вздыха́нием||||nt_jo|Nbвъздыхание|0
вздыха́ниями||||nt_jo|Nbвъздыхание|0
вздыха́нии||||nt_jo|Nbвъздыхание|0
вздыха́ниях||||nt_jo|Nbвъздыхание|0
взира́ю|взираю|vъzirajǫ|1|54|V-възирати|1
взира́ем|взираем|vъzirajemъ|7|54|V-възирати|1
взира́ешь|взираешь|vъziraješь|2|54|V-възирати|1
взира́ете|взираете|vъzirajete|6|54|V-възирати|1
взира́ет|взирает|vъzirajetQ|3|54|V-възирати|1
взира́ют|взирают|vъzirajǫtQ|9|54|V-възирати|1
взира́л|взирал|vъziralъ|40|54|V-възирати|1
взира́ли|взирали|vъzirali|148|54|V-възирати|1
