2508 68,ліва|нъ
15,і
6320 20 147,зму|р|нѫ
15,і
3821,отъвѣтъ
7220,пріемъше
39,въ
3010,сьнѣ
46,не
4176,възвратішѧ
57,сѧ
260,кь
6044,іродоу
68,нъ
3238,інѣмъ
369 4531,пѫ|темъ
4908,отідѫ
39,въ
1940,странѫ
552,своѭ
11 381 1393,о|шедъ|шемъ
1125 8 1523,влъ|х|вомъ
76,се
2117,англъ
2153,гнь
1012,ѣві
57,сѧ
39,въ
3883,сънѣ
5974,іосіфоу
349,глѧ
1159,въставъ
51 795,по|імі
1641,отрочѧ
15,і
13 434,м|трь
101,его
15,і
2348,бѣжі
39,въ
3065 210,егуп|етъ
15,і
863,бѫді
248,тоу
2863,доідеже
992,рекѫ
58,ті
1207,хоштетъ
66,бо
2088,іродъ
4963,іскаті
7115,отрочѧте
55,да
1384,погоубітъ
10,е
11 2140 13,о|шедъше|м
274,онъ
41,же
1159,въставъ
2656,поѧтъ
1641,отрочѧ
15,і
13 326,м|тръ
101,его
2271,ноштіѭ
15,і
1156,отіде
39,въ
3065 210,егуп|етъ
15,і
103,бѣ
248,тоу
90,до
37 715 70 32,оу|мрът|ві|ѣ
5484 689,іро|дова
55,да
3668,събѫдетъ
57,сѧ
2731,реченое
179,от
152,га
7439,прркмъ
7440,глштемъ
179,от
3065 116,егуп|та
2447 62,възъва|хъ
323,снъ
250,моі
781,тогда
2088,іродъ
551,відѣвъ
85,ѣко
3090 68,порѫга|нъ
648,бъіс
74,отъ
1125 6277,влъ|хвъ
5078,ізбі
2173,всѧ
7211,отрокъі
4277,сѫштѧѧ
39,въ
5520 2608,віѳле|емі
15,і
39,въ
1848,всѣхъ
108 5500,прѣ|дѣлѣхъ
755,еѧ
74,отъ
3727,двою
3135,лѣтоу
15,і
43 41,ні|же
51,по
3135,лѣтоу
234,еже
2973,іспъіта
74,отъ
1125 6277,влъ|хвъ
781,тогда
53 648,съ|бъіс
57,сѧ
2731,реченое
495 89 658,іере|мі|емь
7439,прркмъ
7440,глштемъ
3020,глас
39,въ
7245,рамѣ
271 68,слъіша|нъ
648,бъіс
2976,плачь
15,і
4615 161,ръіда|ніе
15,і
39 483,въ|пль
4423,многь
54 1824 134,ра|хі|ль
5481,плачѫшті
57,сѧ
2282,чѧдъ
681,своіхъ
15,і
46,не
1208,хотѣаше
1820 2619,оутѣ|шіті
57,сѧ
85,ѣко
46,не
329,сѫтъ
4059 20 283,оуме|р|шоу
41,же
6044,іродоу
76,се
2117,англъ
1863,гнъ
39,въ
3010,сьнѣ
1012,ѣві
57,сѧ
5974,іосіфоу
39,въ
7633,егуптѣ
349,глѧ
1159,въставъ
51 795,по|імі
1641,отрочѧ
15,і
378,мрь
101,его
15,і
729,іді
39,въ
1191,землѭ
7497 263,ізл|вѫ
144 13 390,із|м|рѣшѧ
66,бо
2021 486,іскѫ|штіі
1583,дшѧ
7115,отрочѧте
274,онъ
41,же
1159,въставъ
2656,поѧтъ
1641,отрочѧ
15,і
13 326,м|тръ
101,его
15,і
1615,въніде
39,въ
1191,землѭ
144 119 263,із|ле|вѫ
786,слъішавъ
41,же
85,ѣко
5535 56 15,архі|ла|і
391 515 210,цр|ствоу|етъ
39,въ
886,іюдеі
39,въ
7090,ірода
589,мѣсто
540,оца
432,своего
1381,оубоѣ
57,сѧ
2033,тамо
739,іті
3531,вѣсть
41,же
1538,пріемъ
39,въ
3883,сънѣ
1156,отіде
39,въ
1940,странѫ
808 2021,галіле|іскѫ
15,і
747,прішедъ
5075,въселі
57,сѧ
39,въ
532,градъ
2499,наріцаемъі
5015,назаретъ
55,да
3668,събѫдетъ
57,сѧ
2731,реченое
7439,прркмъ
85,ѣко
3576 15,назаре|і
3036,наречетъ
57,сѧ
335,пріде
1055,іоанъ
825 42 134,кр|ст|ль
2892,проповѣдаѧ
39,въ
1402,поустъіні
2213 55 9 1952,іер|да|н|стѣі
349,глѧ
446 340,пока|іте
57,сѧ
1415,прібліжі
66,бо
57,сѧ
2392,црство
9 156 131 373,н|бе|сь|ное
131,сь
66,бо
140,естъ
120 328,рече|нъіі
2401 287,ісаі|емъ
7439,прркмъ
7440,глштемъ
3020,глас
1771 2101,въпі|ѭштааго
39,въ
1402,поустъіні
7841,оуготоваіте
881,пѫть
2153,гнь
5099,правъі
1182,творіте
5970,стьзѧ
101,его
125 913,са|мже
1055,іоанъ
1653,імѣаше
3021,різѫ
552,своѭ
179,от
7767,власъ
3866 597,вельбѫ|ждъ
15,і
1700 53,поѣ|съ
37 22 235 68,оу|с|ніѣ|нъ
11,о
1150 315 62,чрѣ|слѣ|хъ
681,своіхъ
4820,ѣдь
41,же
101,его
103,бѣ
16 1712 73,а|крі|ді
15,і
137 95,ме|дъ
73 1249,ді|віі
781,тогда
3771,ісхождааше
260,кь
320,немоу
1102,весь
5909,іерлмъ
15,і
886,іюдеі
15,і
514,всѣ
238 47,стра|на
2213 55 9 393,іер|да|н|ска
15,і
825 128 158,кр|шта|хѫ
57,сѧ
179,от
423,него
39,въ
2213 4630 1952,іер|данъ|стѣі
6556,рѣцѣ
8018,ісповѣдаѭште
1605,грѣхъі
503,своѧ
551,відѣвъ
41,же
708,многъі
534 2455,фарі|сеѧ
15,і
7198 755,садоук|еѧ
972 285,грѧдѫ|штѧ
47,на
825 1203,кр|штеніе
101,его
120,рече
114,імъ
2717 601,іштѧ|діѣ
6822 95 1702,ехі|дъ|нова
293,кто
1123,съказа
207,вамъ
4347,бѣжаті
179,от
7840,грѧдѫштааго
770,гнѣва
2330,сътворіте
180,оубо
3826,плодъі
6988,достоінъі
6058,покаанію
15,і
46,не
3297 340,начіна|іте
1180,глаті
39,въ
355,себѣ
540,оца
977,імамъ
4259,авраама
221,глѭ
66,бо
207,вамъ
85,ѣко
606,можетъ
189,бъ
179,от
6591,каменіѣ
275,сего
2050 3570,въздві|гнѫті
1284,чѧда
5293,авраамоу
1075,юже
66,бо
15,і
76 130 54,се|къі|ра
78,прі
1818 43,коре|ні
3500,дрѣва
3183,лежітъ
2768,всѣко
180,оубо
1292,дрѣво
234,еже
46,не
877,творітъ
1370,плода
1528,добра
2048 97 1878,посѣ|ка|емо
3496,бъіваетъ
15,і
39,въ
4739,огнъ
4056 1878,въмѣта|емо
231,азъ
180,оубо
825 3458,кр|штаѭ
138,въі
2892,проповѣдаѧ
3513,покааніе
1364,грѧдъі
41,же
51,по
490,мнѣ
7939,крѣплеі
227,мене
140,естъ
855,емоуже
1904,нѣсмъ
854,достоі
6664,сапогоу
4040 115,поне|сті
38,тъ
138,въі
825 2041,кр|стітъ
2545,дхмъ
42 13,ст|м
335,пріде
257,ісъ
179,от
2787,галілеѧ
47,на
2213 4630,іер|данъ
2883 31,кръсті|т
57,сѧ
179,от
423,него
335,пріде
99,іс
179,от
16 82 116,а|ре|та
808 6139,галіле|іскааго
15,і
4621,крсті
57,сѧ
11,о
1286,іоана
39,въ
10 3102 96,е|рда|нѣ
1055,іоанъ
41,же
5501 3705,възбра|нѣаше
118,емоу
349,глѧ
231,азъ
1326 2,трѣбоу|ѭ
81 30 2,то|б|ѭ
825 1570,кр|стіті
57,сѧ
16,а
183,тъі
61,лі
410 3131,грѧ|деші
260,кь
1954,мънѣ
4866,отвѣштавъ
41,же
257,ісъ
120,рече
260,кь
320,немоу
4286,остані
379,нъінѣ
244,тако
66,бо
1883 69,подоб|но
140,естъ
376,намъ
792 1331,ісплъ|ніті
2522 2,вс|ѭ
2709,правьдѫ
781,тогда
15,і
549,оставі
348 509,кръ|штъ
41,же
57,сѧ
257,ісъ
4377,възіде
502,абіе
74,отъ
1158,водъі
15,і
76,се
7516,отврѣсѧ
57,сѧ
118,емоу
4117,нбса
15,і
196,відѣ
651,дхъ
657,бжіі
2553 509,съходѧ|штъ
85,ѣко
2775 189,голѫ|бъ
15,і
6636,грѧдѫшть
47,на
104,нь
15,і
502,абіе
2492,въсходѧ
179,от
1158,водъі
196,відѣ
174 4054 128,раз|водѧ|шта
57,сѧ
4117,нбса
15,і
651,дхъ
85,ѣко
7142,голѫбь
2553 509,съходѧ|штъ
47,на
104,нь
15,і
76,се
3020,глас
53,съ
1425,нбсе
349,глѧ
131,сь
140,естъ
323,снъ
250,моі
3143 328,възлюбле|нъіі
11,о
3384,немъже
7937,благоволіхъ
15,і
3020,глас
648,бъіс
53,съ
1425,нбсе
183,тъі
243,есі
323,снъ
250,моі
143 157 156 328,въз|лю|бе|нъіі
11,о
280,тебѣ
7937,благоволіхъ
4953 68,възведе|нъ
648,бъіс
99,іс
2545,дхмъ
39,въ
4193,поустъінѭ
3554 38,іскоусі|тъ
57,сѧ
179,от
4237,діѣвола
15,і
2596,пості
57,сѧ
1042,дьніі
12,к
15,і
69 486,но|штіі
12,к
65,те
769 73,послѣ|ді
41,же
732 5097,възь|алка
15,і
3428,прістѫпль
3554 394,іскоусі|тель
120,рече
118,емоу
163,аште
323,снъ
243,есі
657,бжіі
1140,рьці
55,да
2859,каменіе
76,се
454 142,хлѣ|бі
1113 31,бѫдѫ|т
274,онъ
41,же
17 3039,в|ставъ
120,рече
1946,пісано
140,естъ
46,не
11,о
454 103,хлѣ|бѣ
6113,едіномъ
1196,жівъ
272,бѫдетъ
1114,члкъ
68,нъ
15,і
11,о
1338 44,вьсѣко|мъ
5471,глѣ
1599 499,ісходѧ|штіімъ
1684,ізъ
1220,оустъ
657,бжіі
781,тогда
2656 15,поѧтъ|і
1959,діѣволъ
39,въ
228,стъі
532,градъ
15,і
1085,поставі
15,і
47,на
6085,крілѣ
391 50 1186 3012,цр|ко|вьнѣ|ам
15,і
120,рече
118,емоу
163,аште
323,снъ
243,есі
657,бжіі
6741,връзі
57,сѧ
43 2005,ні|зоу
1946,пісано
66,бо
140,естъ
85,ѣко
317 27 866,ан|г|ломъ
600,своімъ
587 79,заповѣ|стъ
11,о
280,тебѣ
15,і
47,на
1173 62,рѫка|хъ
732 3571,възь|мѫтъ
229,тѧ
55,да
46,не
108 5689 2894,прѣ|тък|неші
11,о
1290,камень
4985,ногъі
1343,твоеѧ
120,рече
118,емоу
257,ісъ
324,пакъі
1946,пісано
140,естъ
46,не
3554 106,іскоусі|ші
152,га
193,ба
432,своего
324,пакъі
2656 15,поѧтъ|і
1959,діѣволъ
47,на
1526,горѫ
6634,въісокѫ
644,зѣло
15,і
1170,показа
118,емоу
514,всѣ
4248,црствіѣ
3688,въсего
704,міра
15,і
1087,славѫ
123,іхъ
15,і
120,рече
118,емоу
1704,въса
496,сіі
280,тебѣ
2818,дамъ
163,аште
1166,падъ
6015,поклоніші
89,мі
57,сѧ
781,тогда
120,рече
118,емоу
257,ісъ
722 73,оті|ді
1539 69,сото|но
1946,пісано
66,бо
140,естъ
1152,гю
352,боу
1218,своемоу
6015,поклоніші
57,сѧ
15,і
545,томоу
2072,едіномоу
7401 106,послоужі|ші
781,тогда
15,і
549,оставі
1959,діѣволъ
15,і
76,се
2266,прістѫпішѧ
4319,англі
657,бжіі
15,і
6929,слоужаахѫ
118,емоу
786,слъішавъ
257,ісъ
85,ѣко
1055,іоанъ
2954,прѣданъ
648,бъіс
1156,отіде
39,въ
2467,галілеѭ
5098,оставль
5015,назаретъ
15,і
747,прішедъ
5075,въселі
57,сѧ
39,въ
5883 2776,капер|наоумъ
39,въ
757 2835,помо|ріе
39,въ
108 5500,прѣ|дѣлѣхъ
107 60 759 123,за|вь|лоні|іхъ
15,і
46 17 116 61 13 61 62,не|в|та|лі|м|лі|хъ
55,да
3668,събѫдетъ
57,сѧ
2731,реченое
2401 287,ісаі|емъ
7439,прркмъ
7440,глштемъ
1580,землѣ
107 17 87 47,за|в|ло|на
15,і
1580,землѣ
46 17 116 61 133,не|в|та|лі|мѣ
4106,пѫтъ
2585,морѣ
151,об
274,онъ
1520,полъ
7049,іордана
808 16,галіле|а
2572,ѧзкъ
1963,людіе
907 486,сѣдѧ|штіі
39,въ
3429,тьмѣ
1051,відѣшѧ
3572,свѣт
2622,веліі
15,і
907 219 486,сѣдѧ|дѧ|штіі
39,въ
3497,странѣ
3572,свѣт
5937,въсіѣ
114,імъ
179,от
6270,толѣ
1034,начѧтъ
257,ісъ
3768,проповѣдаті
15,і
1180,глаті
446 340,пока|іте
57,сѧ
1415,прібліжі
66,бо
57,сѧ
2392,црство
5502,нбсное
395,ходѧ
257,ісъ
78,прі
1512,морі
2456 368 16 88,галілеі|стѣ|а|мь
196,відѣ
815,дъва
2542,брата
2613,сімона
4289,наріцаемааго
1866,петра
15,і
6856 16,андре|а
2542,брата
101,его
4056 627,въмѣта|ѭшта
3040,мрѣжѧ
39,въ
1272,море
4975,бѣсте
66,бо
87 17 175,ло|в|ца
15,і
120,рече
201,іма
410 3693,грѧ|дѣта
51,по
342,мьнѣ
15,і
2291,сътворѭ
138,въі
87 17 175,ло|в|ца
3857,чкомъ
830,она
41,же
502,абіе
546 1125 139,оста|влъ|ша
3040,мрѣжѧ
51,по
620,немъ
3849,ідете
15,і
6723,прѣшедъ
74,отъ
7502,тѫдѣ
2593,оузьрѣ
1442,іна
815,дъва
2217,братра
7821,іакова
559,сна
4122,зеведеова
15,і
1286,іоана
2542,брата
101,его
39,въ
3056,корабі
53,съ
3138 1021,зеведе|омъ
6903,оцмъ
1685,ею
107 844 627,за|вѧза|ѭшта
3040,мрѣжѧ
503,своѧ
15,і
732 64,възь|ва
32,ѣ
830,она
502,абіе
546 1125 139,оста|влъ|ша
1723,корабь
15,і
540,оца
432,своего
51,по
443,немь
3849,ідете
15,і
4480,прохождааше
386 2,въс|ѭ
2467,галілеѭ
257,ісъ
1215,оучѧ
47,на
5867 89 1744 8,сьнъ|мі|шіі|х
15,і
2892,проповѣдаѧ
2315 4037,ев|гліе
391 5826,цр|ствію
15,і
2100 23,іцѣлѣ|ѧ
5756,въсѣкъ
1110 298,недѫ|гь
15,і
514 266,всѣ|кѫ
6171,ѧзѫ
39,въ
3335,людехъ
39,въ
1083,слѣдъ
296,іса
477,ідѫ
1172,народі
763,мнозі
179,от
2787,галілеѧ
15,і
6816 51 94,дека|по|лѣ
15,і
179,от
6548,іерлма
15,і
4496,іюдеѧ
53,съ
2944,оного
1346,полоу
2213 4305,іер|дана
17,в
315 33,слѣ|д
296,іса
477,ідѫ
17,в
315 33,слѣ|д
296,іса
477,ідѫ
17,в
1083,слѣдъ
296,іса
477,ідѫ
305 33,наро|д
15,і
4721,оузьрѣвъ
41,же
2204,народъі
4377,възіде
47,на
1526,горѫ
15,і
85,ѣко
2764,сѣде
2266,прістѫпішѧ
260,кь
320,немоу
464,оученіці
101,его
15,і
998 198,отвръ|зь
987,оуста
1400,своѣ
2742,оучааше
23,ѧ
349,глѧ
1691,блажені
43 150,ні|шті
2545,дхмъ
85,ѣко
171 8,тѣ|х
140,естъ
2392,црство
4628 373,нбсъ|ное
1691,блажені
7482 486,плачѧ|штіі
57,сѧ
85,ѣко
58,ті
1820 4598,оутѣ|шѧтъ
57,сѧ
1691,блажені
576 31 2457,кро|т|ціі
85,ѣко
58,ті
2597 219 31,наслѣ|дѧ|т
1191,землѭ
1691,блажені
5446 486,алчѫ|штіі
15,і
3250 486,жѧждѫ|штіі
2512,правъдъі
85,ѣко
58,ті
4897,насъітѧтъ
57,сѧ
1691,блажені
930 1249,мілості|віі
85,ѣко
58,ті
4188 43,помілова|ні
702,бѫдѫтъ
1691,блажені
2349,чісті
818 25 44,срд|ц|мъ
85,ѣко
58,ті
193,ба
3784,оузьрѧтъ
1691,блажені
131 1798 1673,сь|мірѣ|ѭштеі
85,ѣко
58,ті
2705,снве
657,бжіі
47 992 31,на|рекѫ|т
57,сѧ
1691,блажені
4725 225,ізгьна|ніі
2927 213,прав|дъі
290,раді
85,ѣко
962,тѣхъ
10 42,е|ст
2392,црство
5502,нбсное
1691,блажені
812,есте
246,егда
51 5084,по|носѧтъ
207,вамъ
4443,члці
15,і
3939,іжденѫтъ
138,въі
15,і
1832,рекѫтъ
7272,въсь
198 134,зь|ль
1101,глъ
47,на
138,въі
6272 84,лъжѧ|ште
227,мене
290,раді
2942,радоуіте
57,сѧ
15,і
1344 65,веселі|те
85,ѣко
3278 55,мьз|да
1390,ваша
890,многа
140,естъ
47,на
5695,нбсехъ
138,въі
812,есте
814,свѣтъ
39 900,въ|семоу
1595,міроу
46,не
606,можетъ
532,градъ
6464 58,оукръі|ті
57,сѧ
3310,връхоу
1586,горъі
778,стоѧ
138,въі
812,есте
3572,свѣт
138,въі
812,есте
3572,свѣт
138,въі
812,есте
3572,свѣт
138,въі
10 3572,е|свѣт
43,ні
39 5518 241,въ|жага|ѭтъ
6775,свѣтільніка
15,і
1613 7893,поста|влѣѭтъ
714,подъ
6731 403,спѫ|домъ
68,нъ
47,на
341 302 4107,свѣ|шть|ніцѣ
15,і
1017 38,свѣті|тъ
756,вьсѣмъ
181,іже
39,въ
5733,храмінѣ
329,сѫтъ
244,тако
55,да
3177 38,просвѣті|тъ
57,сѧ
814,свѣтъ
1658,вашъ
316,прѣдъ
3746,члкъі
55,да
3784,оузьрѧтъ
1390,ваша
1528 32,добра|ѣ
471,дѣла
15,і
7339,прославѧтъ
540,оца
1542,вашего
181,іже
140,естъ
47,на
5695,нбсехъ
46,не
3268,мьніте
85,ѣко
1548,прідъ
4459,разорітъ
2058,закона
61,лі
4229,прркъ
46,не
1548,прідъ
4459,разорітъ
68,нъ
4789,ісплънітъ
1872,амінъ
221,глѭ
207,вамъ
2863,доідеже
4473,прѣідетъ
1913,нбо
15,і
1580,землѣ
1853 141,піс|мѧ
431,едіно
61,лі
2036,едіна
1309 116,чръ|та
46,не
4473,прѣідетъ
74,отъ
2058,закона
2863,доідеже
223,вьсѣ
702,бѫдѫтъ
181,іже
66,бо
4459,разорітъ
1752,едінѫ
7808,заповѣдіі
611,сіхъ
2095 123,малъі|іхъ
15,і
5275,наоучітъ
244,тако
3746,члкъі
88 749,мь|неі
3036,наречетъ
57,сѧ
39,въ
391 2176,цр|ствѣ
494 131 1064,нб|сь|нѣмъ
16,а
181,іже
4789,ісплънітъ
15,і
5275,наоучітъ
131,сь
3751,велеі
3036,наречетъ
57,сѧ
39,въ
391 2176,цр|ствѣ
1349 1064,нбс|нѣмъ
17,в
6941,црстві
494 13,нб|м
