497 384,<wb>дъ|ска
1456 102,<wb>напіса|на
1109 180 344,<wb>жідо|вь|скъі
39,<wb>і
607 14 344,<wb>рі|м|скъі
39,<wb>і
1394 10 344,<wb>елі|н|скъі
77,<wb>а
269 87 10 344,<wb>сло|вѣ|н|скъі
1467,<wb>нѣс
390,<wb>тоу
330 14,<wb>тѣ|м
71,<wb>же
327,<wb>нѣ
202 133,<wb>сѫ|ть
269 87 10 344 30,<wb>сло|вѣ|н|скъі|ѫ
1275 253,<wb>кні|гъі
221,<wb>от
422,<wb>ба
150,<wb>къ
1347,<wb>тѣмь
394,<wb>что
948 106,<wb>гле|мь
518,<wb>ілі
394,<wb>что
80 83 106,<wb>р|че|мь
150,<wb>къ
373 259 106,<wb>та|цѣ|мь
417 42 123 726,<wb>без|оу|мі|емь
1245,<wb>обаче
141 55,<wb>рече|мъ
221,<wb>от
251 675,<wb>ст|хь
1275 252,<wb>кні|гъ
308,<wb>ѣкоже
1270 196 14,<wb>наоучі|хо|м
70,<wb>сѧ
99,<wb>ѣко
572,<wb>всѣ
67,<wb>по
80 24 270,<wb>р|ѧ|доу
861 30 133,<wb>бъіва|ѫ|ть
221,<wb>от
422,<wb>ба
77,<wb>а
62,<wb>не
999 28 151 30,<wb>іно|г|до|ѫ
327 214,<wb>нѣ|сть
112,<wb>бо
443,<wb>бъ
1711 137,<wb>створі|лъ
1109 180 384,<wb>жідо|вь|ска
641 378 134,<wb>ѫ|зъі|ка
536,<wb>прѣжде
122,<wb>ні
607 14 384,<wb>рі|м|ска
122,<wb>ні
50 36 74 119 384,<wb>е|л|лі|нь|ска
45 30,<wb>н|ѫ
159 21 344,<wb>сі|р|скъі
1948,<wb>імже
39,<wb>і
1482 55,<wb>ада|мъ
130,<wb>гла
39,<wb>і
221,<wb>от
1482 143,<wb>ада|ма
156,<wb>до
1182 254,<wb>пото|па
39,<wb>і
221,<wb>от
1182 254,<wb>пото|па
156 10 800,<wb>до|н|деже
443,<wb>бъ
1555 74,<wb>раздѣ|лі
641 378 148,<wb>ѫ|зъі|къі
90,<wb>прі
251 153 169 207 174 276,<wb>ст|ль|по|тво|ре|ніі
308,<wb>ѣкоже
303 82 133,<wb>пі|ше|ть
234 181 82 85 14,<wb>раз|мѣ|ше|но|м
71,<wb>же
154 18 82 106,<wb>бъі|в|ше|мь
641 378 391,<wb>ѫ|зъі|комъ
39,<wb>і
308,<wb>ѣкоже
70,<wb>сѧ
641 378 215,<wb>ѫ|зъі|ці
234 181 129 434,<wb>раз|мѣ|сі|шѫ
311,<wb>тако
39,<wb>і
45 61 111,<wb>н|ра|ві
39,<wb>і
1751 11,<wb>объіча|е
39,<wb>і
73 880,<wb>оу|ставі
39,<wb>і
525 60,<wb>зако|ні
39,<wb>і
136 46 890 147,<wb>х|ъі|тро|сті
68,<wb>на
641 378 148,<wb>ѫ|зъі|къі
50 28 16 37 319 85 14,<wb>е|г|і|п|тѣ|но|м
71,<wb>же
291 206 36 181 174 200,<wb>зе|ме|л|мѣ|ре|ніе
77,<wb>а
360 21 1093,<wb>пе|р|сомъ
39,<wb>і
1236 36 79 1321,<wb>ха|л|де|омъ
39,<wb>і
77 129 174 1321,<wb>а|сі|ре|омъ
1273 19 151 229 54 200,<wb>звѣ|з|до|чь|те|ніе
1693 2 146 200,<wb>вль|ш|ве|ніе
460 83 103 200,<wb>вра|че|ва|ніе
567 117 103 60 17,<wb>ча|ро|ва|ні|а
39,<wb>і
572,<wb>всѣ
136 46 890 214,<wb>х|ъі|тро|сть
345 266,<wb>чл|ча
1109 63 14,<wb>жідо|во|м
71,<wb>же
490 30,<wb>стъі|ѫ
1275 253,<wb>кні|гъі
81,<wb>вь
122 9 48,<wb>ні|х|же
715,<wb>есть
979 85,<wb>піса|но
99,<wb>ѣко
443,<wb>бъ
45 142,<wb>н|бо
1711,<wb>створі
39,<wb>і
1485,<wb>землѧ
39,<wb>і
572,<wb>всѣ
494,<wb>ѣже
68,<wb>на
1079,<wb>неі
39,<wb>і
345 134,<wb>чл|ка
39,<wb>і
572,<wb>всѣ
67,<wb>по
80 24 270,<wb>р|ѧ|доу
308,<wb>ѣкоже
303 82 133,<wb>пі|ше|ть
1394 687,<wb>елі|номъ
369 143 52 1423 24,<wb>гра|ма|ті|кі|ѧ
607 115 95 1423 24,<wb>рі|то|рі|кі|ѧ
1170 16 30,<wb>філософ|і|ѫ
45 30,<wb>н|ѫ
536,<wb>прѣжде
387,<wb>сего
50 36 74 60,<wb>е|л|лі|ні
62,<wb>не
414 187,<wb>імѣ|хѫ
725,<wb>своімъ
641 378 1543,<wb>ѫ|зъі|комь
303 23 206 10,<wb>пі|с|ме|н
45 30,<wb>н|ѫ
757 60 229 344 123,<wb>фі|ні|чь|скъі|мі
303 23 206 139,<wb>пі|с|ме|нъі
979 187,<wb>піса|хѫ
149 30,<wb>сво|ѫ
159,<wb>сі
306 229,<wb>рѣ|чь
39,<wb>і
311,<wb>тако
165 434,<wb>бѣ|шѫ
1022,<wb>многа
1791,<wb>лѣта
198 102 123 188,<wb>па|на|мі|дь
71,<wb>же
902 235,<wb>послѣ|жде
872,<wb>прішедъ
68 1960,<wb>на|ченъ
221,<wb>от
1712 20 46,<wb>ал|ф|ъі
39,<wb>і
167 289,<wb>ві|тъі
38 5 16,<wb>|s|і
303 23 206 98,<wb>пі|с|ме|нъ
1644,<wb>тъкмо
50 36 74 687,<wb>е|л|лі|номъ
1128,<wb>обрѣте
127 418,<wb>прѣ|ложі
71,<wb>же
210,<wb>імъ
332 188 55,<wb>ка|дь|мъ
195 74 1481,<wb>мі|лі|сіі
303 23 206 102,<wb>пі|с|ме|на
65,<wb>г
330 14,<wb>тѣ|м
71,<wb>же
1022,<wb>многа
1791,<wb>лѣта
1077 16,<wb>ѳ|і
303 23 206 139,<wb>пі|с|ме|нъі
979 216,<wb>піса|ахѫ
39,<wb>і
1182 55,<wb>пото|мъ
796 60 113,<wb>сімо|ні|дъ
1501,<wb>обрѣтъ
1906,<wb>пріложі
53 87,<wb>д|вѣ
303 23 206 60,<wb>пі|с|ме|ні
50 243 432 606,<wb>е|пі|ха|ріі
71,<wb>же
40 839 1319,<wb>с|каза|тель
65,<wb>г
303 23 206 102,<wb>пі|с|ме|на
1128,<wb>обрѣте
39,<wb>і
785 61,<wb>съб|ра
70,<wb>сѧ
39 675,<wb>і|хь
72,<wb>к
53,<wb>д
67,<wb>по
1613 9,<wb>мнозѣ|х
71,<wb>же
486 319 675,<wb>лѣ|тѣ|хь
428 12 60 173,<wb>ді|о|ні|съ
369 143 52 138,<wb>гра|ма|ті|къ
38 5,<wb>|s
1526 810 23 139 675,<wb>дво|гла|с|нъі|хь
1128,<wb>обрѣте
1182 14,<wb>пото|м
71,<wb>же
901 16,<wb>дроугъі|і
50,<wb>е
39,<wb>і
901 16,<wb>дроугъі|і
65,<wb>г
666 23 206 60 94 17,<wb>чі|с|ме|ні|та|а
39,<wb>і
311,<wb>тако
899,<wb>мнозі
823 123,<wb>многъі|мі
486 289,<wb>лѣ|тъі
658 103,<wb>ед|ва
785 61 434,<wb>съб|ра|шѫ
38 36,<wb>|л
39,<wb>і
303 23 206 98,<wb>пі|с|ме|нъ
1182 14,<wb>пото|м
71,<wb>же
693 55,<wb>много|мъ
486 1471,<wb>лѣ|томъ
195 179 18 1593,<wb>мі|нѫ|в|шемъ
392 389,<wb>бжі|емъ
449 200 106,<wb>повелѣ|ніе|мь
1128,<wb>обрѣте
70,<wb>сѧ
47,<wb>о
283 564,<wb>мѫ|жъ
227,<wb>іже
127 418 434,<wb>прѣ|ложі|шѫ
221,<wb>от
1109 92 384 17,<wb>жідо|въ|ска|а
68,<wb>на
1611 229 1258,<wb>гръ|чь|скъіі
641 378 138,<wb>ѫ|зъі|къ
77,<wb>а
269 87 10 344 30,<wb>сло|вѣ|н|скъі|ѫ
1275 253,<wb>кні|гъі
438,<wb>едінъ
862,<wb>стъіі
184 163 10 52 98,<wb>ко|ста|н|ті|нъ
1105 1912,<wb>наріцае|мъіі
72 16 95 137,<wb>к|і|рі|лъ
39,<wb>і
303 23 206 102,<wb>пі|с|ме|на
1711,<wb>створі
39,<wb>і
1275 253,<wb>кні|гъі
127 418,<wb>прѣ|ложі
56,<wb>въ
2027 675,<wb>малѣ|хь
486 319 675,<wb>лѣ|тѣ|хь
77,<wb>а
609,<wb>оні
899,<wb>мнозі
823,<wb>многъі
486 289,<wb>лѣ|тъі
100,<wb>з
39 675,<wb>і|хь
303 23 206 102,<wb>пі|с|ме|на
1864 1588,<wb>оуст|роі
77,<wb>а
47,<wb>о
127 1697 200,<wb>прѣ|ложе|ніе
330 14,<wb>тѣ|м
71,<wb>же
269 87 10 384 17,<wb>сло|вѣ|н|ска|а
303 23 206 102,<wb>пі|с|ме|на
251 33 16 116,<wb>ст|ѣ|і|ші
202 32,<wb>сѫ|т
39,<wb>і
354 69 968 158,<wb>чь|ст|нѣі|ша
40 133,<wb>с|ть
112,<wb>бо
283 564,<wb>мѫ|жъ
1711 137,<wb>створі|лъ
78,<wb>ѣ
430,<wb>ес
77,<wb>а
1611 229 384 17,<wb>гръ|чь|ска|а
50 36 74 60,<wb>е|л|лі|ні
67 212 60,<wb>по|га|ні
201,<wb>аште
178,<wb>лі
523,<wb>кто
141 133,<wb>рече|ть
99,<wb>ѣко
1467,<wb>нѣс
1864 1588 137,<wb>оуст|роі|лъ
932,<wb>добрѣ
1225,<wb>понеже
70,<wb>сѧ
1910 33 30 133,<wb>постра|ѣ|ѫ|ть
39,<wb>і
836,<wb>еште
221 1945,<wb>от|вѣтъ
141 106,<wb>рече|мь
159 106,<wb>сі|мь
39,<wb>і
1611 229 344,<wb>гръ|чь|скъі
964,<wb>такожде
1022 1672,<wb>многа|жді
202 133,<wb>сѫ|ть
1910 33 74,<wb>постра|ѣ|лі
77 1423 36 66,<wb>а|кі|л|ла
39,<wb>і
159 14 143 675,<wb>сі|м|ма|хь
39,<wb>і
1182 55,<wb>пото|мъ
1944,<wb>іні
899,<wb>мнозі
1913 205 11,<wb>оудо|бѣ|е
112,<wb>бо
715,<wb>есть
902 235,<wb>послѣ|жде
67 840 52,<wb>по|творі|ті
1487,<wb>неже
638 1356,<wb>пръ|вое
1711 52,<wb>створі|ті
201,<wb>аште
112,<wb>бо
1136 116,<wb>въпросі|ші
1275 1055 185 24,<wb>кні|гь|чі|ѧ
1611 229 1185,<wb>гръ|чь|скъіѧ
441,<wb>глѧ
523,<wb>кто
237,<wb>въі
715,<wb>есть
303 23 206 102,<wb>пі|с|ме|на
1711 137,<wb>створі|лъ
518,<wb>ілі
1275 253,<wb>кні|гъі
127 418 137,<wb>прѣ|ложі|лъ
518,<wb>ілі
81,<wb>вь
1269,<wb>кое
783,<wb>врѣмѧ
176,<wb>то
306 34 215 16,<wb>рѣ|д|ці|і
221,<wb>от
122 675,<wb>ні|хь
140 275 133,<wb>вѣ|дѧ|ть
201,<wb>аште
178,<wb>лі
1136 116,<wb>въпросі|ші
269 87 10 1185,<wb>сло|вѣ|н|скъіѧ
710 134 265,<wb>боу|ка|рѧ
441,<wb>глѧ
523,<wb>кто
237,<wb>въі
303 23 206 102,<wb>пі|с|ме|на
1711 137,<wb>створі|лъ
715,<wb>есть
518,<wb>ілі
1275 253,<wb>кні|гъі
127 418 137,<wb>прѣ|ложі|лъ
176,<wb>то
481,<wb>вьсі
140 275 133,<wb>вѣ|дѧ|ть
39,<wb>і
1353 18 82,<wb>отвѣшта|в|ше
1189 133,<wb>рекѫ|ть
862,<wb>стъіі
184 163 10 52 98,<wb>ко|ста|н|ті|нъ
1170 6,<wb>філософ|ъ
1105 1912,<wb>наріцае|мъіі
72 16 101 137,<wb>к|і|ръ|лъ
157,<wb>тъ
68 106,<wb>на|мь
303 23 206 102,<wb>пі|с|ме|на
1711,<wb>створі
39,<wb>і
1275 253,<wb>кні|гъі
127 418,<wb>прѣ|ложі
39,<wb>і
296 4 12 89 11,<wb>ме|ѳ|о|ді|е
355 43,<wb>бра|тъ
135,<wb>его
39,<wb>і
201,<wb>аште
1136 116,<wb>въпросі|ші
56,<wb>въ
1269,<wb>кое
783,<wb>врѣмѧ
176,<wb>то
140 275 133,<wb>вѣ|дѧ|ть
39,<wb>і
1189 133,<wb>рекѫ|ть
99,<wb>ѣко
56,<wb>въ
517 206 102,<wb>врѣ|ме|на
195 432 16 66,<wb>мі|ха|і|ла
186 96,<wb>ц|рѣ
1611 229 384 58,<wb>гръ|чь|ска|го
39,<wb>і
112 95 170,<wb>бо|рі|са
1196 230,<wb>кнѧ|за
49 137 212 21 384 58,<wb>б|лъ|га|р|ска|го
39,<wb>і
120 147 218,<wb>ра|сті|ца
1196 230,<wb>кнѧ|за
108 21 384,<wb>мо|р|ска
39,<wb>і
184 292 104,<wb>ко|це|лѣ
1196 230,<wb>кнѧ|за
239 54 10 384,<wb>бла|те|н|ска
56,<wb>въ
1791,<wb>лѣта
71,<wb>же
221,<wb>от
75 19 86 60 17,<wb>съ|з|да|ні|а
960 58,<wb>въсе|го
975,<wb>міра
38 22 5,<wb>|҂|s
64,<wb>т
38 27,<wb>|ѯ
65,<wb>г
202 133,<wb>сѫ|ть
71,<wb>же
39,<wb>і
1944,<wb>іні
221 87 52,<wb>от|вѣ|ті
858,<wb>ѧже
39,<wb>і
39 10 79,<wb>і|н|де
141 55,<wb>рече|мъ
77,<wb>а
122 118,<wb>ні|нѣ
595,<wb>нѣстъ
783,<wb>врѣмѧ
373 138,<wb>та|къ
406 55,<wb>разоу|мъ
355 52 11,<wb>бра|ті|е
443,<wb>бъ
715,<wb>есть
1598,<wb>далъ
269 87 687,<wb>сло|вѣ|номъ
991,<wb>емоуже
974,<wb>слава
39,<wb>і
1388,<wb>чьсть
39,<wb>і
1530 103,<wb>дръжа|ва
39,<wb>і
1298 1259 200,<wb>пок|ланѣ|ніе
122 118,<wb>ні|нѣ
39,<wb>і
1199,<wb>прісно
39,<wb>і
56,<wb>въ
277 838 126 8 471,<wb>бе|ско|не|ч|нъіѧ
1161,<wb>вѣкъі
681,<wb>амін
108 36,<wb>мо|л
317,<wb>егда
919 91,<wb>хотѧ|ште
1692 113,<wb>віногра|дъ
301 943,<wb>са|діті
288,<wb>тъі
313,<wb>есі
136 11,<wb>х|е
1692 113,<wb>віногра|дъ
1773 401,<wb>істінъ|нъіі
39,<wb>і
749,<wb>оць
462,<wb>твоі
596 1319,<wb>дѣла|тель
715,<wb>есть
288,<wb>тъі
599,<wb>своѧ
77 37 209,<wb>а|п|лъі
874 320 11,<wb>ло|зі|е
68 174 13 137,<wb>на|ре|к|лъ
313,<wb>есі
288,<wb>тъі
39 104,<wb>і|лѣ
84,<wb>отъ
50 28 7 37 94,<wb>е|г|ю|п|та
127 126 199,<wb>прѣ|не|се
39,<wb>і
1658,<wb>ізгъна
691 148,<wb>ѧзъі|къі
39,<wb>і
68 170 89,<wb>на|са|ді
225,<wb>ѧ
964,<wb>такожде
39,<wb>і
457,<wb>нъінѣ
90 312 95,<wb>прі|зь|рі
68,<wb>на
1692 113,<wb>віногра|дъ
75,<wb>съ
39,<wb>і
68 170 89,<wb>на|са|ді
39,<wb>і
39,<wb>і
73 59 174 60,<wb>оу|ко|ре|ні
39,<wb>і
39,<wb>і
73 28 293 197,<wb>оу|г|лѫ|бі
51 36 214,<wb>м|л|сть
1071,<wb>твоѭ
68,<wb>на
484,<wb>нь
557 61 89,<wb>ог|ра|ді
39,<wb>і
47 69 117 58 106,<wb>о|ст|ро|го|мь
56 196 267,<wb>въ|хо|дъі
39,<wb>і
1248 267,<wb>ісхо|дъі
135,<wb>его
1101,<wb>ізбаві
84,<wb>отъ
40 118 212,<wb>с|нѣ|га
39,<wb>і
84,<wb>отъ
51 61 230,<wb>м|ра|за
39,<wb>і
84,<wb>отъ
926,<wb>града
298 129 143,<wb>но|сі|ма
710 174 3,<wb>боу|ре|ѭ
41 2,<wb>в|ш
99,<wb>ѣко
1151 219,<wb>мілості|въі
109 13 182 287 363,<wb>ч|к|лю|бе|ць
443,<wb>бъ
313,<wb>есі
39,<wb>і
356,<wb>тебѣ
108 36,<wb>мо|л
68,<wb>на
615 19 113 123,<wb>гро|з|дъ|мі
167 102,<wb>ві|на
68,<wb>на
268 200,<wb>іма|ніе
