7459 31 70,под|б|но
16,і
40,въ
129 192,ть|жде
1547,образъ
1469,створі
636,стъіі
1157 86 122,кі|рі|лъ
36,л
16,і
1861 2264,піс|менъ
1957,дроузіі
42,же
351 129,глѧ|ть
7261,чесомоу
42,же
6361,сѫть
4628 3713,словѣ|нскъі
1893,кнігъі
44,ні
403,того
67,бо
594,есть
190,бъ
5090,створілъ
44,ні
82,то
543 1281,аг|глі
44,ні
6361,сѫть
983,іжде
1428 44,кон|ні
87,ѣко
3884 290,жідовь|скъі
16,і
4871 290,рім|скъі
16,і
1173 3713,елі|нскъі
983,іжде
180,от
51 48,ко|на
6361,сѫть
16,і
79 30 184,прі|ѫ|тъі
6831,сѫт
3712,бмъ
17,а
1957,дроузіі
5529 129,мнѧ|ть
87,ѣко
190,бъ
379,намъ
594,есть
5090,створілъ
4077,пісмена
16,і
47,не
60 220 32,вѣ|дѧ|т
58,сѧ
269,что
351 85,глѧ|ште
3005 318 221,ока|ан|ніі
16,і
87,ѣко
465 90,трі|мі
2612 131,ѫзъі|къі
594,есть
190,бъ
371 122,повелѣ|лъ
5503 45,кніга|мъ
405,бъіті
243,ѣкоже
40,въ
1303 1281,еу|глі
3745 129,піше|ть
16,і
104,бѣ
96 384,дъ|ска
1278 48,напіса|на
3884 290,жідовь|скъі
16,і
4871 290,рім|скъі
16,і
1173 3713,елі|нскъі
17,а
4628 3713,словѣ|нскъі
1273,нѣс
248,тоу
4967,тѣм
42,же
97,нѣ
6361,сѫть
4628 3713 30,словѣ|нскъі|ѫ
1893,кнігъі
180,от
194,ба
84,къ
1084,тѣмь
269,что
793 88,гле|мь
364,ілі
269,что
21 73 88,р|че|мь
84,къ
117 5163,та|цѣмь
6287 603,безоумі|емь
1083,обаче
5021,речемъ
180,от
43 550,ст|хь
971 196,кні|гъ
243,ѣкоже
1311 125 14,наоучі|хо|м
58,сѧ
87,ѣко
517,всѣ
52,по
5009,рѧдоу
426 30 129,бъіва|ѫ|ть
180,от
194,ба
17,а
47,не
483 28 91 30,іно|г|до|ѫ
3450,нѣсть
67,бо
190,бъ
5090,створілъ
3884 384,жідовь|ска
2612 98,ѫзъі|ка
444,прѣжде
44,ні
4871 384,рім|ска
44,ні
4908 62 105 384,ел|лі|нь|ска
148,нѫ
80 21 290,сі|р|скъі
1749,імже
16,і
5425,адамъ
113,гла
16,і
180,от
4035,адама
91,до
6990,потопа
16,і
180,от
6990,потопа
2170,дондеже
190,бъ
2529,раздѣлі
2612 131,ѫзъі|къі
79,прі
43 135 52 1625 221,ст|ль|по|творе|ніі
243,ѣкоже
3745 129,піше|ть
7504 6688 14,размѣ|шено|м
42,же
114 2263 88,бъі|вше|мь
2612 314,ѫзъі|комъ
16,і
243,ѣкоже
58,сѧ
2612 174,ѫзъі|ці
175 6829 356,раз|мѣсі|шѫ
245,тако
16,і
5174 71,нра|ві
16,і
1548 11,объіча|е
16,і
4388,оуставі
16,і
304 44,зако|ні
16,і
4613 116,хъітро|сті
48,на
2612 131,ѫзъі|къі
11 223 5906 70 14,е|гі|птѣ|но|м
42,же
200 138 4213 6284,зе|ме|лмѣ|реніе
17,а
6283 953,пер|сомъ
16,і
299 36 64 1019,ха|л|де|омъ
16,і
17 80 83 1019,а|сі|ре|омъ
2785 91 2113 162,звѣз|до|чьте|ніе
930 2 102 162,вль|ш|ве|ніе
4782 4578,враче|ваніе
186 631 2543,ча|рова|ніа
16,і
517,всѣ
4613 170,хъітро|сть
5543,члча
968 53 14,жідо|во|м
42,же
229 30,стъі|ѫ
1893,кнігъі
61,вь
7216 42,ніх|же
594,есть
1900,пісано
87,ѣко
190,бъ
1922,нбо
1469,створі
16,і
1286,землѧ
16,і
517,всѣ
408,ѣже
48,на
753,неі
16,і
2101,члка
16,і
517,всѣ
52,по
5009,рѧдоу
243,ѣкоже
3745 129,піше|ть
1173 762,елі|номъ
255 1105 1157 24,гра|маті|кі|ѧ
86 82 86 1157 24,рі|то|рі|кі|ѧ
1018 689 30,філосо|фі|ѫ
148,нѫ
444,прѣжде
276,сего
4908 4869,ел|ліні
47,не
312 159,імѣ|хѫ
609,своімъ
2612 1279,ѫзъі|комь
1861 3229,піс|мен
148,нѫ
20 625 2624 90,ф|іні|чьскъі|мі
1861 138 109,піс|ме|нъі
1861 178,піс|ахѫ
133 30,сво|ѫ
80,сі
2726,рѣчь
16,і
245,тако
104 356,бѣ|шѫ
891,многа
1597,лѣта
128 1362 127,па|намі|дь
42,же
4225,послѣжде
747,прішедъ
5181,наченъ
180,от
1332 20 41,ал|ф|ъі
16,і
71 184,ві|тъі
5 16,s|і
1861 2264,піс|менъ
1453,тъкмо
4908 62 762,ел|лі|номъ
916,обрѣте
3046,прѣложі
42,же
115,імъ
98 127 45,ка|дь|мъ
90 62 496,мі|лі|сіі
4077,пісмена
28,г
4967,тѣм
42,же
891,многа
1597,лѣта
4 16,ѳ|і
1861 138 109,піс|ме|нъі
556 178,піса|ахѫ
16,і
3507,потомъ
672 44 96,сімо|ні|дъ
1231,обрѣтъ
1703,пріложі
3125,двѣ
1861 3511,піс|мені
11 171 299 787,е|пі|ха|ріі
42,же
2786 399,сказа|тель
28,г
4077,пісмена
916,обрѣте
16,і
2316,събра
58,сѧ
2795,іхь
13,к
34,д
52,по
1427 9,мнозѣ|х
42,же
6749 550,лѣтѣ|хь
74 495 55,ді|оні|съ
255 1105 84,гра|маті|къ
5,s
1174 113 2611 550,дво|гла|снъі|хь
916,обрѣте
4437,потом
42,же
2784,дроугъіі
11,е
16,і
2784,дроугъіі
28,г
2191 3511 117 17,чіс|мені|та|а
16,і
245,тако
768,мнозі
707 90,многъі|мі
95 184,лѣ|тъі
5014,едва
2316 356,събра|шѫ
36,л
16,і
1861 2264,піс|менъ
4437,потом
42,же
2217,многомъ
95 778,лѣ|томъ
1851 18 1402,мінѫ|в|шемъ
5545,бжіемъ
371 1888,повелѣ|ніемь
916,обрѣте
58,сѧ
12,о
2251,мѫжъ
183,іже
3046 356,прѣложі|шѫ
180,от
3047 3327,жідовъ|скаа
48,на
6839 1345,гръчь|скъіі
2612 84,ѫзъі|къ
17,а
4628 3713 30,словѣ|нскъі|ѫ
1893,кнігъі
359,едінъ
636,стъіі
3945 69,костанті|нъ
964 1713,наріцае|мъіі
1157 86 122,кі|рі|лъ
16,і
4077,пісмена
1469,створі
16,і
1893,кнігъі
3046,прѣложі
40,въ
1800 550,малѣ|хь
6749 550,лѣтѣ|хь
17,а
495,оні
768,мнозі
707,многъі
95 184,лѣ|тъі
19,з
2795,іхь
4077,пісмена
3967,оустроі
17,а
12,о
110 1293 162,прѣ|ложе|ніе
4967,тѣм
42,же
4628 10 3327,словѣ|н|скаа
4077,пісмена
370 1052,стѣ|іші
6831,сѫт
16,і
5480 861 140,чьст|нѣі|ша
170,сть
67,бо
2251,мѫжъ
5090,створілъ
33,ѣ
360,ес
17,а
6839 3327,гръчь|скаа
4908 4869,ел|ліні
2727 44,пога|ні
164,аште
62,лі
293,кто
121 129,рече|ть
87,ѣко
1273,нѣс
3967 122,оустроі|лъ
803,добрѣ
1065,понеже
58,сѧ
1679 33 30 129,постра|ѣ|ѫ|ть
16,і
721,еште
180 1002,от|вѣтъ
121 88,рече|мь
3919,сімь
16,і
1325 2624,гръ|чьскъі
830,такожде
891 1468,многа|жді
6361,сѫть
1679 33 62,постра|ѣ|лі
17 1157 36 57,а|кі|л|ла
16,і
4609 106 550,сім|ма|хь
16,і
3507,потомъ
625,іні
768,мнозі
3878,оудобѣе
67,бо
594,есть
4225,послѣжде
52 990,по|творіті
628,неже
4264,пръвое
1469 59,створі|ті
164,аште
67,бо
995 107,въпросі|ші
971 301 5900,кні|гь|чіѧ
6839 1147,гръчь|скъіѧ
351,глѧ
293,кто
139,въі
594,есть
4077,пісмена
5090,створілъ
364,ілі
1893,кнігъі
3046 122,прѣложі|лъ
364,ілі
61,вь
1022,кое
668,врѣмѧ
82,то
77 34 2417,рѣ|д|ціі
180,от
4043,ніхь
60 220 129,вѣ|дѧ|ть
164,аште
62,лі
995 107,въпросі|ші
4628 10 1147,словѣ|н|скъіѧ
348 98 217,боу|ка|рѧ
351,глѧ
293,кто
139,въі
4077,пісмена
5090,створілъ
594,есть
364,ілі
1893,кнігъі
3046 122,прѣложі|лъ
82,то
400,вьсі
60 220 129,вѣ|дѧ|ть
16,і
1177 2263,отвѣшта|вше
998 129,рекѫ|ть
636,стъіі
3945 69,костанті|нъ
1197 6,філософ|ъ
964 1713,наріцае|мъіі
1157 93 122,кі|ръ|лъ
39,тъ
3707,намь
4077,пісмена
1469,створі
16,і
1893,кнігъі
3046,прѣложі
16,і
6825 5495,меѳо|діе
1824,братъ
103,его
16,і
164,аште
995 107,въпросі|ші
40,въ
1022,кое
668,врѣмѧ
82,то
60 220 129,вѣ|дѧ|ть
16,і
998 129,рекѫ|ть
87,ѣко
40,въ
5494,врѣмена
6015 57,міхаі|ла
2216,црѣ
6839 2862,гръчь|скаго
16,і
67 86 126,бо|рі|са
7438,кнѧза
31 122 153 21 2862,б|лъ|га|р|скаго
16,і
5416 176,расті|ца
7438,кнѧза
68 21 384,мо|р|ска
16,і
51 234 95,ко|це|лѣ
7438,кнѧза
188 66 10 384,бла|те|н|ска
40,въ
1597,лѣта
42,же
180,от
55 4210 2543,съ|зда|ніа
3706,въсего
705,міра
22 5,҂|s
32,т
27,ѯ
28,г
6361,сѫть
42,же
16,і
625,іні
180 60 59,от|вѣ|ті
601,ѧже
16,і
16 10 64,і|н|де
5021,речемъ
17,а
44 97,ні|нѣ
480,нѣстъ
668,врѣмѧ
6276,такъ
2218,разоумъ
6275,братіе
190,бъ
594,есть
1381,далъ
4628 762,словѣ|номъ
862,емоуже
842,слава
16,і
1076,чьсть
16,і
2941,дръжава
16,і
2927 162,покланѣ|ніе
44 97,ні|нѣ
16,і
1043,прісно
16,і
40,въ
157 469 47 8 388,бе|ско|не|ч|нъіѧ
1010,вѣкъі
574,амін
6821,мол
247,егда
2663,хотѧште
3001,віноградъ
126 1342,са|діті
184,тъі
244,есі
1715,хе
3001,віноградъ
5860,істінънъіі
16,і
638,оць
387,твоі
3932,дѣлатель
594,есть
184,тъі
505,своѧ
7651 345,ап|лъі
89 233 11,ло|зі|е
48 1770 122,на|рек|лъ
244,есі
184,тъі
5491,ілѣ
75,отъ
11 1155 37 117,е|гю|п|та
110 1210,прѣ|несе
16,і
1464,ізгъна
2614,ѧзъікъі
16,і
4267,насаді
24,ѧ
830,такожде
16,і
378,нъінѣ
4921,прізьрі
48,на
3001,віноградъ
55,съ
16,і
4267,насаді
16,і
16,і
38 1803 44,оу|коре|ні
16,і
16,і
38 2492,оу|глѫбі
2801 170,мл|сть
835,твоѭ
48,на
105,нь
12 5012,о|граді
16,і
6347 50 88,остро|го|мь
3880 214,въхо|дъі
16,і
2822 214,ісхо|дъі
103,его
961,ізбаві
75,отъ
2807 153,снѣ|га
16,і
75,отъ
2407 108,мра|за
16,і
75,отъ
701,града
6372,носіма
348 83 3,боу|ре|ѭ
18 2,в|ш
87,ѣко
935 139,мілості|въі
8 1556 157 283,ч|клю|бе|ць
190,бъ
244,есі
16,і
282,тебѣ
6821,мол
48,на
528 19 96 90,гро|з|дъ|мі
1943,віна
48,на
203 162,іма|ніе
659,бже
1239,спе
1291,нашъ
4865 16,ізволе|і
4607,нарешті
58,сѧ
845 255 404,віно|гра|домъ
432 5490,едіно|чѧдааго
561,сна
588,твоего
16,і
194,ба
153,га
911,нашего
99,іс
299,ха
16,і
1020,плодъ
157 1028 4206,бе|съмръ|тенъ
7434 40,дарова|въ
379,намъ
1046,імь
184,тъі
512 91,пло|до
132,сь
6271 109,вінъ|нъі
874 1860,бл|гві
6821 852 90,мол|тва|мі
2572,стъіѧ
31 21 441,б|р|цѧ
16,і
1837,всѣхъ
3574,стъіхъ
744,твоіхъ
2552 763 1384,оуго|ждь|шііхъ
282,тебѣ
75,отъ
1313,вѣка
18 2,в|ш
4761,благодѣтіѭ
16,і
85 829 117 90,ште|дро|та|мі
432 5490,едіно|чѧдааго
561,сна
6821,мол
775 129 7,начѧ|ть|ю
71 211,ві|ноу
131 123 315,къі|сѣ|лоу
223,гі
99,іс
1715,хе
659,бже
1291,нашъ
110 1293 16,прѣ|ложе|і
1518,водѫ
40,въ
845,віно
40,въ
3640 2414 1300 63,кана|галілѣ|іскъі|хъ
236 992,бра|цѣхъ
16,і
1091,славѫ
554,своѭ
17 930,а|вль
806,оученікомъ
609,своімъ
184,тъі
16,і
378,нъінѣ
3559,посѣті
75,отъ
655,стааго
5857,жілішта
437,своего
16,і
31 1860,б|гві
845,віно
76,се
16,і
213,сътворі
11,е
53,во
2789,всѣко
294,благо
54 273 6284,ра|ство|реніе
171 1265,пі|ѭштіімъ
56,да
511,без
2789 24,всѣко|ѧ
3095 109,непріѣзні|нъі
7433,дѣтѣлі
171 311,пі|ѭште
11,е
6863,славімъ
230,тѧ
56 1559,да|телѣ
18 905,в|семоу
292 160,доб|роу
3447 72 2793,пріно|ше|нью
540,оца
16,і
561,сна
16,і
23,с
6821,мол
6269 102 162,благ|ве|ніе
644,домоу
16,і
467 78,хра|моу
659,бже
560 2725,сп|телю
1291,нашъ
55 1854 118 16,съ|подоб|ле|і
715,подъ
5658,кровъ
4916 1715 927,закь|хе|овъ
2038,вьніті
4604,спеніе
120,емоу
16,і
18 905,в|семоу
6875,домові
103,его
405,бъіті
52,по
1250,твоемоу
6267 4603,прѣчі|стоумоу
16,і
157 5487 1933,бе|съмрътъ|ноумоу
113 428,гла|соу
183,іже
75,отъ
6264 62 81,евѣ|лі|стъ
1347 118 861,все|ле|нѣі
40,въ
730,істінѫ
962,проповѣда
58,сѧ
184,тъі
16,і
378,нъінѣ
702 1716,хотѧ|шѧѧ
801,сьде
646,жіті
1362,намі
16,і
3703,сімі
2926 3460,съмѣре|нъімі
16,і
1621 3460,грѣшъ|нъімі
1701,молітвъі
3325 1716,пріносѧ|шѧѧ
874 1860,бл|гві
16,і
1575,прославі
1148,бес
4601,пакості
16,і
330 5164,врѣ|жденіѣ
2998,всего
2851,жітіѣ
40,въ
6922,храмѣ
857,семь
7446 24,авлѣ|ѧ
115,імъ
7431,твоімі
1344 90,благъі|мі
1496 90,даръ|мі
1991 3460,земъ|нъімі
16,і
1034 55 3460,неб|съ|нъімі
18 2,в|ш
6821,мол
48 34,на|д
517 5163,всѣ|цѣмь
119 1820,ста|домь
3353 51,вл|ко
223,гі
659,бже
1291,нашъ
1347 1578 2725,все|дръжі|телю
5279,істінънъі
3950 73,агнь|че
6345 3585,възем|лѧі
1620,грѣхъі
2998,всего
705,міра
47,не
110 2256,прѣ|зьрі
34 280,д|шъ
1312 305,молѧ|шть
58,сѧ
282,тебѣ
8 13 661 73,ч|к|люб|че
84,къ
282,тебѣ
5853 288,прібѣга|емъ
16,і
282,тебѣ
58,сѧ
6266,молімъ
4865 16,ізволе|і
7429,вѣчьнааго
437,своего
2559,іѣкова
16,і
5183 207,оумъно|жь
103,его
119 56,ста|да
16,і
961 40,ізбаві|въ
16,і
75,отъ
1594,рѫкъі
5526 53 139,ісаа|во|въі
16,і
75,отъ
57 65 17 3446,ла|ва|а|новъі
16,і
378,нъінѣ
2050,ізволі
16,і
874 1860,бл|гві
2576,стадо
76,се
16,і
5183 112,оумъно|жі
11,е
48,на
5514 286,тъісѧ|штѧ
16,і
48,на
39 185,тъ|мъі
16,і
961,ізбаві
109,нъі
16,і
76,се
75,отъ
48 2777 33,на|сіль|ѣ
6892 302,іноплемень|нікъ
16,і
75,отъ
2998,всего
2884,часа
5487 401,съмрътъ|нааго
55 4598,съ|блюді
11,е
229 90,стъі|мі
17 33 345,а|ѣ|лъі
926,своімі
16,і
2781,съподобі
6031 1343 50,сътѧжа|въша|го
11,е
47 1495 127 62 1536,не|заві|дь|лі|вомъ
12 1279,о|комь
3214 389 59,насла|жда|ті
58,сѧ
75,отъ
427,него
1369,хвалѫ
282,тебѣ
4981,пріносіті
18 2,в|ш
4761,благодѣтіѭ
16,і
85 829 117 90,ште|дро|та|мі
432 5490,едіно|чѧдааго
6821,мол
95 727 85,лѣ|жѫ|ште
48,на
343,ложі
723 74,оті|ді
1549 70,сото|но
75,отъ
618,сіхъ
943 6210,двь|реі
16,і
75,отъ
618,сіхъ
7921,четъіръ
30 50 122,ѫ|го|лъ
3101,съде
282,тебѣ
480,нѣстъ
1409,мѣста
44,ні
3702 43 97,прічѧ|ст|нѣ
801,сьде
700,петръ
801,сьде
128 3100,па|велъ
801,сьде
4959,стое
6264 3008,евѣ|ліе
801,сьде
232,азъ
2927 40,покланѣ|въ
58,сѧ
118 151,ле|шті
1619,хоштѫ
40,въ
386,імѧ
540,оца
16,і
655,стааго
1821,дха
378,нъінѣ
6821,мол
31,б
547 192,томоу|жде
40,въ
386,імѧ
153,га
911,нашего
99,іс
299,ха
6263,посълі
40,въ
143,мѧ
636,стъіі
387,твоі
648,дхъ
16,і
2586,въложі
1035,оумъ
40,въ
4919,срце
279,мое
655,стааго
588,твоего
1821,дха
3597 130,хранѧ|шта
776,дшѫ
675,моѭ
16,і
699,тѣло
16,і
2187,всѧ
38 214,оу|дъі
4596,тѣлесі
470,моего
16,і
18 132,в|сь
789,жівотъ
5805 65,съста|ва
470,моего
75,отъ
2998,всего
664 3213,зъло|дѣѣ
16,і
75,отъ
2789 24,всѣко|ѧ
4202,сѣті
3095 109,непріѣзні|нъі
16,і
75,отъ
1837,всѣхъ
4153 69,съблаз|нъ
5851 906,грѣховъ|нъіхъ
16,і
1311,наоучі
143,мѧ
282,тебѣ
4434,хвалъі
40 3467 59,въ|съіла|ті
1604,оцоу
16,і
2019,сноу
16,і
4603,стоумоу
4269,дхоу
16,і
4437,потом
1102 3570,вьлѣ|зѣте
61,вь
7325,црквь
16,і
879 32,паде|т
4713,ніць
48,на
612,земі
3258,хотѧі
4503,ісповѣдаті
58,сѧ
16,і
793 32,гле|т
4677,іереі
1088,надъ
596,німь
1235,молітвѫ
1277,сіѭ
223,гі
659,бже
1347 3216,все|могъі
282,тебѣ
1119,бѫдѫ
232,азъ
781 1171,ісповѣ|денъ
1837,всѣхъ
1056,моіхъ
1574,грѣхъ
16,і
470,моего
62 299,лі|ха
2944 237,сътворе|ніѣ
276,сего
235,еже
3323,коліжъдо
145 1927,із|глахъ
16,і
3909,ліхо
2850,сътворіхъ
16,і
3909,ліхо
2312 63,мъіслі|хъ
28 3724,г|ломь
62,лі
1131 88,дѣло|мь
62,лі
993 118 1888,помъіш|ле|ніемь
2998,всего
235,еже
232,азъ
52 88 880,по|мь|нѭ
1114,любо
47,не
52 88 880,по|мь|нѭ
408,ѣже
232,азъ
4376,съгрѣшіхъ
1114,любо
47,не
55 1886,съ|вѣдъі
148 4352,нѫ|ждеѭ
1114,любо
7979 4352,ненѫ|ждеѭ
2922,съпѧ
62,лі
61 220,вь|дѧ
3909,ліхо
5481,клѧтвъі
16,і
6318,лъжѧ
16,і
40,въ
993 118 5842,помъіш|ле|ньі
4647 97,неправедь|нѣ
2833 107,поусто|ші
16,і
3698 74,блѧ|ді
243,ѣкоже
232,азъ
3323,коліжъдо
2850,сътворіхъ
16,і
517,всѣ
145,із
62 299,лі|ха
61,вь
33 662 16,ѣ|день|і
16,і
61,вь
171 129 16,пі|ть|і
16,і
40,въ
4647 1856,неправедь|нѣмь
629 5842,съпа|ньі
2471,молѭ
230,тѧ
223,гі
659,бже
251,моі
56,да
184,тъі
90,мі
4024 122,рачі|лъ
789,жівотъ
16,і
1162,мілость
52 645,по|даті
56,да
16,і
232,азъ
47,не
3211 14 1544,посра|м|ленъ
320,прѣдъ
2521,очіма
5945,твоіма
1119,бѫдѫ
16,і
56,да
232,азъ
721,еште
48,на
857,семь
4025,свѣтѣ
1056,моіхъ
1574,грѣхъ
447 3,пока|ѭ
58,сѧ
16,і
2921,достоіно
3569,покааніе
1677,імѣті
822,могѫ
243,ѣкоже
1017,твоѧ
4508 3465,штед|ротъі
332,сѫтъ
1347 3353 51,все|вл|ко
223,гі
2920 234,троі|це
659,бже
1347 3216,все|могъі
869,бѫді
90,мі
4595,помоштьнікъ
16,і
869,бѫді
90,мі
1316 139,пода|въі
1341,сілѫ
16,і
3870,мѫдрость
16,і
4594,правьденъ
108 185 812,за|мъі|слъ
16,і
6462,добрѫ
2779,волѭ
55,съ
1579 1207,праведъ|ноѭ
3750,вѣроѭ
48,на
835,твоѭ
6256 167,слоужъ|бѫ
223,гі
184,тъі
359,едінъ
48,на
55,съ
820,свѣтъ
339,пріде
1621 302,грѣшъ|нікъ
2949,ізбавітъ
869,бѫді
143,мѧ
560 265,сп|съі
961,ізбаві
143,мѧ
223,гі
659,бже
3159,сне
223,гі
243,ѣкоже
184,тъі
1015,хоштеші
243,ѣкоже
59,ті
1114,любо
213,сътворі
55,съ
1372,мноѭ
1145 88,рабо|мь
2626,твоімь
935 139,мілості|въі
445,еі
659,бже
4024,рачі
90,мі
3373,помошті
1250,твоемоу
2250,рабоу
184,тъі
359,едінъ
1310,вѣсі
223,гі
98 131,ка|къі
996,моѧ
332,сѫтъ
3204,бѣдъі
61,вь
835,твоѭ
90 36 170,мі|л|сть
430 3,прѣда|ѭ
232,азъ
279,мое
4919,срце
16,і
675,моѭ
5154,мъісль
16,і
675,моѭ
1114 61,любо|вь
16,і
251,моі
789,жівотъ
16,і
996,моѧ
1620,грѣхъі
75 343,отъ|ложі
461,моѣ
899,словеса
16,і
279,мое
1131,дѣло
12 696 16,о|коньча|і
223,гі
16,і
835,твоѭ
90 36 170,мі|л|сть
40,въ
486,мнѣ
1621 97,грѣшъ|нѣ
54 104,ра|бѣ
2626,твоімь
1540,аві
16,і
961,ізбаві
143,мѧ
223,гі
75,отъ
2998,всего
1276,зъла
378,нъінѣ
16,і
1043,прісно
16,і
61,вь
1010,вѣкъі
60 6896,вѣ|ком
40,въ
16,і
18,в
507,дьнь
6630,клімента
