39,<wb>і
5021 143 675,<wb>сім|ма|хь
39,<wb>і
3900,<wb>потомъ
1944,<wb>іні
899,<wb>мнозі
4131,<wb>оудобѣе
112,<wb>бо
715,<wb>есть
4612,<wb>послѣжде
67 840 52,<wb>по|творі|ті
1487,<wb>неже
4719,<wb>пръвое
9930,<wb>створіті
201,<wb>аште
112,<wb>бо
14640,<wb>въпросіші
10267 6361,<wb>кнігь|чіѧ
7345 1185,<wb>гръчь|скъіѧ
441,<wb>глѧ
523,<wb>кто
237,<wb>въі
715,<wb>есть
4602,<wb>пісмена
5606,<wb>створілъ
518,<wb>ілі
2105,<wb>кнігъі
11270,<wb>прѣложілъ
518,<wb>ілі
81,<wb>вь
1269,<wb>кое
783,<wb>врѣмѧ
176,<wb>то
306 34 3524,<wb>рѣ|д|ціі
221,<wb>от
4406,<wb>ніхь
11807,<wb>вѣдѧть
201,<wb>аште
178,<wb>лі
14640,<wb>въпросіші
13639 1185,<wb>словѣн|скъіѧ
710 134 265,<wb>боу|ка|рѧ
441,<wb>глѧ
523,<wb>кто
237,<wb>въі
4602,<wb>пісмена
5606,<wb>створілъ
715,<wb>есть
518,<wb>ілі
2105,<wb>кнігъі
11270,<wb>прѣложілъ
176,<wb>то
481,<wb>вьсі
11807,<wb>вѣдѧть
39,<wb>і
1353 2515,<wb>отвѣшта|вше
1189 133,<wb>рекѫ|ть
862,<wb>стъіі
4396 98,<wb>костанті|нъ
11406,<wb>філософъ
11495,<wb>наріцаемъіі
3230 101 137,<wb>кі|ръ|лъ
157,<wb>тъ
4103,<wb>намь
4602,<wb>пісмена
1711,<wb>створі
39,<wb>і
2105,<wb>кнігъі
3414,<wb>прѣложі
39,<wb>і
7332 5020,<wb>меѳо|діе
2044,<wb>братъ
135,<wb>его
39,<wb>і
201,<wb>аште
14640,<wb>въпросіші
56,<wb>въ
1269,<wb>кое
783,<wb>врѣмѧ
176,<wb>то
11807,<wb>вѣдѧть
39,<wb>і
1189 133,<wb>рекѫ|ть
99,<wb>ѣко
56,<wb>въ
5964,<wb>врѣмена
6778 66,<wb>міхаі|ла
2470,<wb>црѣ
7345 3094,<wb>гръчь|скаго
39,<wb>і
112 95 170,<wb>бо|рі|са
7553,<wb>кнѧза
49 137 212 21 3094,<wb>б|лъ|га|р|скаго
39,<wb>і
5633 218,<wb>расті|ца
7553,<wb>кнѧза
108 21 384,<wb>мо|р|ска
39,<wb>і
184 292 104,<wb>ко|це|лѣ
7553,<wb>кнѧза
239 54 10 384,<wb>бла|те|н|ска
56,<wb>въ
1791,<wb>лѣта
71,<wb>же
221,<wb>от
13593 2905,<wb>създа|ніа
4045,<wb>въсего
975,<wb>міра
38 22 5,<wb>|҂|s
64,<wb>т
5288,<wb>ѯ
65,<wb>г
7385,<wb>сѫть
71,<wb>же
39,<wb>і
1944,<wb>іні
9925 52,<wb>отвѣ|ті
858,<wb>ѧже
39,<wb>і
39 10 79,<wb>і|н|де
5604,<wb>речемъ
77,<wb>а
122 118,<wb>ні|нѣ
595,<wb>нѣстъ
783,<wb>врѣмѧ
6775,<wb>такъ
2550,<wb>разоумъ
6619,<wb>братіе
443,<wb>бъ
715,<wb>есть
1598,<wb>далъ
3097 687,<wb>словѣ|номъ
991,<wb>емоуже
974,<wb>слава
39,<wb>і
1388,<wb>чьсть
39,<wb>і
3173,<wb>дръжава
39,<wb>і
9921,<wb>покланѣніе
122 118,<wb>ні|нѣ
39,<wb>і
1199,<wb>прісно
39,<wb>і
56,<wb>въ
277 838 126 8 471,<wb>бе|ско|не|ч|нъіѧ
1161,<wb>вѣкъі
681,<wb>амін
7331,<wb>мол
317,<wb>егда
2946,<wb>хотѧште
3293,<wb>віноградъ
301 943,<wb>са|діті
288,<wb>тъі
313,<wb>есі
2055,<wb>хе
3293,<wb>віноградъ
6289,<wb>істінънъіі
39,<wb>і
749,<wb>оць
462,<wb>твоі
4395,<wb>дѣлатель
715,<wb>есть
288,<wb>тъі
599,<wb>своѧ
5594 209,<wb>ап|лъі
874 320 11,<wb>ло|зі|е
2642 7974,<wb>наре|клъ
313,<wb>есі
288,<wb>тъі
6008,<wb>ілѣ
84,<wb>отъ
2963 7 37 94,<wb>ег|ю|п|та
13588,<wb>прѣнесе
39,<wb>і
1658,<wb>ізгъна
2887,<wb>ѧзъікъі
39,<wb>і
4690,<wb>насаді
225,<wb>ѧ
964,<wb>такожде
39,<wb>і
457,<wb>нъінѣ
5285,<wb>прізьрі
68,<wb>на
3293,<wb>віноградъ
75,<wb>съ
39,<wb>і
4690,<wb>насаді
39,<wb>і
39,<wb>і
3741 9916,<wb>оуко|рені
39,<wb>і
39,<wb>і
15203,<wb>оуглѫбі
3936 214,<wb>мл|сть
1071,<wb>твоѭ
68,<wb>на
484,<wb>нь
11284,<wb>ограді
39,<wb>і
8514 9955,<wb>остро|гомь
2349 267,<wb>въхо|дъі
39,<wb>і
1248 267,<wb>ісхо|дъі
135,<wb>его
1101,<wb>ізбаві
84,<wb>отъ
3618 212,<wb>снѣ|га
39,<wb>і
84,<wb>отъ
4622 230,<wb>мра|за
39,<wb>і
84,<wb>отъ
926,<wb>града
7580,<wb>носіма
12388 3,<wb>боуре|ѭ
13585,<wb>вш
99,<wb>ѣко
11765,<wb>мілостівъі
109 2476 287 363,<wb>ч|клю|бе|ць
443,<wb>бъ
313,<wb>есі
39,<wb>і
356,<wb>тебѣ
7331,<wb>мол
68,<wb>на
615 6773 123,<wb>гро|здъ|мі
2567,<wb>віна
68,<wb>на
268 200,<wb>іма|ніе
772,<wb>бже
1647,<wb>спе
1480,<wb>нашъ
1816 8963,<wb>ізво|леі
5019,<wb>нарешті
70,<wb>сѧ
1692 868,<wb>віногра|домъ
13581,<wb>едіночѧдааго
732,<wb>сна
697,<wb>твоего
39,<wb>і
422,<wb>ба
480,<wb>га
1051,<wb>нашего
107,<wb>іс
1236,<wb>ха
39,<wb>і
1243,<wb>плодъ
11482 4223,<wb>бесъмръ|тенъ
7329 906,<wb>даро|вавъ
489,<wb>намъ
2008,<wb>імь
288,<wb>тъі
15288,<wb>плодо
190,<wb>сь
167 13579,<wb>ві|нънъі
8196,<wb>блгві
7331 2153 123,<wb>мол|тва|мі
3733,<wb>стъіѧ
49 21 532,<wb>б|р|цѧ
39,<wb>і
2069,<wb>всѣхъ
5381,<wb>стъіхъ
865,<wb>твоіхъ
13578 1522,<wb>оугождь|шііхъ
356,<wb>тебѣ
84,<wb>отъ
1500,<wb>вѣка
13585,<wb>вш
5282,<wb>благодѣтіѭ
39,<wb>і
12933,<wb>штедротамі
13581,<wb>едіночѧдааго
732,<wb>сна
7331,<wb>мол
904 133 7,<wb>начѧ|ть|ю
11481,<wb>віноу
1570 233 228,<wb>къі|сѣ|лоу
300,<wb>гі
107,<wb>іс
2055,<wb>хе
772,<wb>бже
1480,<wb>нашъ
127 1697 16,<wb>прѣ|ложе|і
1905,<wb>водѫ
56,<wb>въ
1017,<wb>віно
56,<wb>въ
4592 212 74 2389 4412,<wb>кана|га|лі|лѣі|скъіхъ
355 1131,<wb>бра|цѣхъ
39,<wb>і
1253,<wb>славѫ
651,<wb>своѭ
77 2012,<wb>а|вль
936,<wb>оученікомъ
725,<wb>своімъ
288,<wb>тъі
39,<wb>і
457,<wb>нъінѣ
3896,<wb>посѣті
84,<wb>отъ
881,<wb>стааго
6355,<wb>жілішта
524,<wb>своего
39,<wb>і
9931,<wb>бгві
1017,<wb>віно
121,<wb>се
39,<wb>і
261,<wb>сътворі
50,<wb>е
240,<wb>во
3083,<wb>всѣко
371,<wb>благо
8782 5968,<wb>раство|реніе
303 1455,<wb>пі|ѭштіімъ
105,<wb>да
417,<wb>без
3083 24,<wb>всѣко|ѧ
3436 139,<wb>непріѣзні|нъі
7972,<wb>дѣтѣлі
11478,<wb>піѭште
50,<wb>е
8067,<wb>славімъ
374,<wb>тѧ
105 1955,<wb>да|телѣ
10162,<wb>всемоу
9909,<wb>доброу
1473 9945,<wb>пріно|шенью
633,<wb>оца
39,<wb>і
732,<wb>сна
39,<wb>і
40,<wb>с
7331,<wb>мол
6385 9939,<wb>благ|веніе
756,<wb>домоу
39,<wb>і
780 88,<wb>хра|моу
772,<wb>бже
637 3011,<wb>сп|телю
1480,<wb>нашъ
6353 1244 16,<wb>съподо|бле|і
826,<wb>подъ
7232,<wb>кровъ
6413 1358 92,<wb>закьх|ео|въ
2300,<wb>вьніті
4836,<wb>спеніе
144,<wb>емоу
39,<wb>і
10162,<wb>всемоу
7388,<wb>домові
135,<wb>его
503,<wb>бъіті
67,<wb>по
1431,<wb>твоемоу
5280 7970,<wb>прѣчі|стоумоу
39,<wb>і
11482 43 2151,<wb>бесъмръ|тъ|ноумоу
11476,<wb>гласоу
227,<wb>іже
84,<wb>отъ
50 87 74 97,<wb>е|вѣ|лі|стъ
988 132 968,<wb>все|ле|нѣі
56,<wb>въ
843,<wb>істінѫ
1111,<wb>проповѣда
70,<wb>сѧ
288,<wb>тъі
39,<wb>і
457,<wb>нъінѣ
919 1915,<wb>хотѧ|шѧѧ
978,<wb>сьде
1002,<wb>жіті
2512,<wb>намі
39,<wb>і
4044,<wb>сімі
3216 3625,<wb>съмѣре|нъімі
39,<wb>і
1824 3625,<wb>грѣшъ|нъімі
1904,<wb>молітвъі
